,ndev,nuc,sexp,lt,ld,fix,age,la,ns,rexp,exp
0,0.0,0.20349792196642305,0.0,0.0,0.1610728543641869,0.0,0.19555239766833518,0.8512888911001109,0.0,0.11496819658985934,0.7321642268095243
1,0.3761749153912526,0.046478064656134556,0.39381648540690667,0.040978073036992003,0.0,0.0,0.40164719769296175,0.9652467770626337,0.0,0.0,0.34871848425264745
2,2.483022071943027,0.3636326308707498,0.9142882340882675,0.7477292945037204,0.2744377151786973,0.07438185050768228,1.0837392011192524,2.8735278665128163,0.07337957558373782,0.5762480826460245,1.41839774994971
3,0.008906890281105131,0.13312536065409203,0.40741212285252687,0.19232332530872676,0.10376680218968472,0.0345947439993407,0.2076736551471521,0.7821211814525022,0.013496661001240525,0.032799683001100643,0.6241789095152533
4,0.30818126514278715,0.4724268060605639,1.4613893608050799,0.46508551039219886,0.315598844397027,0.041055554282129446,0.2102573189149567,1.0091498582163698,0.010349864560635639,0.3544100264820028,0.6994616436216757
5,0.35813274416145413,0.9759196029971762,1.5476982443958793,1.356589551911441,0.4222492803474261,0.14192692877731813,0.23252717191421474,1.5736898791094724,0.0867968869009136,0.4958946199808056,0.6390446376481347
6,0.4616526867814303,0.9898667007427668,2.0476782913498375,3.042195736792902,0.6424329408732404,0.1709450925003438,0.3727924894446341,4.3345012666158,0.059599148190577385,0.6659786132754695,1.456941239214044
7,0.44354560513706315,0.48571698273944025,0.2826772791491115,0.31975128493821275,0.3472382779281508,0.22823862334616088,0.18483790608129283,0.8358273824047976,0.12058792850661731,0.41246277120927927,0.4122132163317353
8,2.16442686243933,0.9341800566620281,0.7125552263354223,0.8828487174339562,0.6966687114115373,0.7217258864800641,0.7002564993552278,2.3308528295910866,0.4885018876532763,0.9234168112635007,1.1830958314301383
9,3.65416049721756,2.2233560018712435,9.70051239427927,5.804687671442214,0.7060282836277939,0.9508639630289494,2.3593981879851116,8.140037370952403,0.43862354311158364,0.4447523627810502,1.2314356291506623
10,4.1798185659755775,0.9361899971756825,4.130350357596802,2.119915637524192,1.257577490583906,0.0745690565840517,1.093865618827657,6.098622139030754,0.6478185939669148,1.1620400209781538,2.840216381700994
11,0.15817646989034656,0.1228461724276899,0.3773032474809848,0.2261799112912202,0.025653360056686572,0.009311528674353297,0.039048848620952856,0.6839655635767913,0.006805761007917357,0.048294649069908616,0.4831702012227097
12,0.3623834201025232,0.23585422420504748,0.4662307411967708,0.47145392228456634,0.13989597769511197,0.008746694115829647,0.21603128071503205,1.6919904610648278,0.03099435143353789,0.18844020591063262,1.098355952161394
13,4.245581737133136,0.9253963264076772,7.443555688638187,2.993552897080849,4.4247967023504104,0.4794135977521152,1.969752178647486,13.502710643644015,0.10675868165780375,0.6863110816528303,5.5411801981470035
14,2.607873083864987,3.1216669490266398,3.9747637388024932,2.1670065020460343,2.427792472807661,0.48963031264162943,3.3391639551829533,6.946526307708036,0.3374524980571762,1.414230587308211,1.5397758837557374
15,1.4778054163446157,2.2845088414128103,2.678303056096815,1.8697332296958855,1.8181053029979979,0.6859953325820284,1.8459771675889893,5.347446273206528,0.42422119623425464,1.3992052514049635,1.1607834109369148
16,1.1963797444799977,1.7101076606936385,2.8841661093635174,1.9807805043844928,3.3120769212755747,0.6761652647560894,2.052511967817116,4.316772577737855,0.3309660693078004,1.221697466921371,1.5315071355431895
17,2.167985495713924,2.0484330096763665,2.822734173358481,1.3317815045850752,3.012187864062739,0.6515083418299137,1.1634647305218706,3.832506128206848,0.28782792169525606,0.7905062298957837,2.7801415483562804
18,1.5675312822339544,1.4450715227002153,7.160272682741867,0.7225218093923004,1.3187872061308457,0.04953694401688893,1.672647341558986,6.247413359878363,0.07800273010366336,0.834643505676358,4.035867306120561
19,0.3912801668097404,0.31185191858638206,0.3684172915278962,0.5262144437333907,0.26866989708270683,0.18825664206851142,0.5059860831518551,0.9761737548058935,0.2341927151709363,0.258001415604995,0.6847301539302354
20,0.4605807252096792,1.2112721754222282,0.9037709385616973,0.8977740871822942,0.4518311048829175,0.2740316120688482,0.734098452301661,1.2798221725710899,0.29581702644924723,0.35122137025165784,1.0987398327878712
