,sexp,rexp,nuc,ld,fix,age,exp,lt,ns,la,ndev
0,0.09238193628104066,0.026137480000568696,0.02238434468347863,0.0629649025265678,0.0,0.09062193692830438,0.07520965330641653,0.1091984566669632,0.007352439747252739,0.018257917061459558,0.007690589473300937
1,0.016048847814482438,0.015088174324289227,0.016220586491029202,0.0042941761290188705,0.0,0.0,0.004707883233931393,0.032655348562363226,0.0010257857858571974,0.09092617774710578,0.0013261057287526177
2,0.008869942881694966,0.033955070819472764,0.03208834535422441,0.014668275585534506,0.0001819096014833497,0.007608026756381911,0.0010750735140690397,0.007123876379692764,0.0001180294877435489,0.08409250039073486,0.000181508255051295
3,0.0969161810485434,0.04984961508938435,0.05487538850682868,0.0187887365156879,0.0015036526299510992,0.021340202048285226,0.0596670392158134,0.013957461615040509,0.009250064914160014,0.15139713297219576,0.005884394594587956
4,0.047941944916382366,0.022026114706917062,0.027695252503650923,0.033402216521001955,0.004111308178225385,0.038367317261116154,0.045869406733026453,0.023870027703616632,0.012457678020180593,0.1993793103700095,0.022134716081447
5,0.034720510750652474,0.05516943044718616,0.007865271266612338,0.010220255631649371,0.0005076942636512607,0.017816761212464987,0.13300344151140828,0.04542701264125803,0.005085798199719737,0.1162600545156284,0.08597765876685454
6,0.007345004063876837,0.09284342544440315,0.003456732925511468,0.0163198916220122,5.155813825996397e-05,0.013927304629151108,0.004233466313445392,0.04624959746760698,0.001707241991512959,0.16637118204828688,0.00046207490507896363
7,0.026773088668540213,0.07915144615311732,0.014066726620065865,0.02029661874626917,0.0022523097027881867,0.009550434439596618,0.018417719428717977,0.05291524206378972,0.006323374815781387,0.16054870523984685,0.0042437193993194455
8,0.024569617575557607,0.07986308823128935,0.0442478543765333,0.016777902197559542,0.0012683400158775796,0.02462965606237808,0.018742604165208607,0.02003751882576262,0.0023553444379409557,0.12077164466214567,0.0028827188905081744
9,0.007833682602097842,0.007621333512273129,0.0010031911507682367,0.008295649534898931,0.0,0.018567768433682234,0.0017347214068318547,0.014288937814706571,0.0009907106650422304,0.07339929545054744,0.0001540916665138478
10,0.0038098678424662597,0.009368414820989698,0.0022214127115371156,0.016501694854860707,0.0,0.010403607390845643,0.00035119300350016676,0.014220483403130889,0.009104749313849123,0.058906698913800376,0.0
11,0.005225538638652919,0.008231056035505141,0.014847274624114299,0.015048804925497835,0.0,0.0003209134902207041,0.0014438467215313875,0.0020717674230537227,0.003946027138247088,0.0633916800800631,0.01624983555738743
12,0.016992598283884868,0.032512920651117855,0.020891840990297603,0.035324889212821724,0.0,0.0033767545575588047,0.02928057045307901,0.011234359091170067,0.0,0.11355712164792495,0.002332288490293019
13,0.003400259099504991,0.041796841043709974,0.038512887891903755,0.0085585399279676,0.0,0.0029035651512563316,0.04944086648444578,0.00479343556588261,0.00013662208997152267,0.057442930326734656,0.0
14,0.037955557257227004,0.016564564511561193,0.022865771447109908,0.01821717408928162,0.0,0.0081191841232124,0.005497600113196746,0.015112785007800496,0.00017133561220594726,0.09198326372706363,0.002771618088927644
15,0.01632229078627065,0.02625477419451349,0.005910589098243474,0.0022684602908982386,0.0,0.01662176530720199,0.02598860053784295,0.014554576305997973,0.0001659971448491093,0.049364338455478135,0.015557556511361231
16,0.009210572759705826,0.026049561201660788,0.002841190010947976,0.003771409441528193,0.0,0.00398587342146567,0.06354695608901977,0.08134061683519724,0.0002638316283103312,0.03850021809937585,0.0030738457712192048
17,0.007594104438846935,0.020028888264264945,0.004490947490442285,0.003871531097436376,0.0008208656328069632,0.0045600093187046255,0.002554493497921593,0.04337488551375363,0.0016224161716684312,0.030289208643118695,0.0
18,0.03790610269232671,0.03033344950015433,0.014247347859519232,0.017162643554099542,0.00043910358547509173,0.009131109129374697,0.05016229550827689,0.0428017851815584,0.002706292575372664,0.15106876705630373,0.037878811673813545
19,0.09366546528942353,0.011473571540132909,0.008386791925068731,0.024964805787515518,0.0022293616420728255,0.01791057857333003,0.01781119846169754,0.03560700534304903,0.0074653504228412906,0.11811299603432081,0.03578968695188176
20,0.029931786337265592,0.009285485044618283,0.03606273008554574,0.015402342829275136,0.0,0.003346198178213978,0.0032868822664834547,0.011760847297544582,0.0,0.06675907209909256,0.0013462711806284792
21,0.031255527890586284,0.029777365428118315,0.019371149649273653,0.037275208727361696,0.0001877560122918691,0.009998336678566557,0.0031454842545392482,0.0023833381698116023,0.0008012697416114046,0.08709923189842264,0.0
22,0.10316887320604101,0.016815143770971364,0.04526210176396682,0.05395447098818815,0.003255903903370482,0.019653715164990555,0.034393297871448104,0.058827984718873245,0.0004941586952845842,0.11735435313958446,0.021279444730516833
23,0.07718574195952008,0.013624995785030819,0.03470421200394392,0.043681960799267644,0.01252069125983005,0.011445447555440942,0.031587394314513795,0.0646949551662591,0.003241669888197491,0.17062028817997094,0.005814420920602725
24,0.022205337030292385,0.005432245880788609,0.03878538338238156,0.03860278267816628,0.0,0.003406650598709217,0.016229930992099954,0.005884109635829402,0.0003575411732436534,0.08082490384214397,0.0010921139557909744
25,0.004125177503941627,0.001376285623610806,0.01588379830215666,0.02395254499584736,0.000540975144921784,0.004813438222133587,0.006785179477305952,0.018125089579303495,0.00023273358098120948,0.09666607791431989,0.0025334396567440708
26,0.013439575559734367,0.019972573978214343,0.01718207898776552,0.036221386180874005,0.0016428380271949403,0.005881410250704357,0.01819471978255547,0.025967402631295825,0.003442292049331876,0.15958372752175476,0.031022457349884465
27,0.007537934825244355,0.005148620638625074,0.03176046347115152,0.05840929380754186,0.00045456335345668813,0.004561952600481034,0.020508410089987612,0.014899963478577251,0.005514040052971023,0.11615894354508356,0.013261475821956036
28,0.04752343215494676,0.033808001251498986,0.045437599921494945,0.07676389351307508,0.0015759499227511857,0.01408566275014972,0.017135877151968543,0.028503270382905642,0.005202620569905819,0.13734174890994555,0.026458300273817053
29,0.008770429932275383,0.010467149465665678,0.02344764923972838,0.03523249879867705,0.00014877757629789791,0.0026290359649122283,0.009911248973766752,0.0006931134440407363,8.83011035269874e-05,0.06844579141359901,0.00028891779633651314
30,0.018371752760789176,0.034222848333035516,0.02418421656012704,0.04000779706599536,0.00034005068864536897,0.01078205574187963,0.03358660858560537,0.008991910824806349,0.0016183617745655922,0.16167764910102278,0.025345728573191752
31,0.01682660125785872,0.02585826912752411,0.031734677047696946,0.023402369975577358,0.003505251667816466,0.010606536342918279,0.019192374886503483,0.016712770994599557,0.005004639215679972,0.16927131958432698,0.026078768941676413
32,0.017159407068107604,0.007184526049750843,0.06310100123983077,0.037193582947056304,0.0017641832275173176,0.009146403384606094,0.007022966405834369,0.01581861776822071,0.0030580508189911064,0.10059084451624187,0.003269384012019655
33,0.023082882657547536,0.023733150498381234,0.05540341822983968,0.029433389948273537,0.0032315298281918353,0.030177170581643247,0.031248231305262,0.032905675796475214,0.004126800212280202,0.11121543669566578,0.01081712369606448
