,la,ld,exp,lt,rexp,fix,sexp,nuc,ndev,age,ns
0,0.11953318903318909,0.07011111111111115,0.024204184704184704,0.03243434343434343,0.006028138528138521,0.053067821067821076,0.11774531024531025,0.057779220779220784,0.02271067821067822,0.04071067821067826,0.010415584415584413
1,0.13763347763347764,0.05761423761423762,0.0434359467692801,0.04153920153920155,0.02145101811768478,0.11720939554272894,0.11989498156164818,0.058694885361551985,0.03635561968895306,0.04275613275613272,0.015480198813532148
2,0.1505848270867281,0.04908021003078039,0.05261361578852075,0.061467499547347454,0.07816042006156068,0.061585189208763366,0.053721709216005824,0.057901502806445786,0.045157523085279726,0.03835325004526526,0.025127648017381873
3,0.09183862433862432,0.014939874939874939,0.060247715247715265,0.015493025493025494,0.02196488696488696,0.018607503607503597,0.035348124098124115,0.014092712842712837,0.012764550264550261,0.05623737373737374,0.03084535834535833
4,0.05021680672268913,0.010533333333333339,0.2524425770308121,0.015091876750700268,0.04006890756302524,0.02638991596638657,0.03524873949579831,0.010439215686274511,0.03622521008403363,0.008140056022408951,0.08466218487394964
5,0.026640716231996903,0.021261839885818066,0.018978850395744134,0.034605553393019337,0.003580511223562993,0.009065135591021144,0.009791099000908255,0.018217205138186074,0.06667834436226805,0.008254184507590497,0.016680290644868312
6,0.06469482529854048,0.04996461742591777,0.06363003095975221,0.10501658558160104,0.09023035530001473,0.012610939112487103,0.05807496682883683,0.05875829279080049,0.048691213327436256,0.01545370779890905,0.046319843726964474
7,0.07358011817865834,0.036505735140771614,0.059575251998609684,0.06958498435870696,0.053352798053528015,0.058537712895377146,0.04630239833159539,0.04614181438998958,0.06483559263121305,0.018548140424052836,0.025401112269725405
8,0.05137251876992704,0.015881929445644347,0.03987915252494084,0.06451763858891287,0.05663015530186154,0.22658541602386092,0.03274195207240565,0.038578627995474644,0.03027666358119921,0.015971408001645582,0.014317597449346912
9,0.04862981498331817,0.01985213830755232,0.048061874431301166,0.08526235972095843,0.13344404003639682,0.16369275098574468,0.025821959356991206,0.019811191992720658,0.042732029117379444,0.030182741886563533,0.01048149833181679
10,0.08034780578898222,0.020833916900093372,0.05917016806722687,0.08383286647992533,0.11908788515406175,0.08979516806722684,0.04108134920634924,0.02564717553688143,0.05472397292250234,0.016888422035480865,0.023681139122315578
11,0.06813896987366379,0.023082604470359584,0.06784062196307099,0.08384062196307092,0.0875986394557822,0.09514723032069976,0.05905150631681246,0.03644655004859086,0.07311078717201155,0.010570942662779394,0.018425170068027196
12,0.1117539682539682,0.04863492063492068,0.06252020202020205,0.051474025974025985,0.1934704184704184,0.03030952380952379,0.05275108225108224,0.0433210678210678,0.039635642135642135,0.029152236652236686,0.012847041847041853
13,0.1284371643394199,0.05881936985320443,0.018262620837808802,0.0675366988900823,0.19463659147869666,0.009028822055137845,0.024313462226996055,0.04682778374507696,0.025945220193340512,0.02506534192624419,0.008717329036877906
14,0.08738945578231296,0.048647108843537436,0.020632653061224516,0.06725765306122447,0.05771258503401359,0.009248299319727888,0.05232653061224493,0.09027210884353741,0.05409268707482994,0.022431972789115653,0.05261479591836738
15,0.13376894617496124,0.06070414130564507,0.05823248597684681,0.11351652941878512,0.022997971118271874,0.06260054899152652,0.05244599594223653,0.07825754863348847,0.04349743406134384,0.03568683613796393,0.0317203723594701
16,0.18763730412292715,0.07072189259090224,0.04361250570515749,0.0821770880876312,0.028201734367868558,0.13943024494142697,0.024075764491099962,0.028509052183173574,0.0348364521527461,0.012600030427506466,0.006612657842689786
17,0.1894302721088436,0.08120323129251698,0.03884778911564626,0.05609268707482994,0.050688775510204086,0.09609906462585037,0.020505952380952385,0.05833545918367349,0.001247874149659864,0.01304634353741497,0.0022916666666666654
18,0.1843255322606858,0.08482203803022914,0.030918251259548186,0.0706549650576954,0.07470339671704854,0.15889891110027637,0.016179912237932716,0.052048594181700034,0.015407931090524931,0.04241914513245572,0.007518283764017546
19,0.08308296514482075,0.0349091801669121,0.05171575846833575,0.07453362788414337,0.12588119783996057,0.10784045164457541,0.04496612665684836,0.05396465390279823,0.029541973490427066,0.05519391261659303,0.032
20,0.08705215419501132,0.03589143990929706,0.030880810657596375,0.1802444727891158,0.0018927154195011338,0.032740929705215444,0.03611607142857143,0.0734452947845805,0.02022108843537416,0.05353883219954645,0.08749574829931975
21,0.0553113553113553,0.027323390894819465,0.006565934065934067,0.10723966509680789,0.00618393511250654,0.005805860805860802,0.011760858189429613,0.05684458398744114,0.030775771847200428,0.008065149136577708,0.12406331763474622
22,0.11395516282114221,0.0351284568810342,0.03779414171166749,0.10679348715431185,0.10040746195385364,0.056356570119456696,0.03723204058255606,0.04903452790050726,0.047575683194239896,0.019293078055964672,0.00396825396825397
23,0.15422710622710628,0.05911512297226582,0.05851805337519626,0.05968288854003141,0.09387127158555723,0.08065881737310314,0.045171637885923606,0.05259392987964416,0.058912087912087865,0.02414233385661957,0.010973835688121405
24,0.13232657260435052,0.09439925044091715,0.10988536155202826,0.04408913874191658,0.052831055261610825,0.03210868606701944,0.0687529394473839,0.07858281893004117,0.05538910934744267,0.009431216931216933,0.015428424456202227
25,0.06718847580015612,0.05662690281030443,0.18404005659640865,0.0645828454332552,0.07657762490242007,0.03479044691647152,0.02949868266978921,0.05401980874316941,0.10544618462138954,0.020728434816549568,0.03363656323185014
