,ld,exp,lt,fix,ndev,ns,entrophy,age,la,nuc
0,0.05567799541946397,0.046274470201276396,0.060884526968169976,0.027080061696605352,0.0,0.0,0.022767018406636367,0.02209401921118316,0.14698217099808553,0.031694523657037475
1,0.018451732778976482,0.035729827088133395,0.005392488022469351,0.0008051775363115592,0.05653819004192784,0.0,0.0005870757751825717,0.0010180191976308472,0.04009851966089656,0.004355377556130509
2,0.018487920644724144,0.023200364194816678,0.057291719853717754,0.0635568546814653,0.022720470990472297,0.0,0.01170026192193573,0.0018297718265785404,0.030280052086437262,0.07861827214981276
3,0.04606559867923725,0.06108918610148296,0.04461348141805355,0.001223216436910856,0.00230189105749181,0.0,0.05294573513601147,0.00674925953821874,0.06255687946596615,0.04817489784467487
4,0.08626539729066868,0.17007256473709143,0.02352665902301744,0.07363143318352253,0.012175076432898231,0.0,0.12422400887002237,0.005265409664878691,0.025897646364225042,0.019181354197826187
5,0.009571127939440508,0.08920530493199842,0.009222297675902196,0.02185679952435506,0.04353729430953509,0.0,0.04346597095220578,0.0,0.009593009566633294,0.018148736292818744
6,0.1103487210906997,0.18787794412794406,0.03883493883493885,0.04761786208755907,0.09136483260814808,0.0,0.02784854413642292,0.006784056784056781,0.025122165500953374,0.02578723021236391
7,0.09904184276923886,0.08547811276933803,0.07518015009725484,0.011413929892862405,0.022967531220036985,0.0,0.03894422667677525,0.009362790867761062,0.029849000467735372,0.03305957839970772
8,0.09960694279077476,0.05073976836657513,0.028414985977591633,0.03600685546727764,0.04674863934076927,0.0,0.041558116332937906,0.02132415285972297,0.040404300667361066,0.0302132235363952
9,0.0226275676080519,0.02139833288126144,0.03289149445582109,0.043353720788987325,0.03529864989810794,0.0,0.012294844444402155,0.038258420288733656,0.039247951531893185,0.03433981621666385
10,0.02881375832217035,0.11443032936476694,0.034629419653314494,0.012832412137465818,0.06031209623405527,0.00014672743659082304,0.020262309888660644,0.024249144982601032,0.03697415874245751,0.06310905813878308
11,0.0462117405964991,0.07566193293045144,0.03388765285756026,0.0474938567888028,0.032205875032161796,0.002250579553820294,0.10029937574208408,0.012353227690804856,0.015026605604004381,0.09858868721920194
12,0.02212213494555797,0.009385119836733504,0.00432816867487488,0.002122216093102051,0.004937436801350527,0.0,0.06924836672619697,0.013795384379939471,0.07724544581806579,0.011284737659024028
13,0.012995287067255116,0.0005666947562283782,0.008476412107686683,0.004951314975524909,0.0007138582910989806,0.0,0.04550872471437829,0.030775573380407994,0.0585677863537317,0.00895646691265134
14,0.05435295854569856,0.04236556387310709,0.03744413066002973,0.06106998278230829,0.013295606914034502,0.0,0.02365538253464016,0.014673843322070121,0.093540595137665,0.09901948225905634
15,0.054607605293778984,0.03641190675891025,0.01864512278667731,0.034062478654286965,0.012083448875496085,0.0003868010571338407,0.09602900841139787,0.015551421092721555,0.1185642797887904,0.07489574281743404
16,0.01639402540958526,0.040320757509028186,0.009238068807774006,0.06286479284724192,0.008824321160314131,0.0,0.0715054179347419,0.0029050509544060747,0.009118413556479925,0.0007537601073493045
17,0.02078667926984046,0.09988729414489618,0.048087580928428776,0.01501555095623349,0.035803440969787284,0.044310022321730334,0.06586810084123347,0.005680295102410513,0.06132668807012106,0.0202960337678716
18,0.008340044707545855,0.10247887938415774,0.04322609037451394,0.011886827246662394,0.010241428740137672,0.001764795885083646,0.009006832363523511,0.004536016077290152,0.051569476477697974,0.01265675681997533
19,0.030928251100869008,0.11423846408313187,0.05291101073061738,0.003709170218091117,0.03525291333066597,0.011601148813075184,0.04358516828812072,0.004315648403847278,0.11765392851592282,0.037867225620249155
20,0.02461288781289796,0.04718694473777837,0.0535526653402283,0.006997731500801733,0.030596409676170264,0.0007783888950352609,0.032164331833098865,0.002639791390202158,0.06604642558447557,0.03702218988169276
21,0.025528734988543227,0.1328955402745383,0.05737006784268236,0.015537794124993388,0.10842908024111557,0.0013765349727013526,0.009182944236937423,0.008459594736875199,0.026194214596612416,0.03628605497794565
22,0.033772146698489644,0.0428662221572877,0.11126366399464861,0.05057132392730854,0.04485670067068143,0.0,0.005870706565786322,0.0,0.05180563245724224,0.035939992129442044
23,0.030603045051846738,0.011706673549502262,0.009922144046352848,0.0003842911233387425,0.007802115195836706,0.0002098466142910589,0.003775596104661545,0.0002680188124632568,0.05030094784556005,0.0059371034453179995
