,ndev,entrophy,nuc,sexp,ld,fix,age,ns,rexp
0,0.9114669845558926,0.023873985261833635,1.7112267613239172,1.8664655731248982,0.12308750440628277,0.0,0.19653882809076814,0.0,0.587576908000517
1,0.42915525109626707,0.22552803944859345,0.4109082239536952,0.4391768668305015,0.3091165632766025,0.05380341092473828,0.12042113831743484,0.0,0.16382919060207699
2,0.7410950273581097,1.4651628318603276,1.0401116119321239,0.9582207982423172,1.048365420596339,0.240862337549279,0.7452172265674308,0.10377688122996759,0.514201120948817
3,0.12521338743489707,0.684140632761839,0.808038429952393,0.560528944710655,0.5578742615578992,0.17007382780930697,0.28881888890271074,0.0,0.20863101868352885
4,3.562572206534008,4.202163280763967,1.8027829564764974,2.6542436145750266,1.799596147038952,1.6712036583151089,1.2954790264866847,0.0005307695651434833,0.7082805323188927
5,0.5400349739450874,0.6330939982810246,0.36015165614431777,0.6944368046690562,0.44089394874644605,0.03971939043331001,0.6591767113658208,0.0002110562882501791,0.24957154360567932
6,0.16731926555995258,0.6683766422927618,0.08482867139091421,0.06805900800571764,0.28812399381783066,0.0,0.6756906177115715,0.0,0.0
7,3.618279175906358,7.4159684726701425,3.7484818842635974,1.4388196075255237,3.294223961634189,0.6519296409682044,7.911634625071694,0.25148460826631136,1.6846879977705174
8,0.2126706974231929,6.249000880417321,2.790473723858751,2.527305754433497,4.821039637456163,1.5509325250576553,2.02955791940991,0.014770093990537997,2.4977300546315857
9,0.07805999774437843,0.8006045524113934,0.2491462841162451,0.9648997957448505,1.020804196173976,0.48350942087525905,0.5482476069783917,0.0013390447261837804,0.5879862033008657
10,2.397394154065728,1.889376002372676,2.4478094137411537,10.689116095416532,1.3869343783611172,0.1521639342081705,6.078511691074188,0.0,4.69031039141358
11,0.020762250799733588,6.75482430834756,7.962473253943131,15.824915369147828,3.656875513147996,8.793517384841256e-18,1.8908858753092785,0.0,13.019156377931163
12,0.08062813643606852,2.95202770702376,3.0742114755778003,4.866542007109082,8.26485940808291,0.011789506880927754,5.032271497172812,0.0,2.2137160731082877
