,lt,nuc,ns,rexp,sexp,ld,age,fix,entrophy,la,ndev
0,0.005750139577081438,0.007568596319817616,0.0020555051527205866,0.002666213041151977,0.004701624909856464,0.0064948414636983205,0.0034583129783422894,0.0001544943820224719,0.0031926221881033797,0.008360085607276614,0.00018319491939423554
1,0.008570436507936508,0.012299603174603164,0.0007410714285714273,0.0035625000000000006,0.007113095238095237,0.01178670634920634,0.00542063492063492,0.000130952380952381,0.006704365079365079,0.015811507936507926,0.0004107142857142857
2,0.0031647940074906356,0.08403691813804176,0.0030738362760834646,0.060543071161048706,0.006087479935794543,0.058052434456928835,0.06856875334403424,0.017363563402889252,0.02202247191011236,0.11301096843231676,0.06817683253076512
3,0.04686868686868685,0.21549693362193367,0.008897907647907644,0.01725559163059163,0.10310606060606059,0.06136634199134201,0.024766414141414124,0.021408730158730162,0.034182900432900454,0.14103535353535365,0.14910173160173165
4,0.018047480620155036,0.03392303433001111,0.0072459856035437436,0.016914451827242556,0.03716223698781839,0.02369324473975639,0.01558347176079735,0.030575858250276824,0.014008859357696572,0.03765988372093025,0.059262181616832756
5,0.027781593406593405,0.07486378205128207,0.002122252747252747,0.023073489010989014,0.04420787545787545,0.06873397435897438,0.03652930402930403,0.005256410256410256,0.027576694139194145,0.12379693223443225,0.0035004578754578774
6,0.00830952380952381,0.03916137566137565,0.046288359788359774,0.005427248677248673,0.0783756613756614,0.01129761904761905,0.0012976190476190461,0.0,0.1101984126984127,0.2088055555555556,0.03524603174603175
7,0.06633678237650201,0.04863874054294617,0.0010614152202937258,0.01674176680017802,0.04711615487316421,0.12180351579884285,0.03573264352469958,0.011621606586559865,0.00843569203382287,0.17654650645304842,0.012382621272808184
8,0.053089417989418,0.08906190476190468,0.005861904761904757,0.03332380952380955,0.02375714285714287,0.054959788359788375,0.050182010582010626,0.007328571428571423,0.010941269841269839,0.10801693121693114,0.00697248677248676
9,0.12416957026713127,0.03965011614401857,0.001980255516840883,0.03924941927990709,0.029252322880371648,0.1357447735191638,0.02637195121951219,0.0026829268292682894,0.015416666666666655,0.2619033101045296,0.022646631823461078
10,0.06554696789536266,0.032147103788007475,0.0022082554781722424,0.012584225128814906,0.029783137987656416,0.12045608968914553,0.027206839929788805,0.003694581280788176,0.006929109336957138,0.22662221844742658,0.003340694184927239
11,0.10250992063492066,0.07758267195767196,0.004581679894179892,0.01826554232804233,0.10721891534391531,0.1496279761904762,0.008485449735449735,0.026377314814814815,0.00884259259259259,0.09631448412698417,0.03996858465608466
12,0.1932558578987149,0.24631188586545724,0.03246645880574452,0.0038666855631141277,0.19699829931972784,0.030519652305366598,0.002519368858654576,0.0,0.1297954459561602,0.12315334467120176,0.03977607709750565
