,ns,entrophy,ndev,la,lt,sexp,ld,age,exp,nd,nuc,fix
0,0.0816760990733445,0.3829314677829647,0.1301217806171161,0.47175234626351314,0.19277508508781388,0.05273991287914139,0.1932502366233127,0.47564060493931865,0.042711980345679794,0.2921092036443164,0.19907322412897402,0.12452833308114312
1,0.17297565572843054,0.4091010687350942,0.12961055376614092,0.4514790817488797,0.21476686865137942,0.08484268906269228,0.24576713818401041,0.39043438729633434,0.11668939244462394,0.1628218069672622,0.1651816860984349,0.35979772232367735
2,0.19276388876333966,0.6291908194975308,0.19381327288931507,0.4510968462061595,0.23405504104582273,0.16673060456245448,0.4117177536978969,0.9671948893430828,0.15822054612982817,0.2873608658497168,0.22360626531247568,0.29682562842037563
3,0.2106793381778032,0.7669003897475252,0.22407749740708452,0.39922939706344124,0.20803417716458197,0.2562236591512429,0.33177957575695305,0.8474030765938914,0.1391643688239041,0.39039968103020456,0.29981970683474707,0.34955847220489417
4,0.1473205511375658,0.6042362317242682,0.1882517337470551,0.5405574666618599,0.30269083286999293,0.12125686599338095,0.2958927182696639,0.6217058286455498,0.24394301951415343,0.46351342043521504,0.25208338760059007,0.14608696631099402
5,0.07627091793619645,0.772327820222289,0.12183095722569375,0.20258913478146226,0.13155740898879928,0.015371935782132666,0.14814751457557193,0.1858872346558284,0.11488958025181932,0.14391469862642822,0.077437197413266,0.0
6,0.19356495231629542,0.8243470603438258,0.5446340706664777,0.4362069240137885,0.4922089866739496,0.3295325471974444,0.281691270516745,0.454309853445641,0.3204490156063606,0.4244268643609046,0.4201895779678511,0.10129927069787321
7,0.3124180316971249,0.483989228691252,0.3053371762523136,0.5135417258406191,0.28818366826647474,0.3717105465147952,0.2884663584455105,0.6543164077932058,0.39232535577017114,0.7766197675423948,0.24031632133934003,0.25780125793649644
8,0.27164971182056635,0.45482829864527624,0.4076208695165167,0.29324100372762885,0.3997715216077899,0.3744248435493223,0.33086983008166904,0.8621115557513171,0.2905886129730058,0.32371796417828635,0.37609097292359633,0.12774850935037493
9,0.11659186134435245,0.31638011847360736,0.27411902658543164,0.2729445921174697,0.19532541158871075,0.060330632293121605,0.5502474804396644,0.24755632721442042,0.1256614056300754,0.1153223702369902,0.1393079860283005,0.0074910202634438285
10,0.07553811231995121,0.22157609852287505,0.004324489348264454,0.21667455819677878,0.38823215453596943,0.005255293864648408,0.24676729220342455,0.6776094507439234,0.16038292517640168,0.0755698084682482,0.021958937010400827,0.14318516109493196
11,0.18337759678311058,0.2356172070183767,0.2870716137438598,0.6769603664951864,0.4381214730070424,0.10410414050424018,0.20951891599100392,0.795631381799446,0.3832223128646344,0.1306501348266215,0.16638248579765927,0.2032618671456405
12,1.3069281759076061,1.376010408063675,1.3124454641052699,2.309075942320029,1.4783813049680645,0.8728143067674782,0.955411966357916,4.7080963098610695,1.7801183455694372,1.7719969004375578,0.857769563668011,0.4730819009318721
13,0.09507399587441108,0.7018083561565894,0.6028163073278359,0.7668133681422441,0.6247207782165887,0.30478104584411914,0.42454223002598535,1.7110570667741145,0.4253816115710026,0.45789711352409584,0.5204073027910392,0.18662797952669571
14,0.061428755796184516,0.5390997570644241,0.20983054226964776,0.7433421418199273,0.397072231229519,0.1649140435106346,0.3820380577255363,1.142610989999127,0.25745496026442855,0.3028396288892079,0.23211820370962558,0.054663461541844746
15,0.14841898727400082,0.4653414590597594,0.36312223784276976,0.8924405265479741,0.5859854038452336,0.2220354043901728,0.25049291624555176,1.2873871856245422,0.50481856965859,0.4611268806921054,0.383807896665403,0.0707720128832534
16,0.15116010649089173,0.6602702651363159,0.33939984415357066,0.8381163216268467,0.2679139261122043,0.20671274900672726,0.2987526964487722,0.9493749914312504,0.2950837492898734,0.3966729864959413,0.5341361566928738,0.06768649172547504
17,0.03470653946198789,0.6133786185744974,0.1397579574578816,0.5513361172967318,0.1504374013546918,0.08859748732223872,0.4021966368246091,0.5047415409749858,0.12298760699422598,0.3127452088974891,0.27557892974850945,0.07289192230110352
18,0.029954681764262643,0.829954539077271,0.12658388744587631,0.45810839162517525,0.28967180011662247,0.14863418306644233,0.43639995791730934,0.8289968081599485,0.18764813329177957,0.1890400534830856,0.4083218798903263,0.06654163465968868
19,0.3372870771619715,1.7853852314181862,0.6381696874643888,2.1399938593778414,0.8786059903629254,0.6338797515036885,1.0457061731486588,4.029778154243324,0.6407848356715823,1.120790395661346,0.9769754131692944,0.09665270284853113
20,0.8683407351989929,3.482178421502739,2.3972606332907778,4.707311096423374,1.950043619074965,1.9831087667506055,3.0359654434423367,9.667387580505855,1.4428206143523845,2.7761647797617317,2.794047596395173,0.18509671595522312
21,0.846237471334847,1.6280832560554208,1.2853121084663492,2.163585282317874,1.0369470899881326,1.1042950733127015,1.8677087857013304,1.8852721581042027,0.9392406481492388,1.2575968811703224,1.3094784013745886,0.4850041221311495
22,0.13775832273707642,0.1464292856710424,0.26217191159111225,0.4669212286636725,0.18741646625497277,0.16544914780149783,0.39378288084440394,0.8199260628448939,0.08580545231107847,0.2092300365556191,0.327428118750124,0.03626799442282262
23,0.16807577662863807,0.26490876956930337,0.1919775565051228,0.7674971366220227,0.1166948157050709,0.12028384655690486,0.605633341903491,0.7017887525523203,0.1349550039768305,0.30090643831977654,0.20849439559562163,0.02990070181434548
24,0.20124328223998383,0.8298361030449606,0.3374486106765093,0.8864391644687931,0.3791443169435694,0.20711222560393885,0.3287072228014793,0.6629038061556992,0.23086441425098034,0.3585891077475067,0.6326673830864554,0.029193819312263454
25,0.09720734730243218,0.43356665890577983,0.3121752717766918,0.562482820594826,0.16676441538433953,0.09958946709274084,0.27909579061274914,0.6279112691034698,0.23050847891824772,0.3114765819423618,0.29021611959252747,0.01076104166300854
26,0.1857780821914021,0.6941327915006413,0.3719209804554046,0.7951986835398014,0.39745474649765355,0.25192082844611413,0.6045464877151309,1.0204515414638073,0.41832096512136036,0.45611435384464794,0.7715933758202432,0.09601050711678613
27,0.5223117943199765,1.6481542536413352,0.8278745741027443,1.4409208904802882,1.0695664760763244,0.7070733673687111,1.5077411477908633,1.739070109361525,0.6716318542054807,0.7915238044987069,1.0412491555668761,0.5298450058224656
28,0.14942477793661296,0.8862975057513555,0.8728975292768492,1.0656211152121828,0.807174610420689,0.6402762391436531,0.819095221173905,1.4861590028420162,0.7870083995282876,0.20585036581605387,1.1729462202686007,0.22313958567928488
29,0.11663486246992422,0.5499469130875043,0.4306021618197569,0.7604431484883024,0.7308989022258696,0.654135955786683,0.5867981925699178,1.4215699393288226,0.4192145518899132,0.5187631335684141,0.8952675124264879,0.020036781125923393
30,0.06805638783128644,0.38420052441458624,0.17357409558339484,0.3229017287975107,0.3438893309426659,0.1634796272645216,0.3173524246472291,0.47423969807556055,0.10934718669482674,0.19457982335178584,0.2220872477650503,0.04227087061105488
31,0.08706377465911787,0.6091960754503262,0.409174510997746,0.5914454457598189,0.46887305693524095,0.19447986255967956,0.3016226311720081,1.1566353591697283,0.29305096545893333,0.41321590713158773,0.4566803833535525,0.08413500424577366
