,rexp,nuc,entrophy,fix,age,lt,ns,la,ndev
0,0.018532055227029137,0.03699394340256887,0.03030974103412239,0.014821840672503247,0.057864814708699676,0.04267123606012558,0.005281168109998275,0.01963616286142108,0.002158149486241282
1,0.03936702922911468,0.04150334960593418,0.007882216895368143,0.023807690546053792,0.03053070702773176,0.030708969165569516,0.00945859908496059,0.051332292798618374,0.008336756153266912
2,0.04161354572932805,0.01764094125490668,0.015623311958403168,0.008072864940137928,0.019673860571531903,0.03524504579656075,0.039160709714404655,0.0577399814707793,0.043169770457051476
3,0.01885719375131053,0.026964892342153345,0.022615320780141623,0.0026633267712764244,0.030577622735651528,0.045005434443140736,0.025408903446458207,0.034051403339358015,0.03927741198112559
4,0.019007649655519054,0.031491001801631675,0.027400503342403272,0.004826362065769223,0.006765425199510205,0.057260592278990295,0.014881596849770017,0.04165150230299075,0.04429871156349776
5,0.02549324556878648,0.021506912606155094,0.017365538813458457,0.016484427878802953,0.004338386706031865,0.04563396905151042,0.007551653426802675,0.08311906859951458,0.007559392871634763
6,0.015120654778865624,0.005813943601049327,0.02819183471927704,0.005996054993235478,0.00836368695173511,0.056520501356290796,0.0027740643727581587,0.07171523373626608,0.013172730042166708
7,0.0031420794376364135,0.010527109527102778,0.053363671165761815,0.0,0.011507641337117661,0.007724417524408177,0.012046069701403128,0.017341221376508485,0.016579350568531017
8,0.023791499153660363,0.0328618334745784,0.032155673433970355,0.010608700944603094,0.03835309078877878,0.03587891017285256,0.03790607593408579,0.060602350273661246,0.050158201938467026
9,0.02828051183057196,0.01829664391666225,0.01972515819868258,0.05879486576274997,0.029947489060828295,0.06368011496579405,0.0043022621367118565,0.0404772122229972,0.041825122102492
10,0.02498219509930375,0.021948059244771008,0.004761123464428422,0.032186409249910966,0.019535495474486995,0.07228492587657313,0.0013167391969080564,0.045904092966977124,0.02444728031495499
11,0.02217473276867295,0.0063268324434752315,0.011405631333836864,0.012690591849599227,0.0010688401575310743,0.031416216775399006,0.012655983920099778,0.03579769912762117,0.04074044973233737
12,0.0440034801500671,0.029429121521054338,0.023652062367685134,0.005335488225898027,0.013495464512788118,0.025040635026184366,0.020500191424296377,0.03833042444949067,0.043433754309554505
13,0.09063678652014674,0.011652702379236726,0.032739299115675295,0.0011657811566501632,0.005523325411671532,0.006511838979597697,0.019670961233987466,0.04143583143804843,0.029704918890730105
14,0.01803356056608511,0.011517230192315877,0.07214598088280447,0.0009902630154847829,0.015370356933919268,0.008303137543200114,0.039678410975159055,0.038640546787927166,0.03686396675385842
15,0.021635157862558936,0.0247924127157211,0.06281025675721098,0.006618674596186796,0.06419116691882212,0.022191503547734484,0.03249338544610582,0.03991818434733636,0.042804854239525035
16,0.08711580335779215,0.026988621599391346,0.04444931986896136,0.005122085388427108,0.04743074014756324,0.034710045608483536,0.06350532124505406,0.03246016459973398,0.018923202992248072
17,0.042216772459831735,0.048353601918123136,0.056101850835374764,0.010236653979357607,0.03476899088180695,0.04408899352363982,0.06363982091134004,0.05752151270263052,0.026024243922623883
18,0.020546577867247874,0.04768041557843159,0.09856001398290035,0.007055196631760408,0.022483998664698638,0.03880569725249546,0.03272705637977818,0.04512706589218424,0.04391195721028771
19,0.05754460868378565,0.059374771195588275,0.07914050777517434,0.006220546304587087,0.023640811030219852,0.03946379253719474,0.003437799261260392,0.04243659748731172,0.027618067371755397
20,0.0052171192364531575,0.014744683884652766,0.017070307632648937,0.0013524607221261028,0.013821001332068782,0.009091440736266904,0.0005361185170792897,0.058733516092537734,0.0050795946724677575
21,0.021146559557297002,0.037064350433624584,0.02204826691972944,0.007251024695030447,0.018674565165687686,0.014017036258534978,0.01975260481762131,0.09920637939950766,0.00486177362289029
