,exp,age,ld,lt,nuc,ndev,fix,ns,la,entrophy,sexp,nd
0,0.009911914893617103,0.10409063829787228,0.011979999999999998,0.05888283687943259,0.061272127659574495,0.0318180141843971,0.013147021276595765,0.1407718439716314,0.010671985815602879,0.03674510638297861,0.02386326241134743,0.06395446808510649
1,0.002398117154811729,0.0743020920502092,0.01238200836820089,0.05430721757322181,0.06526244769874476,0.01752447698744774,0.023083577405857744,0.1142005230125523,0.012631171548117251,0.025895083682008362,0.02791359832635975,0.059547803347280256
2,0.004008642883413034,0.060750643618977536,0.004585325487311543,0.036688488414858444,0.07105185730047804,0.019186741449062125,0.020941614564178045,0.06623032364840035,0.05088010297903657,0.02725303420375135,0.024682052225082705,0.0759110886355277
3,0.012900620623806485,0.06858282940802041,0.004195894334818612,0.03961242838956075,0.0942686982813494,0.027285486950986582,0.01297947167409296,0.07700517186505433,0.039217377466581695,0.03515595162316998,0.0355482176957352,0.07818976766390834
4,0.031840981771666055,0.059565877838183574,0.01983554525103927,0.04698864726574985,0.1017360889031021,0.037342340901822806,0.011258794371602245,0.08429605052766237,0.014840901822833423,0.07174096578189948,0.04974136552606334,0.062414614646626024
5,0.016178725914274477,0.027460676366496257,0.02791201337003531,0.09360725521038143,0.1118589264648049,0.05731537554069993,0.06170998820290993,0.05435587888320881,0.024424596932756535,0.08752831301612264,0.029728568619740398,0.0473231419583171
6,0.026451809324982617,0.022186847599164963,0.017817501739735654,0.023116388308977144,0.03713395963813498,0.028263917884481536,0.01745668058455118,0.06993945720250509,0.004912665274878232,0.023147181628392473,0.004764091858037572,0.08288013221990262
7,0.01663698010849916,0.02102923447860161,0.025829113924050632,0.009789029535864992,0.02883001808318271,0.00898447860156723,0.002417721518987337,0.042846745027124836,0.038847498493068136,0.010161995177817995,0.005087251356238722,0.10431057866184461
8,0.034000492707922665,0.05299024438312968,0.03885514387071334,0.031733050847457527,0.04378951517540411,0.011674517146235821,0.022082479306267198,0.04460248324793057,0.00508533701221918,0.018844205754828515,0.01054217579818692,0.07892688214426495
9,0.03243596358118353,0.05272792109256442,0.015448103186646415,0.11834969650986374,0.12663581183611497,0.057689681335356485,0.11450925644916539,0.039262746585735815,0.023564719271623617,0.0545996965098635,0.030987253414263997,0.05145394537177522
10,0.03527299703264092,0.06278048287024542,0.04054909630428908,0.22597760992716456,0.0815940113299164,0.06577670623145397,0.012956298893984374,0.019040801186943488,0.06479882654437571,0.056017197194496944,0.02044132721877522,0.033959333693013044
11,0.028431385337855445,0.06150873989042535,0.015665014349073744,0.06659385598747694,0.05894234281241829,0.023527002348030138,0.005587007565875372,0.08201689277328451,0.019171080093921163,0.033366879728672034,0.008780589616488477,0.08565040438298945
12,0.06787401512763937,0.08585912385754806,0.01772281752284894,0.04307098959974776,0.04833808698392689,0.024119287740308738,0.018769303498266585,0.061669004097069095,0.01327686731799559,0.034356838953671615,0.009144658052316507,0.08255696501733388
13,0.02943808649530796,0.06933690330477364,0.006357303141574896,0.03952835577315377,0.0426821705426356,0.028408506731946122,0.019830477356181136,0.054510607915136865,0.008327825377396996,0.036223174214606337,0.013263157894736933,0.07872256221950225
14,0.04253266533066125,0.08775931863727462,0.011148697394789613,0.09840060120240479,0.053665831663326544,0.03967374749499001,0.05914268537074145,0.04275771543086173,0.023245290581162262,0.09269318637274548,0.003027955911823662,0.04581783567134263
15,0.05908402567975842,0.04442749244712982,0.02810847809667671,0.16239699773413863,0.049795317220543756,0.051903984138972854,0.12368155211480354,0.026081570996978838,0.04869637462235651,0.06130796827794568,0.012748111782477395,0.030777756797583006
16,0.040632677023121275,0.051677655346820825,0.01369174494219655,0.15619057080924853,0.07227772760115601,0.06037220014450856,0.12204813945086715,0.044275108381502934,0.02179263005780337,0.09197209176300584,0.009859104046242843,0.05358011199421972
17,0.013075520833333354,0.09917187499999977,0.014524425287356355,0.07888362068965493,0.05587508979885054,0.04128089080459758,0.03402873563218385,0.060905531609195374,0.013900951867816086,0.10625853089080424,0.01420680675287356,0.07482767600574736
18,0.02486365629110036,0.10487012275317857,0.020781126698816328,0.12002904427882483,0.06531356861025867,0.0696048882069267,0.07911979395002171,0.037564007014467306,0.03605140289346763,0.127993862341078,0.033899495835160075,0.05315892152564664
19,0.012428229665071839,0.09384841235319694,0.02449749891257068,0.10032601130926487,0.06526533275337096,0.0638427577207481,0.06181415832970873,0.042342431491953034,0.03118105698129614,0.15331404958677697,0.020044693344932644,0.049074706394084344
20,0.008554758308157134,0.13183251510574015,0.012107817220543889,0.06153134441087611,0.048183345921450106,0.05318882175226597,0.04936669184290033,0.05131136706948632,0.02168797205438057,0.1142012839879149,0.019824679003021126,0.06047054380664639
21,0.010572199853587178,0.09553742679355792,0.008694912152269462,0.0796266471449485,0.07537381039531481,0.03402928257686674,0.049683931185944295,0.09265693631039536,0.011975201317716035,0.06487884333821374,0.013801427525622271,0.08218695095168359
22,0.005218737332792935,0.04668565058775847,0.00158137413862994,0.039090950547223335,0.03996149169031196,0.013269862180786221,0.018110964734495232,0.06846671057965129,0.0023631434941224177,0.027059434535873478,0.002882955006080268,0.0818843230644508
23,0.00541928323949769,0.04410063880467753,0.003803486357730609,0.02781788653096562,0.03870214378518849,0.017724826764833175,0.02097103724556072,0.04770241446513667,0.0023672044174967715,0.03814010394110008,0.009637830229536612,0.0649922044174969
24,0.010110113835376595,0.057832859019264445,0.0027718914185639433,0.038485989492119024,0.030729203152364232,0.020056370402802094,0.018468038528896624,0.06294549036777586,0.005976138353765351,0.045145030647986,0.0047302977232925,0.08009686952714534
25,0.026865819861431817,0.09754341801385671,0.015022170900692928,0.06152921478060056,0.03708602771362585,0.03518383371824472,0.027005889145496557,0.06008775981524254,0.011804965357967729,0.07688868360277144,0.006063279445727506,0.0865240184757505
26,0.044909466566491356,0.035680409466566546,0.01008020285499631,0.05538148009015765,0.006760518407212672,0.04227479338842974,0.08553380916604034,0.056758640120210355,0.0070008452291510734,0.13046262208865536,0.016202854996243365,0.07297708489857264
27,0.058430858428521956,0.024299411561093748,0.014011768778123894,0.0706193319487713,0.007429733471789628,0.04311033229491177,0.09865437867774324,0.05527855659397717,0.01748710626514363,0.1450855832467984,0.022556593977154718,0.06538265835929395
28,0.06727640449438209,0.11834056179775265,0.015914606741573103,0.06758629213483151,0.015661573033707937,0.020185505617977578,0.023152808988763974,0.05551325842696631,0.014404606741573062,0.060691797752808904,0.01185292134831466,0.06719314606741593
29,0.05369549418604656,0.08857485465116287,0.013559471899224839,0.07145833333333336,0.01628851744186052,0.018288154069767453,0.06977131782945728,0.05807582364341085,0.014345687984496204,0.09725314922480623,0.027134447674418527,0.07628633720930231
30,0.015332880434782693,0.07246114130434782,0.02018505434782608,0.1440205163043479,0.04861263586956521,0.07107676630434785,0.09504619565217395,0.036948097826086934,0.0637800271739131,0.10220190217391303,0.031253532608695664,0.057350543478260976
31,0.029805829228243028,0.07497837985769022,0.009143951833607016,0.09842432950191567,0.05823891625615764,0.07324151614668852,0.06250287356321862,0.03844745484400657,0.027296113847837953,0.10313861521620137,0.017102216748768502,0.07240996168582388
32,0.04245186491935475,0.02405166330645161,0.015693422379032367,0.06134160786290323,0.029101688508064483,0.03642552923387093,0.04300277217741949,0.07688760080645132,0.014875000000000057,0.03761365927419356,0.009520161290322633,0.08830871975806459
33,0.016577996118389154,0.026651018922852897,0.0072588549247938235,0.11251431344007756,0.05930215914604564,0.10381926249393494,0.10882726831635149,0.050751334303736025,0.01879560892770503,0.05029573022804455,0.022591703056768563,0.06193425521591473
34,0.007178588631984619,0.05385392581888243,0.004450505780346848,0.07588318882466275,0.08850867052023134,0.09255912813102134,0.044282634874759114,0.05164992774566467,0.01562801059730253,0.08825505780346818,0.035731454720616486,0.05662415703275533
35,0.1159450030469226,0.08335481413772088,0.004605575868372962,0.12243129189518567,0.055691956124314476,0.061583790371724574,0.051426416819012985,0.04658363802559412,0.013225319926873924,0.08660496648385121,0.026435405240706884,0.06173705057891538
36,0.06616232227488138,0.08056567366283,0.03167755585646582,0.17379163845633047,0.06178554502369675,0.06817400135409611,0.12356990521327027,0.031006939742721704,0.02850863236289778,0.08018161814488826,0.032088693297224066,0.04193026404874744
37,0.026674827586206915,0.08282603448275849,0.012695172413793114,0.06889706896551723,0.06636896551724134,0.0672386206896551,0.06488879310344836,0.0739443103448276,0.009544655172413825,0.13354362068965522,0.027925862068965503,0.0732362068965518
38,0.010100897920604915,0.05423369565217392,0.006210775047258988,0.038911625708884706,0.05960467863894131,0.03673369565217388,0.06855222117202268,0.0642133742911152,0.006252835538752373,0.10359451795841196,0.02116020793950852,0.059092627599243865
39,0.0061124733475479715,0.05825186567164177,0.0068150319829424315,0.029636993603411547,0.029129530916844337,0.018852878464818725,0.04733182302771858,0.06831023454157782,0.006529317697228147,0.04113726012793171,0.00805597014925373,0.0689261727078891
40,0.036177008928571466,0.09408973214285721,0.026712946428571516,0.045408705357142864,0.053135937499999945,0.05272008928571421,0.006312053571428574,0.07035446428571433,0.013177901785714293,0.08369910714285708,0.006784598214285709,0.07812924107142855
41,0.01814822817631812,0.09433210890233375,0.0129217804667243,0.046487683664649865,0.03658124459809854,0.043871650821089035,0.007456784788245465,0.06244792566983586,0.017353068280034575,0.07891875540190153,0.0031806395851339663,0.07482044079515997
42,0.004599061264822134,0.09901704545454547,0.003719120553359688,0.044908596837944646,0.0220335968379447,0.040711956521739145,0.023062994071146273,0.03324802371541496,0.007790019762845873,0.0714031620553359,0.0027514822134387315,0.07169268774703555
43,0.024835317460317502,0.05998827561327563,0.005887265512265521,0.05382846320346318,0.03788041125541124,0.036355158730158786,0.0997768759018758,0.03187878787878788,0.015465007215007239,0.06923412698412698,0.020831529581529614,0.06461489898989899
44,0.02594788608338235,0.10158485026423955,0.009537874339401084,0.061256312389900376,0.05554961832061079,0.03307369348209042,0.05688623018203188,0.08756679389312975,0.015366265413975417,0.08866911332941844,0.01990810334703468,0.10076688197298897
45,0.01883300079808463,0.08830526735833996,0.012898842777334404,0.04297725458898642,0.03746488427773344,0.02197865123703117,0.016255786113328057,0.06927114924181965,0.006487230646448537,0.08905107741420588,0.020488627294493276,0.07070690343176389
46,0.019258815232722187,0.07432827926657253,0.010572813822284942,0.04520645275035257,0.052795486600846236,0.04395768688293363,0.03353843441466858,0.061634873060648784,0.004547073342736259,0.11960877997179133,0.03074735543018335,0.06313857545839217
47,0.008735452909418117,0.0698417816436713,0.017678314337132635,0.054640971805638844,0.04269556088782243,0.08121640671865629,0.07146385722855425,0.0601526694661068,0.025046490701859627,0.08879994001199759,0.014377924415117026,0.05531523695260947
48,0.008027917981072576,0.06601388012618298,0.04505867507886439,0.04889416403785496,0.03174006309148262,0.07301955835962141,0.05539384858044168,0.04611261829652998,0.010002365930599404,0.1387347003154574,0.02496340694006306,0.043884227129337414
49,0.007129078420148849,0.050493846594161416,0.01863666285060111,0.0627408414424728,0.051846451058958166,0.05568903835145966,0.05447853463079557,0.05157498568975383,0.006727103606182043,0.13820692615912994,0.014579994275901596,0.06263465941614194
50,0.017754189108318382,0.05332121484141233,0.014737283064033579,0.07359709754637932,0.04578560742070613,0.059199281867145404,0.11194913225613408,0.06811071214841402,0.013837971274685888,0.13270496708557775,0.01042833632555359,0.05474715739078392
51,0.002030917553191485,0.06911785239361709,0.010211934840425558,0.04744930186170215,0.021707613031914954,0.0427704454787233,0.07995329122340426,0.05770079787234033,0.014540226063829832,0.15568218085106394,0.008261303191489374,0.05573437499999999
52,0.009086875358989136,0.08299238943136136,0.004376651349798977,0.02535137851809305,0.009862722573233819,0.019374066628374566,0.01841412981045377,0.06834118322802997,0.0031016657093624477,0.04750143595634696,0.005428920160827127,0.08270936243538214
53,0.019121827411167608,0.11975650380710648,0.004414181472081233,0.024050285532994937,0.0075629758883248846,0.014289022842639653,0.030242703045685316,0.05180171319796957,0.0031752855329949367,0.05320479060913695,0.013153553299492454,0.06582011421319796
54,0.012697488584474906,0.12987579908675811,0.011035616438356181,0.05089566210045661,0.027205022831050266,0.040060045662100446,0.0572075342465754,0.03807899543378991,0.006130593607305952,0.1373865296803652,0.017888584474885866,0.04957009132420103
