,la,nuc,exp,fix,entrophy,nd,ns,lt,ndev,age,ld
0,0.0,0.0,0.0,0.0,0.0,0.28573762060768754,0.0,0.07516050175970226,0.0,0.0,0.0
1,0.0,0.23312295531683372,0.0,0.12559643977711157,0.0,0.062227063712657765,0.0,0.0,0.0,0.0,0.1711275737236126
2,0.17116329908978684,0.09120712832950069,0.0,0.0,0.0,0.11544198578159477,0.0,0.08022509788167136,0.0,0.07345190664057841,0.0
3,0.1727930590398704,0.06189231799391291,0.1566043374948172,0.0,0.09983215144046474,0.0,0.0,0.03553423738352462,0.0,0.0,0.07690137733738288
4,0.2674308867877053,0.016518799181043937,0.03244826305240805,0.0,0.1239095062092535,0.010108212630690313,0.0,0.09511156381718984,0.03614959918755381,0.018344544950194105,0.04232312452988188
5,0.13245293654277876,0.06924227128238493,0.04144613005666575,0.0,0.1170561745683581,0.0,0.0,0.08728109710714961,0.026726072518043795,0.017935998077877807,0.07518356791094354
6,0.03413024109177466,0.0,0.21452216998696158,0.0,0.0,0.027319304772754252,0.0,0.026649022763450693,0.0,0.0,0.04729182886694059
7,0.0,0.0,0.0,0.014326484203513512,0.0,0.06614400962720554,0.0,0.07146475221735227,0.0,0.0,0.0
8,0.12398465239075457,0.016550401409793206,0.04462284410475319,0.11197134296214978,0.0,0.0,0.021491786057897103,0.07819846427806518,0.0,0.026167505458299958,0.0
9,0.004234026044980836,0.0,0.0,0.04989802754447145,0.14538894076107362,0.0,0.0,0.0680616645733497,0.0,0.0,0.0
10,0.10459467337302349,0.03510191692367776,0.03085356843803069,0.06792753703751492,0.014107797482784774,0.056000446434607144,0.007722556455075151,0.15388189107230027,0.011112811670125691,0.034621617214732184,0.0024114067375142836
11,0.05418775845885605,0.028726892805784773,0.026709960570911417,0.06385789478425717,0.04324443011778645,0.01692749473704846,0.0,0.09766013160779406,0.02200600838845807,0.10169896585141831,0.026655552580760956
12,0.13212220889440474,0.06624608326045774,0.03437688668106339,0.0,0.06077150823771012,0.015067035372272443,0.0,0.09399730012724436,0.00838195569284746,0.0027696961808009713,0.031180566493390013
13,0.13959039195949463,0.12038626873466592,0.12723828065325882,0.0443493470439585,0.0447548409855956,0.0,0.0,0.0,0.013212514031189292,0.0,0.06815812927306149
14,0.026268496552392575,0.1418476501692107,0.1612250568809388,0.0,0.0309138559603381,0.0,0.0,0.0794294658725138,0.0,0.0,0.0
15,0.19284474513149008,0.0,0.045971009308498,0.0908146656641927,0.0,0.0,0.0,0.0,0.0,0.07612036723731389,0.0
16,0.0606500317421321,0.0,0.0457431973779858,0.07296664613018698,0.0,0.036575034525164744,0.0,0.010553936241554632,0.0,0.0,0.11217702616890897
