,entrophy,rexp,fix,age,ld,lt
0,0.24213078045062833,0.022083731747865026,0.0692721499486012,0.0344522857716677,0.5202292865150178,0.6660010146826242
1,0.2146310514810544,0.1395177656995286,0.0,0.07523989848753897,0.4888988792114065,0.701779444058736
2,0.15364339303197058,0.015671245273477324,0.04741764649676511,0.024223521748131114,0.5958751992874556,0.06135366911246263
3,0.17713375865635428,0.057797215296787434,0.1302183096369843,0.08022201693863172,0.2823633710377319,0.37879494453135665
4,0.18713789783070525,0.06371343644926465,0.047621507473255005,0.008891073609314432,0.5183863926520392,0.29635521850107394
5,0.3354616569592213,0.11705753709596921,0.10600823971721392,0.03848375225086726,0.4519471800649913,0.3968459829327944
6,0.5818063900902551,0.10076747390208332,0.09269827920043129,0.0,0.284155104452978,0.47152447535754133
7,0.7298120223240943,0.08485665840283499,0.035356156948769965,0.03760136796202556,0.31444939998397786,0.5214258997976052
8,0.6317653363334971,0.06507033862174849,0.0767367495702466,0.006254468462183483,0.4383638771780675,0.5446146285005102
9,0.5744594597884265,0.07922047685953101,0.07558998635580043,0.04896374189538085,0.29840525522194683,0.655638852588615
10,0.4316333028336732,0.0564597782053894,0.00933325341636625,0.01830415775759629,0.21359354180284057,0.5037378390091845
11,0.3347275527473901,0.04004360700910073,0.05389056189323762,0.14188668141410593,0.32438342525105035,1.0864650366937214
12,0.3478408544775961,0.054699792537732564,0.07974100430270413,0.18306835980664304,0.2515102856756494,0.9627999065823858
13,0.10693437192535951,0.04291942837346022,0.03347176772844537,0.12972404897743892,0.18309359407996312,0.7427455257045735
14,0.5052915795049998,0.18045145594720466,0.08187405853895231,0.028531979487445302,0.12151358128500478,1.274116322470824
15,0.42111772530043956,0.00795006065823434,0.1140313442995373,0.004888934302047348,0.024624757456750634,0.8781295308387146
16,0.2890525490138967,0.016613561688474335,0.07739353221958338,0.05286969532431718,0.30319039385930263,0.875058413541929
17,0.3132241259637347,0.010897793765678924,0.0605234763802223,0.01195432168749145,0.2561116408722636,1.0176109926361332
18,0.26588531527028986,0.006076646964022838,0.0737233422741779,0.0016805379430463886,0.0315942854895268,0.9268199084089163
19,0.20319943078168412,0.0,0.0,0.0,0.09330104002249648,1.2906814667201398
20,0.2752773935521588,0.0709230518611746,0.14043309828376654,0.0567909514023807,0.11836281663262349,1.4307054957961547
21,0.43156576314898637,0.06397523557748692,0.06798106800778317,0.08060704583548135,0.1522985180957082,1.024784895540286
22,0.3577967740870807,0.0453500220454108,0.04550523195836958,0.023493159515273795,0.08054977339674267,0.8735271405984434
23,1.1485842930594956,0.09963603992836008,0.0510444818769558,0.08095340434401846,0.07966621699196165,0.8434285485335995
24,0.19702258390162092,0.02258146470398313,0.002781402786923997,0.07781865093413201,0.20577474725364076,0.5660335572250621
25,0.4059049248840605,0.030904966141983084,0.037513608650662,0.010318554024105257,0.027314973399288164,0.852458887395299
26,0.6886691126077772,0.019184868316165848,0.30841279429818613,0.0747276366545717,0.1915846412054412,1.2750700203608198
27,0.7416004085641171,0.3987222294654889,0.2662098644403236,0.03501939444672967,0.04032078909569501,1.0587688669564417
28,0.7072672255911112,0.20378391815116675,0.11068555384219515,0.20677007316678933,0.12097228592324767,0.7369771336104062
29,0.6685822740550907,0.17166656915730796,0.11156547556952186,0.1838381376214092,0.10012623267247725,0.9422636685279843
30,0.14014800272262848,0.05021782116506813,0.018320514322950645,0.15033724847271226,0.20778079161275848,0.8359947251538268
31,0.0,0.0,0.0,0.0,0.0,1.104245044050515
32,0.0,0.0,0.0,0.0,0.0,1.08114067847061
33,0.3318787036867527,0.10061267326062194,0.16017076865075175,0.07078041822714652,0.06415278707610876,0.8527869072931002
34,0.20113308853444514,0.005797997013835612,0.01843906119987314,0.059093015021604495,0.24135936126542185,0.7794209232569713
35,0.3028157360433121,0.05572937373753912,0.002737313496897893,0.06329838943122774,0.3738589964207768,0.7058697580981594
36,0.6938792636950776,0.17707703832683516,0.10245819551130304,0.1360624406943235,0.2245089665289484,0.8478675306899229
37,0.7531905995644943,0.03036906113705763,0.2210400864480575,0.1921378038496991,0.022840376750529114,1.152109551251441
38,0.37283611973729475,0.013573019654645566,0.14614548032876962,0.13890107259446022,0.22003467061782853,0.7317119479930022
39,0.20600569194013155,0.0,0.0,0.0,0.2828505515244105,0.8689215350491414
40,0.1951528730763571,0.03725878924156042,0.04451270882587836,0.09623578912757542,0.21589715026342532,0.814683490027959
41,0.688255576907862,0.12528465766115204,0.01093374025644143,0.05220388827679913,0.2654149319051285,1.3192925049299165
42,0.9591543780592938,0.07442292547397779,0.017528965878906535,0.16782612207154293,0.13045121805989374,1.0621012783281611
43,1.2697388073582507,0.08565783730970812,0.06956625912793418,0.33434273665481984,0.06302258351958155,0.7579269569417486
44,1.0225570287916075,0.06221326004873332,0.12940810951070914,0.1779980376310663,0.43043236218641884,0.8576248287247025
