,la,nuc,rexp,fix,entrophy,ns,lt,ndev,age
0,0.04251976543266584,0.05977516047157522,0.17193779231172962,0.00932606508711219,0.034769587069235365,0.0,0.19125073129505857,0.0,0.12932713952879346
1,0.13460581756206697,0.10981606786094283,0.20909897606611427,0.0,0.0,0.0,0.0,0.0,0.0
2,0.13019226433100403,0.07760249278681888,0.0,0.0,0.0,0.0,0.08640163133339082,0.0,0.0
3,0.13738583217726044,0.12823343869005252,0.050398683447096276,0.0,0.08108498664102579,0.005468565251173956,0.07373882775431641,0.03520014387082909,0.05952296654615745
4,0.18644744930590848,0.07806317897512408,0.012005448994672426,0.03649618716545779,0.03987454155075094,0.0,0.1762670703773159,0.0,0.04598609108386717
5,0.10548676945699308,0.0,0.0,0.0,0.0,0.024781234756420804,0.033705895244356736,0.0,0.0
6,0.17024077807565113,0.1313997587360485,0.020967641173370372,0.0,0.0,0.0,0.18220797344844522,0.0,0.01723236585476167
7,0.08485026011101747,0.11015922742000163,0.05202016849473673,0.015938978343552453,0.21955468967548844,0.0,0.13039616408641697,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324844785857099
9,0.13762875172392391,0.09799488633733106,0.10591173526002182,0.1989791897242588,0.0,0.0,0.13779740444122554,0.0,0.0
10,0.15346912771224677,0.0,0.15499120133179775,0.0,0.0,0.0,0.2263809507261344,0.0,0.0
11,0.14715421786994387,0.0,0.21324538103771967,0.0,0.0,0.0,0.20093779335210776,0.0,0.0
12,0.1109818513718156,0.11772726021852747,0.07200263275234471,0.0,0.0,0.06510980317701413,0.0,0.16901082563773406,0.04182244268137829
13,0.0,0.0,0.0,0.0,0.0,0.17854940175157263,0.0,0.0,0.0
14,0.02711209548418851,0.1567597596553848,0.13246443715075537,0.0,0.0696664620862044,0.10445018798014588,0.021081189846725315,0.0,0.0
15,0.018339866109787224,0.08322885985947827,0.12361079490283128,0.0,0.2652891466751815,0.0,0.05657311825890244,0.14276004128302502,0.0
16,0.0,0.0,0.0,0.0,0.0,0.18075928843477068,0.0,0.0,0.0
17,0.17895368429304867,0.059390678186779,0.09097044654931344,0.0,0.05793617341182107,0.13068138980352034,0.1087769620951743,0.0,0.0
18,0.08147276920326776,0.059609132514234865,0.033876315176723654,0.0,0.20868593421929124,0.0,0.02025932363255884,0.026930805716324075,0.0
19,0.17661126840333324,0.06846130133992705,0.09033956252531669,0.0076676103210099895,0.12926665648238733,0.0,0.030037717559790827,0.025293060816239752,0.0796645986222447
20,0.18183115241938752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.2557974531405207,0.06997261393259183,0.0,0.0,0.0,0.0,0.017825140809011823,0.12059280527701187,0.0
22,0.23920694291363323,0.06541297389939285,0.046880941530380534,0.0,0.03907458397279643,0.0,0.12720078139889443,0.03805856749098446,0.0
23,0.0,0.204468897372558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16218971601893062
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08345883534136565
26,0.15371919213851895,0.08302235500659044,0.10804944038411218,0.0,0.0,0.09794667103230459,0.07529855691388812,0.017818694308056004,0.06122337397933306
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21880115769004624
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18676164340904255
29,0.04284349593495938,0.03694223217742384,0.0,0.0,0.01807233191379532,0.0,0.10234871806416618,0.06593738288990053,0.18277673894436763
30,0.09879483601545438,0.06677860942324625,0.030991337273707155,0.0,0.02164563209819185,0.06852839779371434,0.1185041142404907,0.021244103794431632,0.11879994883755324
31,0.0,0.06085625804039437,0.0,0.0,0.0,0.0,0.0,0.0,0.12787602040358864
32,0.0,0.15682562276822387,0.0,0.0,0.08993572760030626,0.0,0.0,0.0,0.0
33,0.16237420478512352,0.14111502119776012,0.09514911006403177,0.0068471230524523976,0.05620804395444579,0.060412514889655995,0.1520862206402226,0.03316163971895437,0.07675162765087694
34,0.11014651959202396,0.1413606416722378,0.05716883112825338,0.025584517092214064,0.020544190787669316,0.0,0.1446781745727936,0.0,0.058869367525376096
35,0.1369780021514283,0.06050834740879606,0.13730668280645922,0.056410369260630436,0.03399190718031299,0.02078425383408446,0.13544948698805595,0.0,0.11380181463272578
36,0.0,0.0,0.0,0.0,0.0,0.2024982581865232,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.2536671886484934,0.0,0.0,0.0
38,0.10992801649557256,0.0,0.021667780748663084,0.0,0.23361117415746158,0.0,0.07949983410162462,0.061108535848875684,0.0
39,0.0,0.0,0.0,0.0,0.02244156207251193,0.0615121745599832,0.0,0.0,0.1453017615123577
40,0.0,0.0,0.0,0.0,0.0,0.04818522179392488,0.044786776140288406,0.0,0.14001288999120656
41,0.1402018407984697,0.09304515678801435,0.007828200234318343,0.0,0.038099589031818724,0.146113600012037,0.08217794565350525,0.0,0.0
42,0.16190484162033497,0.026085920532259447,0.09468179455763932,0.0,0.18128395361234856,0.0,0.048639504522010255,0.0708763706803032,0.03195036642785684
43,0.0854042633471636,0.15243392174656822,0.0,0.0,0.07638918858774965,0.0,0.07833046133618879,0.0,0.0
44,0.0,0.20228494623655885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.14676533444735554,0.30857834529313816,0.04450778992481709,0.0,0.0,0.0,0.06876616856510664,0.03279177024671551,0.0
46,0.1432759206538564,0.14559253066027736,0.0,0.0,0.04485548526526718,0.0,0.0,0.08727514286994545,0.06588792765901322
47,0.07185549147810348,0.02405584971521553,0.040700323476146445,0.0,0.019656227866936035,0.0680764559715679,0.0,0.08423564980401523,0.15109208233102406
48,0.006688411542501624,0.046478018777817084,0.08958044080347552,0.0,0.06128144261047399,0.06333120094551692,0.0,0.0,0.19617920924583854
49,0.05619444582174071,0.040869945839494645,0.08285524031534747,0.0,0.08953203058834906,0.0,0.06861414502055718,0.0,0.2295048422967827
50,0.0,0.060851950161926883,0.04424192292180887,0.0,0.0,0.0,0.05286151587133326,0.1160229738112908,0.14453437574038713
51,0.10860288171137183,0.07309664441346062,0.07683235814231694,0.0,0.1411204001041636,0.0,0.05722440134087351,0.13697465644202997,0.012349724185378318
52,0.21456033622397871,0.07198432176918457,0.009304980198792421,0.0,0.04979684790413698,0.0,0.04943747693311004,0.1728881738615853,0.0
53,0.12641641790545238,0.0,0.04255539320018502,0.0,0.2084270973259407,0.0,0.0,0.0,0.0
54,0.11607313703490793,0.025340471617454372,0.020020921504072895,0.034237844138098786,0.23422967420535354,0.0,0.07727552913724921,0.057558308831791014,0.016211313484233682
55,0.06546180157183219,0.20687623857978468,0.05480839551546588,0.06892841301909498,0.0,0.0,0.020439830842623033,0.0,0.09713542543000797
56,0.0,0.20282876412446993,0.1656130733655179,0.034955053449951354,0.0847781993758821,0.0,0.08771544150406113,0.06982369402083116,0.0
57,0.19524266682692323,0.20237166394207798,0.05096077103253924,0.013662357404894701,0.06796689988068787,0.023059261771948242,0.023991783506708872,0.012914132295511674,0.0
58,0.13667157497528978,0.020736144346310274,0.0,0.0,0.03379606333690001,0.14273516880647683,0.007016494597958729,0.06923661370525089,0.04933367371208608
59,0.18569929844050825,0.06587746905435471,0.05475724235007374,0.0,0.007828780011512864,0.0,0.08543613777290736,0.08460494498144033,0.16258780509126677
60,0.02659110762356829,0.0,0.05135048159091421,0.0,0.05685906525610216,0.04625801552713127,0.0489633460737637,0.10369277564097693,0.19002874765657596
61,0.11452673244155416,0.029670561231632534,0.0,0.0,0.0254097167261679,0.0,0.052246677667244605,0.022752492754752218,0.17963255057958585
