,entrophy,ns,nd,la,fix,ndev,age,exp,nuc,ld,lt
0,0.024041936791109872,0.04291113533519175,0.7960228896675156,0.03999046419235405,1.016888674431059,0.44802612677856307,0.0,0.040203250462566315,0.6584520477336898,0.012638886969301209,0.08328369976512175
1,0.9182654057047911,0.16785195157674662,0.8302122859446358,0.510103357433555,1.7215927090869547,1.0095028244254642,1.2553321595724338,0.16514246832498022,1.2946464068601546,0.020523373758074753,1.1361526822378205
2,0.3299623280448126,0.047612822670496886,0.2183505582711598,0.14678565883330885,0.4917420920673856,0.23360851523361334,0.0314670109293155,0.0517756410387544,0.018162562083489788,0.24973222711230295,0.36262419481893193
3,0.49942357903947854,0.0,0.23506966600063944,0.14166937372889923,0.40333221069338837,0.14140328511018388,0.1861705185556258,0.03322722979656855,0.086449651880834,0.0916813059231723,0.2339603456459841
4,0.42026629089326945,0.1471863649766799,0.04961726479533604,0.10594084492981225,0.8502033045123146,0.041652885203459,0.015762833959898217,0.0448219279217617,0.05108718532510194,0.18997277862316778,0.41174314079445884
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015716582542197523,0.044349165774517675,0.0,0.02415825347967512
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003917524423463718,0.03252257572440362,0.0,0.009662874905089889
7,0.06391428246036593,0.009396052309822277,0.1870435533173816,0.01893374482415884,0.12900427442253504,0.1761092819995532,0.07576871822322523,0.00900145028509204,0.16203127471025555,0.03871416085868157,0.30320864616136717
8,0.03237127390608225,0.13310197956030204,0.2433920439492145,0.07797569647415356,0.4502375716860768,0.1562181934817196,0.03241986447639158,0.034781156600403054,0.019637603003977152,0.10253337323023286,0.43426809901787455
9,0.04694937064577101,0.0017065827379966689,0.11875724245275565,0.02296713330514467,0.24993793008953946,0.16460839571727004,0.024588277777354988,0.13805651668567698,0.16225971708805245,0.012747790296237634,0.2576874883669364
10,0.027490963692564926,0.002746067191058227,0.1414156348684682,0.06731308067323737,0.16045275190852357,0.22923831565542468,0.14731015494060404,0.0061590845073442105,0.14943732545224983,0.008313770904262156,0.6385348523648118
11,0.06077463487218531,0.002927151381243738,0.1224253634937461,0.15852656698972717,0.18945828176516868,0.20274107619962164,0.265632491179678,0.03907754511559758,0.09349240912835068,0.00018551681223242023,0.632173904020045
12,0.11051841262056082,0.0,0.057335380700501225,0.09142959210868949,0.10715505047523892,0.216016204701653,0.19620347669616187,0.007093196335919232,0.0028591871814103932,0.0,0.4180801708351328
13,0.06656983001982604,0.0024015460847301817,0.006590825192133779,0.12304248362413706,0.05285542515980645,0.16556821838166522,0.09109224182306858,0.061703537021712954,0.04814681206842876,0.0036568342439358714,0.6862341604944003
14,0.21388385151346492,0.00070249984143081,0.056322035264894675,0.029806498188197163,0.03790826800200103,0.09405103319470974,0.031826353559624196,0.2370444419440731,0.30912676912952064,0.003991693493186177,0.4581905617772127
15,0.05460386235184443,0.06478831200776992,0.221996489949789,0.030145657527403356,0.34490246511342554,0.28608980553829483,0.2692056031260428,0.08180244295576808,0.13990093280083016,0.15949217087152012,0.4736430061984322
16,0.0,0.03246109398223737,0.09219533702744759,0.04363971159616541,0.36557386237343276,0.3277852308380239,0.1879144096890534,0.1156315085815284,0.28061471731565174,0.06490258610128422,0.4777413402731489
17,0.09568278964776397,0.002166741839987932,0.11154672731379489,0.008370522041178169,0.35178387028293184,0.19783216193240685,0.030074863875570526,0.07985403194336878,0.08595914968009362,0.00018662034211889796,0.17969815789333632
18,0.2101988049229224,0.00562855635148637,0.46014908472426097,0.04741418383787886,0.5976847027947323,0.34955973933710366,0.1433635832773144,0.09812149665307447,0.038259767722423545,0.021937043849715652,0.2010985960157178
19,0.022063673915568256,0.0,0.4530723238434043,0.15585722520942064,0.3921134857791677,0.10612227360729722,0.027743761248261712,0.0,0.035430361852121256,0.025388444155102136,0.3803458323065645
20,0.15622166606605048,0.008803986673758061,0.3331970186582719,0.14544611782987868,0.3279766393400763,0.18248138536193684,0.003170787814458831,0.09594917489199845,0.02865579133424418,0.03840759934139005,0.3999721126302093
21,0.2520680896498216,0.03495536049498751,0.24685182040695083,0.19377476726611567,0.2508530011522242,0.2843563543241203,0.05778566887886946,0.055284674106741274,0.10303801994035709,0.07217998400707801,0.40269861583958527
22,0.0,0.0,0.0434096464129682,0.0,0.044377173281900974,0.014020603745979444,0.0,0.018854342891260454,0.10006108389589188,0.0,0.0
23,0.2227934284826803,0.05743648326131645,0.18138783364671737,0.01547719869487466,0.45157709945621194,0.43144966671175006,0.06860881871116614,0.12876267690804627,0.07524929919081996,0.1922840741985838,0.3656166914254658
24,0.11736834941170331,0.00453239049015127,0.4041021738226601,0.0059209708168069764,0.23293576102440017,0.35354769387217927,0.06252699542336139,0.15583387217254152,0.02492244143679943,0.0970871533357755,0.41068450640578313
25,0.06652312313231203,0.042621851235239996,0.2770675182998717,0.014819323645248851,0.17310968496071885,0.14293105345846185,0.03470742293572669,0.27147832848943076,0.1616373335793673,0.03328894525689775,0.5962360224157004
26,0.16882079317999607,0.021268290751692384,0.1559294561719947,0.061174080804670995,0.19644706104252438,0.29199651591379944,0.13408934079438867,0.19177850281300107,0.07880880559170063,0.005579576694122157,0.5474841795318273
27,0.08387028539158445,0.003031004377395747,0.3003704640714648,0.07348791276469727,0.4038705439391891,0.21767482539998997,0.07806195335748894,0.11084680994841284,0.16206539337997808,0.025135565213206378,0.4357881718177029
28,0.0,0.0,0.26705645257255606,0.0,0.4732146327145401,0.431088866812527,0.06997165077459473,0.2260374875242432,0.06146160880834632,0.05388947775901009,0.6197412245891373
29,0.1345842220978415,0.0029342015293647803,0.214975906962605,0.0891585160633332,0.4812997401116648,0.5464231703253082,0.1268982994262656,0.030375330607658547,0.09418865892273731,0.14390310939702786,0.6058688424313406
30,0.054121907643308646,0.0,0.13449205445682913,0.0,0.15773070603235237,0.06334910584137143,0.02101989208312064,0.17878063470544592,0.07418508413962636,0.0,0.17434179260637678
31,0.0,0.0,0.0782386780812693,0.0,0.43725134867906007,0.0,0.11438205446416888,0.14432835934423277,0.06054422089910992,0.09820531193492986,0.32658097160511307
32,0.05537030150800818,0.034663287196619895,0.1343348878734055,0.001062061608270408,0.5309103123399826,0.10961482290646833,0.07096314447627843,0.1961271343126426,0.13241347968422237,0.11966899642483107,0.35634463581801484
33,0.1730468923972512,0.027730499842736976,0.18611267415235838,0.01672526100169144,0.3969388707147769,0.06970059594348908,0.10043386531300502,0.016348586099928095,0.06906244415578047,0.0889713161605901,0.21953668515897548
34,0.13655166186891807,0.031123417459061282,0.23175332549634045,0.08197752140968453,0.39153047943751673,0.0910092440511695,0.13803634205957613,0.0783555454235578,0.028834898986924616,0.06046357880342568,0.2465946874875455
35,0.14317870078136735,0.023416454146251542,0.17620641915165106,0.04044389406308438,0.2596538345361597,0.19373025090306045,0.08963660867765948,0.01790000093502644,0.04302793084141825,0.03948450611962848,0.26763738340891036
36,0.11810395056554832,0.00046227861121065673,0.19181925793882032,0.14090143100696928,0.2001122562608301,0.3025997073000949,0.07956738123585981,0.06562427399791337,0.07848431499060379,0.06057475680300461,0.4622897351994286
37,0.08988180064469227,0.017846518128660192,0.09473734441564084,0.13356921498126859,0.07398194092382522,0.2574120800112015,0.018736832930676628,0.08992797911379649,0.21657100461605983,0.06028711601223207,0.45236720488595245
38,0.027736037858081205,0.0,0.3297117584418171,0.0,0.09604951124953685,0.07693399640914993,0.23844654836373716,0.01605266888384195,0.16966560912263687,0.15821783231842598,0.025189569457580656
39,0.05186365928704638,0.03485050743501578,0.3807847596378667,0.013625175769444586,0.5132861234323226,0.1471110644223106,0.25799840318160605,0.09394972696402419,0.0313988291687801,0.22579906556108417,0.17964185843493619
40,0.0739550327437761,0.0,0.49193506434467704,0.0,0.6657156008988437,0.11315737151403388,0.2649473780333571,0.0178077609087685,0.10503707677209584,0.23633047904926513,0.4427899060640636
41,0.03601199244413853,0.0,0.4624007729576794,0.016532483873600894,0.6685603185377247,0.24133869356380538,0.09557557658182929,0.037827805851200054,0.06396300014961141,0.1433407416184934,0.3382519587339382
42,0.11834341049637423,0.021525124421933026,0.22574663092152086,0.008836695925564695,0.6460335020484677,0.07374376865590224,0.21920213783628015,0.050002456284918693,0.04259917308112703,0.06720344033289848,0.27079020882347926
43,0.030149953845152653,0.013076247453354605,0.33739171349334224,0.03621334501869504,0.6052223652699796,0.010927701040329975,0.23164477504908565,0.15492563334584242,0.03130384315787207,0.08602106729455826,0.19378146267921384
44,0.04132735049228731,0.006334279792249838,0.19105011677368902,0.0985531721269471,0.522841871937464,0.06512664160488055,0.14786059063049564,0.04107692336926012,0.03244955666861401,0.0017724634943117644,0.2172863524206955
45,0.07071045878542477,0.006003982497417704,0.15792706939629278,0.09152485995294886,0.47547530813637545,0.06050134916718873,0.1441989398172028,0.010284887921584801,0.05789129749208237,0.0011152921438003424,0.22366238871128516
46,0.1665631573860772,0.007088608876961233,0.22902175690948437,0.19910727186662044,0.5337283001777028,0.15644723477809588,0.15605846966511097,0.03299898614780186,0.08921354654378767,0.0006446435124186137,0.2558384401221537
47,0.14481182634609996,0.0009191167843679032,0.27587289946973304,0.20202064994038038,0.5376177299998883,0.1775959043598107,0.105213218267327,0.10374656119500202,0.09727830435912153,0.024423771922277734,0.33269302317900623
48,0.044550006306597716,0.05112448709437247,0.17295569443526415,0.32907413885943537,0.3589986529732338,0.20893349876304879,0.12044554792821757,0.07009127547164216,0.03657654966486175,0.11753592727441314,0.2187477088830555
49,0.2680215034799817,0.05251650868420986,0.016226849406511094,0.09101460020830424,0.2599111889242678,0.4119553028882755,0.09294694764000182,0.008022317658066876,0.21429862201832628,0.016336395822753896,0.6118133806099856
50,0.1602230402557973,0.0005613119805364509,0.13356265737604173,0.06430274317841372,0.5643953931060214,0.14327374003592733,0.23095991582950595,0.11902178546740685,0.19776012536645715,0.021430239833481465,0.16263550872001684
51,0.05026692980472991,0.04671580087850764,0.26086068586097744,0.06672380204603388,0.7966486588906342,0.0223124423219105,0.31925803509916484,0.2296555567147092,0.11670299618665815,0.00976051819961416,0.1316751327128287
52,0.12640582155985347,0.04208039635188208,0.35688866023854504,0.05681420719714203,0.5828890409207755,0.01166511894710502,0.4093058018569149,0.11049529443050544,0.1061421844604799,0.13678617257824197,0.28878920955031034
53,0.0076461153905198675,0.012087225718910327,0.382115283134024,0.035778160926195665,0.423063659821821,0.06891258575395134,0.2668870096649333,0.1327269352342091,0.1983346604603007,0.05800249100100445,0.3194574989421317
54,0.026212861245071273,0.04925992021183159,0.2924492710758056,0.06571689908591943,0.47572082104238006,0.10357577950890252,0.402237107923154,0.09063229800731738,0.10601139420622388,0.22192507573132278,0.4846908760980561
55,0.010808699951176034,0.003447680884511842,0.2634717286504195,0.013519504544138014,0.350801034803694,0.191353269514566,0.12937138119714264,0.10313423350852687,0.10225984126160137,0.052211573956666445,0.29264097369240616
56,0.0,0.0,0.25493422091248225,0.0026546479102453036,0.4324608667278107,0.2696656285545218,0.21583407984387948,0.0168572712712243,0.11241320011089746,0.03046886745458638,0.47731380427820436
57,0.09544809842722392,0.0,0.23207141458926567,0.062168232639008045,0.3396892140342661,0.358632689936237,0.10716394665841766,0.02260000909701815,0.1785307688805529,0.11903343262514006,0.472209465712557
58,0.048797563507200215,0.002723594553312924,0.25671482085239705,0.04735142473339794,0.5438295065560788,0.2554855930002064,0.027502311300246125,0.07277869012381313,0.11575521560159063,0.014383288597329484,0.5497409703948588
59,0.18776898647964815,0.03664054391470588,0.17113281567754515,0.15091692759365152,0.7425358080826884,0.31540406765883044,0.05269559181207134,0.1384438119731032,0.01737788704848516,0.041043795289224215,0.7981397881602971
60,0.00964889838981722,0.011421514606254402,0.06769873906652947,0.09328802806110094,0.8982386562539904,0.047700341851870796,0.04571998316910345,0.24730367331896863,0.24832974227886748,0.02137412646539692,0.41719845204658856
61,0.34087112608178577,0.006178217881880997,0.30704488481815384,0.4059556880882303,0.7937508152948829,0.11403863423237266,0.05981552221485536,0.36265833183810153,0.19962801893911455,0.008162273816368302,0.4355897789102877
62,0.07984733805268925,0.016768615171079793,0.44074342684908396,0.024242104563468467,0.2743934944159595,0.1831908627463324,0.3079152561393346,0.05333689496287947,0.10584085123468878,0.15927457018355823,0.2665006641401834
63,0.1342972686170341,0.0,0.31852172808339935,0.001834382835794825,0.5256880070283039,0.11216747091170255,0.418025930470522,0.06458354505595654,0.06056354595866253,0.008008004650906222,0.059214265216590165
64,0.09150818157220328,0.07922125841291634,0.27220963606089366,0.05677740024190564,0.9177710334057707,0.14611187605084092,0.19867227174539637,0.16109882190480201,0.17197889785674075,0.022554793658111964,0.3991716873894081
65,0.09510835126481446,0.07103354757018684,0.15162251319094122,0.04045223016953268,0.7839585546668301,0.26249092825617515,0.32716370820355173,0.12393550754801777,0.05190956682076828,0.03562349506203316,0.42034845430355533
66,0.0027192810207934165,0.00987565905607399,0.2840221698782373,0.027858807414654855,0.44730132315781845,0.19357305026141217,0.1149756293810688,0.07827757982119904,0.06285586317824153,0.004093971632157114,0.11947644957322857
67,0.0,0.0,0.29549787224339213,0.03357542536307801,0.5483677419684265,0.05345374324138192,0.1577867997895215,0.20526506751150228,0.07368841595929217,0.0,0.0
68,0.23013747250663427,0.02453185196113216,0.34053434236551994,0.05233765059773534,0.7403664045001316,0.042095627155928315,0.15680233782710995,0.3041172520870845,0.05556062605754981,0.05128413854023903,0.1367637216827366
69,0.07732112072380702,0.017709557882814544,0.18001889846078664,0.17085895578431315,0.6337502147872587,0.04950486696612453,0.24322284275451278,0.32244396634567174,0.0865976602551121,0.07227826634530046,0.07259125234989736
70,0.009050966470553885,0.01102311111364514,0.11655925299003883,0.23616543671295528,0.7330012436565617,0.07339155399953919,0.28418443354028383,0.22428112229009822,0.07652614797607364,0.1615842316757453,0.20776826833641082
71,0.13524987074782602,0.019148762348937493,0.15889918720436444,0.2343680232858334,0.9070123969222943,0.3257300710616318,0.19244607133938846,0.10666965222570732,0.08342735436488871,0.004550117657803834,0.5385685019763844
72,0.35670156971896594,0.0,0.15641720410098064,0.20454249133252042,1.0252768659213534,0.48882288983094296,0.0,0.12407898575522269,0.29722813892215644,0.0,0.7840755472451757
73,0.22403169801693937,0.01169086873047401,0.11816963342291327,0.31610256502551215,0.021067041411294736,0.16640088694906657,0.3547550081594031,0.10369204359762403,0.060301085312289844,0.6268550353280662,0.5467317839051151
74,0.24147812942335797,0.02086275971197355,0.1516861375041888,0.7195288424328768,0.10656848110962054,0.21173906567686668,0.40082441793446844,0.04935117853142275,0.27570423090573654,0.5706380206796114,0.7894386459099678
