,ld,ns,fix,rexp,exp,sexp,la,nuc,lt,ndev,age
0,0.03426688785252688,0.0,0.0,0.12383607067600239,0.0,0.15822387934743357,0.2846496435224245,0.0,0.3145074778820432,0.0,0.0
1,0.229802323719441,0.07230987761096895,0.0,0.33011601594944917,0.22459432495941076,0.2944092295249168,0.9875095273978611,0.17257080885268822,0.10992014727462936,0.09491872124784924,0.12744857989522676
2,0.0,0.0,0.0,0.5003022516712695,0.3046160092236024,0.12524135774016742,1.0456950432240772,0.0,0.023500092184798396,0.0,0.06849222507936888
3,0.0025839402355772563,0.017811795124156222,0.0015279982737671587,0.20499528154855254,0.5077169189761422,0.35994326733211524,0.7607433391720385,0.1500874735819492,0.1997131697670508,0.01704588988749086,0.10864561424489401
4,0.13419074891021235,0.08917825829979027,0.032217037685915176,0.018962466692708166,1.1861792743319797,0.6658338098542094,1.7341398730837134,0.19607512733304627,0.10826087300021965,0.004731617720005975,0.37372471776975763
5,0.3748394925980628,0.0,0.0,0.0,0.16400776153381497,0.3272667030830335,1.1776260271692767,0.0,0.1431891152204522,0.44124658176010634,0.0
6,0.0,0.04873436431411241,0.0,0.0,0.04495750346785986,0.2661048436883252,0.831950736104472,0.031780121415511384,0.24940064092606876,0.0,0.0
7,0.2876792976157525,0.013090180111061646,0.006026593371099138,0.22263806739433975,0.19978404745593026,0.04188615527756442,1.0870845397526936,0.14494109641597322,0.30187936121226056,0.006398927194689415,0.1589552927082595
8,0.0,0.0,0.0,0.0,0.18251886211697213,0.0,0.454488546546709,0.02771223252231135,0.0,0.0,0.0
9,0.37312787468739655,0.1325074286743074,0.0,0.11796614176023748,0.5366938247470726,0.26657895311085933,1.157731080264285,0.10818104368001379,0.23706051719417956,0.3291977807975044,0.19914525605760594
10,0.010932852065923716,0.004419117321708089,0.00127953257018901,0.031168442101901745,0.14440242077309606,0.039014262191426424,0.4925971487048687,0.04055437477887829,0.10968373821429682,0.003707509838817295,0.19812694573329984
11,0.04638413652585659,0.09388602349872444,0.0048678742364496146,0.23480954383085018,0.3262239352913577,0.23656961535301957,0.918407682820287,0.06846333677214031,0.0,0.060332952667358386,0.06846544118079784
12,0.041367255442978396,0.15198140191158532,0.011305700714254876,0.14586696872948993,0.348202164789056,0.3028983477763519,1.3860719640612338,0.02099027974405404,0.21126114318923478,0.16211505204696733,0.07512106502860832
13,1.2848611911557557,0.29980392414332213,0.0,0.01048490072910439,0.5448645745961386,0.13441951663701807,0.7508053835718254,0.2061645055313693,0.5639606194451354,0.22993307701433893,0.1815778809316208
14,0.039706794632610246,0.08602458797072357,0.03573581326158188,0.07108721965545285,1.8021764922335266,1.8815585498152403,1.5751765573295549,0.2970479549154964,0.32323881274199173,0.5694814279863059,1.3505136078079485
15,0.34342093017278236,0.0,0.06631525533739904,0.2558780737449769,0.83530875429076,1.487987270581939,0.9847018377747352,0.29730298474860567,0.20595126201484096,0.298162407281993,8.808690834650834e-05
16,0.0,0.0,0.0,0.0,0.0,0.009482648555270362,0.18998321130723375,0.0,0.20889704736077486,0.0,0.07795977507444395
17,0.0,0.0,0.0,0.21336679521226426,0.7909822733443502,0.06294424858655528,0.7244629268679935,0.4100388818412693,2.0232595101296167,0.43834979810466007,0.15601103967410584
