,entrophy,age,la,fix,nd,nuc,ld,ndev,ns,lt,exp
0,0.004458707154359332,0.024334713595583157,0.00306188175753392,0.010556935817805396,0.06056613756613759,0.04891902461467684,0.004623418449505399,0.009226593052680006,0.0016284794110881019,0.01971497584541068,0.006397055440533674
1,0.004517190660047782,0.0023656922228350702,0.010528038242324,0.2788793895936752,0.0034105534105534027,0.007165839308696471,0.01843886743886746,0.00491983820555249,0.0220520316234605,0.05367880125022988,0.0007744070601213474
2,0.030517977168462652,0.020397951563000106,0.009746790426402089,0.007872968455492714,0.014393470607062907,0.024599914648458322,0.02283989473309864,0.057736050357409634,0.03786905650983391,0.12526387851630552,0.07083751200256057
3,0.01944207533759777,0.017120498696991258,0.010680970149253765,0.010649875621890546,0.05314883913764502,0.012502221037668806,0.02081141909500121,0.01424070125562664,0.012458244491826604,0.016712420042643946,0.005557776593224375
4,0.002228906063261874,0.0005285103444612677,0.0026122752503120426,0.0019103391496029423,0.0025148062571375292,0.0014680105170902576,0.04442116166042563,0.0016184633362547331,0.08384378402783337,0.0035531033383793794,0.00023464265795554177
5,0.0015556749015395543,0.0011600429645542325,0.0013340270318653688,0.0010835123523093434,0.0038080692803436995,0.001213748657357672,0.0148354144289295,0.0012234828141782935,0.06426300125313228,0.003685776942355897,0.00024648675259577706
6,0.002187668146354567,0.008078591606134023,0.0335121569814365,0.000457189938122141,0.026019975786924932,0.003106251681463543,0.05018260694108154,0.0010296442023136824,0.07566737288135648,0.007492433414043628,0.0011795466774280167
7,0.007519979264763084,0.004617694068858308,0.005957708756317824,0.008105533716359322,0.05610703126124963,0.010069549440580604,0.05056877906893016,0.004547784641525232,0.0577689461027838,0.013636442178927895,0.002055812346105638
8,0.0039817545515316004,0.0011948016200699811,0.007384589674019935,0.006570524163422659,0.03881699500609488,0.003883940859580837,0.03403660886319843,0.0017854193700601395,0.07895157484959446,0.013790944123314065,0.004009869843891331
9,0.007316989688957361,0.013375262054507337,0.0026517776922089483,0.008612929448508966,0.06389552047233996,0.008118341676293174,0.026635647969879765,0.0014664356308561094,0.055694177041885326,0.009372994480811206,0.001258931245454153
10,0.016632897324100185,0.052686158844148026,0.007654526801744047,0.011249893134991888,0.047218945028639776,0.016383688125160323,0.0027793451312302176,0.005735231255877584,0.015546080191502103,0.0178438915961358,0.00334252372403179
11,0.019178317390237946,0.07656855531027723,0.0046743053365569855,0.006833280773678131,0.027482567714355807,0.014298328602964401,0.0014273450366165518,0.0018758540943971372,0.019428851746733006,0.01740653141315394,0.001213952836469389
12,0.007752720079129582,0.04702402147802743,0.004214497668503598,0.0048796100042391025,0.0250043803871698,0.00647378832838775,0.031777730676840414,0.00123781263247138,0.026536950685318708,0.017411332485516438,0.001432245301681495
13,0.0013073852295409107,0.005886907503673975,0.0025763856901581347,0.0022251102191221937,0.018009256212848965,0.002255818034261144,0.03979864446930343,0.0012651619837248493,0.034763878835735444,0.009216292689346617,0.002091969906341151
14,0.011286715355038368,0.01282290173594527,0.04160808135963418,0.007398698609878767,0.039333492594362196,0.008439014401747349,0.03498373262348424,0.005940095101585818,0.05540145155051978,0.010446385912224465,0.004519714240211135
15,0.006903473510616372,0.026081735724592905,0.015319006390434988,0.006001082251082262,0.049015795712224294,0.0045144042465471036,0.04940179859822712,0.0012251339929911294,0.02958513708513794,0.0048819830962688006,0.001857091321377021
16,0.008674333173614459,0.026018550208775536,0.006807675633741784,0.013273210577954287,0.049994638008533474,0.005992082506217655,0.04431389326214429,0.002222830675154575,0.05569534761676599,0.009520843315764298,0.0007918634631619721
17,0.0370313358988455,0.05661718893164725,0.0035779732453729176,0.04692439592659487,0.07091703971308141,0.00952145344118958,0.00407353595643863,0.008604413728108095,0.05211458415141743,0.017740124087018045,0.0016713788319065834
18,0.015497367691881432,0.07167557297233104,0.003585678660491622,0.028096623520563652,0.0959422871392945,0.01006372956497646,0.006790167438546484,0.012113763211020092,0.04359775165261452,0.019274630883109704,0.0036992835371887594
19,0.011007364457329492,0.042150354893531965,0.041869772401612826,0.017275650638141894,0.08394614948848661,0.005465360391882438,0.017179346196141154,0.008424139424839248,0.08098070578826347,0.02357809323869508,0.007907794328368176
20,0.014335432548889629,0.04931430228704007,0.061046845652414104,0.011647607999116143,0.07037122969837592,0.008441470555739704,0.013491603137774852,0.006989144845873413,0.060808474201745885,0.02786874378521721,0.008421030825323196
21,0.00678659311538361,0.016294854114274872,0.06004732159757718,0.004442281171412353,0.047194640491062895,0.007561991292826085,0.05334347367567125,0.001375165625591506,0.05387834293285734,0.02000878829669297,0.003244368729888294
22,0.012819989009151085,0.010573316130265473,0.07214417126609794,0.009286670011707661,0.04746816237784619,0.0142077031515065,0.06049697751654601,0.0023334050127828214,0.0748818483740713,0.02289525243112801,0.002384775284925791
23,0.035892246493125834,0.022232070160746246,0.006049968595156727,0.023672389327005838,0.0893858608416497,0.027927047712098994,0.03760404308279247,0.02330844208714263,0.04270372438178977,0.028648893851629557,0.005767441319468723
24,0.0177137421178517,0.011675907806044819,0.0030046749293324323,0.008360404435746916,0.10901891715590352,0.021660469667318997,0.027955207653837685,0.013512285279408598,0.03773005001087222,0.02426581865622969,0.007569362904979406
25,0.010340501792114716,0.004892153097798287,0.0025510966035159287,0.008087024236217785,0.08095931472947596,0.013475955794504226,0.0006891107697559268,0.004518155828639701,0.08883640552995409,0.020698284690220295,0.010919738863287294
26,0.01860117511124227,0.012833419377043567,0.006240504461980997,0.02759175947095417,0.09486405093787653,0.008078398111955173,0.007508174152469479,0.0010627627406150832,0.08720075226786632,0.024792265899648537,0.021201661872802823
27,0.014802525326677425,0.0509554397298488,0.01015783291733963,0.026392355503352477,0.08433746880046991,0.0013152743111633034,0.005125776929476852,0.004786374981647346,0.08919076983311314,0.03122094161405577,0.016760754661576872
28,0.0179958664746039,0.03348030312519573,0.016139015886933582,0.04285432454437291,0.06705329742594081,0.01057764973591364,0.037156113651071986,0.007918936974175915,0.07816486085885475,0.028898248470804366,0.013264232479488975
29,0.0377768493761141,0.036791284695696466,0.008400655716832238,0.06363071364909602,0.0496341036414566,0.015542557932263864,0.039411366819455056,0.0043385536032595024,0.06418632225617522,0.026791682582123926,0.01085824102368226
30,0.013270020601241356,0.01820749517773497,0.00902773950583278,0.017382264561928384,0.02635745121967231,0.006622511776824309,0.0382148433912005,0.00454998753428077,0.08019932029025455,0.020025849965227268,0.0028356886981852707
31,0.020823116677354897,0.020149823330441383,0.006540923208470143,0.03013297370704295,0.038653853408276415,0.01351094596803605,0.05167201076364028,0.011681504394733939,0.0888382561897219,0.02362801312761717,0.01078790850905991
32,0.0582406005551349,0.0255739699361955,0.006591777513427825,0.07922362207562801,0.07483967773331879,0.038215727623373295,0.05901733895677882,0.030816030424281746,0.004677553080278314,0.049785335784578735,0.04466809055189076
33,0.04768241167434724,0.06634024577572951,0.01081893241167437,0.0407207661290322,0.07729910714285716,0.030474990399385556,0.04048603110599081,0.011850518433179746,0.033455021121351756,0.033152361751152076,0.0034228590629800256
34,0.027738705738705766,0.0971434676434677,0.005925518925518926,0.02100641025641025,0.043670634920634936,0.021340964590964594,0.053789072039072156,0.004938339438339422,0.04398199023199025,0.013280830280830306,0.003358669108669099
35,0.03333252759648699,0.07812766900330347,0.008218918701152213,0.018880428652002252,0.055138788171783054,0.028124446055918146,0.03630066070421402,0.004962331802433322,0.053305132543711366,0.022205704616872168,0.006561719442430101
36,0.013619987468671706,0.028888157894736876,0.01112922932330831,0.008002036340852158,0.036178101503759344,0.012872963659147927,0.02846130952380952,0.0012379385964912193,0.06849451754385974,0.01893170426065164,0.0036354949874686524
37,0.009128642111050028,0.013743291709207078,0.07420312050053672,0.00722636718238698,0.01852862640383258,0.010309039503651926,0.05347299667530554,0.0012070996622948159,0.039776695725018935,0.018904552475195718,0.01246393884656667
38,0.011622298365840838,0.02602383880981679,0.06810475604756044,0.006763749780354978,0.06470699349850623,0.00883295261524045,0.022924647103613884,0.004788847888478895,0.06600568148538632,0.012761670473847674,0.012553886253148298
39,0.01827935565917762,0.06239211530309452,0.005381658895012024,0.02602585841458244,0.10266977532852901,0.013556591776176366,0.047036456125476904,0.00714893316376997,0.0481855305920587,0.03017281333898549,0.0028547407093401046
40,0.019027488546438934,0.07823985376463496,0.004302605395899877,0.03314741542875655,0.13192674348651032,0.01810935258457128,0.07265155722152829,0.005409667268267873,0.07666030357721317,0.028431787681058824,0.003367925401453118
41,0.018512297758107796,0.08394846308254134,0.009071319741710845,0.058482430046675755,0.1790283924641469,0.014769160076422684,0.019610026844663807,0.0024954654284263084,0.06161092166678765,0.028688360057075174,0.006097124477012766
42,0.036871106337271725,0.1098816087838644,0.006358037952022944,0.04838942594581692,0.09035935075784697,0.015133190118152546,0.009093089867525994,0.00547105859887819,0.036152404821577826,0.03405919560806786,0.008190714882444241
43,0.022194669365722026,0.04851756795835742,0.008030171582803176,0.02882205513784464,0.11974985540775022,0.010131217466743813,0.017226720647773336,0.005433174281858495,0.08418196934644287,0.02669257277809911,0.00919739251976095
44,0.007434715821812603,0.033311762591103675,0.01182648625682262,0.015116351276268957,0.036545903193123515,0.005520639278360626,0.006688237408896274,0.0033813772592084074,0.035909566297349156,0.015256724515475386,0.003716867666764699
45,0.010408576690344635,0.025294922388845075,0.038423835832675626,0.01872954485661669,0.033733228097868995,0.010944488292554604,0.00333754275190738,0.007484609313338608,0.02779373848987115,0.013828203104446194,0.010155485398579345
46,0.03252130054243018,0.048200499216346414,0.0703100537700294,0.02926617132021446,0.07731631439880124,0.04700434718110461,0.00495103508919031,0.004728258182138714,0.0181041388518024,0.03061564641207063,0.008820133769341404
47,0.0255690906853698,0.09308929084122892,0.024641113982199266,0.026661334645830786,0.07747815922234534,0.02832800131249748,0.003553381731676303,0.0010005742176284788,0.03479512735326696,0.03093884582256681,0.007775521922808754
48,0.01458135944134469,0.09698792855388294,0.014987718005404075,0.03376916868442291,0.04788521598764783,0.017853107344632746,0.0158353510895884,0.00895567954521529,0.044866828087167125,0.03115187563603192,0.037848019089728756
49,0.020151135199266545,0.030474302971471662,0.019665237555951044,0.023109394380628832,0.022633608369735207,0.019756646713045348,0.03514291107156344,0.0030922720163943295,0.06363830016717904,0.03778137302486118,0.1095720757159036
50,0.011612898525383282,0.03605671154630762,0.006261001340560714,0.01596170659206159,0.07000000000000016,0.01125386139768029,0.0049631345806376214,0.009381593518680443,0.07457349769773282,0.01637728041032815,0.008879174680888289
