,age,ld,lt,nuc,ndev,fix,ns,rexp,entrophy,sexp,la
0,0.03278278898271572,0.15790794309907644,0.16951694698397188,0.0118857736059739,0.0,0.0,0.0073023239584060285,0.1475568776606881,0.010739554981738661,0.16971116267708827,0.06478089306069278
1,0.028480158730158744,0.09323908730158731,0.009028769841269836,0.07779464285714278,0.1641210317460318,0.030169642857142735,0.007343253968253966,0.12477083333333328,0.032451388888888905,0.02300992063492064,0.1258194444444444
2,0.003935259497057252,0.004563937934724448,0.06426163723916532,0.03433119315141787,0.10622525414660254,0.02635901551631888,0.05656099518459068,0.047938737292669883,0.02793739967897271,0.0072284644194756525,0.06844301765650078
3,0.000257936507936508,0.001191378066378066,0.011060606060606054,0.00102092352092352,0.34671626984127,0.002677669552669553,0.0009749278499278495,0.001243686868686869,0.0010362554112554104,0.009476010101010091,0.006586399711399706
4,0.006747646733111848,0.016070044296788478,0.0015898394241417512,0.010197951273532662,0.1587707641196013,0.011766334440753045,0.021537236987818356,0.0008008028792912512,0.01297619047619049,0.001537236987818382,0.007081256921373194
5,0.00045902014652014555,0.006537316849816848,0.00016254578754578764,0.0020902014652014645,0.00020604395604395607,0.10115842490842465,0.02661858974358972,0.0009615384615384609,0.0022779304029304026,0.0002083333333333334,0.0017490842490842475
6,0.00938888888888889,0.07287698412698414,0.036056878306878315,0.061293650793650824,0.02126058201058201,0.0,0.053984126984126954,0.01608862433862434,0.1406031746031746,0.0625462962962963,0.10786640211640207
7,0.0035497329773030687,0.06862260792167331,0.063295505117935,0.006734534935469504,0.09131619937694703,0.06757676902536718,0.04516800178015134,0.022746439697374266,0.1272085002225189,0.045867267467734806,0.14536659991099235
8,0.0019021164021164017,0.0008714285714285713,0.0033708994708994706,0.006593121693121687,0.004003174603174601,0.033612169312169295,0.21108624338624352,0.05586243386243384,0.10196772486772473,0.0020507936507936537,0.006793121693121688
9,0.005782520325203251,0.13822590011614405,0.03049506387921021,0.015293263646922179,0.07785714285714289,0.02547183507549361,0.10788472706155633,0.06759727061556327,0.037470963995354205,0.0019788037166085935,0.09252903600464576
10,0.017793443179887892,0.15182464186625902,0.037611120548100355,0.0217640563954476,0.04597701149425288,0.01033350319913935,0.028643621538984206,0.01622926221618255,0.06919200498273032,0.01365296415831493,0.08903091557669443
11,0.0019576719576719567,0.10802579365079365,0.01676256613756614,0.01015873015873016,0.022124669312169325,0.1620072751322751,0.024065806878306888,0.018988095238095224,0.04451719576719578,0.1369560185185185,0.06578538359788362
12,0.01902919501133787,0.1892838246409675,0.03604072184429331,0.010054799697656842,0.005116685563114128,0.14557020030234322,0.0,0.03809571050642483,0.019981103552532114,0.046251417233560084,0.06496787603930457
13,0.024638151703369082,0.10255787690570298,0.0049482401656314665,0.021675607001693964,0.0011006022962544713,0.11157538114059842,0.13636975343497076,0.026725955204216098,0.12522115565593825,0.022333897986071896,0.0956305288913984
14,0.019263996138996126,0.06346525096525098,0.015094916344916335,0.04261502574002574,0.029930019305019307,0.010980534105534087,0.06231016731016727,0.026893500643500653,0.23789575289575277,0.01043114543114542,0.12415540540540536
15,0.007846531008255577,0.021302030544799344,0.003043456604035098,0.03769094830946751,0.05977132548489653,0.007338115162382944,0.07761906927588204,0.10128678413333685,0.21998232802307752,0.0038248568483241875,0.09371759054722482
16,0.005954241071428567,0.1129752604166667,0.056124441964285725,0.05671968005952379,0.040247395833333345,0.004827008928571423,0.05218563988095237,0.03746093750000001,0.1108909970238095,0.026308593750000043,0.10024646577380936
17,0.01582532051282052,0.11816792582417582,0.042743818681318706,0.046735920329670326,0.04262591575091578,0.011580815018315017,0.023736836080586077,0.05357142857142861,0.11519574175824174,0.006367330586080579,0.13156707875457874
18,0.008209555345316933,0.06909176915799435,0.028847366761274074,0.042093188268684995,0.05852175969725633,0.06758435824660998,0.07044544307789342,0.035468306527909166,0.05333254493850521,0.01107852412488174,0.08413355408388523
19,0.005152691511387163,0.06754658385093167,0.056666666666666685,0.08846100759144239,0.08351708074534166,0.07803743961352662,0.010540890269151134,0.02825051759834367,0.05090407177363696,0.11645445134575572,0.08033643892339541
20,0.0019033011977797245,0.06623356704645052,0.023689745836985104,0.04248977505112471,0.03428863569967865,0.10749050540461594,0.03179155711364302,0.015270961145194278,0.05338884019865614,0.048302658486707596,0.061161262050832624
21,0.014220467032967024,0.05757898351648353,0.01651785714285715,0.032103365384615404,0.044932463369963364,0.14339514652014643,0.06089228479853478,0.014901556776556782,0.09629120879120881,0.050230082417582415,0.06466346153846154
22,0.04320684523809521,0.0805530753968254,0.045341021825396836,0.0291232638888889,0.004680679563492061,0.13272941468253963,0.013783482142857134,0.002043030753968254,0.09574900793650798,0.050280877976190484,0.0819971478174603
23,0.015661279110184216,0.07334028501911713,0.03421880431004517,0.023741744873131746,0.00563868613138686,0.07627650330205078,0.08892422662495657,0.020943691345151175,0.13192648592283632,0.010169447340980183,0.08328814737573863
24,0.0076461412151067245,0.1178078817733991,0.026259441707717594,0.007799671592775038,0.010075533661740547,0.008491789819376025,0.028853858784893254,0.05429556650246304,0.19501149425287367,0.018550903119868633,0.11429802955665028
25,0.0160261058738216,0.12372431713802272,0.06529610829103219,0.04297800338409477,0.023697727822093315,0.0,0.09906756103456615,0.028462654097171892,0.10842639593908639,0.05715071307710907,0.10057287889775195
26,0.0036201298701298706,0.0892091836734694,0.01758503401360543,0.022040816326530606,0.007163729128014841,0.0034608843537414966,0.19291434755720452,0.005346320346320341,0.09744666048237478,0.024966759431045146,0.033084415584415584
27,0.007746806039488967,0.07266477932636467,0.01857650987224157,0.05739619628339141,0.05430386178861785,0.049488966318234615,0.09153963414634148,0.04244192799070851,0.1343103948896633,0.032644454123112655,0.12236498257839717
28,0.005241838873914335,0.038480458221024263,0.012156708595387844,0.05604522312069485,0.0010631925726265364,0.13575920934411492,0.045818358790056884,0.029161799940101846,0.11745432764300674,0.021880428271937716,0.05881925726265349
29,0.03083164231601729,0.11061586850649356,0.03701535443722943,0.08125946969696966,0.028461174242424312,0.08209956709956714,0.04881155303030298,0.013281249999999993,0.0791013933982684,0.015469426406926418,0.07756493506493503
30,0.004660949486177441,0.1220708496164424,0.0857392531480677,0.11129468808800122,0.07710703430308294,0.0,0.012638225502967143,0.02398031553046751,0.03318316688377483,0.00824540454479664,0.11539984078737874
31,0.05685617103984456,0.08816751700680278,0.07491253644314871,0.16712524295432443,0.06224489795918367,0.0,0.01889152089407191,0.043894557823129274,0.05409985422740529,0.005199829931972787,0.05898202137998061
32,0.012189849624060162,0.05393036161833157,0.02242257429287507,0.07013605442176878,0.0644275868242034,0.04372180451127822,0.07314088793412106,0.031360991765127126,0.14752013963480112,0.007446294307196554,0.08036922663802373
33,0.012464232329703213,0.10851590860559475,0.03487347853939784,0.05169175742045702,0.05367125774076452,0.05236440316036729,0.05309977578475332,0.018073350416399764,0.12580050181507568,0.004048419816357021,0.08411942131112532
34,0.03600231853040842,0.1163630283574105,0.09838683788121994,0.032288657035848066,0.003751560549313356,0.1282660067772427,0.025377652933832737,0.060836454431960084,0.07172017121455335,0.020249687890137327,0.12908774745853394
35,0.015775645059786056,0.038102580239144083,0.05331497797356832,0.0317757499475561,0.009498636458988881,0.11544891965596828,0.09845133207468025,0.08939532200545426,0.0499942311726453,0.013322844556324728,0.05828351164254254
36,0.023344651240778037,0.05043678739101276,0.0071751341381623025,0.014727531857813543,0.009513749161636489,0.052692404426559376,0.11810907109322599,0.03063170690811537,0.07239436619718309,0.012994215291750514,0.07323943661971832
37,0.004231675605395735,0.02677108727450027,0.002001462701121404,0.012181049894360484,0.012453274825288454,0.09217739314155712,0.11795181212416701,0.009889891110027619,0.053562896148220324,0.011445229969120766,0.05669145132455717
38,0.0034802659802659727,0.0605809380809381,0.00697697697697697,0.024214214214214207,0.002503217503217502,0.11841377091377096,0.09151901901901897,0.010392177892177872,0.08782890032890042,0.009807307307307288,0.060080437580437636
39,0.015225924235508913,0.14068652061463566,0.01390917389319945,0.01916514529134338,0.026230031948881745,0.06349992393123388,0.00985280693747149,0.039740985851209575,0.10359767229575531,0.03442339875247223,0.14527574927734682
40,0.005224327826368639,0.13063411078717202,0.019006721736313573,0.022678976352445746,0.02306608357628766,0.02687358276643983,0.03811224489795924,0.02251255264010366,0.08123866213151924,0.011604308390022687,0.14510851959831553
41,0.02132517548852209,0.10448349459305632,0.05107427433124642,0.027759438436729275,0.02449298045911595,0.045393663441472235,0.05575554923164483,0.027825365205843316,0.11827120091064312,0.007487194080819573,0.0860956175298805
42,0.022832080200501238,0.11223456368193208,0.04492993848257003,0.04231430849851903,0.02587206652996126,0.0034045340624287994,0.032772271588061064,0.02801663249031669,0.09240430622009566,0.036025290498974724,0.11212747778537262
43,0.010971382038157283,0.07003218551264162,0.026878005273770728,0.056454164727780386,0.05814758802543815,0.025366837288661397,0.0678978594695207,0.004543586164107327,0.0774937955638282,0.041356444858073514,0.08315069024352416
44,0.03945719954648526,0.07411848072562352,0.04141865079365076,0.05900132275132279,0.05602702191987901,0.06300689720332575,0.036008125472411265,0.016379913076341655,0.0569959372637944,0.04050689720332574,0.07914965986394559
45,0.06676155969634232,0.12970755693581792,0.05867667356797793,0.05794168391994481,0.059170979986197345,0.05849723947550036,0.024967218771566598,0.018517943409247756,0.10067115251897865,0.051250000000000004,0.10055296756383707
46,0.004427785265049412,0.15834961814914653,0.019448562443845473,0.0248062668463612,0.03202380952380953,0.0,0.03626347708894875,0.05288522012578617,0.1150482929020666,0.03899258760107813,0.10713331087151833
47,0.07806476190476189,0.05564999999999991,0.015998571428571428,0.029804761904761903,0.026310952380952383,0.07664190476190469,0.0423047619047619,0.045506666666666695,0.11639666666666669,0.04466190476190478,0.07095904761904766
48,0.015703004393777475,0.08901793136207108,0.03054120650754069,0.02802725329533313,0.06433291770573568,0.037374421090131824,0.06732276451727828,0.055756145350908434,0.1230225032656455,0.024629497684360513,0.11482929580809868
49,0.0009226918151123528,0.03315199674001628,0.05944580277098615,0.06934625684014434,0.10557107928746053,0.0,0.04499534288042845,0.04257073000349288,0.13796571195715462,0.008935848177901969,0.06701420421469324
50,0.0015210084033613475,0.05937675070028012,0.028046568627451,0.048272408963585395,0.01114425770308122,0.031745098039215706,0.06466456582633058,0.05854866946778713,0.16190581232492976,0.00372023809523809,0.07420378151260505
51,0.004365195057614882,0.10362696098847701,0.020242954324587007,0.03427252533666531,0.011358808829654315,0.0790014577259477,0.05821497986949889,0.011044356518117453,0.09951895043731772,0.004936831875607378,0.1066017631542412
52,0.022561808561808575,0.055300625300625295,0.021040885040885055,0.03545262145262147,0.04373015873015871,0.07090139490139492,0.030171236171236186,0.028658970658970682,0.03879846079846077,0.013173641173641178,0.10876430976430983
53,0.02348018997625296,0.03741907261592302,0.0750349956255468,0.03283214598175232,0.14146481689788779,0.05780152480939883,0.07071053618297721,0.07611548556430452,0.03902887139107609,0.02119422572178477,0.09079990001249841
