,la,nuc,exp,rexp,entrophy,ns,lt,ndev,age,ld
0,0.38473405150941725,0.0,0.0,0.0,0.0,0.0,0.15600232704860933,0.0,0.0,0.0432528970632372
1,0.4539399412960038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.167385644151858,0.06787794838278957,0.15635756887814006,0.03782577867182441,0.0418525685811112,0.0,0.03711671562600776,0.0,0.047443997465680086,0.07007296007916115
3,0.2502749760519735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.16255491829795782,0.14181986063117996,0.055896476590939964,0.0784194229067751,0.0515384012361109,0.08627910284177352,0.05041729130576398,0.04872304551199082,0.013991960473979185,0.03142870446520622
5,0.09300958802540522,0.0938138758637635,0.22537645515495008,0.02050334123647679,0.0,0.03653834541722885,0.038996159284266085,0.0,0.03649914563829439,0.004997875738579131
6,0.0597682003370369,0.01083690107123595,0.09545264510101503,0.033759002110224375,0.0,0.01814828091629353,0.08530625312865493,0.0,0.030426566555065895,0.07173764721190537
7,0.17667374696351215,0.06372212636766121,0.09440387371475759,0.0578868286247011,0.048512845752783355,0.01154027084534481,0.1000074436381733,0.0,0.01704533577376512,0.05584784481382281
8,0.16344037957295104,0.03876737147236692,0.027335672576282454,0.044636769026314714,0.06815799115804848,0.007937850049288597,0.0918833357493134,0.0,0.03517463581081608,0.08709598540411526
9,0.19896038027906243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.17666686663006811,0.02442846734635664,0.12704154724871572,0.06683493557742443,0.0,0.0,0.08439356459666911,0.05619279877623114,0.07012165142430025,0.011942232940106247
11,0.16418087899080594,0.0376707756060334,0.13910739539603323,0.010094797825726793,0.0436024210856379,0.0,0.02828750070583799,0.045407801940009616,0.06499558269369114,0.07138823278114614
12,0.19347111980799983,0.0,0.13433628742710838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.25356318202143757,0.0,0.07864485813896674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.23322783135552796,0.05093938930217159,0.05729990101194219,0.017239094698596063,0.009777898573370419,0.0,0.0503021053172129,0.0,0.06655784113296093,0.04256405005343654
15,0.08843670157587394,0.0,0.2455643419197012,0.0,0.0,0.0,0.05955046662188763,0.0,0.023700796260484904,0.0
16,0.06948752929689725,0.07438878749974995,0.2936507084676009,0.04488676387996944,0.0035638909258406066,0.0,0.004442839910377059,0.0898946491479034,0.045777998769328115,0.10445787921430874
17,0.07032168435727616,0.017100178627956417,0.16795952197858363,0.0,0.0,0.0,0.08757717661105735,0.0,0.052181669883282836,0.10293784817329465
18,0.274767613679917,0.0,0.060802025253101175,0.03369664966861876,0.0,0.0,0.08376606833070939,0.0,0.011860984655615048,0.10793935400591254
19,0.08883076570392578,0.0,0.09975828145986532,0.0,0.0,0.0,0.16490065430859666,0.0,0.005954544676826765,0.05559344831332898
20,0.0,0.0,0.0,0.0,0.0,0.0,0.1843729296559485,0.0,0.0,0.0
21,0.06288432378362378,0.016645580719907835,0.21864679229735054,0.01679030429067539,0.06405602636901037,0.008921790809801938,0.16049542407642067,0.03232153529490433,0.09222925863529105,0.011736585514467301
22,0.06364009889268303,0.019224891464380802,0.24443846960246512,0.06673142539161989,0.14316799337338654,0.0,0.15598151524218695,0.002997878147945998,0.0,0.046046263762979586
23,0.2519311302655124,0.025949310047273494,0.1340376767896828,0.12220468076228283,0.018380206649104353,0.0,0.10774257778929444,0.022154275547240573,0.0373095248963757,0.0
24,0.26698702347553827,0.1273765111877645,0.11649513436409491,0.0628321724672923,0.0,0.0,0.050917196451770945,0.0,0.015467054546343112,0.004635580204064245
25,0.1343803981938739,0.09772477870097644,0.10644133223232195,0.04933492167135442,0.030277163290872145,0.029062578524116704,0.2340397176434021,0.008233166544202662,0.07509350747686365,0.037735186673231565
26,0.17095899597093683,0.015100022826000257,0.24744938402380157,0.054428728711319235,0.0,0.0,0.10033025569233875,0.02686260996647464,0.03410414770835098,0.07763450868215692
27,0.1420756438832589,0.017523633487061877,0.05131106436679752,0.004351718123371513,0.0,0.0,0.2723248021717248,0.0,0.01616542733051079,0.09288200465287891
28,0.18332752856384715,0.10910536767503803,0.2182924871575343,0.0,0.0,0.0,0.0,0.0,0.02580814595349676,0.0
29,0.1602640430420808,0.048817481547836196,0.28373311932228795,0.016901055180764575,0.0,0.0,0.0,0.0,0.0,0.0
30,0.14021949121795763,0.13620240894649324,0.1250988488654704,0.006857608607861662,0.11935396464055256,0.0,0.03240838825209942,0.01309915307536975,0.07364703333041815,0.030943702920552468
31,0.04597634531476692,0.0,0.2329377775956932,0.0,0.18611490655612384,0.0,0.06401978333354225,0.0,0.02541719777850682,0.0865589781778966
