,lt,age,nd,fix,ndev,ld,entrophy,la,nuc,rexp,ns
0,0.0732269874476987,0.0078124431508095485,0.052894305985082865,0.015923685646716396,0.000304256867382209,0.0019346916499909,0.006136529015826817,0.0020349736219756175,0.21369769874476963,0.1314455612152082,0.0
1,0.024706009454028923,0.0024829134986459945,0.017777417658029107,0.0007684099414303628,0.0039913872344043075,0.0007948433213431223,0.012566765315863405,0.000865544864131546,0.0914970236988313,0.06449789861271245,0.0
2,0.0964783849023482,0.0063383805134957115,0.02264757515909591,0.016583497915295158,0.01278187403993857,0.0016870748299319671,0.005241386877331566,0.002938775510204073,0.1234524906736888,0.2463710774632435,0.0
3,0.10315747015166186,0.003943898953579487,0.02615705527128566,0.022354215645599994,0.05036601668741078,0.00242658922232978,0.029779882911538286,0.0028548379661641923,0.18691167657769775,0.24615198451113282,0.0
4,0.14213732463939907,0.003178818415332927,0.0166176644931832,0.021432325627346392,0.028823157478759142,0.0023453862872949913,0.028251531317921363,0.004393795692550862,0.2502131989725353,0.1313481525390239,0.0
5,0.1270130429432755,0.011059123907961139,0.03986095730281772,0.0476458102620894,0.04902424018703082,0.003909960625076891,0.03673649563184447,0.0077451704195890415,0.16307047496000998,0.15960148271194774,4.014396456256925e-05
6,0.14214035087719293,0.007873488067996114,0.03424670371581131,0.04931186662307929,0.03712258908139919,0.002930369401765268,0.029416258036395436,0.005734553775743729,0.1520326904217063,0.16111212814645312,0.0002200065380843414
7,0.152239206600362,0.009257082579867397,0.04596613170584691,0.07047609629294757,0.04781956374321882,0.003588099005424965,0.022963099005425015,0.007626582278481038,0.1217260021097044,0.1508928571428571,0.0008948349909584007
8,0.10164969234033516,0.009188263465793729,0.029962565548179824,0.16268467157709707,0.057415355703070645,0.003629020035767315,0.03984586705465128,0.009307235306598764,0.12457730896305057,0.13495832196659704,0.001893395168379249
9,0.12558823529411767,0.0028094200643220247,0.020283224400871484,0.19278400248988495,0.03620344434069925,0.0036067019400352726,0.027948957360722063,0.007458761282290679,0.1531460732441124,0.13481844589687733,0.00019348480132793836
10,0.1534035409035408,0.008271774521774519,0.03330993080993081,0.07439407814407815,0.0451836589336589,0.005873015873015867,0.0371586284086284,0.0066844729344729325,0.18628612128612143,0.0903835978835978,0.0007788970288970288
11,0.10077755959199257,0.008202694594447177,0.03860442917143952,0.1416833033327879,0.06625265913925711,0.0038580701467299354,0.03979845088092512,0.00877215949380898,0.13597556319205814,0.12447089947089923,0.000516554846451754
12,0.10483245839383454,0.0046987974235824,0.03808686101492981,0.10258088536430991,0.03993410030157497,0.0033822927138016903,0.037152537324546715,0.007099668639934482,0.12696973081648602,0.09073569380840686,0.0008064335976767612
13,0.11202694235588961,0.004288455513784455,0.03541940789473688,0.09206218671679192,0.08987135808270676,0.0042124843358396025,0.019623472744360927,0.007756892230576439,0.17191964285714265,0.11186168546365907,0.00013157894736842086
14,0.11176133908065493,0.007629229881546357,0.02727660681759043,0.04676234599327964,0.05457966489042758,0.0025960357058004836,0.057825374198146845,0.007676328502415465,0.17127559990496566,0.12494407675163202,0.00011761644548529796
15,0.13017416033545076,0.00321750321750321,0.023666293021131764,0.11352264707103421,0.05406692406692404,0.0022856727695437294,0.03501432307883923,0.004179640469963041,0.19934840370324214,0.06668887781791005,0.000246398472204923
