,lt,age,nd,fix,ndev,ld,entrophy,la,nuc,rexp,ns
0,0.05098167182099318,0.005373385482990726,0.027995042750591188,0.016807122066581755,0.003677005639439688,0.0010526196106967493,0.008710660360196465,0.001959023103511001,0.08892577769692545,0.06961228852101146,0.0
1,0.07104932105620174,0.003213634842116995,0.027869584699279353,0.008151549607085737,0.00495375708210907,0.002306381026766331,0.012152863748988278,0.002479344770972681,0.09142580854263077,0.06480573015459766,0.0
2,0.038524687294272546,0.009745885450954594,0.018450515690147048,0.010705946894887021,0.013176870748299343,0.0016550362080315923,0.009078121571209144,0.0036967303050252287,0.056471582181259646,0.07839016897081408,0.0
3,0.13023602083621444,0.014380214815839199,0.030100262757571574,0.03037823260959761,0.05052251878486147,0.0048594016503019305,0.03805951228506892,0.003946203844558144,0.11443000046097815,0.11290692850228182,0.0
4,0.10847717842323647,0.009189685832839379,0.02785694526773363,0.043994269907132996,0.05285220312191264,0.004996838569452675,0.0309142461964039,0.010072712902588432,0.16315253902390828,0.11781604426002773,0.0
5,0.11639642549526247,0.014609019318321663,0.027982188999630894,0.08184462286206479,0.048166758951642644,0.004846499323243502,0.037149932324350904,0.010791497477544014,0.1183202596283992,0.1247337578442228,0.000267626430417129
6,0.1303215647815189,0.015641930914242177,0.045330936035741516,0.09632788492971553,0.042877192982456167,0.005690094802222971,0.034988994224692205,0.008542769968399287,0.12568279394137538,0.12041266209000756,0.00020496894409937908
7,0.10625395569620254,0.014013524713682947,0.05213814798071121,0.08847376054852317,0.05433497212176023,0.004454302290536501,0.029962326702833074,0.00750433242917425,0.11079226943942112,0.11120469786015658,0.002848760548523233
8,0.08570625322057535,0.013597193173895922,0.03390636840350395,0.11169622018126153,0.05283334848898186,0.00383513685550605,0.03407732411869909,0.007564184171440717,0.11905216574217209,0.16469021854445137,0.0011113637052529428
9,0.1019389978213508,0.00688920012449423,0.027217553688141913,0.10868606701940046,0.040898433447453024,0.00488328664799253,0.03883234775391637,0.006838883701628798,0.14519089117128336,0.10977227928208325,0.00018933499325656176
10,0.15059727309727317,0.011397537647537643,0.035923382173382166,0.09957621082621086,0.04614977614977613,0.006689051689051682,0.04258190883190884,0.01236060236060236,0.13250356125356128,0.09249135124135122,0.0011782661782661797
11,0.1097496318114874,0.012952599138166147,0.04847160857470129,0.06163012054764631,0.06644248077237774,0.00519582174221349,0.051626302296405385,0.010567828505972833,0.11856651939126156,0.0863099329078712,0.0014997545409916521
12,0.08905022525038149,0.007049220000744635,0.0455530734576865,0.05479280688037517,0.05244238430321317,0.005357608250493318,0.03002997133176966,0.012599873413008686,0.09156428012956551,0.08066290628839483,0.0010439703637514363
13,0.10291510025062654,0.002173793859649117,0.02576284461152884,0.08283893327067664,0.09779781484962402,0.0033229558270676638,0.0234701989348371,0.0049929511278195395,0.15216263314536366,0.14158208020050128,9.535557644110265e-05
14,0.11660397787054963,0.005299731867087529,0.02109734242948781,0.05962838135967141,0.05114902306848141,0.002209324689723824,0.022337089456832868,0.004783163063277101,0.163016008779373,0.1169744425211281,4.423627374447047e-05
15,0.12706895835928117,0.006700709926516387,0.021568480923319696,0.11846120313862257,0.054864864864864964,0.004876074230912932,0.03130464565948439,0.007775563582015208,0.1444092248930958,0.07799040976460345,0.00041059492672395947
16,0.12911102245874145,0.0076192321347448196,0.03797312687935591,0.09611532740083563,0.049777066862125935,0.006070229219396792,0.03740218441135037,0.010688828910682952,0.18721065075505114,0.07305459374097299,0.000135803553136067
17,0.11462243407642828,0.008689071853884794,0.0421611135185453,0.057119376635049054,0.05464694978092348,0.011688197152807858,0.04589651243038499,0.007781517325501144,0.1837310575055772,0.07212883785128471,0.00018124769287559983
