,rexp,age,nuc,la,nd,ndev,fix,sexp,lt,ld,ns
0,0.046527452511059046,0.008844652615144414,0.05778948737965126,0.2178285193858965,0.08008521988030186,0.03115274525110593,0.07801131928181111,0.014690346083788695,0.024989591465001293,0.04065964090554255,0.026216497527972914
1,0.06877053260328526,0.002823958851833417,0.05012609922017589,0.22223162435705995,0.07415380786460925,0.017639787622366027,0.08679940268790445,0.017108013937282226,0.04753359880537582,0.023531607765057232,0.039532105525136876
2,0.05072705710636744,0.006851851851851849,0.08419266557197594,0.21098887064404304,0.10671136653895272,0.006912059843094324,0.021123882503192856,0.021258894362342653,0.023784893267651888,0.05086571793468351,0.03214741835431492
3,0.06263124604680577,0.017731544230595475,0.05643218577753681,0.173125960061444,0.05971356284449262,0.021921478268726872,0.05522634860395773,0.024795337489834625,0.024348513598987976,0.07607346164272165,0.06822625824523353
4,0.11072639225181588,0.026331719128329312,0.028217816787732046,0.25271892655367245,0.07928974979822435,0.0015561945117029878,0.04401331719128329,0.05059221146085552,0.019998486682808708,0.037764326069410825,0.01971801856335754
5,0.07097912167026643,0.0352298673248997,0.03926103054612776,0.20057286845623762,0.09329836470225224,0.020819191607528546,0.027812917823716973,0.05020775480818676,0.016278926257328012,0.059182351126195666,0.015286948472693618
6,0.05119681975809866,0.028817136090670742,0.039121627336547386,0.21398883532098462,0.0763245369195635,0.012479912035862305,0.02221221348219572,0.03517677408441176,0.02424173221686542,0.08164044658716059,0.015004651949589779
7,0.08511841326228546,0.030940116721644283,0.03404085257548843,0.2202084919225238,0.10439482364882016,0.009441766049226086,0.015797174997885487,0.06105514674786435,0.021845555273619213,0.07437325551890381,0.01688573120189462
8,0.05393951576878409,0.03437684266952559,0.01625033503082285,0.20248994907531512,0.11663271687661927,0.0031899401411596513,0.04360493165371216,0.06338291789511298,0.024464397391226647,0.07537880818368628,0.01682926829268292
9,0.08982890453478692,0.05632977515330457,0.03064577182224242,0.14682678476796118,0.07263456734044971,0.014854266030736609,0.021975925505337272,0.09561813914755078,0.01965061700355821,0.06837194337194345,0.03391967597849954
