,la,nuc,exp,fix,entrophy,nd,sexp,ns,lt,ndev,age,ld
0,0.07631598535314145,0.0,0.0,0.0,0.09779594909781837,0.0,0.0,0.0,0.0,0.0,0.19204276066217962,0.0
1,0.18643296133139065,0.0,0.03062169367212665,0.0,0.10238800810113385,0.0,0.0,0.0,0.0,0.04885589791923393,0.09926326202991131,0.0
2,0.0047137381126978305,0.0,0.0,0.0,0.17144597938216513,0.0,0.012570914553371011,0.0,0.0,0.0,0.1539496451609895,0.021416253028889755
3,0.0,0.0,0.0,0.0,0.21817482508881722,0.018106418564385888,0.0,0.0,0.015716078675839396,0.0,0.07714053173771325,0.021904982777306292
4,0.0,0.0,0.0,0.016985437580352647,0.23226936075110044,0.008052626908034544,0.03482520339525204,0.0,0.0,0.0,0.059034826608666234,0.03105823580269814
5,0.14653662449756502,0.0,0.019797092855279037,0.03160376060924237,0.13452204231047865,0.01386220255381188,0.02059267470629781,0.0,0.05108925642424892,0.0,0.02680149995816355,0.0599452656334127
6,0.062076880124977425,0.08843832734189602,0.10359697476716025,0.05840892647688498,0.01067868934221302,0.0,0.017575192840985878,0.0,0.07536542963121592,0.0875613347392174,0.0,0.12769429485620318
7,0.07471676472126215,0.019167058815150247,0.004429199582733443,0.0,0.08152593752588316,0.07875408272865386,0.0,0.0,0.02288644889241794,0.02926223056351264,0.03039238640211908,0.0
8,0.0,0.0,0.0,0.0,0.0,0.055198447591035926,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0862233178103839,0.0,0.08192736621736244,0.0,0.011161864032962304,0.04331683497872456,0.060512555383452356,0.0,0.07170663729233852,0.08071279989551061,0.0,0.14759563650361823
10,0.13355877039190223,0.0,0.05423849469052398,0.0,0.0,0.0786631410678203,0.0,0.0,0.07963240031960114,0.018434863162532126,0.0,0.111639096383501
11,0.07947123923722464,0.016319568992739637,0.0,0.0,0.08306417666335389,0.0,0.0,0.0,0.1054577483245648,0.04236297880941522,0.14972040145367677,0.043184787849939565
12,0.10508584874956825,0.0,0.0,0.0,0.062469931998647386,0.018507426638887978,0.0,0.0,0.03416568808398364,0.0331299532699739,0.20065764929358468,0.0
13,0.09774490494828939,0.00560512863629414,0.05601498655337132,0.0,0.06994040482653587,0.0,0.009918927755023298,0.0,0.07037831672017572,0.03316177244511573,0.18003546399754367,0.0
