,rexp,age,nuc,la,nd,ndev,fix,sexp,lt,ld,ns
0,0.043099141295862634,0.014961618527192301,0.05937809003382778,0.2027367941712205,0.08928506375227685,0.02830536039552435,0.06759172521467596,0.017482435597189695,0.025005204267499345,0.043813427010148356,0.0422703616965912
1,0.06591919694707146,0.0032694541231126596,0.058043802887008486,0.21553924008627845,0.07897544383607101,0.02300149328023892,0.08092749294839893,0.013513356562137036,0.04289281566285053,0.025113655218184844,0.041606105856976945
2,0.04983762087210365,0.005525451559934316,0.08362251413975552,0.2099516511585477,0.10937602627257803,0.008669950738916252,0.020786352855318366,0.02391443167305235,0.026313628899835784,0.04723316912972083,0.0337274220032841
3,0.06250384024577574,0.01795337489834643,0.05576759736152527,0.17652254450167162,0.05676651305683562,0.022312731544230618,0.06050329809343097,0.028677600072286976,0.02478856058552453,0.0753176109153339,0.06503072196620588
4,0.10955306698950767,0.0241414447134786,0.02796811945117032,0.25084745762711885,0.0784614608555287,0.0028092211460855514,0.04599172719935433,0.049853208232445455,0.02037681598062953,0.037719430992736086,0.021579903147699753
5,0.06919520724056358,0.03465597037951251,0.03755219582433406,0.1957492543453668,0.08699681168363678,0.029224519181322656,0.022326956700606804,0.054309883780726084,0.019934176694435878,0.060183585313174956,0.01068805924097501
6,0.047689249767402526,0.029522117905776878,0.041036116044997045,0.20177450731624794,0.07516620147170765,0.029847754377061667,0.020090924469254857,0.030580647889706502,0.02707688403958386,0.0786082212636387,0.02121077560686797
7,0.08385731201894604,0.03599171107164002,0.04080182694747527,0.2117402520510868,0.09568003044912461,0.007276494967436353,0.006181172291296624,0.05229890890636899,0.03423031379514508,0.07923073669965325,0.013951196819758102
8,0.0495689270079514,0.03188108639328151,0.024448315911730554,0.21387340301974453,0.11385866166353967,0.02131510765657107,0.011599660502099516,0.06162288930581612,0.027120521754668128,0.07251317787903157,0.01665460555704458
9,0.0614868650162768,0.07478196684079036,0.023396547808312514,0.142475584828526,0.08935801347566062,0.009549928079339838,0.020180937239760773,0.0874191838897721,0.018952986600045435,0.07719244454538576,0.05842607313195552
10,0.03715284715284712,0.031082251082251103,0.05661255411255411,0.18465784215784198,0.0735231435231435,0.02094280719280721,0.02915376290376288,0.080191058941059,0.024086746586746612,0.058116466866466834,0.06388028638028641
11,0.07041717980295578,0.021546592775041076,0.05838464696223321,0.22023296387520552,0.05935704022988506,0.047512828407224976,0.016648706896551724,0.05909072249589485,0.02453561165845648,0.03886032430213466,0.004379105090311982
12,0.0644272394272394,0.033860028860028854,0.037437007437007445,0.23715229215229222,0.044523809523809514,0.04855200355200355,0.03463647463647466,0.0034065934065934007,0.03356920856920859,0.05232489732489737,0.03252580752580754
13,0.04433976833976833,0.034451737451737456,0.026676319176319185,0.21088481338481338,0.0753616473616474,0.020817245817245828,0.007101029601029595,0.023921492921492905,0.048044401544401545,0.08182110682110683,0.03532818532818532
14,0.07800048590864918,0.025188289601554902,0.02068087949465499,0.16800109329446067,0.0756335034013605,0.04342687074829933,0.009649538386783276,0.04157373663751215,0.044801384839650134,0.09035896501457728,0.038824708454810494
15,0.024322778180646206,0.010464910160341637,0.025971315768270088,0.20326283135927808,0.09876399967770534,0.0031633228587543264,0.022779792119893682,0.03396623962613815,0.020118846184836035,0.09491217468374824,0.08063733784545964
16,0.04973076630971371,0.01938102832839675,0.038601807549175915,0.18696400091136955,0.0836397812713602,0.07063757879547349,0.059406470722260206,0.11646920331130856,0.055614414824941116,0.07130971367813473,0.05757689678742311
17,0.0820269348789635,0.03582623025343791,0.03456699624957381,0.0914586884873281,0.0611876349585181,0.0323792476417775,0.018106603023070808,0.11256392771905904,0.0672292305943857,0.04776281395613137,0.04891123991362653
18,0.07575016307893016,0.032469667318982376,0.021499673842139615,0.22650554468362685,0.08486301369863022,0.024124592302674497,0.05729223744292238,0.038649706457925606,0.01532746249184607,0.06488584474885847,0.008333333333333321
19,0.04060267857142861,0.015481505102040815,0.016399340986394555,0.26598107993197245,0.08061224489795914,0.02017272534013608,0.056335034013605435,0.0430447491496599,0.020054209183673483,0.060676020408163285,0.015086628401360545
20,0.04980770817859204,0.020054881571346037,0.028069241561442596,0.23776099694643876,0.08951761987290582,0.01322934719815134,0.03729512255508792,0.029709911694313786,0.018132788644053828,0.06531897334323686,0.03994388049847321
21,0.08325269433616145,0.027265153252312168,0.030629824963693354,0.26692501719789075,0.06115875563708633,0.06206680424978992,0.005032867079416034,0.007576626156080405,0.018501872659176036,0.05558511044867389,0.03509019338072308
22,0.15731792717086848,0.05480502727406759,0.013459015185021368,0.2172980244729469,0.05242554916703528,0.03642967713401151,0.01904540763673891,0.022173816895179135,0.04093395252837983,0.03318406309892375,0.048273256671089566
23,0.07062985194077633,0.061053621448579426,0.005276110444177662,0.21531412565026048,0.09443897559023605,0.005275710284113634,0.01670668267306923,0.017452180872348927,0.033149659863945545,0.05358023209283717,0.04909083633453384
