,ld,fix,rexp,sexp,ndev,ns,entrophy,age,nuc
0,0.007289169392820631,0.007379449689919277,0.004735673907334455,0.09543054445705779,0.026880171296960114,0.0,0.007373586047619016,0.03621825691191678,0.031068847325362355
1,0.0385786894188735,0.011402337557533608,0.0037187013508750183,0.09373598292272702,0.0296109785654791,0.00012338223706336078,0.024663404784703125,0.006730034468107588,0.06758869577425908
2,0.0415308769865706,0.007635677360915714,0.0014931526301027607,0.010649072139112327,0.006874668508690883,0.00010030223288424402,0.06311624278530982,0.003394602619989266,0.05069729636297158
3,0.060885725869949274,0.02825188626366918,0.016297394788459936,0.023740376191824147,0.017374747182186942,0.0006446045354182976,0.09165067811744454,0.017394116759268316,0.0884987744240899
4,0.05315111299592093,0.0238301036019414,0.013756664323264417,0.023399718785554732,0.054867344135301366,6.422747213759961e-05,0.09762554594110265,0.012893645206912626,0.05004143327880597
5,0.030964081744082047,0.010139209017878195,0.010653132451373566,0.0301966121490938,0.02805659052374241,0.0002418096791054891,0.0723642251358541,0.01876032879704022,0.028018335249215997
6,0.030850433510772816,0.0022878982283482305,0.013785116630141843,0.044108488538894514,0.02288654656119955,0.0012294908382786138,0.08085584365753973,0.044603889169464755,0.035223818161131265
7,0.04416155377729423,0.005578926504310212,0.009901107643902226,0.01466146048426835,0.07922387031598835,0.0008066442575236559,0.08522761235913355,0.0805119785164659,0.016481852553301736
8,0.07995918404789494,0.019735551108007076,0.026626083236406046,0.031101075500510715,0.014617664687906163,0.00045871508573392766,0.11633872258950984,0.025576971110411434,0.02228748105621131
9,0.09123034235300931,0.03033221495471558,0.03031621951123114,0.03659699534450558,0.005808364637292615,0.0,0.05632855153881455,0.021774932777783768,0.0505271076519088
10,0.01516175487807285,0.01695377094387188,0.04037795041512911,0.08966101814745445,0.02847967284494437,0.0,0.015362642087104243,0.020151667359605968,0.01358609010163698
11,0.04301121247127414,0.001846814574762801,0.025056868924133766,0.06471722274005809,0.00231164454456589,0.0,0.039979754878897884,0.06058949664900467,0.09374624448384235
12,0.035306491522454374,0.0016226716833903025,0.03583391055089838,0.08388015507542457,0.0002638421968426859,0.0,0.033092298582293504,0.06102435180764922,0.09996842461491119
13,0.02601447275749643,0.01590026987296127,0.03681439005915619,0.01089869968116054,0.006369397586177796,0.00013021630445872876,0.0564083998836626,0.12257694485277597,0.03300881870012576
14,0.02252463544161647,0.013932146432192772,0.03688177961777271,0.08292170298316201,0.01328498989499039,0.0004057847845680775,0.04734005049177407,0.09027965633001182,0.07109849992617094
15,0.04907115204020368,0.004630317585979231,0.06245001952280228,0.03455786039858493,0.004010708636674148,0.0,0.078645655545227,0.14648736194222275,0.040137768408255725
16,0.024372164396737853,0.006122912156998719,0.06804916788790506,0.117612541542337,0.001805404642509497,0.0,0.04665052687727945,0.09306482093974722,0.004474474481852942
17,0.0845813839863592,0.004137522241013552,0.04424964253168145,0.08381459115446584,0.0,0.0,0.06039604278426923,0.012788129714205466,0.023646342931131308
18,0.0737416771428948,0.0,0.08279777016579866,0.033174873196503245,0.0,0.0,0.031401623284529355,0.039189616057838585,0.008607124482827352
19,0.12609530959788118,0.004626132079711591,0.025065309467982775,0.0362453678405673,0.0005774287215068658,0.0,0.15409135628508003,0.0223286550654561,0.08828487122116085
20,0.07032538351229092,0.002223954442793611,0.043604358053530065,0.03306269188378944,0.0020447678870298587,0.00034801129488706725,0.09592698255126902,0.08062001116188051,0.07477420853221366
21,0.06963548352545453,0.0026041334418027877,0.0382222311407824,0.04583220217211836,0.00289857089416685,0.006640905218999576,0.03632388196536028,0.08263944006558614,0.011145437897132194
22,0.06749711272168299,0.009885900906371769,0.0136756129759341,0.054983821140761883,0.003380572375647888,0.016799947521728833,0.08158310978798484,0.05938145258584715,0.0558204530113186
23,0.06857227101890527,0.0024320591002088775,0.006018967823434842,0.02803527054763355,0.004324171356646641,0.005377917232790151,0.11031851798279911,0.026664699069387485,0.04389350311669138
24,0.07590096891735688,0.0010337358242514764,0.06624944738234355,0.04539308444581718,0.010099624690401513,0.0175935547050943,0.08161398558660182,0.02086310042763745,0.02349899839083137
25,0.05169813904799775,0.0,0.0034068101094489726,0.014016298844431266,0.010621618392772864,0.0028758162546215146,0.03609487767417706,0.0,0.0019075807301548052
26,0.07637755239130242,0.0005234919802406903,0.012817681933333517,0.028732379048164072,0.018795028983824548,0.016812754366961113,0.05878397595332409,0.009154614679732036,0.007874848168257002
27,0.05682037840141718,0.0,0.0017651241070550292,0.012109785657694227,0.007182535239327221,0.0019770649037392633,0.03234076062018147,0.019596238647166978,0.025039854501860498
28,0.06678602083171789,0.005717529293365395,0.02806594559030922,0.03944997501747967,0.05092727372536892,0.013181958320420899,0.10126520234712871,0.024936405175269283,0.03600434825084718
29,0.08917108367660309,0.011512418115356334,0.02615545586228058,0.0373580933804763,0.014651211008193488,0.013244702597970589,0.10602582299845759,0.031955432310930613,0.053221852489615556
30,0.0908452046370505,0.004865190354345552,0.01903673125550663,0.061867627293024904,0.027910612916056964,0.027899914993972912,0.05034436979340069,0.04290207217430807,0.03818969994340317
31,0.07723557378464777,0.010949068623423742,0.021550655129720583,0.028149648334363266,0.01253532848798581,0.010120635784895216,0.06926441374418574,0.03021974582658527,0.01507146085872654
32,0.05450291741124031,0.008860560394463046,0.021325612270601552,0.03305244058952834,0.028596063589674925,0.01263177097315743,0.08490473865440813,0.03600327180641078,0.03023769489325603
33,0.03835876311488997,0.004623267400936992,0.0318111144161559,0.034822467828245975,0.0318150425466705,0.014502470336243052,0.07364471780692658,0.028969197350762525,0.02108433155190791
34,0.09374286495044729,0.0012720190559166863,0.014629544909320256,0.035160723380941825,0.023369687695659284,0.017587465362153873,0.054792141952152665,0.028027159255620073,0.013671310457276783
35,0.15640820249353665,0.005379175617293484,0.03285861871016287,0.04441976554948216,0.007313864890684695,0.009161442299517805,0.08136176819097946,0.04061426142096355,0.036259083079524135
36,0.1231690200960697,0.0056078523277871715,0.02747443752618031,0.028816503962167617,0.017323328937980303,0.005709459770762745,0.10363092802029528,0.04717574617410206,0.03576464875264341
37,0.08005063653248477,0.015318298340150086,0.0267863467401616,0.027288958384651233,0.012003439591433912,0.011069448057460587,0.09620477440218805,0.0573226992426509,0.046240800764058614
38,0.06531681811631154,0.010881523803063163,0.02005609897207296,0.027913861539219216,0.029998128786389494,0.011820965314579908,0.07276513797286706,0.04705125168646501,0.030236130812740142
39,0.09753296156110784,0.0056352632467518374,0.02027169998951087,0.04933813645352573,0.02417726578116074,0.0141865827146092,0.05275219806802981,0.05119966009022071,0.03490630729321653
40,0.11129270507726811,0.007490696798542309,0.028656063941422585,0.0468558727074234,0.012065371252342784,0.013300817509219055,0.05199563551569942,0.033680283580365886,0.0490939870534594
41,0.08850261052697977,0.0034276129353703615,0.028748283049422934,0.044848692797596006,0.009779599464510106,0.014915403053997448,0.03811191745556475,0.03704390287407066,0.03702445176078542
42,0.06576137035494657,0.004542676255323905,0.013740489267049164,0.07702965322923994,0.014196962136670675,0.011438428408301397,0.06887257941201189,0.014921646152388175,0.01640461764817053
43,0.04705631240023954,0.008311686811690037,0.020121240783238202,0.06266971572705107,0.03213001356286509,0.027213841188111248,0.10577933478871927,0.025523326140257978,0.029077841503235575
44,0.0582630447767185,0.0032552759563658665,0.016704927202103075,0.08086542669346895,0.04438548299112049,0.026594807998315945,0.11475617356830042,0.03176537598189082,0.040072218051066234
45,0.07934470463390556,0.0030723881940787237,0.004111266246649436,0.03429725488700831,0.009672721678710318,0.010619895491327202,0.06814910607397834,0.029065553517242534,0.015909414620280934
46,0.0918435693331013,0.040226539054267325,0.02171600640613245,0.03184998222236369,0.014067551790581851,0.013166914345241395,0.05543999976836578,0.039177467419420235,0.02365361185625598
47,0.10196605274141203,0.019434392169846226,0.018540515027786073,0.027360130716012915,0.009843308342963335,0.008733070067482423,0.03987638113409134,0.04445457874516561,0.05581874765765554
48,0.09102078033742186,0.003407676215098815,0.019886249863316312,0.057622719644241066,0.008099644094520235,0.006893220341948015,0.027637756290455714,0.052897486664453326,0.049314143989598686
49,0.05524813952874001,0.010621396421414422,0.02984143088585845,0.03528329834339883,0.02514222760767226,0.00626979218554655,0.017624055085831706,0.053592920168344875,0.04690688728072006
50,0.06645043955669247,0.04304387450375083,0.03597877123254404,0.0353518027440628,0.03900744984026797,0.007890023603884511,0.01943251668803176,0.03594780456760039,0.024207404536936726
51,0.04959373494357793,0.026393944605273438,0.014549509418887082,0.05863737543606829,0.008152914223738891,0.005294321958612703,0.04060069017132024,0.02535910613821735,0.0253754427936363
52,0.03776776581976926,0.012683060727904965,0.025073179385837887,0.08508345018852247,0.011861650846049104,0.008824831759675555,0.060119665866067214,0.02313581951315908,0.05556074666324848
53,0.06287326072919826,0.005936836981436362,0.028702713425325415,0.039838919839251495,0.016674411468699534,0.017495546577425955,0.06539481063954204,0.024893878509521492,0.041130637479234164
54,0.08079070434862438,0.016817078226032643,0.023594185504044764,0.015637115097577998,0.034634008222576666,0.0061816682895680965,0.05803381735834393,0.046566905387667085,0.024674287627653876
