,entrophy,rexp,ns,fix,nuc,ld,ndev,sexp,age
0,0.0168758298992674,0.03824911286630036,2.0328790734103208e-20,0.005397063873626379,0.09264340086996346,0.08304827724358975,0.015987093635531142,0.06489248511904767,0.034516283195970714
1,0.02292401941492849,0.05117178276269191,7.85583103765024e-05,0.009687308146399067,0.10571930342384894,0.2213661616161615,0.026337734487734476,0.13043101141282948,0.0334697822379641
2,0.02832594465514819,0.023697689282202533,0.00012808680994522078,0.004758062930186823,0.15305326590813306,0.1648440300604016,0.0143504284309594,0.10450657395701636,0.060659910099733025
3,0.03890649801587307,0.018710694444444453,6.237103174603567e-05,0.012942390873015875,0.09405245039682536,0.07726447420634922,0.02170743055555557,0.069647628968254,0.052459037698412675
4,0.0392399462833914,0.025312173344947723,9.238195828239292e-18,0.023421130952380947,0.07198109030197444,0.14549343060394887,0.009599920150987235,0.09048050958188154,0.051489438153310134
5,0.030141573994867377,0.021385229540918163,4.6744045759854085e-20,0.026828628457370975,0.08001382948388934,0.14179113202167087,0.014441402908468773,0.09524151696606781,0.07781080695751352
6,0.026830426011629244,0.004921256505450163,0.0,0.0057112342979199525,0.0900142399430402,0.2030471782874773,0.03551509603485396,0.09286985709200019,0.0795648341216159
7,0.01893004115226337,0.004526748971193411,0.0,0.004526748971193411,0.0617283950617284,0.039094650205761326,0.015226337448559668,0.01728395061728396,0.14691358024691356
8,0.06192360326054619,0.02864183574304359,0.0,0.016465361654866034,0.07088217211082683,0.11641677078994866,0.017671208425060984,0.10736102020983318,0.08448761428769763
9,0.02284698478767152,0.008560651107477318,0.0,0.018765175164758917,0.04625266339626384,0.2777674545364451,0.0028578861305188046,0.1288606857935682,0.06651181804667758
10,0.041395946613939714,0.12773900148294606,0.0,0.01055462184873947,0.13495798319327734,0.16700082385895534,6.195419344208948e-05,0.016645246333827638,0.20172878563189978
11,0.020770611451577773,0.12512693123896776,0.0,0.0038223160984510412,0.08804044941591796,0.24959367128775703,0.0007799329644394232,0.01354867019694176,0.16194765078042878
12,0.055332303312101296,0.10071299818774562,1.38469835439592e-05,0.01127387390013653,0.08536981163243786,0.08958876888169819,0.0007457936750866053,0.0014952312932110905,0.11729634002361271
13,0.047600826044703684,0.04512876579203107,1.7068439915414654e-17,0.006022230320699714,0.2388939504373177,0.13696246355685124,0.00010325558794946769,0.016074465500485916,0.1348001700680272
14,0.020312499999999994,0.004687500000000024,0.0,0.0,0.16927083333333331,0.07239583333333333,0.0,9.107298248878237e-18,0.27031249999999996
15,0.00658436213991775,0.034156378600823024,0.0,0.0,0.1386831275720165,0.058024691358024696,0.0,1.2335811384723961e-17,0.2506172839506173
16,0.06644701348747595,0.030512661712083628,1.5697743362090704e-17,0.0027848885218827455,0.16368992568125504,0.23775378475089465,5.6152898644335955e-18,0.002002202036884117,0.08917671345995043
17,0.021839141936968075,0.0037896825396825326,1.1625580396371138e-17,0.0008757188865884522,0.13328450655624563,0.17139584771106506,9.149988497814984e-05,0.032029848171152536,0.026751035196687353
18,0.02403818027210886,0.0427312074829932,1.2297950356478436e-17,0.0017174319727891174,0.20645705782312904,0.09006437074829932,0.00042236394557823353,0.06209328231292519,0.08499668367346935
19,0.04968805400948258,0.03297830344258913,0.008894300144300142,0.00038388991960420875,0.16319094001236856,0.06654839208410639,0.00029880437023294354,0.1512728818800247,0.07168558029272314
20,0.04238002421307501,0.03644382566585955,0.0037797955340328196,0.007781234866828074,0.09762485875706212,0.1421788942695721,0.005073123486682811,0.05408773204196939,0.03928882163034702
21,0.0597914525522438,0.10428084199307201,0.00276862319668075,0.005058324768756423,0.10023833314300941,0.23436956149366214,0.00857440714095391,0.06925618552776827,0.06162070343725028
22,0.0674802555168408,0.07670434646654149,0.007524315792608464,0.013090808243247244,0.08358578278090467,0.1748105661276394,0.03274363441436612,0.1366269171208196,0.07747302629619694
