,lt,nd,nuc,ns,rexp,ld,age,fix,entrophy,la,ndev
0,0.17357422230307443,0.04099668000727668,0.09623681098781153,0.0,0.09002524104056772,0.06051846461706385,0.11083409132253945,0.05377819719847193,0.009139303256321627,0.05788384573403677,0.05602760596689098
1,0.018927123570073725,0.028068264535702287,0.05330266707047306,0.0,0.06220360521193641,0.02713343499336732,0.06882430347822541,0.0122020289500856,0.01835985526728269,0.0024962143149371042,0.035424643171509666
2,0.030810840465218405,0.007174456879526011,0.03599275839368005,0.0001439543559359226,0.07096620583717363,0.0011042352424840895,0.003960061443932397,0.030739741057713404,0.005331797235023027,0.0013085363177529055,0.013806451612903245
3,0.12285022818420675,0.09780136449545933,0.05807610750011523,0.0002097450790577595,0.1388194348407321,0.0011388466325542787,0.03385331673811833,0.12402664453971346,0.1032243119900428,0.009100170561932443,0.021691789978334042
4,0.1428312586445366,0.05539596917605213,0.103349338075479,0.003219324244220497,0.07458545741948219,0.09227464927879876,0.09008298755186715,0.1097132977672397,0.06496285319106906,0.03335210432720813,0.08344161232957928
5,0.0996399347852837,0.0849441675895164,0.1103617571059431,0.009833733234896029,0.11694059923711098,0.04612818383167226,0.03862018580041834,0.08402977728559118,0.047290513104466664,0.037887443090931464,0.0648072782084409
6,0.13390192873488066,0.11400316007409814,0.1126770186335406,0.002523264683447745,0.14856064073226555,0.023893647161381693,0.049460499073771445,0.1620197232210962,0.06244251934183277,0.029500926228615026,0.046601939631687885
7,0.07045471669680538,0.045865449819168194,0.0991189157625073,0.019909772453285134,0.06086874623267011,0.028846726190476246,0.1072337439722726,0.07444055153707045,0.06660704867389997,0.11951552139843284,0.09003852094635345
8,0.0005639416810645359,0.05891500712315466,0.001878391076354141,0.001072565245066833,0.0010919644751598895,0.005232639204631544,0.06763011124246027,0.4217907914279648,0.022504774029280698,0.0009263132369434087,0.0007820314631263056
9,0.08890393194314766,0.02932876854445481,0.10208631600788468,0.0055374001452432745,0.06908548604627042,0.06123923643531491,0.060221496005809796,0.16282342566656294,0.07654372860255218,0.11446259985475664,0.06870422242971261
10,0.06867877492877499,0.062084859584859625,0.08824023199023202,0.007838319088319081,0.04477564102564102,0.059710012210012216,0.06274420024420019,0.04240028490028497,0.08162037037037044,0.06628408628408632,0.09680759055759058
11,0.07095619920362188,0.12757950144548075,0.04906889216167568,0.005321278568701235,0.05115229367806677,0.039217803960071976,0.057884416080292364,0.14082365133911526,0.05241613483881522,0.11526673212240234,0.06404407352860958
12,0.05210450873077931,0.10224189284783497,0.06816002084962215,0.008499013366097045,0.052658699132506856,0.04449793365352395,0.11623236159201755,0.04553389925164748,0.058522469190960165,0.10480379016344615,0.10415484567556502
13,0.09816141917293227,0.04663259711779461,0.14827811716791978,8.360745614035089e-05,0.108264215225564,0.0032174185463659066,0.0032888862781954736,0.08156073778195498,0.017206492794486227,0.01553042763157896,0.08725446428571439
14,0.01285798006539276,0.07878343459027698,0.14302024007512237,0.0008909705958886285,0.07133379719195831,0.034314009661835766,0.02455752412630533,0.06446234259919224,0.2314546719614429,0.09049568385206291,0.1555920080553011
15,0.02032091999833938,0.08791983227467103,0.06546332046332051,0.003185743347033666,0.01680719890397315,0.01778760327147427,0.04772429111138795,0.09634678457259094,0.2519574874413583,0.09156495204882303,0.034601859924440564
16,0.06099931792818145,0.12301463018600467,0.0806574421543289,0.0033637720607603825,0.027373845345305164,0.05089402309118515,0.05270986751772946,0.09990898286040041,0.11580285324893973,0.05813656961140998,0.08901139034486621
17,0.09258897074165015,0.12564141268236323,0.06612546744346542,0.0010101513473606497,0.05015688445921005,0.031598720849984725,0.03142608374660955,0.005813327555491361,0.202611769143114,0.04216803890413595,0.04029339400067404
18,0.12052352607709749,0.17510062358276648,0.006262471655328794,0.009362811791383242,0.01625850340136055,0.020784013605442218,0.08731746031746035,0.10657908163265306,0.04352040816326527,0.04592205215419502,0.04925793650793654
19,0.13106270531400965,0.03559725327812287,0.17907024154589382,2.6349206349206363e-05,0.034907895100069024,0.013137681159420286,0.016695113871635626,0.040909082125603936,0.10432205659075239,0.01988168391994479,0.07149779158040015
20,0.07321714856857284,0.036269965017491274,0.08721402156064822,0.0009215106732348112,0.03359124723352608,0.07441900478332258,0.17670874562718647,0.10612006853715988,0.032249232526593834,0.06619087599057613,0.04946728064539157
21,0.11074564577604083,0.056332561393351646,0.06913084382689243,0.005767356588025265,0.04626501664495591,0.08581367298692533,0.13200463163989007,0.0976163940753606,0.05859265692092435,0.044977565494282806,0.09260167896946014
22,0.1182901465356087,0.10413267603368923,0.02400771874811552,0.0,0.07038778668917972,0.012658877565378203,0.09692417938049004,0.04160614283704194,0.07652295523528108,0.09277445777804576,0.032284719290839974
23,0.011585965474854366,0.15684330073218972,0.011510074287852065,0.012405002405002395,0.07548447437336325,0.04867324033990706,0.13507161562717107,0.07098765432098765,0.03918470418470421,0.10815082037304259,0.07586927475816385
24,0.08241740344346214,0.08817460317460331,0.06817537872912463,0.0022460058942143594,0.15255907140271968,0.03487823794012718,0.12363579959671131,0.1906452613618735,0.03143425882839564,0.02775890595108836,0.04889716147045136
25,0.05664092664092662,0.045544830544830474,0.0642326254826255,0.003152080652080649,0.12736513299013313,0.0010494422994423017,0.07169535607035613,0.03509491634491634,0.1521538502788504,0.07585531960531967,0.0579598348348348
26,0.0693091884641181,0.10074202792512643,0.0875556368514115,0.016452655325894766,0.10438387903176631,0.02824705810621307,0.0835452106578868,0.06983019328089744,0.05838241570635929,0.060999939028108074,0.07371440765806975
27,0.09510113871635609,0.10401311249137335,0.07039802162410848,0.0009962962962962963,0.08952477570738432,0.06621348056130665,0.07495512997469518,0.054016126063952195,0.058576121463078064,0.0659616747181964,0.0652393604784909
28,0.08117116986864388,0.04343884821356285,0.09813708934306477,0.002516405072270994,0.061087872198510966,0.0489060843347946,0.04979113894768494,0.0733695073851742,0.11682279437562411,0.06938373989381999,0.06252676667784754
29,0.00040844244674614286,0.1525545567064036,0.0013160380431242221,0.0006926258875643322,0.005209758321933438,0.004979805875838709,0.03894322845417244,0.08724399061950353,0.2381437691355617,0.006095368379910116,0.0012347729789590229
30,0.07965230536659096,0.054811165845648664,0.1272972867307844,0.0050599473505877676,0.06137175176584043,0.07611723616649707,0.11951325357729303,0.10495373628378574,0.0752417442072613,0.04021216149294971,0.06890570021111889
31,0.11983811548523357,0.08027402773611067,0.13368758418303403,0.003308771332027146,0.08702744228022295,0.037917495379578274,0.036538159065964845,0.09962471805242287,0.13853824301751516,0.01595517727974758,0.11759989925813996
32,0.08575727513227516,0.053183745720510406,0.11859652194211028,0.0002991752256458138,0.08440690164954864,0.0018623560535325212,0.004206154684095857,0.20957185652038543,0.07930341581076879,0.008730158730158739,0.025720704948646155
33,0.08980180688876334,0.11334837626141979,0.12050549450549455,0.0013393273393273392,0.04394184076792774,0.010186436751654152,0.05080758372062722,0.1199671053584098,0.038968263620437524,0.0990132910567693,0.059641184902054466
34,0.12081014807130039,0.07866122795435247,0.1322955767235687,0.0,0.08778223144393091,0.015371121380741296,0.01355276808450439,0.17627228142978393,0.08295953975289999,0.036331227011223245,0.026089314344996707
35,0.05245667883123478,0.05461200264236977,0.0651577567247504,0.0009602556976097831,0.03781799067114579,0.03999369617581432,0.10898850810836934,0.13513469640943854,0.09066592954217731,0.09170813495420156,0.05588376392681924
