,nd,age,lt,ndev,sexp,rexp,la,ns,ld,fix,nuc
0,0.0,0.06953962195926701,0.0708641044426811,0.02188486519127907,0.07168113737920755,0.036368961295572204,0.2398778664957046,0.0,0.008522576851768628,0.0,0.03451183796397118
1,0.0,0.0,0.0,0.0,0.0,0.0,0.2589382728247191,0.0,0.0,0.0,0.0
2,0.0,0.0,0.014505217545805561,0.0,0.07556694950379808,0.0,0.2574714410862838,0.019831894565819682,0.0,0.0,0.08481532211923373
3,0.0,0.0,0.021805116640024394,0.0,0.0,0.0,0.22263503035605706,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.21570825111688136,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.24288294044905562,0.0,0.0,0.0,0.0
6,0.0,0.023950639624219734,0.04293053142580875,0.0,0.0,0.0,0.24529779782957528,0.0,0.03384695308005653,0.045975605909724604,0.0
7,0.004991429317145189,0.03285276027468603,0.06815339791205026,0.04861382430682708,0.0421464969686786,0.026281848227540722,0.2396326456660701,0.006019809048708564,0.015662106563298233,0.047606694114864095,0.03843112109114584
8,0.0,0.0,0.0,0.0,0.0,0.0,0.20347104196400287,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.17840288362215218,0.0,0.0,0.0,0.0
10,0.0,0.021295621584999515,0.0,0.0,0.0,0.0,0.17736970342621713,0.0,0.0,0.0,0.0
11,0.02163166047225858,0.05869958342280641,0.0,0.0,0.029612897075500286,0.032121732351019255,0.20235837181618893,0.0,0.023800937448660246,0.0,0.0
12,0.010989199648127114,0.06596667860762771,0.003686056753042512,0.0,0.060922302951660685,0.04210270940471648,0.23371947429291756,0.0,0.0,0.0,0.017352223683942614
13,0.0,0.0,0.0,0.0,0.0,0.0,0.24157541011356298,0.0,0.0,0.0,0.0
14,0.039838320327193484,0.0241475362849631,0.011001057623194723,0.0,0.018410370850479488,0.0,0.21495746067648594,0.011444205271200268,0.09447469117053202,0.03740652445840099,0.0
15,0.062102724342217246,0.015726392178133618,0.03605217635765791,0.04631014231933506,0.08286999394866487,0.06432237324650447,0.2053281712818564,0.006662680275625116,0.08790003658019191,0.0,0.04302368551029508
16,0.0,0.02986238243008342,0.032155912165847816,0.11874740728191442,0.0407551867891048,0.0,0.10892155789021235,0.0,0.0,0.0,0.011379954195617738
17,0.0,0.0,0.01711672328298428,0.08569693178544296,0.04627268720274473,0.003991060724625969,0.11274430490207779,0.0,0.0,0.0,0.02412821123153013
18,0.0,0.029509789895771295,0.01620496245501812,0.019893490906045457,0.09572151140496526,0.010251743137640682,0.24763329757884825,0.0,0.041535225653194105,0.0,0.01795664987369039
19,0.0,0.0,0.0,0.0,0.0,0.0,0.2722757478902696,0.0,0.0,0.0,0.0
20,0.008891193348971725,0.0025660124596079115,0.0,0.036748152474045497,0.10238212795116504,0.01215299517971063,0.2496987652042971,0.0,0.034655662102330106,0.0,0.028656315440463525
21,0.0,0.0,0.0,0.0,0.0,0.0,0.2398113242953231,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.1965120284128879,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.031104492009522085,0.05116813456415813,0.024902071616760328,0.23433404646856335,0.0,0.0,0.0,0.0
24,0.02550312964259337,0.032112889929856996,0.04309921922852172,0.08579923578480746,0.129118692616405,0.026452238367492418,0.22844755888676688,0.0,0.014485397446661837,0.0,0.02841700593108321
25,0.013717406494882166,0.06589782905027171,0.009605453203310323,0.07392017369129866,0.06491929744914281,0.0,0.20447634535315143,0.0,0.026685893802450917,0.007289353778117832,0.0
26,0.06115500160563491,0.0,0.0,0.054167094317882775,0.04559621763178934,0.0,0.19392023102331965,0.0,0.0,0.0,0.02908101918813592
27,0.028429844019375216,0.0,0.0,0.03867973307739334,0.12826664217488104,0.017137565064803923,0.18575970795878585,0.0,0.029955225555154803,0.0,0.0
28,0.011931908936352856,0.0,0.057256064255302025,0.09949549242723035,0.03517310459812096,0.0,0.14892078947014034,0.0,0.02006835285115342,0.015420780208200108,0.0
29,0.0,0.019933658913507013,0.06520417009714698,0.05412840903781554,0.049720298814765036,0.0251358442895041,0.2037337836282394,0.0,0.09457889243734678,0.016766118293271386,0.04461411185209719
30,0.02118493867389844,0.029384976637161143,0.017190260526749473,0.0895767229542142,0.02608169006949235,0.03793766981805612,0.18001202515608244,0.0,0.061450002931675095,0.005740204812792267,0.033661660613257274
31,0.02881281756966721,0.0,0.02353956557248137,0.08402069997877783,0.05161865346300453,0.03593365886981137,0.18611463274769785,0.0,0.012442660342673254,0.027447033514923207,0.013235302423769538
