,lt,age,ndev,sexp,entrophy,rexp,la,ns,ld,fix,nuc
0,0.0,0.0,0.0,0.1514503856345582,0.0,0.0,0.17668317271394915,0.05252480452066522,0.0,0.0,0.0
1,0.06437636529595606,0.0,0.0,0.0,0.050317460317460434,0.0,0.14461175314830302,0.0,0.0,0.0,0.0
2,0.06491785748698485,0.030989872485924816,0.0,0.03348790276940263,0.021125559239393604,0.0,0.19668165927382683,0.0,0.07309879406867195,0.020041068282647113,0.029584259429404854
3,0.09361785920638843,0.0,0.0,0.1081692859531186,0.0,0.0,0.15593441070846142,0.0,0.0,0.038662870272926725,0.0
4,0.10509657718109007,0.0,0.0,0.0680395664705671,0.024358906063220862,0.0,0.23162834649732356,0.0,0.051212416764697365,0.0,0.035588751242248674
5,0.0,0.0,0.0,0.017984519912711446,0.0,0.0,0.1969913314193379,0.0,0.0,0.0,0.09745665253680848
6,0.042523234845332235,0.0,0.0,0.17714684242588508,0.0,0.0,0.0633166162616786,0.0,0.0,0.0,0.15869565085970405
7,0.14355488862989468,0.006150043793898408,0.005346642745883403,0.09529464540051445,0.016481924219372692,0.0,0.2794088085771508,0.0,0.031195235038641557,0.021378924770782542,0.09210671621200454
8,0.05393705856085719,0.0,0.0,0.07504129321041358,0.0,0.05479799854279989,0.1050826553451316,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2708934347407986,0.0,0.0
10,0.028569462222394617,0.0,0.0,0.09295395294810169,0.020033255005937993,0.0,0.15695004004075522,0.0,0.20709675450899306,0.0,0.054516657312716536
11,0.06094857613494382,0.0,0.0,0.009894753972049555,0.0,0.020442980902539744,0.15500899214745714,0.0,0.21182253133871912,0.0,0.025086809461871997
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2582488517645943,0.0,0.0
13,0.09150660832964042,0.0,0.0,0.11630249926057389,0.0,0.0,0.19574809211874267,0.0,0.06393174579356992,0.0,0.039288353638599345
14,0.06051842627742093,0.005089952951806016,0.0,0.21429192313367273,0.04662755450166058,0.0,0.13821519429592968,0.0,0.06444561570535168,0.005483406969687462,0.0
15,0.0639352110414574,0.0,0.03381688014006415,0.12425168605582249,0.0,0.012409330639373679,0.17511603583269209,0.0,0.02319925509430394,0.0263130458393452,0.16306671662415798
16,0.053206876939575355,0.0,0.0,0.11351488158529793,0.032322952280966856,0.012891836878398193,0.04490890484348682,0.004638048387103792,0.12356669675995528,0.0,0.0797657148113061
17,0.14460395632184866,0.008187194874505359,0.0032699882383735476,0.06332663580125335,0.019478320110749642,0.0,0.13610996035499168,0.0,0.135965191565972,0.003473581022546717,0.03663897708186836
18,0.05363551235228287,0.0,0.043169714163492086,0.12375951506901148,0.0,0.0,0.03022730702855829,0.0,0.09694125983247533,0.0,0.016789031534928424
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17370628605161026,0.0,0.0
20,0.0,0.0,0.0,0.0,0.06547219090235733,0.0,0.013785338119274671,0.0,0.1768790835722747,0.0,0.0
21,0.08124576991859837,0.006454891958309886,0.0,0.11326637397614932,0.04621953132182359,0.004684252082969209,0.19138540862309197,0.0,0.047249251779082915,0.013606145353256719,0.05142083635297757
22,0.044658216086852866,0.0,0.0,0.05001081357050812,0.05646166674765812,0.0,0.10810752573081911,0.0,0.052714653187866195,0.06593797539891792,0.04220388466072051
23,0.1397664745548132,0.0,0.0,0.0,0.05575160281338202,0.0,0.12187724358551942,0.0,0.0,0.0,0.06545440348994762
24,0.10416378037110584,0.0,0.023330349969295828,0.09355308083075113,0.05189756501294912,0.0,0.2104679913611139,0.0,0.014950800734388538,0.010443390267940535,0.09570887659929257
25,0.09783862660595749,0.0,0.11465394189715597,0.33440594030066284,0.030732455718046787,0.0,0.15166366699366413,0.0,0.01622433920504795,0.0,0.07287745373015661
26,0.1102318245442481,0.0,0.10920849616009826,0.03818315447917042,0.03206392047709037,0.005712573328224615,0.16855844686452048,0.0354790746813064,0.008015863630734895,0.0,0.06342135322761931
27,0.11515761142406147,0.0,0.02725429695069896,0.15090065188823734,0.06147791616644752,0.0,0.09439067317699396,0.0,0.04390438489437262,0.0,0.06659218966396852
28,0.1258479143153471,0.0,0.0,0.20059646479635196,0.13404149751661054,0.0,0.06102376003416564,0.022084331794806768,0.034694732898574644,0.0,0.00871146920636908
29,0.051035955515366854,0.0,0.01379482884043483,0.20631189176274878,0.0,0.0,0.008870017593447199,0.008978442617128908,0.1447069134757352,0.0,0.07389973965471247
30,0.06240763074657288,0.0031122238240073492,0.03708815832969576,0.19790511894861185,0.04720106884790816,0.0,0.04383803130928357,0.0039678236732574685,0.17437433533699073,0.0047213477589617,0.03338874999831022
31,0.0,0.0,0.0,0.0,0.061463119487945375,0.0,0.07854333844012663,0.0,0.0,0.0,0.16139149070015146
32,0.0,0.0,0.0,0.0,0.0,0.0,0.12595543990681685,0.0,0.0,0.0,0.17164775550495717
33,0.10071533849946712,0.009953140909357002,0.04112528336145524,0.12693872839830425,0.04811634990599359,0.011385831996466325,0.1245105038664509,0.0,0.03568817122109942,0.0,0.06556221424170422
