,sexp,lt,exp,fix,ndev,age,ld,la,nuc,rexp,ns
0,0.05675108225108224,0.03512626262626262,0.015441558441558445,0.004890331890331891,0.006569264069264062,0.0545050505050505,0.11644516594516593,0.2064545454545456,0.047055555555555566,0.08659307359307356,0.0011349206349206351
1,0.09444203944203945,0.02508738175404843,0.03205387205387208,0.006796536796536798,0.008201859868526527,0.03544252044252046,0.045549943883277204,0.2905315055315058,0.04483325316658652,0.017346480679814015,0.003729357062690394
2,0.06742440702516743,0.06290602933188481,0.05919337316675723,0.0032310338584102855,0.01786438529784537,0.025960528698171302,0.029877783813145032,0.2915191019373528,0.027109360854608012,0.04639235922505882,0.002564729313778745
3,0.041504930254930225,0.05092772967772971,0.07984187109187106,0.002632275132275133,0.004998196248196243,0.031268638768638765,0.04617364117364119,0.28491041366041353,0.03365199615199615,0.021201298701298697,0.0017875180375180391
4,0.11396638655462175,0.05922801120448186,0.08693725490196079,0.005589915966386546,0.005873949579831928,0.04383977591036415,0.07366722689075633,0.16780672268907576,0.04550196078431374,0.02725210084033614,0.003284593837535014
5,0.08982807837031272,0.11294732061762033,0.07584403788763468,0.0052257687816270855,0.00700402231737382,0.037801349422602826,0.05645387310237446,0.1772550927728041,0.048001816530426886,0.05321331257298558,0.0034877384196185263
6,0.11425991449211256,0.0987435500515996,0.05222431077694241,0.004666814094058671,0.004751953412944114,0.032694972725932504,0.06070396579684501,0.16948216128556687,0.05446852425180603,0.025427908005307434,0.002627524694088157
7,0.08479735835940215,0.06525095585679525,0.041641988182134146,0.00504935696906499,0.006759124087591233,0.03250503997219331,0.05424191866527631,0.23436114007646852,0.0912068126520681,0.01546923879040669,0.001862009037191517
8,0.09070297233364184,0.09649028077753767,0.05369433302478667,0.006363262367582015,0.0030916383832150533,0.050757482258562164,0.05476293325105421,0.2107173711817341,0.06240975007713669,0.028021186876478445,0.002095032397408209
9,0.09029193205944792,0.07554064300879593,0.04984683045192598,0.015394297846527141,0.0037609948437973893,0.04643842887473462,0.06053533515316951,0.206855474673946,0.0530178950561117,0.06515771913861086,0.0011040339702760075
