,lt,nuc,ns,rexp,sexp,ld,age,fix,entrophy,la,ndev
0,0.07190993788819873,0.0063513969339567735,0.0032014911484867523,5.330099797613234e-05,0.14771177914253142,0.006242672203224225,0.0028434468560262446,0.0,4.8851978505129435e-06,0.3517102263475005,0.0005277758392072027
1,0.008116071428571429,0.0022886904761904763,0.0033323412698412686,7.638888888888885e-05,0.02511408730158724,0.00041567460317460325,0.001118055555555555,0.0,2.9761904761904786e-05,0.43793154761904735,0.013827380952380912
2,0.01116104868913858,0.033097913322632434,0.004161316211878011,0.03095639379347244,0.043146067415730335,0.011934189406099518,0.06395264847512039,0.0020478865703584797,0.018743980738362757,0.3916599785981808,0.0013215623327982864
3,0.04762536075036078,0.030340909090909085,0.006268939393939396,0.01774531024531025,0.07949945887445889,0.007945526695526693,0.003262987012987011,0.03149170274170275,0.033724747474747484,0.37577290764790783,0.011553030303030301
4,0.10255813953488364,0.13887527685492798,0.0017033499446290153,0.03408014950166113,0.08271248615725357,0.07692898671096343,0.043590116279069765,0.0046719269102990044,0.0067725636766334365,0.09846622369878186,0.0009364617940199333
5,0.041923076923076945,0.08854624542124548,0.032694597069597084,0.11012820512820509,0.1110622710622711,0.09878891941391933,0.061089743589743645,0.0,0.03146520146520146,0.16962683150183133,0.006501831501831497
6,0.03666666666666668,0.081531746031746,0.02291005291005291,0.02058994708994708,0.16216269841269845,0.05576190476190474,0.04172089947089948,0.0,0.019185185185185194,0.29777248677248686,0.056962962962962924
7,0.1368513573653759,0.1233672674677348,0.013662105028927464,0.018891855807743666,0.04868491321762344,0.048871829105473996,0.025146306186025806,0.005445037828215391,0.04860647530040056,0.290413328882955,0.040005006675567445
8,0.07328201058201057,0.1960603174603177,0.06140740740740744,0.12977989417989422,0.07779841269841266,0.06751058201058197,0.11193015873015881,0.005221164021164017,0.05618783068783069,0.11484497354497356,0.02544708994708994
9,0.024689314750290355,0.042452090592334485,0.0009422183507549358,0.04574041811846691,0.021546167247386765,0.37899680603948904,0.005677990708478514,0.026132404181184652,0.016806039488966314,0.1049404761904762,0.019221835075493597
10,0.049827303097219874,0.03622388313232546,0.00027603193477153057,0.011621652228073149,0.04800832342449467,0.1630711737727195,0.0284171337976332,0.0008210180623973727,0.00705650869146708,0.1916157069248628,0.0011819829001755277
11,0.11341931216931217,0.08089285714285717,0.004087301587301589,0.00578869047619048,0.1365790343915343,0.10540674603174596,7.936507936507935e-05,0.047228835978835974,0.027905092592592592,0.20406415343915352,0.028930224867724855
12,0.24236866969009827,0.22324263038548747,0.022294501133786854,0.0006821617535903252,0.2016043083900226,0.12317271352985638,0.010742630385487532,0.0,0.10189436885865454,0.02466553287981859,0.027339852607709738
13,0.030013645774515384,0.000500658761528325,0.0004879540749105954,0.00808441558441557,0.049359589685676636,0.10228166760775452,0.05483436853002072,0.003228402032749856,0.007526350461133067,0.33970355731225244,0.0020181629964238683
14,0.08164333976833975,0.22369691119691124,0.013448359073359076,0.027659266409266418,0.10625884813384812,0.04306225868725869,0.037049549549549574,0.0071734234234234135,0.0820326576576577,0.23306628056628043,0.12122184684684682
15,0.07041269263754255,0.07481528885885809,0.08691987837521767,0.09022115959354454,0.06851345322556897,0.07882316761523601,0.034320993269055876,0.006369794779836622,0.03415609813144834,0.15420770636797573,0.1602177378136992
16,0.08864908854166667,0.03576450892857143,0.005828683035714278,0.03228236607142859,0.0687169828869048,0.1692071242559524,0.014017392113095247,0.0029017857142857105,0.012129371279761908,0.20271298363095236,0.019320591517857158
17,0.063678456959707,0.045760645604395626,4.3498168498168505e-05,0.03659798534798538,0.006624313186813173,0.1289869505494505,0.027479967948717963,0.00020260989010988976,0.004836881868131867,0.2599473443223443,0.003550824175824171
18,0.08411542100283823,0.022898139388205622,0.020510879848628184,0.002343109429202145,0.044163513087354146,0.035760012614317216,0.03024519079154842,0.0,0.055636234626300816,0.22032166508987705,0.08016477451907922
19,0.008258281573498966,0.031278467908902666,0.0013932022084195978,0.00016390614216701182,0.11216011042098006,0.16782608695652176,0.035545203588681844,0.018390269151138717,0.10849637681159412,0.09361973775017254,0.08011645962732916
20,0.06806310254163021,0.07965746421267896,0.013405638328951204,0.04025416301489921,0.07692521180251242,0.10810400233713124,0.0641652059596845,0.034878030966988,0.04974729769208296,0.07755331580484953,0.05480426526438798
21,0.09520661630036635,0.11301053113553111,0.03424336080586081,0.0625721153846154,0.04480483058608057,0.08229739010989004,0.07925881410256416,0.019514652014652016,0.0842479395604396,0.11495764652014645,0.06378147893772897
22,0.10933655753968254,0.10172743055555555,0.010759548611111107,0.032906746031746044,0.08169146825396822,0.11677269345238094,0.048608630952380966,0.08539868551587304,0.18898995535714283,0.05337177579365082,0.028850446428571448
