,la,nuc,exp,rexp,fix,sexp,ns,lt,ndev,age,ld
0,0.0,0.0,0.21468872397443794,0.0,0.0,0.09444959802102668,0.0,0.2700657081014224,0.0,0.13569934034219772,0.0
1,0.23120331447185485,0.0,0.05458579700539846,0.0,0.0,0.10266725089714611,0.0,0.13118219836625405,0.0,0.0,0.04359575950006733
2,0.31408591408591435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.2898942179963991,0.00546539551800204,0.06656542300630643,0.03764815915375886,0.006606310493085827,0.1304206145060222,0.0,0.0,0.0,0.03631739716934125,0.03534618482570796
4,0.3197890025575442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.20955035557980525,0.0,0.23715895370995288,0.026939076230100497,0.0,0.07017405927267933,0.0,0.0,0.10258556818335948,0.01601777030140594,0.0481276701612362
6,0.2645545259041047,0.0,0.02126150793503628,0.14131658516467885,0.0,0.0,0.0,0.07357806572798388,0.0,0.09117765623019157,0.0
7,0.35019912559480043,0.03733998059989138,0.00906016016530432,0.023488759376187676,0.02009465559310492,0.0,0.0,0.06121731202954829,0.0,0.08207227191680161,0.047772730319266925
8,0.26616703704087563,0.0102841713135301,0.09143879809502217,0.0,0.0,0.09432029491723296,0.0,0.11959671017248595,0.05024141992564176,0.0805307559670766,0.0
9,0.2658894657834212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.23087356960646455,0.0,0.0,0.0,0.0,0.0,0.0,0.060530694541657035,0.0,0.0,0.0
11,0.19675871447638618,0.0,0.0,0.04817738498286558,0.0,0.0,0.0,0.025295138562174645,0.12453530288917829,0.04301399664259283,0.0
12,0.17713442202034166,0.0,0.2058925427949103,0.0,0.0,0.0,0.0,0.06730127968211591,0.0,0.0,0.0
13,0.18558742250473656,0.1789687477811784,0.0,0.0,0.0,0.0,0.0,0.05759803921568626,0.0,0.0,0.0
14,0.2644483857763399,0.027891725645025817,0.013945356149376984,0.08239934216300887,0.0,0.08072612357204198,0.0,0.12571522054244816,0.0,0.00699619164605638,0.053209599461338714
15,0.22582735247208952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.08085542736459912,0.0,0.31752482851308206,0.0,0.0,0.0
17,0.19634115782381048,0.007730428004009065,0.0,0.0,0.0,0.0,0.0,0.1279495052973049,0.0,0.0,0.0
18,0.23905503041122278,0.0,0.0,0.0,0.0,0.0,0.0,0.11082656271997392,0.0,0.0,0.0
19,0.22778863260897197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.28279623667677345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.22997675069610204,0.07598428511913458,0.03446797300220403,0.11654850071820042,0.0,0.07599233971208022,0.0,0.05428555790993416,0.0,0.008333215454723873,0.060034239300949234
22,0.21005541220964682,0.0,0.0,0.0,0.0,0.24505868024611882,0.0,0.0,0.0,0.0,0.0
23,0.2950092458513779,0.0,0.09774910192838504,0.019101677581703867,0.0,0.04235518915488782,0.0,0.10659971712368932,0.0,0.0,0.007233491017965182
24,0.30886270599717747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.3576626712328755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.2705888457051638,0.0,0.0,0.028526259510929495,0.016304248191529227,0.057512130472113746,0.0,0.0,0.0,0.0,0.004871379335845094
27,0.24104761048189047,0.0,0.0,0.0,0.0,0.030867203134063274,0.0,0.0,0.0,0.0,0.0
28,0.2558895582518043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.2614161428078816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.29815715785455416,0.020350575592377556,0.08314425591561553,0.0,0.005614770328982023,0.06903059250099693,0.0,0.028153217553374393,0.005002191739571847,0.002716417680877299,0.01841869982554493
31,0.2663708126649098,0.0,0.05763864485271027,0.0,0.0,0.01079742997655643,0.0017647425808175342,0.01318702508574475,0.04057316196898956,0.0,0.0
32,0.18327762391987265,0.04953967901597361,0.0,0.016460938827572158,0.0,0.0,0.009275043122549459,0.0,0.0,0.0,0.0
33,0.20660593657749357,0.0,0.0,0.0,0.0,0.03084922173655896,0.0,0.0,0.0,0.0,0.0
34,0.18964916358235032,0.014426312634145112,0.11699855943189504,0.0,0.0,0.035924312165091565,0.0,0.019857114804398047,0.009930578664205016,0.0037918990068263898,0.0
35,0.1583450020364504,0.10003038466369059,0.0350355126547053,0.03407847024927996,0.0,0.05373751741409921,0.007013730637382096,0.05343670164289892,0.07940264020250108,0.08597110938484273,0.07776521958815885
36,0.25647635371495614,0.025238049123737828,0.09594598176266751,0.0,0.0,0.12199739938732118,0.0,0.08824467326402212,0.0,0.0,0.0
37,0.16223925581833645,0.04110722795255671,0.212770265345007,0.01850847718573131,0.0,0.11133251188483449,0.0,0.0261187492061274,0.0,0.06271474978010452,0.03320424500473154
38,0.14347043469120804,0.0,0.1984028817979052,0.0,0.0,0.0782608922533154,0.0,0.0,0.0,0.0,0.0
39,0.20858233760113173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.21836148557683657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.28883901890701935,0.05606240739089336,0.05088545294419718,0.0,0.0,0.08204952385014663,0.0,0.13034136719717154,0.0,0.0,0.0
42,0.2885042026653397,0.04736055589848141,0.13570925899478686,0.018578941159320645,0.0,0.026872051750046064,0.027890966478315873,0.012558960742186267,0.0,0.012361084538845999,0.018637520151845034
43,0.34074894374188686,0.004059152986606637,0.030029596639203533,0.03301113211837629,0.0,0.0,0.03364756785496805,0.0,0.06431366581330386,0.0,0.014636320580117289
44,0.28863231518935273,0.0,0.03547907990679276,0.0,0.0,0.0,0.053815541861856754,0.07066051062630632,0.10189252804157069,0.0,0.0
45,0.32258086818196574,0.02251033719722079,0.03951742128347035,0.005491502113191778,0.030918381897807032,0.10818776187928959,0.024623782967495476,0.0,0.06434414246562595,0.015774111731748062,0.0
46,0.3233540998722594,0.021793849327107144,0.02653280000713421,0.030881280279924286,0.0,0.08349122723750081,0.0125236598618358,0.023777108302578644,0.0541697161234607,0.013703535953350672,0.015349431760701726
47,0.34074673048337584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03472152076318749
48,0.39354904101260285,0.0682209457209457,0.0,0.016104922745238955,0.0,0.06646292470156119,0.0,0.0,0.14477776389039756,0.009594792060534053,0.0
49,0.4453697534976679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.36640267486703565,0.049321840948384904,0.03525556402324827,0.012815794244308997,0.0,0.020849572859306425,0.0,0.0847293901053718,0.0,0.015832817963094062,0.0254034147941385
51,0.3445054291360064,0.018521627950454318,0.09969905969648057,0.05540654804640105,0.0,0.0,0.0,0.0,0.05232533989904043,0.0,0.0
52,0.3489825559695877,0.042622310566539125,0.03595727850751072,0.03478550239869873,0.0,0.027920667914818738,0.0,0.01572013112544703,0.1336297949913546,0.0174861051834948,0.0
53,0.3523732900038877,0.08054789173876381,0.0,0.0,0.0,0.0,0.0,0.01693762148941044,0.10317433133081985,0.016301737649021507,0.08767256818346594
54,0.4019401519496217,0.0,0.05846417366303732,0.0,0.0,0.0,0.0,0.01680345117845119,0.09380895339228669,0.027639064078457995,0.0
55,0.41292494428903326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.3884335060664068,0.0,0.0,0.0,0.0,0.026000182428198668,0.0038096202930366706,0.0,0.07713318027989317,0.018431883851283554,0.0
57,0.3923110656233831,0.0,0.015490002257580375,0.0,0.053163653114824974,0.038978469447219444,0.004883718228963866,0.08863337002985441,0.0,0.0,0.010726924984737474
58,0.2374406204963143,0.0,0.0,0.0,0.02598490918803416,0.09799050959956504,0.0,0.12459583389897659,0.052033229434312524,0.11517437563094518,0.0
59,0.036145471151423594,0.1327614843755191,0.0497830264831033,0.0,0.0,0.12966519033606577,0.0,0.0,0.0666538491306158,0.05369833280958893,0.2234076015715139
60,0.26733611216369835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.21850067326268935,0.0,0.0,0.0,0.0,0.0,0.11831768391630226,0.0,0.0,0.0,0.0
62,0.34499195862346266,0.060228082679971505,0.0,0.03153026786312603,0.0,0.0,0.0,0.0,0.07972705009412065,0.14020520740050318,0.0
63,0.0,0.0,0.0,0.0,0.0,0.158764367816092,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.10416666666666663,0.0,0.0,0.0,0.0,0.0
65,0.24007936507936511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.2565060041485479,0.03326023391812864,0.12460513820162941,0.021127761533463275,0.07346491228070173,0.13875706002898988,0.0,0.10997650822212227,0.0,0.0,0.0
67,0.3271399379560694,0.0,0.0,0.0,0.0,0.08893576209707706,0.0,0.09467904007277095,0.07900395102229968,0.0,0.0
68,0.3202645370044343,0.0,0.0,0.0,0.0,0.1525837208450193,0.028558451905534632,0.0,0.0,0.015709490661666645,0.0
69,0.23298038051785805,0.2122243172430563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.290322406167138,0.011493864685354039,0.04304879559818769,0.0,0.0,0.08991502385752631,0.0,0.0,0.0,0.05713929228113623,0.05142409707632608
71,0.2815439219165925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.042698285663924265,0.0,0.07582019783466994,0.0,0.0,0.0,0.09601146172223635,0.0,0.3337148728975902,0.05662984507511212,0.0
73,0.22351461337591594,0.1639420150093344,0.0,0.0,0.0,0.0,0.0,0.0,0.17005162427600093,0.14588238154700825,0.0
74,0.0,0.04952755505924595,0.049396996445992034,0.1466116651579159,0.0,0.020938650295142466,0.008662188397498535,0.0,0.2855297689395428,0.0,0.1814963400155164
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916221033868092,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21828332605576709,0.0
77,0.10854640651408705,0.01771491823316523,0.0468799166978289,0.037534013823229184,0.0,0.0,0.0,0.0,0.3924618291927085,0.0,0.0464903401731326
78,0.1242109726420896,0.011676587301587283,0.029247870429533813,0.0,0.0,0.02582715422638593,0.0,0.09161871908261514,0.3316245149803789,0.03135259552538967,0.0
79,0.051485621589129185,0.05350622821362879,0.10539360367949552,0.0,0.0,0.10242572504731472,0.0,0.0,0.2701349963400898,0.17659875893430466,0.0
80,0.028099841330754924,0.0,0.021729808295682548,0.0590634853528951,0.0,0.0,0.0,0.0,0.3542251597648845,0.0,0.17028918086961473
