,lt,age,ndev,sexp,entrophy,la,ns,fix,nuc
0,0.06297392570948668,0.3140713200393383,0.0,0.16596007700689555,0.011029640543957038,0.03276379956516451,0.0,0.0,0.0
1,0.0,0.27639751552795006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.13499200639488387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.08088652963036312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.03193025294264974,0.12618993819377916,0.0,0.0,0.06935521650062704,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.054600512783846054,0.146303798394167,0.0537896361954575,0.0,0.0,0.0
6,0.0866677449572506,0.0,0.0,0.011807485964789302,0.0,0.17524610314129213,0.0,0.0,0.046359303833466536
7,0.09453854921491116,0.05171595668441161,0.020214754855207445,0.09907073766654895,0.06341149685589115,0.15519624413442198,0.0,0.0,0.022312186674055663
8,0.04965236966010224,0.13020861918093538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.11424558275177879,0.20242397251830774,0.0,0.0,0.03924422102372453,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.1838615855022748,0.0,0.0,0.0,0.0
11,0.0,0.18271561229574948,0.0,0.0,0.06174894335544176,0.05195429795945864,0.0,0.0,0.0
12,0.0,0.1869116042041483,0.0,0.10266812565892193,0.024287243759642172,0.014168636686800266,0.0,0.0,0.051505461622641295
13,0.03518335240590476,0.11206210431602116,0.0,0.0,0.0,0.10327734814474808,0.0,0.0,0.0
14,0.08106951164689473,0.17924798986625762,0.0,0.012654513579366476,0.02288461106798947,0.10579359883610163,0.0,0.0,0.07159902652260657
15,0.12235725712634075,0.016422795445952317,0.0,0.06773226643534476,0.028660890521954075,0.24075664503612232,0.0,0.0,0.1515503819509825
16,0.06615887812947328,0.038232843302969784,0.0,0.0,0.12993795612749026,0.10491812748774378,0.0,0.0,0.0
17,0.0,0.10958333938610368,0.1139460290292491,0.0,0.0,0.106727339220117,0.0,0.0,0.0
18,0.10448194604081615,0.06818704421155028,0.19817072038596356,0.04025331319090529,0.0,0.06157025641723703,0.0,0.015314913844325592,0.1423943353655984
19,0.0,0.08732446415373243,0.19477657874276497,0.0,0.0,0.0,0.0,0.0,0.09106404958677684
20,0.2172532166226428,0.0,0.023274739583333325,0.08550861025746466,0.011661471943960515,0.3027878781351695,0.0,0.0,0.0
21,0.07503049632005813,0.0795681648200928,0.0674732638147229,0.21232907172860718,0.04733289507459553,0.0,0.0,0.01119488527184404,0.13121974299461947
22,0.1472336288263206,0.07316900231296775,0.07820054953232654,0.0,0.0,0.0,0.0,0.0,0.05135025002450567
23,0.1959069696284194,0.10364300545531945,0.0,0.0,0.10122933438474674,0.0,0.0,0.0,0.0
24,0.11966049382716089,0.0,0.0,0.2393998628257882,0.07855281207133089,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.09029698433256417,0.0,0.3926924924193707,0.0,0.0,0.0
26,0.07358147058977915,0.08478914714033765,0.015533008658008648,0.05288615111097752,0.0,0.22830868593579418,0.0,0.06402678732477841,0.08542055600649354
27,0.08908765853499752,0.0,0.08685169928117914,0.12532201056166778,0.0,0.08615100411567113,0.0,0.05655202973014899,0.09889174031446898
28,0.07482307468267099,0.05462925913611582,0.046989034930211435,0.022617636587945727,0.20810365280428536,0.07626651346695118,0.0,0.0,0.033461233788569834
29,0.0,0.01796222942998107,0.05882531584062197,0.0,0.0,0.16106214858188936,0.0,0.031183187560738575,0.031795476880726196
30,0.0,0.0,0.0,0.17245295262816346,0.0,0.2496470470188834,0.0,0.0,0.11461820319704805
31,0.09445916824072505,0.039098312325433725,0.0,0.4072945707544235,0.0,0.0,0.0,0.0,0.09552227574448814
32,0.0,0.0,0.0,0.0,0.0,0.25949975949975956,0.0,0.0,0.0
33,0.10966521062978997,0.09401445480008624,0.0,0.0,0.0,0.11669190629105239,0.0,0.0,0.15074314043848078
