,fix,nuc,entrophy,la,ns,ndev,lt,sexp,age
0,0.008743503527532757,0.03226125893660305,0.018559802063747615,0.08312806491274612,4.78367348626032e-05,0.013561886318925515,0.04816495020143788,0.07059767064132727,0.16967579066943445
1,0.008462306266128948,0.023698311025862055,0.013551416782336786,0.012172565539185217,4.64452951306232e-05,0.014278154466490757,0.014469559029020623,0.08605602157883153,0.09936927316729077
2,0.0012311165755178209,0.02802015076591014,0.019717115159326757,0.03868019154173842,0.0,0.006626103761512743,0.02033381053740096,0.04355124354654812,0.06631764653808082
3,0.042437200386755296,0.028808910434201574,0.02584407908291294,0.0283171198627192,0.0003685303782543155,0.0299012039419153,0.05488974629485586,0.038563761560387134,0.10286618144466743
4,0.0004445072239666834,0.03373423127036806,0.029938348750563972,0.017380548588237312,1.1726524094649096e-05,0.005560393661113111,0.02279799468002718,0.013821142130678376,0.06163562319144352
5,0.0009586624917398286,0.027053825621238602,0.06421083819966947,0.05135847060731953,0.0001415016880081066,0.019782314881367516,0.01192984558279931,0.00788857780448505,0.008863904402250718
6,0.012580392608482814,0.02738547639827395,0.05506038282391127,0.050537095916251926,0.0,0.0773721540916293,0.0276686661991231,0.01820465105532723,0.012969823270243788
7,0.00612661418519596,0.029369808216234604,0.04201915971413669,0.043582401343999363,0.0,0.073317124465014,0.027671461823105353,0.04003037031843407,0.034539628560961426
8,0.009368247869542885,0.02400652216071835,0.02936054561782816,0.07567888444838271,0.0006949171543707317,0.020790318550265453,0.038255740862441844,0.05008472741089602,0.06695776229013778
9,0.0020737776974499734,0.010220171506886267,0.07046585109049523,0.06678493223126164,0.00016951232220378302,0.016336440800934177,0.045381734262531316,0.019826939165347723,0.0668291923255825
10,0.009555615410858071,0.019447762864748832,0.06255487366569756,0.032345324977109555,0.0006437228332182855,0.015421096174230995,0.03867065317122861,0.04399441339163795,0.07987742508521743
11,0.0009743533364490774,0.005738611329291084,0.023140321580666354,0.017720630819935305,0.00029070667686778324,0.0066039563013275265,0.0044085023109502386,0.09986389748938465,0.0696569897281156
12,0.006308926727962267,0.025588161803934452,0.04422560410334497,0.06003092322406209,0.001068550103851109,0.023757906584899142,0.0242749917350187,0.14081433448613545,0.10156746796764508
13,0.009589832184082504,0.03537797382229356,0.027210327248075615,0.06526731454228409,0.00012548265685371346,0.03773536916873696,0.03942043481620589,0.07017500672242157,0.06841355773227352
14,0.019127743639374854,0.036454644730613814,0.020252460329980626,0.07871274908048026,2.4223057305169218e-05,0.010782474269691047,0.03590878546830369,0.008494245189208813,0.06389701815662276
15,0.013275559985811631,0.05182506164753049,0.02509863401217711,0.1231887080145054,0.0,0.024695700967453434,0.07958264020186122,0.06082014406890944,0.025014264947187507
16,0.00036110572637728885,0.005656575242836528,0.03581934245929115,0.025635724403326787,0.0,0.022345142453409787,0.027469155288634323,0.0008382301621823422,0.0181928624159493
17,0.0002821570983161368,0.03571279169944228,0.04243214993134294,0.032056942575136485,0.0,0.031742128140343176,0.024836982384579216,0.02269010957963597,0.04931154921708283
18,0.013634808733942102,0.047844413882240915,0.04334207445659616,0.052953442585717,0.000965216885806291,0.06926627653355048,0.05385047374113976,0.040222412839240385,0.04927978209097021
19,0.004847589331326851,0.039293534820452815,0.044245752321899416,0.04222742834632047,0.000702528991358686,0.08036730026436978,0.028051715746738565,0.012418266544966718,0.049616717523142666
20,0.00530907348184558,0.028078067003956965,0.013513642419080495,0.08397831000296373,7.510366015425424e-05,0.0410202712829954,0.08593212470862306,0.015634785866288456,0.023176459669492982
21,0.004984877565408868,0.05458919067092581,0.012873345156866686,0.05319870552498242,0.00036683716409390156,0.0371996536822057,0.06751556712884288,0.018408538547283953,0.017074625232073582
22,0.004514115671853089,0.03481923805394096,0.04184209903339636,0.03526349666853308,0.0002131570406983934,0.0165264508028016,0.05400702898950342,0.02963281276175876,0.05696495982267769
23,0.0006110970683525358,0.006839173054189625,0.03694035262979689,0.013292020047925417,0.0,0.005539439607831775,0.043188395268111815,0.042043876659400355,0.015236224698570321
24,0.011499673522670858,0.00998209062543379,0.007105375015991744,0.047714666289679485,0.0,0.036504127749581894,0.021523721104527355,0.019566602096178998,0.007546608573135226
25,0.01036951139950416,0.026077965116506344,0.008801371246064133,0.1366013023523755,0.0,0.05952838918300412,0.02835946652553703,0.05275395567790574,0.01788005699381415
26,0.010434789870760953,0.014142831319984282,0.015243313835677666,0.04593482032951864,0.0003109613960731702,0.015129894917538703,0.02179691007429904,0.05370040277122092,0.027059116180952164
27,0.007868475666512399,0.008250246690910245,0.026187887266587665,0.03995674902314514,0.001874742268667052,0.027589948500866972,0.04912750406756026,0.07010235375877134,0.04347193552052547
28,0.008745598870246889,0.02313391124969912,0.04338281259779132,0.048961577219924515,0.001006998608562292,0.09021517803418641,0.03066905510538102,0.013501355684239415,0.06023079331495858
29,0.03283805273618794,0.054823288062960274,0.016737410045090273,0.08811263160720552,0.0007393170831524644,0.04941977592268441,0.03942977324675895,0.05386598731531454,0.03666906020089541
30,0.026944682516907268,0.028022097627402775,0.01685820268264669,0.05212944641078884,0.005016616887905538,0.02261225860026801,0.0556964044620791,0.09644384733026365,0.028591740654286664
31,0.0035556324901313274,0.030727249108818907,0.014456689171896108,0.027790291938797965,0.000919791389445279,0.0029296406751930107,0.006788873185373634,0.11857165517977558,0.07181242018340242
32,0.0028052455487059154,0.017522283218835543,0.04121646661136713,0.051582905402842265,0.0023740888550461397,0.009595831182544269,0.018199574511599953,0.09395061296982289,0.04175339322290772
33,0.0,0.04178384912393301,0.030840939418261902,0.06288813455572785,0.0017684749616571594,0.004370374969037998,0.012239681662936566,0.01646923327365791,0.022195291417503284
