,nuc,entrophy,ns,lt,exp,ndev,la,rexp,ld,fix
0,0.0015889182833627319,0.0011564888300999348,0.00032113462669018303,9.832451499118159e-05,0.07278475896531417,0.01240483539094649,0.002263154027042916,0.007782076719576716,0.0011509038800705468,0.01868720605526161
1,0.0037440215121136047,0.003739948830409355,0.13165460526315806,0.0023871658312447806,0.0006788847117794486,0.008249712823725969,0.0029944653299916503,0.004006866123642439,0.0012879072681704253,0.0007634711779448621
2,0.12162361552028202,0.11446250440917101,0.10749359788359765,0.016308800705467374,0.010454373897707215,0.02545199294532625,0.17058871252204552,0.029647760141093465,0.05500218694885362,0.03180063492063493
3,0.08563926258096649,0.09638258950814993,0.04553546515766241,0.025786995515695063,0.006148142216527873,0.022320645597551415,0.1287993985337035,0.03492994163285641,0.04677295537048898,0.03552957505872305
4,0.14346064566177325,0.08703747463897833,0.07911564625850341,0.01781465568683613,0.019562417949635966,0.07363677049767277,0.11641332497911439,0.12021225683255747,0.05929585869435492,0.012187790905836025
5,0.18828107880320233,0.08499255513414794,0.08003069251299336,0.04125667228543332,0.025475733951397628,0.017618450625087795,0.12870603315072318,0.06259081331647703,0.06595048461862618,0.018552465233881165
6,0.18311205461205446,0.0547917360417361,0.0029638139638139605,0.07159745809745802,0.07150027750027746,0.039895992895992875,0.07827580752580751,0.13548881673881663,0.03718736818736816,0.0017413419913419918
7,0.05346717473600317,0.0874640698678356,0.054364182772132535,0.06520463903832106,0.10946587965730228,0.14222247127581852,0.07546626153948321,0.037111659029023046,0.07447675499767549,0.007381998406056987
8,0.06494363309140248,0.12549029326724487,0.049352363250132786,0.05136037351743666,0.06126060659703778,0.022699371570189416,0.11784790818433946,0.035836578745500676,0.10328856139729739,0.037605564406679684
9,0.07277607412947709,0.06927615723427234,0.03461790492811436,0.06921839940164541,0.05677264605667755,0.013817834289038477,0.09803814510097231,0.18266001828305486,0.05871787999667578,0.048395184077121255
10,0.03831041666666656,0.055383068783068756,0.02384748677248677,0.05767344576719576,0.11931567460317455,0.016570502645502642,0.10528531746031738,0.14718250661375654,0.06288654100529101,0.027933465608465602
11,0.03294506172839505,0.07316829805996468,0.04287131834215169,0.03576525573192238,0.053898567019400316,0.031652910052910044,0.16888578042328026,0.07078966049382714,0.1127819003527338,0.012784413580246916
12,0.04325696806500368,0.1059586404006046,0.1206573129251699,0.040345663265306066,0.010398809523809513,0.034209821428571416,0.12033203420256983,0.03972531651549508,0.08049482709750562,0.007160761526832951
13,0.04165656001984107,0.04806891741071433,0.12132812499999981,0.11545374503968238,0.02572743055555553,0.02171329365079363,0.03159148685515873,0.012944723462301579,0.02689071800595237,0.014444134424603173
14,0.029372802197802157,0.06251599511599508,0.08430494505494499,0.033112179487179476,0.024257081807081818,0.010817338217338211,0.13811483516483514,0.04429865689865688,0.09371324786324785,0.03449511599511599
15,0.02651054067460317,0.011541914682539685,0.05532973710317455,0.02796738591269842,0.012616691468253968,0.00899144345238095,0.038484002976190465,0.007921874999999993,0.03031547619047617,0.035369791666666664
16,0.059113927397975725,0.04693976716050852,0.19301093129185576,0.03813705268307516,0.012915666752609694,0.012308528853718347,0.061960294321810376,0.01871475509542982,0.045245119427751675,0.036287211677674
17,0.019993534482758625,0.1762361795292829,0.0751178503010399,0.08660450875752597,0.003090346195949642,0.02292046387520526,0.1366468938149972,0.033837267378215664,0.0683616242474001,0.0028999384236453206
18,0.017276976694250396,0.14076836114643962,0.03829821596037348,0.07378107754451838,0.023620310266165276,0.08067158878813406,0.15566218316825314,0.02880377032302112,0.09536903981926526,0.018626339039103518
19,0.056384112286890054,0.052749926513815305,0.0,0.1169796075837742,0.025831826866549085,0.14618239271017042,0.12860699588477362,0.02370579805996474,0.12382422104644329,0.055956679894179906
20,0.043361946532999074,0.08132891753192505,0.027225593746270406,0.08729305406373077,0.0011769304212913235,0.10555609261248357,0.1480010144408641,0.0816352488363766,0.050629669411624244,0.1311202709153836
21,0.03260657883891795,0.10281836600517927,0.03263849354901169,0.052577424319967495,0.048624408906983496,0.013528291000818477,0.1523406037534766,0.12067018974397298,0.045257646592026475,0.1143147537967004
22,0.0021719596043920197,0.21699015617934544,1.2881493919584533e-17,0.015885335142091884,0.1251602954305657,0.024552448201096845,0.1892962943638619,0.0006724871589736444,0.04175290155019888,0.022843258316231293
23,0.012297064989517827,0.06655636418089238,0.05209254267744824,0.05197201257861631,0.0012908655286013766,0.03393719676549859,0.09411970649895163,0.24933126684636092,0.09283048817011065,0.021085639412997893
24,0.032170011997046916,0.09631487633813192,0.0359440753045404,0.08155531330749347,0.006838316722037657,0.036956003137689125,0.16637700719822782,0.01619941629752676,0.14522218761535607,0.009315972222222222
25,0.03720303174603169,0.11716028571428563,0.04336361904761904,0.04329323809523802,0.0018674126984126955,0.017402873015873,0.15453599999999992,0.09675853968253967,0.0973089682539682,0.011210285714285718
26,0.03879951690821256,0.057525409373235414,0.02659702616224354,0.06494637367463449,0.08863978292239169,0.03734112867808522,0.19778033439989967,0.03991850178806701,0.1102703902377815,0.0161482527134701
27,0.06173858625941954,0.0519310165143499,0.03586384680134674,0.08042889209555878,0.14367071508738188,0.04415462161295494,0.1336302108385441,0.07217193763027102,0.07325855780022446,0.022923540965207642
28,0.04734023700804513,0.12620618612741888,0.021204759186779755,0.023459040008697522,0.02973115079365076,0.026751780278321407,0.19957840019569464,0.1160037372254838,0.04227224668406178,0.048175880626223064
29,0.04665073291221252,0.12911074667962405,0.07933853660511814,0.007200255102040816,0.02426419258179462,0.004502146096533858,0.15724941286038205,0.05972728377065103,0.016231717687074827,0.0334312439261419
30,0.022501530900008056,0.09610863347030847,0.0595911892675851,0.0017098541616308107,0.05317274997985659,0.005934513737813224,0.26173950527757583,0.00043032390621223034,0.044052594472645194,0.05348140762227057
31,0.03192941317941301,0.161183492433492,0.040787573537573445,0.013124421874421885,0.02461353461353462,0.010378639878639876,0.22214777814777784,0.007688515188515193,0.0433391145891146,0.01104781329781331
32,0.06448000954767848,0.16280251223296313,0.06298653628117902,0.01843243525480365,0.01682028732545648,0.04294608545172454,0.15025395333572006,0.013174252595775144,0.06869985976846871,0.013858671977562964
