,ld,exp,lt,ndev,rexp,ns,la,nuc,entrophy,age
0,0.0008385575942915397,0.004140599970875199,0.0029602810543177547,1.0417728156780872e-19,0.008395878840832968,0.00020269040337847686,0.007000036405999702,0.006111930246104557,0.0015816768603465856,0.0009639580602883351
1,0.020783184363281408,0.004151795345970102,0.005167809626547489,2.6722601118607124e-18,0.002188421431139877,0.07860346997482921,0.03003598397287719,0.017216802794472692,0.15005574818924325,0.07946912724097185
2,0.03913653053154832,0.005531280009038031,0.026537592498446557,0.002029797209512512,0.00538308478788906,0.010352256679658814,0.07302066034005517,0.0037664943794837027,0.0721978478224029,0.030601084561938677
3,0.005423879680785752,0.0016458315063287445,0.0070034274606097825,0.00018362126925662846,0.0010348884796398607,0.02509031249086498,0.04604712941038895,0.0009331754801368065,0.04076246017129994,0.006207423485047801
4,0.037803986291486215,0.04243086219336214,0.09563783369408364,0.019138861832611837,0.09413072691197684,0.11616985930735925,0.22318988095238063,0.11437006673881672,0.031983829365079396,0.08374014249639244
5,0.10174487030584585,0.049569990597865154,0.06201209833526909,0.0928644986449864,0.050491579558652744,0.10236543885847012,0.09997281676898394,0.08087170233947236,0.017386759581881538,0.08861458160499974
6,0.08445292422524561,0.0036917871315192696,0.04551719576719574,0.0025473237906273615,0.016010310374149662,0.034322467876039285,0.28343770077475433,0.023259672619047603,0.0315660903250189,0.04702880527210884
7,0.0398926404853129,0.014522441160372188,0.03510127029739099,0.003226498357963874,0.02648567779602262,0.0032951331873745664,0.06962091771574523,0.04490617588031387,0.021072899562123704,0.0410768792191206
8,0.06475429151061174,0.024051319778847866,0.07629137685036562,0.13364196540039242,0.0629995764223292,0.03363551141430352,0.13120384118066714,0.07585495808810414,0.06030916711253788,0.08013212279293738
9,0.1728253205128203,0.0009392333856619613,0.0194650270364556,0.0255054399965114,0.02222193877551021,0.013429650706436414,0.19460728458049892,0.01235062358276643,0.04033577533577536,0.07112083551369264
10,0.06607581218209237,0.016524506045037447,0.05762392326764314,0.0034616210413311874,0.024736740536257427,0.00152249316258978,0.11331972241392531,0.032689147049050446,0.01408727602688956,0.04615789944533899
11,0.07141470364741635,0.023168151243949102,0.026052375323651927,0.004440138466734216,0.028341382415850488,0.0012072709107283585,0.08014864769784978,0.04342181695373184,0.026740227119216496,0.027330343071034553
12,0.0414097744360902,0.0472395250947882,0.0414111560953666,0.01326143885354412,0.05145278259751943,0.015442741469057263,0.0567547876100508,0.0656021785232312,0.020527440395861452,0.05571145813251075
13,0.061582831600072975,0.016900360335705165,0.03789561667578914,0.003314404305783618,0.015967432950191575,0.0009935230797299764,0.1136717296113848,0.054079479109651496,0.014912310709724512,0.03305669585841999
14,0.05100695076332012,0.040298655343241285,0.04730535335153167,0.009894272571024154,0.026055176423010824,0.004143918713982409,0.16283244869072883,0.06761270346779896,0.017455414012738844,0.04752067536143967
15,0.04558080618212191,0.10550087719298247,0.055010526315789426,0.03964578111946531,0.08725950292397658,0.027184628237259808,0.11340929406850465,0.0661465121136174,0.042168838763575585,0.09249511278195481
16,0.04017615327380948,0.143759089781746,0.06960518353174601,0.022023003472222226,0.16603306051587297,0.015022544642857133,0.11234925595238099,0.07634155505952378,0.059750297619047654,0.12821319444444443
17,0.0709423941798941,0.018534347442680784,0.05222498897707234,0.0031379850088183417,0.04780585317460319,0.0035208664021164,0.12435903880070544,0.048039263668430296,0.03856585097001763,0.07474438932980591
18,0.08857783755064091,0.023418708906156615,0.15419218635850424,0.008430032543003254,0.06146768944676891,0.0026784385999867174,0.07625494786478057,0.1072038586703858,0.02695146775586107,0.07305954041309691
19,0.04512783595113441,0.02550049862877086,0.06707764065486578,0.03354431563201198,0.1320732361007229,0.030817875841436058,0.10151018033740546,0.04983453835286298,0.04927943987368072,0.14198620460400566
20,0.04108848003847999,0.03354143819143817,0.12321440596440586,0.06278333333333337,0.061024699374699384,0.014827729677729672,0.09585683020683017,0.11044016354016359,0.02652376142376143,0.146658706108706
21,0.04972849372849373,0.05005616605616604,0.09050321900321893,0.05671256521256519,0.15371478521478507,0.01990512265512266,0.10109906759906763,0.05880425130425127,0.03624958374958376,0.18711774336774326
22,0.10731323486184596,0.053182796884185715,0.10416293724279836,0.036698982216343316,0.12641852219282773,0.012683164315108752,0.11121222810111694,0.07488771310993535,0.06894971707818925,0.1214663433274544
23,0.08760802987861796,0.048369817927170766,0.0650808356676004,0.04752854808590102,0.053999066293183955,0.020935527544351077,0.12547133520074694,0.09209710550887018,0.056327124183006526,0.1074672969187675
24,0.07436748654494246,0.04504085020155641,0.046976294667557664,0.00676273829284241,0.03124519462228834,0.0012366437445658822,0.0744368276962211,0.05519950850417129,0.009860814704635436,0.06962498293417263
25,0.09724769050170959,0.05469541417853312,0.08570363139896893,0.035625644362782635,0.0996906803450211,0.06342563670698718,0.125824197417445,0.11539156841729185,0.15488701321900677,0.09771568927678251
26,0.046022211350293565,0.09997906066536207,0.06573435529462934,0.06358573602957161,0.14465878451837347,0.09512752772341818,0.1162761035007611,0.07161585127201563,0.11722048271363339,0.10376420961078503
27,0.05944362200838878,0.012977526934780836,0.0633443745373797,0.05507749403733857,0.040868451352907315,0.052174356443786526,0.10122958302491977,0.06508189407023603,0.06566115634509417,0.09615206842667984
28,0.19679337899543334,0.041027669058490895,0.08244227005870843,0.11066196455751251,0.009524489019352036,0.011072760382691895,0.0653832354859752,0.07374880408784519,0.12510159817351596,0.06173502391824307
29,0.02291058799089736,0.008960558246697451,0.021031037836510755,0.003332294646988282,0.003515953277999678,0.0006029102102867721,0.026553544281087353,0.02635524961521389,0.010360424161732901,0.02308480401877186
30,0.058153643578643506,0.09277965367965366,0.06625689033189036,0.014886904761904771,0.04198665223665225,0.005425216450216447,0.06984660894660892,0.06047413419913416,0.03495342712842713,0.09769025974025974
31,0.010653174603174592,0.16352551440329177,0.004748030570252776,0.0039366255144032926,0.009371987066431508,4.429747207525073e-05,0.027338183421516733,0.018685008818342164,0.003578395061728397,0.0087407113462669
32,0.10951984126984125,0.10776147681294745,0.08365557889822595,0.005795907251789601,0.02862029256146904,0.0011609088079676296,0.12759963429816362,0.06383041549953317,0.02155469965764084,0.07330960161842513
33,0.006261262282690854,0.003308541194255478,0.007099962207105066,0.001043272864701436,0.0009390778533635679,0.00047384731670445954,0.004261564625850341,0.00899274376417233,0.0013093348450491313,0.009597694633408923
34,0.07504174297924297,0.13510389957264954,0.07905914224664223,0.0340007631257631,0.04467899114774114,0.12328476037851034,0.1027660256410256,0.06596626984126983,0.04840796703296703,0.07202132936507938
35,0.09116816816816802,0.13347726297726295,0.07704057629057626,0.020444301444301437,0.04374402974402975,0.019010224510224515,0.10126390676390676,0.07850014300014299,0.03488917488917489,0.07377817102817101
36,0.017443234267702366,0.033154480468310224,0.015491725768321495,0.0011414781042440605,0.012349994371270961,0.00034599797365754794,0.02283355848249465,0.023326494427558256,0.00557297647191264,0.02423063717212649
37,0.25467680776014057,0.1380266019988243,0.04589561287477948,0.058864087301587306,0.03848034244562025,0.03215410052910053,0.0461439961787184,0.07216071428571424,0.03130592298647855,0.10310383597883596
38,0.0700036023219017,0.09749182637720417,0.049663935285883025,0.0026094034281336775,0.011436916047660088,0.0019833290014272466,0.09888670013634104,0.0768370701723187,0.012121813199089853,0.057979371007236574
39,0.05870027839724798,0.13529978719372637,0.05537900651537016,0.001300887664524026,0.019281377993499202,0.0024159342341160514,0.09816308831460345,0.05681745302957424,0.010659079977261798,0.026226004635095525
40,0.09570231870788454,0.18621558816364,0.06202510126443333,0.0344257577096167,0.05768003383958859,0.011591263817608895,0.05804145349599894,0.08867645444639881,0.025094303758496705,0.10618589820816163
41,0.08000554785020798,0.1352070812143627,0.06010325165664973,0.058134805054707986,0.011870473108337191,0.006903143781784552,0.06945758206195099,0.08166254430574812,0.02891111881645862,0.1292395207273847
42,0.1481091451871268,0.1470820227173438,0.10521949177224396,0.07820518421435847,0.00974646861802825,0.018038044269695647,0.08172695500218438,0.080748252512014,0.0386717635066259,0.05286544342507646
43,0.10183592549923194,0.10732146057347665,0.10717729134664615,0.08543196364567325,0.05446278161802352,0.03804115463389655,0.08487285586277514,0.11719742063492067,0.04286895161290321,0.09212756016385049
44,0.041889141414141386,0.18321655844155843,0.050116847041847004,0.008798124098124098,0.02918167388167387,0.003925108225108224,0.11538253968253973,0.03654372294372294,0.004988167388167387,0.07293279220779227
45,0.005918505613627544,0.15065991992672478,0.038353021160873496,0.010643348158220217,0.001553308216008988,0.003128452451771909,0.3122904922429014,0.02538667459845327,0.0019501336128343867,0.02343075739119759
