,lt,exp,age,ndev,sexp,rexp,la,ns,ld,fix,nuc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.23225250961183475,0.0,0.034364115966840546,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1894145972216441,0.0,0.0,0.0,0.0
2,0.01147589297389574,0.08106876333777156,0.049053039851531824,0.0,0.03981358227684263,0.03277256698740716,0.16195665492610317,0.0,0.004961566250853385,0.0,0.01643126578447147
3,0.08006081034863685,0.1468047811963656,0.027342043797583815,0.0,0.136978104151849,0.0,0.19851103187212593,0.008392593596434112,0.0,0.022142019977669902,0.020092023231340073
4,0.06871547825700568,0.11551102465071189,0.014342036095987932,0.055172726906030145,0.12025002770769608,0.011549344959761667,0.18096158546407123,0.005755326432719746,0.02659699030743044,0.014928151287181555,0.05653175996201097
5,0.09656528735650384,0.03050134812148673,0.0,0.038438522935502525,0.06250026875430321,0.04401516725001788,0.13839021656329176,0.0,0.0,0.0,0.05290622167739943
6,0.12187532591101859,0.027032909491015143,0.0,0.010278005230920406,0.04340475351021851,0.016323011346837106,0.23091844013038657,0.01742496164629263,0.04171907849040649,0.0027437319098651347,0.030463589278118985
7,0.01532376653934782,0.048150121657518405,0.0,0.0043954220014778625,0.0,0.0,0.1989440017099244,0.0,0.0,0.0,0.0
8,0.042344774018816644,0.0789961754112613,0.05321884274632177,0.040182360905189916,0.030159503615845882,0.036989985367913945,0.1669794990656951,0.0032779249908818377,0.01896811145664054,0.014156211747662104,0.029932634730429522
9,0.04253188235094178,0.0,0.0332062364283042,0.05382763227578925,0.09005570876279584,0.0,0.1474590114670018,0.0,0.0,0.0,0.04250364026467206
10,0.028971583693931716,0.06892537956216556,0.007286067105851522,0.030249737581888935,0.12034231292459731,0.030614014580958245,0.17120743332600447,0.006282195312635253,0.014014272069435788,0.0,0.017986428027670993
11,0.05268614394294695,0.0955765426252947,0.018713639036919135,0.03301149236439051,0.0682126618678329,0.05160920339064231,0.16815453898909863,0.0011611218203633645,0.021374222476455172,0.0020844342475515062,0.037816991522160816
12,0.0,0.0,0.0,0.0,0.0,0.0,0.2371960344182564,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.29048470378294483,0.0,0.0,0.0,0.0
14,0.03848685622862543,0.014685488751408392,0.05678745253000776,0.011371073263367842,0.1620908134498311,0.0,0.22966443050257743,0.0,0.016243148137770183,0.018658501956425044,0.017023877071863723
15,0.057653155616764706,0.0323284589778507,0.06208022108112657,0.006945089157278381,0.09728347775266356,0.029074282722416134,0.17529535771384996,0.0,0.0,0.0,0.0367688172664055
16,0.0,0.0,0.047553313374648035,0.0,0.047259958680177044,0.0,0.2276376602452269,0.0,0.0,0.0,0.0
17,0.0,0.11157543078239075,0.016534039136609523,0.0,0.1327626960811133,0.0,0.13272037035926185,0.0,0.0,0.0,0.0
18,0.0,0.10471650009070722,0.0,0.0,0.0,0.03376352799618276,0.18823454711543244,0.0,0.012182566132721987,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.18379594420405854,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.17317776676761923,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.2641347499733985,0.0,0.0,0.0,0.07812714931656255
22,0.04745096172152167,0.09897665743889791,0.014160702269170595,0.03357219441292053,0.1899968003801972,0.02629255459489786,0.21926941549092185,0.0,0.008651505037384365,0.0,0.030604541018204034
23,0.0,0.0,0.0,0.0,0.14248682823040296,0.0,0.2316820866033742,0.0,0.0,0.0,0.0
24,0.039144886742008736,0.05453645032685752,0.028988574665106,0.046517042166529195,0.19198522601988166,0.019546997171552363,0.21969253953872855,0.0,0.06894611336928756,0.0,0.057029931989590124
25,0.07178879304041709,0.09265229477901929,0.03643934281369771,0.07691580607474918,0.06414843105421317,0.0,0.16980179976371762,0.0,0.011220431493742796,0.01185032125043012,0.12888290754417964
26,0.08132281570245073,0.09808649745750088,0.022496286038406026,0.054482189563431295,0.03837375851471498,0.02358988775321766,0.24196693281222123,0.0,0.011566466820704129,0.0,0.022413169335950053
27,0.07989379852638531,0.07943594744954957,0.008098277649561985,0.12235376461224858,0.03953991232864946,0.031499415673626845,0.18023416707771203,0.0,0.008505707334067285,0.0,0.05066959107058519
28,0.08945082782473855,0.07395663594185646,0.04238443525774273,0.012677493661865,0.046325507669532126,0.012447311677553917,0.22425064192394634,0.0,0.037216016516100854,0.0,0.03775346779321968
29,0.0453734235951692,0.023858256900503926,0.016609291036638475,0.0,0.04756346329883075,0.0,0.20760128480927606,0.0,0.02440788995327139,0.01697339873723045,0.022254060021873953
30,0.0,0.0,0.0,0.0,0.0,0.0,0.21673586353434626,0.0,0.0,0.0,0.0
