,sexp,rexp,nuc,ld,fix,age,exp,lt,ns,la,ndev
0,0.09139284833332445,0.011699377238592951,0.008223468450741178,0.0,0.0,0.009299628942486066,0.06309643536385005,0.009533101578556127,0.002682780182780187,0.054779516798892466,0.010237547039017641
1,0.012618764155563612,0.01466225998691379,0.025751023239664654,0.00459093008141248,0.0,0.0005546465005538382,0.007596946197788567,0.040713982999203785,0.00019851249101155867,0.08306563262420964,0.0011494362263320538
2,0.049720138030219095,0.041784300711038815,0.042599225347978074,0.024896994634998042,0.0007685952060968614,0.0271497878315581,0.02347205945432435,0.02497307837079568,0.005731733110965273,0.1494636194623202,0.0009587105487473738
3,0.09800432926148851,0.054770384393580736,0.04471489075160776,0.017246799420966283,0.0019415839984687254,0.022554812278221117,0.05175010342720822,0.021499865721620687,0.010883011863732339,0.15726831940665967,0.01598093012679846
4,0.06862347395298019,0.014321455723518279,0.026003479372500502,0.03417851152990652,0.003568209059985315,0.05030285234261689,0.05445748579372172,0.03001180748560882,0.008049418251973792,0.1858957338207748,0.013590684833926251
5,0.028389341479473224,0.04920220288274518,0.010803888413458161,0.014835347020796561,6.96745309264944e-05,0.027893377493348713,0.09370516553111741,0.042113617693128456,0.002309788827463168,0.12341970185281687,0.10836708201777336
6,0.002989302178410123,0.061408583673494235,0.004925680770431795,0.004001775375964668,0.00026802536831404487,0.0384085526715071,0.004581795761456471,0.07042199662436487,0.010419692787491526,0.14204615383367372,0.0014684361357571991
7,0.013569237108487389,0.09696609998325881,0.006841877457506402,0.012501454350667933,0.0,0.0040393686821162825,0.005693399702656207,0.04319361669494862,0.007889663559853983,0.1260601756812916,0.017994489876999652
8,0.0010827148491159178,0.032251081957435666,0.03255422236220719,0.01031405018877236,0.0,0.004764723743228386,0.01808409327390705,0.024084375284717484,0.0,0.06000929479256467,0.0022579406894482875
9,0.03247369382119847,0.015971845914667687,0.02549526423128604,0.014334088272631572,1.1848832953800381e-05,0.04221270670579779,0.02342139495548615,0.03629544672673198,0.01411341143944113,0.12842217298577732,0.00196701289717965
10,0.009656829812171393,0.019440852940923594,0.013904192812600934,0.013195941015457981,0.0,0.039091634507648326,0.005634303845025491,0.02399338413475093,0.022429826398847497,0.08511369404295105,0.000705051268920054
11,0.013460794789249948,0.0016169688907968157,0.023115156823088505,0.01694379598902153,0.0,0.004822907105255567,0.02831555299296885,0.007946923910136433,0.01687506032502902,0.10158032856993636,0.023499237552765426
12,0.01569919284866086,0.01932949126776644,0.01646632317902746,0.04318852856615607,0.00011455582310780487,0.020275230991362615,0.07277278639800706,0.01716218502038874,0.034075774169887704,0.1349964254393327,0.007825559260706402
