,ndev,entrophy,nuc,fix,sexp,ld,ns,age,rexp
0,0.01179212454212452,0.004153932005494494,0.018895461309523773,0.00816907051282053,0.07465991300366309,0.0043807234432234445,3.062042124542136e-05,0.03233007097069593,0.10643618360805865
1,0.22010154794700246,0.04019855043945948,0.17071183917093016,0.05402681359044995,0.03101314443132628,0.016640023612750885,6.557785648695395e-05,0.09901641086186541,0.10275360094451014
2,0.016885552746172205,0.01977075431942688,0.019520796460177004,0.0020984407922461016,0.017327370417193413,0.022604698693636762,0.0009701151847169555,0.014162269981739011,0.007515191740412978
3,0.024460009920634934,0.03368124007936507,0.06777415674603174,0.009317331349206343,0.05223822420634927,0.04737782738095239,0.0018460515873015874,0.040763730158730124,0.017239821428571427
4,0.010609792392566778,0.034206119337979075,0.046208938250096775,0.010681825880758805,0.06340714527680988,0.05975803329461864,0.0008589213124274105,0.031078409310878814,0.014706300813008133
5,0.025588038209295536,0.26985422013116617,0.016500071285999434,0.09667106263663147,0.04178542914171653,0.13402651839178784,0.0006533361847733109,0.09319895922440839,0.06680809808953522
6,0.016800589940497362,0.1741748461577582,0.02499279526691417,0.021326857549712665,0.010279035074335897,0.09589330214107715,0.0,0.12176083676617673,0.005260302768312737
7,0.006172839506172835,0.20370370370370358,0.025514403292181072,0.0041152263374485635,0.0012345679012345724,0.012757201646090536,0.0,0.19176954732510273,0.001234567901234568
8,0.004506058983360111,0.027320957537533958,0.04358203922968605,0.004053866444536998,0.05727772158426052,0.048812994585589346,0.0,0.05560183256976261,0.02585034013605442
9,0.010986819285466484,0.002000024775779192,0.05222610376096328,0.01575739557009068,0.15461634705911498,0.20750768049155133,0.0,0.20732248154204452,0.00580558446063129
10,0.007485792670977794,0.10883637076229663,0.06933058984910834,0.0838530276308054,0.1478847736625514,0.1293262786596119,0.0018201058201058212,0.08085243974132862,0.05800823045267492
11,0.001991761410446536,0.07555116164112703,0.1700141703740319,0.016278793870489378,0.0131978909210743,0.07555445707694843,0.0,0.051739331026528265,0.12075432525951565
12,0.005286239860375639,0.07244724420380397,0.10426335257134928,0.0360626028837191,0.006476220225699607,0.08607896511374231,0.0,0.05275505245830108,0.24846467741615602
13,0.00032285335315639216,0.18391879351475296,0.2326188775683725,0.008854781582054296,0.0015486757911000353,0.014050558495002939,2.1640237301326835e-18,0.12708858668454628,0.007945496329334712
14,0.004834791059280853,0.039622813411078775,0.19209183673469385,0.004439990281827024,0.0035289115646258526,0.10988824101068996,0.0005800534499514116,0.07183248299319729,0.04863338192419826
15,0.0,0.025000000000000057,0.27291666666666664,0.0,4.9873299934333204e-18,0.13697916666666665,0.0,0.10625000000000001,0.04114583333333334
16,0.0,0.04855967078189302,0.24855967078189303,0.0,1.6576246548222823e-17,0.07695473251028806,0.0,0.1864197530864197,0.04238683127572016
17,3.722134995853126e-17,0.25386966694192103,0.20305105973025037,0.05895554638040186,0.012052436003303066,0.13837283236994213,6.592951939044802e-18,0.0211590971648775,0.1121952931461602
18,0.001967789844982816,0.048273855936136645,0.06679065719855193,0.004078924162257493,0.10650573192239857,0.19537744825025527,0.0033859184999535863,0.07192780562517402,0.03694667223614593
19,0.012543784985813973,0.02964479334406869,0.11352896633693743,0.0018483628556092318,0.06051648646576179,0.15852726017943403,0.007062591058967867,0.05829324821716132,0.017342535081665524
20,8.277109156803622e-18,0.12761054421768697,0.08022261904761903,0.008186904761904772,0.02687210884353739,0.10058622448979593,2.1529157425069303e-18,0.022567857142857143,0.013356122448979591
21,0.0172740328454614,0.09146304885590603,0.0978195217480932,0.013361609290180727,0.10188849378135088,0.035227461691747404,0.009952724524153092,0.08834047962619383,0.037059008451865605
22,0.11397699757869251,0.1944300914716169,0.05475938929244021,0.028624522464352927,0.03261072101156845,0.0740797013720743,0.024647336561743317,0.08698266074791496,0.03271698950766746
23,0.12076545430322408,0.14285776140991968,0.08464391344067597,0.016758897643789746,0.10557137147424922,0.08196492329945568,0.027309933005976162,0.1306472250770812,0.13721361006432956
24,0.09777593883081674,0.23603735221418143,0.23001704934631784,0.02034310878823074,0.014581285922749328,0.17100594865838742,0.02860966675600824,0.08276531463116822,0.11391354715744977
25,0.007224405667898746,0.018306534029136765,0.0026593009349858156,6.259512937596986e-05,0.16202154453866724,0.004063881640936435,0.002726833731970724,0.002489055591795312,0.0013296821772849148
26,0.01689030746156727,0.051529421322334686,0.07925099362579666,0.012590526184227005,0.09270495563054619,0.1978494063242091,0.013580902387201606,0.10213644544431953,0.032831321084864445
27,0.02131363243710179,0.08785943202677886,0.07039546485260774,0.047251652089407244,0.062184342943526434,0.18721857250836826,0.025306867508908353,0.12747249757045653,0.07394313789007664
28,0.028740899373279533,0.2014051279798512,0.051816369413694094,0.01313574064312072,0.06816785274995604,0.18964545627599147,0.006646503250746783,0.01715162830199728,0.04032180196801969
29,0.05775687903366472,0.08874556296877725,0.07683814102564124,0.041932103610675064,0.10209077926042216,0.10155577359148774,0.03905276469562186,0.07377204343275755,0.08589386010814591
30,0.03465482608137587,0.055404740512557206,0.10882369614512466,0.02233778291190689,0.12694878706199464,0.10213584049972199,0.02527975655671074,0.0829434604030292,0.04461805288152999
