,fix,nuc,nd,entrophy,la,rexp,ns,ld,ndev,lt,age
0,0.016859497594256707,0.04865691341464664,0.05804708274942298,0.00936393105865436,0.015537152679925816,0.0972542767329773,0.0,0.034349204172143905,0.024147212446462743,0.033604017594186734,0.09183446191207924
1,0.0033866804095025694,0.05927608324389861,0.039481184944515,0.014067744882883492,0.08594249395308724,0.14246531086100214,0.0,0.023426994811773988,0.011692210934993922,0.016192058813884663,0.054078218084656585
2,0.011386349358833528,0.02974127315366783,0.016906930981815463,0.07467625826900776,0.020613887956680472,0.08490288589294422,0.0,0.02137639533237078,0.014619643041741789,0.011868116823994596,0.0693274231900021
3,0.013212208028282773,0.02051388887445124,0.0632240367487805,0.06139394716505069,0.019494138994007284,0.03034512015814297,0.0,0.018830819758696615,0.021972632815775935,0.05761684167178417,0.05628832936002451
4,0.002768668213155338,0.021277649808889798,0.028751329862719433,0.07202889321078931,0.042619486436460456,0.05121463992632602,0.0,0.044536494871953165,0.026857943395442035,0.03465208259728548,0.042315993904355864
5,0.007004262918948785,0.005611491114082368,0.03033737150343019,0.031215057321536198,0.015189765212974509,0.09878797712497608,9.626684606426279e-05,0.01709858858891618,0.040061650346530045,0.013352455389282423,0.054806333374507375
6,0.005729962690588297,0.0013257671268047222,0.02929483764393537,0.01356561256639639,0.017105731028028703,0.023633796319893766,0.00013564542827451085,0.003549491481049344,0.017603603865084663,0.009067927751658919,0.041384334057873846
7,0.05596203249767404,0.011104575121308509,0.029256605328057163,0.016762457325362686,0.05652911315811111,0.11481180999240322,0.004608645009045674,0.02206602743900313,0.021191740595842036,0.027324766371232503,0.02390708651786791
8,0.06829942261768793,0.014563589011463336,0.02208575203292326,0.028172560356263893,0.04766335748650983,0.17082614220131445,0.003435799188839037,0.03480027688591122,0.012338053036579446,0.015808144865190506,0.04523023720257302
9,0.06797574719211358,0.0181428597854938,0.01198312908523223,0.024736984858239663,0.04363357766907319,0.12776591002182447,0.0002888783234774424,0.037729260714295144,0.012815351257310972,0.02972881344452803,0.06761826492215639
10,0.008433237127918422,0.020147637039381244,0.028391256046718664,0.017896922697470688,0.03632783892770023,0.09345626862003906,0.0020187201873609886,0.03237639680632513,0.010931031690872325,0.0179459679026918,0.04739384220722349
11,0.046314291852416915,0.005605634244836822,0.0607265746431759,0.019255683898729736,0.0238645233064901,0.06706357047583104,0.001630239606348514,0.01163264017699363,0.011938848871356171,0.012323470355223987,0.03829597048889479
12,0.05735089829493351,0.01682036819460499,0.040101871199650946,0.053668744378721205,0.05009801902646789,0.09981685777650749,0.0009575754158459588,0.026121341231913564,0.028363539330131006,0.06074201869064905,0.03454681670184406
13,0.033055433064099166,0.045236021115118895,0.03708153302145691,0.010326742944380761,0.07263372288637875,0.0334998683736239,0.0,0.05946141172932448,0.043809160391845084,0.044444449843542524,0.03525817132116438
14,0.009327995720022231,0.024330067353136337,0.01687598098595776,0.02743992351587312,0.08905604685040629,0.04288563470139139,0.00037743252529046756,0.0411599893781481,0.022524687912203703,0.023549092455860423,0.024650934511410958
15,0.011119304302119269,0.011048532321736934,0.01636356160597125,0.03251859431902427,0.023854942488978403,0.006541082122788441,0.0008268544826244251,0.011250729803308402,0.003965420499126421,0.005646553451157058,0.028144763768461867
16,0.014661811370082172,0.022102699472441444,0.04867478243553173,0.05816566576632772,0.04273879004184981,0.01780469300327466,0.0014455317744555389,0.02718403690909104,0.013907408297802917,0.019354298112283876,0.028903366948864303
17,0.009046340538397224,0.03226882755275117,0.06012856019141783,0.05383483486871883,0.05699878891625506,0.016701679878631515,0.0006580782642583521,0.04447642908513745,0.01565462378466119,0.04985993969075568,0.018671758147160208
18,0.015894009758718533,0.04918087168080974,0.03265726484928243,0.028509451761869455,0.0315974020083612,0.046169838826531105,0.0005082390925722187,0.03184111163408956,0.01916684645458766,0.055273475340136054,0.03612123176234978
19,0.011436490011802261,0.021579018554072155,0.015361184303509325,0.03847946909266007,0.04820680726899692,0.019883410017121926,0.000188630251293954,0.05046643932515469,0.014653090058806753,0.03731952490342514,0.03182250838177232
20,0.0177148414346088,0.010650089332824075,0.01970110448714801,0.01565795262547013,0.05903426124476315,0.013752012013149205,0.000286051890097135,0.029778542468320738,0.008657998241046322,0.01356838465431614,0.03983944515444085
21,0.05012346743877149,0.01339058357400217,0.016408128168477733,0.013298128630681373,0.058600731541337485,0.02187884941110916,8.752726439536685e-05,0.044619804861538964,0.0076075383141644545,0.028833745719412666,0.03075429699882085
22,0.010818676649507492,0.03719751195000124,0.030525933255342474,0.023578137318102037,0.10367620626742417,0.048198556988825296,0.00024965154506199314,0.045523679631872024,0.01832433664377226,0.031386779585497085,0.020605242833562583
23,0.015865653332740506,0.028609113426025984,0.05468279247500839,0.018112860196437704,0.09104523698335361,0.05725155922323563,0.000140525582737172,0.030379081990064533,0.02120664921097864,0.03218567847818345,0.048903000220237004
24,0.008708921549442857,0.05918252416024748,0.02037817861016958,0.011831513333912908,0.01805982974619528,0.04807849589016988,0.0003487656809764695,0.011518271785659187,0.011421279280752223,0.010539486003374642,0.02147524149513764
25,0.01540076152940605,0.03198679612913596,0.049269165585578714,0.061194996906382915,0.03865518401850637,0.06912490163415425,0.0005243926266033644,0.030856714998764127,0.02472471707958617,0.03681769557726501,0.0451328640343278
26,0.02786498388367892,0.046781354548894385,0.04156228542880889,0.047500929035748346,0.05550579196615925,0.06898396476741236,0.00010720272275974639,0.03555570179287966,0.03201901346313167,0.026228395444571645,0.046113744082088876
27,0.012669375990491692,0.030349246548134607,0.028818114646740958,0.0224693361921319,0.08922025162319437,0.045764112693830475,1.692380065677114e-05,0.057767892154239976,0.027744500183598964,0.012199348963718073,0.022013114956186016
28,0.02341506197088615,0.031773210819281396,0.04609374205923632,0.0580329142196717,0.04782718961333875,0.05061999198573813,0.00041875027717628216,0.045254600879322315,0.014155348205321647,0.027971154669453366,0.016573869133309594
29,0.023052354665028935,0.018667910611784584,0.03742851594456921,0.07857455301609038,0.04951863530777628,0.057926411463265125,0.0008552377986033979,0.019923689725649205,0.01175991554260052,0.02250738724766932,0.044264916928235344
30,0.03415560767912125,0.011229918313815038,0.026014803977562413,0.03667505967163578,0.046960608901360744,0.016050634676045575,0.0007612517799130929,0.008732062242896143,0.009880335280792227,0.010192699461576828,0.023097294468722815
31,0.024280729626069787,0.014023115150137834,0.0338302980261657,0.05455974413580726,0.02845861588202666,0.0570025536195565,0.0003444816732519357,0.02714227224708522,0.027658933131611045,0.03336068850135921,0.017122698801982424
32,0.044967350469343526,0.006491846627258295,0.02044284225142537,0.03875075600772036,0.06507143569282861,0.02358268183534694,5.583941948813729e-05,0.011617880560175587,0.01349829615070362,0.01856393734125295,0.006579434210450209
