,lt,nuc,ns,rexp,sexp,ld,age,fix,entrophy,la,ndev
0,0.0038839649196268596,0.0043165957149836,0.00014899853444064494,0.0018130481308302512,0.0025857526694116834,0.003602397236373787,0.0015310442691976647,8.025682182985555e-05,0.0029992206946286085,0.004169778072440505,6.167562286272592e-05
1,0.009043650793650786,0.012718253968253952,0.0008194444444444436,0.0035386904761904752,0.0074722222222222195,0.010514880952380953,0.004528769841269842,0.00021230158730158738,0.00567261904761904,0.014157738095238088,0.000638888888888888
2,0.012857142857142855,0.06402755484216154,0.002759497057249867,0.1306714820759765,0.054443552701979654,0.050271535580524336,0.10094034242910643,0.015706260032102737,0.008053772070626,0.3204614767255215,0.042945425361155705
3,0.00925324675324675,0.006075937950937949,0.0008739177489177479,0.011862373737373734,0.034764610389610394,0.25181727994227987,0.031556637806637804,0.001723484848484848,0.00588654401154401,0.21216991341991343,0.0006502525252525243
4,0.032591362126245825,0.12746400885935782,0.014959856035437431,0.09939368770764122,0.06546788482834989,0.06759897563676633,0.04132336655592468,0.047287513842746404,0.029400609080841633,0.1518106312292358,0.04002906976744187
5,0.04793040293040296,0.061875000000000006,0.004565018315018317,0.021908195970695973,0.027437042124542108,0.04117445054945056,0.017329441391941394,0.019590201465201462,0.0470753205128205,0.2368154761904762,0.004178113553113554
6,0.02308862433862433,0.03473677248677249,0.0011904761904761893,0.0055793650793650815,0.04865343915343916,0.12603306878306883,0.001373015873015872,0.0004417989417989418,0.006373015873015872,0.1900661375661375,0.004805555555555556
7,0.08085614152202934,0.07690643079661778,0.011390743213173115,0.12133511348464629,0.05845850022251889,0.05663885180240324,0.13464396973742765,0.026911993769470396,0.0646884735202492,0.1887138406764572,0.06976412995104588
8,0.16267830687830687,0.05849312169312169,0.00535343915343915,0.009659788359788354,0.17289259259259263,0.031643386243386244,0.012350793650793652,5.1851851851851884e-05,0.00023544973544973498,0.16050793650793663,0.018928042328042315
9,0.015052264808362375,0.032507259001161436,0.0008434959349593488,0.0007912311265969798,0.009272648083623691,0.051652148664343776,0.004679152148664343,0.00011759581881533106,0.0021588269454123118,0.051123693379790947,0.0003847270615563298
10,0.06721023724590906,0.03826935054640167,0.006299190306324675,0.009519562878659198,0.040810259894683204,0.19012938112224675,0.015542721250212334,0.0005166751599569673,0.009915916426023446,0.1813388256610611,0.009441707717569789
11,0.1070734126984127,0.08343088624338628,0.00550429894179894,0.018098544973544975,0.1677000661375662,0.04534722222222223,0.00670800264550264,0.02610945767195767,0.045550595238095244,0.21654927248677242,0.029790013227513235
12,0.0139040060468632,0.02916194255479969,0.013072089947089938,0.009272014361300073,0.08213955026455036,0.1836262282690855,0.010055744520030236,0.0,0.09607945956160242,0.27517857142857144,0.013410808767951629
13,0.0567292490118577,0.07077451533973274,0.006532091097308487,0.029408055712403573,0.07648080180688878,0.0990457368718238,0.09161631846414457,0.013687652926783346,0.017348955392433654,0.16408243929983066,0.0058865047995482625
14,0.02468468468468471,0.03255711068211068,0.0002533783783783783,0.013063063063063061,0.07328426640926639,0.14087757400257403,0.04965250965250965,0.0006129343629343606,0.013288288288288288,0.3006796975546974,0.0038038931788931785
15,0.056983960948396147,0.10500413645538272,0.008047744657258937,0.0037105953896930757,0.03061119918223793,0.07192890927518902,0.004148150073200099,0.005056784219964136,0.057139565304018626,0.35130779126276657,0.03765770506856553
16,0.12054966517857144,0.025517578125000027,0.0032426525297619023,0.022759021577380942,0.027514415922619058,0.10282598586309524,0.00407970610119047,0.003946242559523804,0.011169549851190485,0.32082403273809496,0.027304222470238112
17,0.1171869276556776,0.01736149267399266,0.0017382097069597057,0.03166380494505495,0.009424793956043951,0.15621737637362632,0.012783882783882781,0.0008836996336996329,0.005381181318681308,0.23723729395604387,0.00248282967032967
18,0.09619914853358566,0.028383790602333654,0.02908309681488489,0.022897350993377495,0.05465625985493535,0.08019552191737622,0.02580100914538001,0.0,0.06888994008199312,0.16046357615894033,0.05808971933144123
19,0.022486197377501724,0.07060645272601791,0.00037180814354727406,0.007917529330572805,0.05543737060041408,0.16083419599723944,0.025386473429951692,7.246376811594199e-05,0.012570738440303653,0.14107832988267763,0.010641821946169768
20,0.03729623137598601,0.08819602687700845,0.0028096698802220245,0.006624306164183459,0.05280893952673089,0.18479257960853063,0.009151329243353781,0.04658705813613795,0.014938650306748472,0.14100277534326622,0.008088664913818277
21,0.03495936355311353,0.033804372710622664,0.002318566849816853,0.013414033882783881,0.02767227564102564,0.04066563644688645,0.03043097527472525,0.0076098901098901155,0.017924679487179487,0.0539915293040293,0.0206793727106227
22,0.02712487599206352,0.06910652281746031,0.002004588293650794,0.02218377976190476,0.039792906746031774,0.05097904265873013,0.04672123015873016,0.01932291666666667,0.016155753968253958,0.05339905753968257,0.01125744047619046
23,0.09415797705943686,0.038372436565867224,0.0064259645464025015,0.006710983663538407,0.0319047619047619,0.02788321167883211,0.038945081682308,0.05719325686478969,0.2890728189085853,0.1564476885644768,0.015722106360792482
24,0.05188669950738916,0.05274384236453201,0.002609195402298852,0.018612479474548447,0.028838259441707738,0.041972085385878495,0.026213464696223324,0.0031091954022988517,0.012462233169129722,0.05216256157635469,0.019110837438423647
25,0.21513173797437748,0.07054145516074443,0.005178269277254046,0.0295389170896785,0.1586312545322697,0.09251571186850373,0.04835750543872377,0.03786076867295142,0.09770485859318341,0.19371343969059715,0.06344754653130288
26,0.0820647804576376,0.1121490414347556,0.04104514533085965,0.07205395794681513,0.10857915893630186,0.09289734075448364,0.06206323438466297,0.02970006184291899,0.04647263450834878,0.07252782931354357,0.06053030303030301
27,0.06676611498257845,0.13465592334494783,0.03755371660859465,0.020026858304297335,0.04471254355400699,0.07501088850174216,0.015050087108013935,0.023919134727061555,0.19179297328687583,0.037409262485482014,0.11006968641114988
28,0.1028732404911651,0.08702380952380961,0.019360587002096457,0.00912136867325546,0.09436283318358792,0.08272911051212946,0.015134396525905954,0.02205226115603474,0.10760931416591789,0.11802785265049404,0.12782307577118895
29,0.12552286255411269,0.0022923430735930653,0.031150229978354958,0.020164366883116888,0.007389069264069271,0.16529964826839827,0.006156655844155834,0.0007758387445887454,0.04984002976190472,0.16679383116883129,0.03982683982683975
30,0.06534990591981472,0.09235670864090327,0.04512085685337969,0.050446880880011626,0.09596649298017082,0.08055145462440301,0.07922998986828775,0.02518273266753511,0.043224055579678726,0.07271421334491239,0.05907584310319871
31,0.004701773566569487,0.11231353255587942,0.014299076773566571,0.0001330174927113704,0.08088131681243929,0.05292517006802716,0.004500121477162295,0.002721695821185616,0.1032373663751215,0.23350643828960155,0.038776117589893126
32,0.0678378983172216,0.08933986752595775,0.005480665950590761,0.04903240243465805,0.0881829573934837,0.0882156283566058,0.049424453992123175,0.004483530254206942,0.014225742928750456,0.11547663802363042,0.018503401360544233
33,0.057978859705317194,0.06648996369848388,0.003869848387785598,0.032925742045697245,0.04904975443092038,0.05575165492205853,0.043889867606235304,0.004612694853726237,0.01751895152679908,0.08506245996156324,0.017567264573991062
34,0.07344792224005707,0.07594970572498662,0.021179329409666502,0.04808186195826641,0.049223292313179935,0.10354512216871767,0.03640404851079011,0.05643213839843052,0.050722757267701084,0.11146691635455673,0.0538313714999108
35,0.09964390602055795,0.07602055800293682,0.01320904132578143,0.052646842878120395,0.04523285084959094,0.07721260750996436,0.04277270820222367,0.022827249842668346,0.04027637927417663,0.06441262848751832,0.09804751415984905
36,0.07136108316566063,0.055058266264252226,0.017108065057008737,0.024387994634473484,0.040644701542588896,0.1668821260898724,0.029142773306505703,0.013817488262910791,0.017634557344064373,0.18074907780013422,0.05520078806170357
37,0.0402929465301479,0.043897692182675155,0.002101007638550298,0.04423005038192748,0.029900455062571094,0.24511701608971256,0.019496180724849686,0.02340078010726476,0.008178937103851763,0.12304079310905233,0.0803368275637899
38,0.044093736593736596,0.06054340054340049,0.005500143000142992,0.04114578864578863,0.08165379665379657,0.1505534105534105,0.03417417417417424,0.012773845273845279,0.01907586157586157,0.12527456027456035,0.01604139854139855
39,0.043092575688422376,0.0023452000608550107,0.04590940209949795,0.018790126274151855,0.0596333485470865,0.0365038795070744,0.01558496881180588,0.0326373041229271,0.049926973984481995,0.3742503423094478,0.027135250266240685
40,0.0737135568513119,0.10073372206025263,0.016117184969225807,0.09186912860382247,0.04459669582118565,0.08896379980563662,0.06252834467120182,0.00864188532555879,0.04266642371234206,0.11140346614836409,0.041940395205701295
41,0.049414247770821484,0.038456649592107754,0.002405141339404286,0.03403765888825652,0.044024852969076066,0.07392525137545063,0.04002181749193706,0.004005881236956935,0.013256023524947825,0.06349269588313411,0.0091064314171884
42,0.12147300068352697,0.026513442697653218,0.0003776486671223508,0.01429368876737298,0.07373091820460238,0.16085042150831624,0.017494303941672364,0.006598313966735012,0.03414103440419231,0.15573308270676675,0.022814422419685596
43,0.04584845664650228,0.05973786257173881,0.0008965410268341877,0.016576702342174673,0.0984977508918877,0.07637234372576386,0.03844113541181947,0.009511788428726544,0.007284395843027751,0.07275438188304637,0.009843337986660466
