,la,entrophy,ndev,sexp,ns,nuc,lt,age,fix
0,0.045834822107450414,0.05985313689963181,0.05487537499214657,0.06388021496229486,0.0,0.7980362030767785,0.6869100718255045,1.2345861056078633,0.09170063619565985
1,0.0,0.0,0.0,0.012732554022619334,0.0,0.11507283401995676,0.20437839588093923,0.21465763901167598,0.0
2,0.017767929469982985,0.0,0.0,0.172033395436809,0.0,0.12040350396149341,0.0665692882952481,0.21643911098295918,0.0
3,0.0,0.09411825103820413,0.05901558391489933,0.0009263767246395213,0.0,0.06655849925596781,0.4149159433971243,0.44375586422939517,0.2985587044720415
4,0.006437145554742863,0.11709014478178618,0.15784971590096483,0.13492764446037037,0.0004968360370112952,0.19902867292916102,0.278026755864582,0.2570016467520097,0.09630084107676798
5,0.02469928070851768,0.4605064380894209,0.0,0.017637739523770374,0.0,0.03637707008749283,0.05082980399819855,0.0,0.01996942794521158
6,0.13753946102846717,0.3233779837152421,0.16105824936079244,0.09113673269737382,0.0,0.1515039323672955,0.19998832853793114,0.20698107236928834,0.15618924138874318
7,0.044548999084109225,0.0834788488546626,0.12278333841144692,0.029752778862254074,0.011208472107927626,0.19046112004139126,0.22713606503008632,0.2652491911024995,0.055802918517167
8,0.3153447836377817,0.17048357596508212,0.30375658762066027,0.11445596581316081,0.0353058723243212,0.22150584205392093,0.30794353042693773,0.6930609975688012,0.09384236528143747
9,0.573771478851456,0.5515653764978168,0.019531085918508724,0.10146622150930219,0.008530241929306064,0.0,0.6960702588881196,0.589228951006826,0.02998742909065498
10,0.08887497536508131,0.42994657648771495,0.0005469857004170556,0.07309621264746478,0.0,0.08573885658426304,0.37449872324278627,0.569749137491593,0.08735779144107314
11,0.003366148299764067,0.2817673287911147,0.11485270381859962,0.10461566272680255,0.0,0.0,0.1267640520386602,0.34466319743457124,0.0
12,0.44889108136445766,0.017628988973380944,0.031608259647267566,0.32657595783016885,0.005802044072021495,0.05937198313807302,0.12375130385487015,0.5294320275684566,0.0
13,0.27146150191088264,0.0,0.011086158651371204,0.03720077727366438,0.0,0.012789144973342322,0.2309261832109468,0.1761176046701452,0.18323701937183107
14,0.5335417019718963,0.010742758556124207,0.07277669695037635,0.13003637308149427,0.0,0.12380516499761629,0.4322220059976032,0.5728713600729516,0.27733889492016595
15,0.32318321312069304,0.0,0.0,0.1979589276983129,0.0,0.0,0.230396144101324,0.12742420566224397,0.0
16,0.09584035226621779,0.3391693402656926,0.06512520042173664,0.023024127245367742,0.0013736516217243708,0.20438182900556187,0.43968401554088143,0.32340659894740864,0.13691525329259155
17,0.1550655977511441,0.23695379273631637,0.12264398854804331,0.07694550678495918,0.0012396368587701911,0.12019141531013006,0.48045371106065937,0.5725029044911245,0.006095296207081656
18,0.09690243591032886,0.0797176083157004,0.41655203816993175,0.05246480785702162,0.0,0.4038725048931356,0.3084681975998314,0.6275359509596525,0.152053027447
19,0.1137157526276778,0.0952677279310393,0.3554328025346661,0.1885369645006325,2.047646016231276e-16,0.09851968679756276,0.15180379660613194,0.22066287900377282,0.11734708933262565
20,0.06576469076377428,0.0877881147116124,0.10707343903412798,0.014987790832056178,2.9292560342908755e-16,0.28925487390085164,0.7624662752062095,0.0832561336127626,0.11833167204235337
21,0.0922222956008471,0.1710788707227206,0.13258541718195413,0.07320102906623499,0.013168774023158253,0.42125497889441715,0.9689447548693126,0.0913304577434756,0.07168179930193304
22,0.08582837508074864,0.0019070941478666486,0.26413881941027295,0.10241541300191909,0.013695329865787139,0.4462952426717856,1.2184260554533515,0.295932710286683,0.21964151076349397
23,0.0,0.32717750975168014,0.35368456407601895,0.0699505158318352,0.0,0.12179653074942029,1.1009885208261139,0.23585795639732787,0.034627456924540834
24,0.6477515494750674,0.0,0.9894321676617124,0.05862100291509769,0.0,0.8577875001422561,0.0,0.3911053674940149,0.11879640631482503
25,0.5889604556088771,0.06597259363800174,1.278255207173508,0.5746343046061444,0.04682312023876808,0.4852097074297878,0.31734878320641646,0.07751895387516826,0.7756058580363704
26,0.17363585981735666,0.03769284342522122,0.46050909836865633,0.6715062321810166,0.06164700294090046,0.097364196679564,0.1902421631016272,0.28262827339515934,0.5402198006794933
27,0.02460837843361879,0.013640434990029947,0.04358471865512952,0.7069614272280605,0.05898845481365464,0.06372336410240194,0.5570062120527327,0.5156369842874807,0.20545513224041104
28,0.034756616153867236,0.02081151715162657,0.5252768156291081,0.001386937490339881,0.0,0.07107916430947704,0.31755650075849423,0.5285697691692405,0.3090160769938662
29,0.25573652744959585,0.32922536887556103,0.6153650489471035,0.0722569521179619,0.002103928845970345,0.048308407474341244,0.2438473805641626,0.4963763378472653,0.4694438017331112
30,0.3137780867874077,0.035820980131931746,0.20997345791514063,0.597570030798133,0.013984886097292313,0.2716841609363352,0.5149513576838586,0.46804520940847993,0.44055120812523996
31,0.1888837970653376,0.15812857559899396,0.15019683505862408,0.6348030192820677,0.03533973067682751,0.1825110795457308,0.08031933000837235,0.7054370848653501,0.09390401091383534
32,0.13175711350342137,0.08411517722326153,0.2337631100668552,0.8086940345810602,0.08773230164423437,0.2581202664319439,0.09009753021862214,0.6751826350751716,0.01748015798860173
33,0.15172925746310612,0.02827905443444304,0.18538002651418128,0.041983323019313665,0.20141207988040855,0.4309192125953083,0.07105358332203872,0.10332160087346197,0.12252634275362481
