,fix,nuc,nd,entrophy,la,rexp,ns,ld,ndev,lt,age
0,0.004011488251967603,0.02131231134215951,0.05416242836878473,0.006048815397939216,0.01733447432554518,0.04234474133670996,0.0,0.024346056106945135,0.002101855692588705,0.04290747944022232,0.126346479464716
1,0.0021569945153846457,0.047751699403360916,0.010895503899682671,0.015154478313355197,0.01878860274287329,0.08596436746042437,0.0,0.02717801810824935,0.006544569414686083,0.01120656605635413,0.0907727851627568
2,0.0003987903271098819,0.053067828904638924,0.007295880960251454,0.037367196908031926,0.05853341722992798,0.06599938503974073,0.0,0.027454931362855175,0.011555888689237662,0.010270898825496432,0.07454009524816542
3,0.0007992382671344084,0.017054340764649026,0.06827185028912922,0.04424688172381527,0.025076005956705238,0.031568958975869844,0.0,0.029318527688051807,0.020464544716498764,0.05067829874745422,0.03603382977037461
4,0.0014062927669190645,0.007017910527629005,0.052680860193334775,0.06639848406346713,0.027423813418856267,0.05336591080053241,0.0,0.02303727037193627,0.016593204288816964,0.02134031797031573,0.04643917360852623
5,0.007727447533930622,0.01578993586365988,0.03339481075863866,0.05126421702101311,0.04059742391324919,0.13778749215494063,0.00013399091690101587,0.02535983144424223,0.027403809117666218,0.025001828489310606,0.07039978717350813
6,0.0218393137067945,0.009490707877393987,0.03840722229849354,0.023830577744639612,0.032521393827117426,0.05495426631704395,0.0003072152341267045,0.015361109581050967,0.041910049309808434,0.031613904749017346,0.04109516286314433
7,0.031501346849470764,0.009079408062196917,0.03989127398493089,0.018701983744174623,0.04013727699269832,0.12595159857855134,0.001495386457219905,0.017392177719808357,0.014439125210904243,0.024028317885126854,0.03078853206006557
8,0.05607707368642145,0.024765984678622874,0.019859229300755194,0.03529504071603752,0.0670335097197571,0.18424495293331528,0.006723181186143055,0.040629152761259564,0.01793012173708489,0.03358469610273282,0.034328331274080644
9,0.0602901657982226,0.010125684940326833,0.008202644781155694,0.021133048142330135,0.03485669847147802,0.12751455913990012,0.0003341306036889407,0.02275622398808052,0.008675470400727893,0.01451316558090727,0.05767219380906177
10,0.02255789796998115,0.019254398595851135,0.019526782643067484,0.025320966472426508,0.038189402885985595,0.09818202257653584,0.0006495032483994814,0.0227221420265776,0.01039078804818519,0.015493703054886008,0.06231427100131607
11,0.03024890921700515,0.02100074576857387,0.04600634139535543,0.03193922442881608,0.04723164542727521,0.10505011459525766,0.0006734813652011987,0.02575054877352266,0.030086403653236973,0.029864698004140107,0.04983837041736365
12,0.02875142217452795,0.0061601949376331065,0.04996077468764456,0.03988012366262484,0.024410831479354533,0.07707063936998033,0.0003255216094323926,0.008763755106344284,0.022516434081663112,0.05432043607653311,0.0244075463896862
13,0.002294511496519903,0.0030631932584482754,0.017820440841896518,0.0016775634000964377,0.03227175579834293,0.04109339186523623,1.1180599140302647e-05,0.039908445406799484,0.025134825639162594,0.007586533657091919,0.018163433241978312
14,0.004774411671071215,0.03619439233317139,0.013441776180630756,0.009538008582911626,0.08080930712931889,0.04800855371116073,0.0004116255845246035,0.05826689555223464,0.03133282058702841,0.030458599804865844,0.030721251780151095
15,0.01861169126914171,0.012636070893862077,0.011347008840667082,0.027475933991675913,0.019945167665982432,0.019055053456016706,0.00012765839292596255,0.01855908035302001,0.009112602556408932,0.007587003514093573,0.05262308977308185
