,nuc,fix,lt,exp,ndev,age,la,rexp,ld,ns,sexp
0,0.00017006802721088431,0.0,9.740259740259744e-05,0.028831168831168832,0.025510204081632664,0.012339208410636985,0.00023809523809523815,0.0017918985776128632,5.10204081632653e-05,0.0009338280766852196,0.007894248608534323
1,0.00011904761904761914,0.013673913043478278,0.00012422360248447208,0.0014316770186335397,0.38111904761904764,6.004140786749484e-05,0.0003799171842650106,0.010826086956521729,6.728778467908905e-05,0.09114078674948241,0.001366459627329191
2,0.0026964285714285727,0.02189625850340133,0.0006181972789115638,0.002886054421768707,0.39031717687074846,0.0007346938775510196,0.0047746598639455745,0.01726360544217689,0.0020416666666666678,0.04456037414965989,0.006814625850340134
3,0.0017596506058044517,0.0006720202874049028,0.0004437869822485208,0.014181459566074953,0.03625669202592279,0.0011115807269653415,0.015125387433079734,0.0027303465765004223,0.0026007326007326014,0.0032220343758805297,0.01479571710340941
4,0.03776377217553687,0.05861811391223156,0.0400606909430439,0.023940242763772185,0.041164799253034554,0.02408380018674137,0.2586169467787115,0.0260060690943044,0.044215686274509836,0.1532609710550887,0.057000466853408004
5,0.0040581078246276405,0.004040276903713027,0.04150776169498633,0.0057850849590937664,0.06487728130899936,0.0031870148940633543,0.033238409901405516,0.006300083910216064,0.001125445773022866,0.012581288021816656,0.010600482483742391
6,0.024336336336336334,0.003682968682968682,0.05412784212784217,0.013546546546546533,0.00964221364221364,0.020785928785928803,0.17102187902187896,0.06033462033462032,0.03568940368940371,0.09576018876018885,0.02719648219648219
7,0.01631771737034896,0.019118469250048252,0.01789521881627146,0.004086658955080002,0.004733468286099859,0.002174185463659146,0.05468286099865049,0.012397821476768853,0.011201561596298456,0.0622059957586274,0.01301812222864855
8,0.012740558292282418,0.00638916256157635,0.004284893267651884,0.002518062397372744,0.0016527093596059104,0.005057471264367813,0.028702791461412146,0.009546798029556639,0.009029556650246306,0.09428407224958951,0.0041256157635467935
9,0.018704522996766077,0.0,0.07548901814588573,0.006773827703916637,0.0028549452030183233,0.007666524434063957,0.06778599982033774,0.02354698167445203,0.01268583812432627,0.049774860761767875,0.020762217031979883
10,0.010090571722516168,0.0019106407995296876,0.004744451793062902,0.01112856407995297,0.0112663506760729,0.00687555114638448,0.011858833039388601,0.0015064667842445624,0.004997060552616108,0.060492908583186344,0.004096854791299237
11,0.011842105263157899,0.04993913354815611,0.0026333691371285346,0.01761367704976728,0.018125671321160042,0.006326530612244899,0.01725921947726459,0.0030576441102756896,0.01152882205513785,0.10777300393841756,0.010091299677765848
12,0.019996980163448655,0.021267828045473704,0.02388187406023316,0.02840848322417882,0.030443727233263503,0.0004057905365872073,0.028128519210564407,0.013303009141296902,0.02886775003302948,0.12298913487974127,0.008763817325053947
13,0.1135277640467952,0.0,0.010298236941835556,0.04539462843961114,0.012605042016806723,0.00461361014994233,0.24023727137913986,0.00041192947767342225,0.07299390344373043,0.05058493985829625,0.06327236777063766
14,0.057142857142857155,0.06279424977538185,0.02288185085354896,0.021644204851752027,0.03488769092542679,0.04363881401617252,0.17408355795148237,0.09643530997304581,0.03313566936208445,0.05090745732255166,0.1416262353998203
15,0.02876623376623375,0.0161038961038961,0.044896284271284274,0.03806908369408369,0.044118867243867245,0.03843524531024528,0.2208919552669552,0.1493127705627705,0.02078373015873015,0.09443362193362198,0.052254689754689755
16,0.0004016563146997928,0.07138612836438889,0.006023809523809528,0.005356107660455487,0.003347826086956524,0.0020848861283643888,0.016154244306418198,0.24234472049689443,0.0009606625258799163,0.10255797101449284,0.0016283643892339543
17,0.0005368085492955418,0.0019242521843978646,0.000503774177031201,0.00036337809490775123,0.00025326352069328123,2.4775779198255705e-05,0.002648255509858005,0.16008181512864145,0.0004982684483204774,0.2264175874997937,0.0005615843284937977
18,0.029771562491951887,0.07785096190991268,0.06061513301913519,0.030901516907466075,0.009361559659017747,0.014196863169280689,0.2758054546859306,0.1033988771279199,0.0340306214427361,0.09326147982178272,0.05500721110510186
19,0.021129976580796243,0.03999219359875099,0.007014051522248244,0.027318501170960192,0.038594847775175634,0.014170569867291184,0.22858118657298976,0.0806654957064793,0.0682943013270882,0.04364754098360655,0.09392466822794691
20,0.04121739130434784,0.001445134575569358,0.021741200828157364,0.036956521739130443,0.13124637681159423,0.014848861283643882,0.22608281573498967,0.07443064182194614,0.06931055900621118,0.004712215320910974,0.06354451345755696
21,0.02045288531775018,0.008326376569619811,0.013852655744547629,0.014661379526244385,0.047514696163344826,0.019757208946398132,0.16854499286931723,0.08303767087550869,0.04681032383735085,0.01903979268844134,0.023035583846394668
22,0.0337313612313612,0.03861111111111111,0.05717291967291965,0.041402116402116405,0.18655122655122655,0.025304232804232798,0.12014309764309768,0.04498196248196247,0.028268398268398262,0.005569985569985572,0.0781866281866282
23,0.04421399885255305,0.08748804742780646,0.034615605278255884,0.07498756932491873,0.05316599732262382,0.018156435264869,0.1133878370625358,0.023101931535666483,0.04135876840696118,0.005324153757888694,0.10048192771084345
24,0.052230421094057455,0.061395120031483646,0.022450806768988578,0.08058244785517507,0.016777843368752456,0.01462514757969303,0.19125344352617082,0.05058441558441558,0.0906434474616292,0.05063360881542694,0.07555686737504926
25,0.011958333333333331,0.10751116071428568,0.001127232142857142,0.02148437500000003,0.010214285714285712,0.0061480654761904745,0.122030505952381,0.06772023809523806,0.015456101190476185,0.1233712797619048,0.012755208333333342
26,0.028603110599078368,0.020139208909370213,0.008411578341013817,0.036298003072196626,0.003417818740399381,0.003405337941628258,0.2671294162826421,0.06238767281105988,0.06364343317972351,0.15174539170506895,0.04722686251920121
27,0.07974641226353546,0.010777071102413565,0.02836105675146773,0.01455275603392041,0.012743803000652315,0.013549820613176765,0.18380218525766456,0.0598365133724723,0.11219422700587083,0.044690150032615804,0.021201484018264837
28,0.05062432002678049,0.042855469076910215,0.03451334839735543,0.012464222947526995,0.03144238011549084,0.007298100259435924,0.1891363293999498,0.12218219097832454,0.08314754372750856,0.006722319859402449,0.027388484391999358
29,0.04191955878396551,0.07352266612859837,0.00987624428302394,0.04406813290287863,0.03442325800376648,0.008959510357815434,0.21940711595372603,0.1238421442023135,0.07187315039009956,0.037449892386333075,0.02822033898305083
30,0.052565428316098554,0.024416145367888015,0.015071066853908686,0.03241435805778968,0.01427273501000046,0.02280458742925229,0.23809949359547214,0.15038533554619388,0.07988425039363373,0.01390654921486023,0.015873228648027586
31,0.07292420814479637,0.012054783451842303,0.01322613660848957,0.016834464555052792,0.007586457659987074,0.02013493859082094,0.2397080370609782,0.12556318681318676,0.08189829778065069,0.03794063779357899,0.019633699633699632
32,0.06970238095238096,0.022229986197377517,0.04296152518978602,0.017250690131124905,0.01841528640441684,0.03277087646652863,0.20169254658385097,0.09169340924775714,0.06241028295376126,0.012360248447204965,0.02257073844030366
33,0.05116997038049667,0.0028537252221462733,0.04194007746639325,0.016576668945089995,0.005287081339712913,0.04941330599225338,0.2046331738437002,0.12400774663932562,0.05231259968102069,0.08896331738437002,0.023186375028480297
34,0.06454477388439654,0.021055705300988305,0.04917041030248575,0.005729260257562141,0.00392932015573525,0.06742288110212637,0.1992288110212638,0.054800838574423465,0.05909254267744832,0.053439652590595965,0.024775381850853546
35,0.07767172355667931,0.017484197218710487,0.07748419721871048,0.04428360724820901,0.05813948588284874,0.06519384745048461,0.23709018120522543,0.03545722713864306,0.08115887062789717,0.01079224610198061,0.04303624104509059
36,0.03683123249299716,0.014904295051353865,0.016783380018674125,0.01928688141923436,0.08406045751633982,0.04520891690009335,0.26984243697479005,0.07165499533146594,0.08741830065359477,0.034222689075630267,0.02529061624649857
37,0.010908622908622902,0.0161081081081081,0.02033075933075933,0.04202831402831404,0.020213642213642226,0.05646203346203348,0.24331788931788925,0.12563449163449159,0.03980823680823682,0.04550836550836551,0.07424581724581723
38,0.021709489551216175,0.07305755395683453,0.02518499486125386,0.06912641315519011,0.12256252141144228,0.047543679342240505,0.14071599862966772,0.05772010962658444,0.07274580335731412,0.04495032545392256,0.086550188420692
39,0.04110519852640196,0.016378769272752086,0.11863896848137538,0.05100422977213809,0.011043116386955917,0.01581934779642517,0.1596895893027699,0.011373993723563909,0.1384970664483559,0.12863555737481228,0.03571428571428574
40,0.03753284072249589,0.004974548440065681,0.10789162561576351,0.006396551724137929,0.09149343185550088,0.01276929392446633,0.11536535303776681,0.010803776683087025,0.10269376026272573,0.10847536945812812,0.027759441707717564
41,0.06939081939081938,0.012138567138567128,0.1056134706134706,0.0938252538252538,0.09231874731874731,0.005204490204490206,0.11286572286572288,0.007533962533962518,0.025832260832260798,0.04141212641212639,0.023767338767338775
42,0.02570406076541046,0.006930324276950041,0.042932369266725105,0.1334596844872918,0.08014534034472685,0.011042214431784983,0.14179009640666082,0.0025883727724218524,0.027689161554192213,0.020846479696172933,0.05251898919076836
43,0.03769717261904763,0.009365699404761906,0.04518880208333334,0.11607607886904753,0.07995628720238096,0.03763392857142859,0.11047154017857136,0.0034002976190476188,0.03402994791666664,0.025892857142857124,0.057653459821428554
44,0.035916179337231964,0.010027847396268441,0.09824839877471457,0.0911152882205514,0.07722222222222225,0.03225981620718461,0.06903091060985797,0.008100807574491789,0.034365079365079355,0.041619326093010285,0.07343358395989974
45,0.026918095238095234,0.01036190476190476,0.09180000000000005,0.0863657142857143,0.121832380952381,0.022289523809523804,0.04285904761904762,0.012047619047619041,0.022811428571428587,0.017845714285714284,0.04214476190476191
46,0.030368025326474077,0.013409840390449802,0.10001055269753334,0.09607439651760984,0.11636459569977577,0.023250230840258537,0.0399393219891835,0.008209998680912814,0.02282548476454293,0.023287165281625107,0.042471969397177164
47,0.021613756613756616,0.011935626102292771,0.07208774250440919,0.11478174603174603,0.0983708112874779,0.026805555555555565,0.06924382716049382,0.012149470899470896,0.0396494708994709,0.011567460317460322,0.035
