,ndev,entrophy,nuc,sexp,lt,fix,age,la,ns
0,0.10823642818407188,0.39005151567583124,0.41545685327931303,2.716616432018785,1.1449185115637048,0.22502532741187511,4.098653195976509,1.6127655242883598,0.0004478161472165118
1,0.8642937416361608,0.9066446978093128,1.6425747350882032,4.301782800736001,1.2503183858487916,0.9664178848944187,5.658297011769092,0.9528094262882881,0.007526299877249001
2,0.6492791975820951,0.6173897375051711,0.7708750200396074,0.8677930828226285,0.7062568651778486,0.3563959640186942,1.1550044130328005,0.9605515638651886,0.0
3,1.8971950398692718,3.1775855209467503,2.8192386304435995,4.138773114144177,8.054194898077146,1.6689767600754906,10.142857139384478,2.486591586064606,0.027035133720273743
4,0.6416093961461512,1.2106224093050608,1.4781270498954042,2.614859240074512,2.731909130172349,0.24609168189616148,2.183102774806597,1.7395105511127429,0.003624563248627657
5,1.3594701225672559,2.4239717894467034,1.5028048422344447,1.3826615641314561,2.5492237757845553,0.5604173790147552,0.8800274858163211,3.8868174031905984,0.03714068677675067
6,0.5534031434215865,0.3888604646205528,0.3161686731122949,0.999412948551025,0.47130902478938097,0.17350418185692884,0.17862446284995182,0.708952000833671,0.0
7,0.4332698939549823,0.3001997402231062,0.17427959694551093,0.5056255613010227,0.4800985999488338,0.0,0.38900310270208627,0.3186023753148321,0.0
8,2.4002531961706044,2.958414127713823,2.3554871723490334,4.548388387751867,3.4752023349871353,1.1620032616836495,5.446154953232809,6.281557478623332,0.15275599066604625
9,0.09005917147499119,0.30371775138599033,0.06722430501799255,0.08840363972835466,0.360601575973095,0.0,0.3431322772441714,0.3813914590499536,0.0019282134880247064
10,0.2466146304094303,0.5664121370959233,0.3486856528841177,0.7519992754864795,0.6334863566006369,0.31739128664169813,0.602701661205087,0.6219058734847228,0.006270769462141209
11,0.49546064453963806,0.7200866917798634,0.6538502387756644,1.890900325629269,0.579824600332759,0.29389854265431276,1.1673758541997492,0.8873918404883722,0.13076475876898955
12,0.3121677314161977,0.36601747522352296,0.4436136501891726,1.7825915328301662,0.48028782321360924,0.12095841594563159,1.048096905970052,0.710653631540485,0.05005227451751459
13,0.2779987717299071,0.0690858026404705,0.18761617289603402,0.6070283788848008,0.32230320130210965,0.04056844076850024,0.41959340394102457,0.5836693568745097,0.0
14,0.152600415182268,0.23227731889314718,0.7558163252726703,0.8487999101728959,1.0200601108482095,0.48064625312485454,0.9285893690301086,1.3822503548579557,0.0
15,0.2602871937488509,0.20281977509502946,0.3886927885597439,0.8160164067910826,0.6290456139066937,0.24602451853042118,0.16648712275255986,0.7481095312446149,0.0
16,0.7015150726422311,0.5559078242841919,0.5807271176246914,0.23097815264872043,0.9322454320521124,0.2661552667829783,0.6398844789871531,0.9034315463671801,0.0
17,0.7645938105645214,0.7927308972853246,1.3745260304758005,2.082289675754792,1.5452075150959723,0.1148678410461369,1.4428015068008986,1.385646706966069,0.0
18,4.544886495681201,3.278681726000469,3.037397572363472,1.2537373533111096,4.0552043678662555,1.805271128485504,3.1497202686552463,3.039641880559292,0.16418825476093973
19,6.7684563092616195,0.9268419306127044,0.8315916728708348,2.070037515702998,1.9777424964458583,1.1760177432272876,2.2423295648377404,3.245657587395415,3.573924615847672e-18
20,3.2716185954302968,0.7528670044365385,1.4031113211612254,0.8910989968715268,4.063242862570889,0.4611130935072852,1.3428886628274666,4.995936963705022,9.58252729398233e-16
21,2.3787015730805154,0.9896825419885594,2.360906067004808,1.7756761720777372,3.2810301647025333,2.6234547321789052,0.9525734820330045,2.349684852551597,0.2594622956219377
22,1.0025497069059557,1.5545316379805958,1.3307832527297654,1.3484530205465362,1.9896809322855555,0.7985943441591681,1.5463274608331046,1.0606005670541467,0.08872775332317699
23,0.03568317603527391,0.2514705186671741,0.037236021504584806,0.5188022029635698,0.5035713498810825,0.0,0.1715971649354318,0.0,0.0
24,0.32457052257780267,0.7277831898051436,1.3666931939544071,0.7699943494116562,1.3171499486496678,0.08877545953337239,1.565437675901519,2.1486867991959047,0.0
25,3.2824857180470817,0.239418974146436,1.45948306173262,1.905340056124752,2.1076760452073047,0.8470021749821153,0.2706207868946784,9.094928445887328,0.03735621503790921
26,0.2062151557776899,0.1064049795798745,0.18775520503627333,0.4985070746530359,0.38815945339939073,0.19988428428996885,0.292991273724442,0.6244076855740286,0.0
27,1.462594873312707,1.154596640605905,0.5720819168167058,4.812967898264483,2.7830386142432952,0.7973600809080306,2.6352196004930355,2.0771972834108454,0.09458810706352878
28,0.8941132411479406,0.41860034989424416,0.5106895366885665,0.16406847673613115,0.6435164030491264,0.33071350990592513,0.6325455790148365,0.4322399423924557,0.07656336482099987
29,1.3923942336952277,0.6145402199491028,2.0082771890646463,1.697841129404394,1.4702149471496968,1.4027039478576615,1.1742403154958423,2.593033067406188,0.06607870566582329
30,1.1647067165229699,0.9390727870247333,4.837840820715591,6.109968376125369,5.727108210688912,4.426294323616675,2.9484470825993347,1.8798266278460503,0.017966591761274537
31,1.8622447578978936,1.7442187934467477,2.4994600253153583,7.992574649810598,1.0496863630900863,1.7060429012845149,4.7661366034961485,2.591125926728486,0.4258167462491382
32,1.0879506837423916,2.1310668890577156,1.4250564381615751,2.315262826070944,2.206514467718791,0.8101387840329057,3.5742532813285326,3.026846729108418,2.2335579199057425
33,0.07354416884571627,0.26082964910296347,0.30313578636904137,0.9189557573522682,1.0366750920875387,0.01922991211154667,0.6354524584071501,0.6517160345232316,0.20590633147966347
