,rexp,fix,entrophy,lt,age,ld
0,0.024597183986276847,0.0,0.09123563893873962,0.21088647285433726,0.026034304338935114,0.09193984648917627
1,0.04732572537564811,0.0,0.021748734028349804,0.1223061126146806,0.030055649220647535,0.21709894600139198
2,0.0,0.0,0.20005984195557366,0.0,0.009690409686285806,0.07107624482398232
3,0.02812762076834441,0.0,0.1735777132382545,0.04016330797709995,0.08204169333728809,0.03748803188932294
4,0.05027893750471344,0.0,0.012172567314138917,0.09825973290815945,0.03871059428237615,0.2026242191260074
5,0.017537231821907785,0.01770871184288941,0.056148491071292356,0.09581143502617438,0.0,0.1840590027376846
6,0.0,0.0,0.20547233955951552,0.0885348825160074,0.005118192652887404,0.05474483811401954
7,0.010849842835395475,0.0,0.2284178246888665,0.07665563196786629,0.022358518678049215,0.03066532597640895
8,0.007016100054013985,0.0035968502642565133,0.1856090554060116,0.03416931514524497,0.08937429437496705,0.09642697596650515
9,0.012193457783260536,0.00653519575592714,0.13422977769794514,0.05706254214425475,0.1490257810396375,0.04372116784913659
10,0.006993535013966815,0.0,0.17874933453464492,0.1076501180551105,0.008571722772519021,0.027777737762416165
11,0.0,0.0,0.12039582418076114,0.3157701331436842,0.0,0.0
12,0.019903697705101028,0.014510301432685344,0.1860170645100545,0.2500370402286631,0.03785308524592134,0.016890665116314773
13,0.0,0.0,0.14216958706924354,0.28411249591379223,0.0,0.0
14,0.022337564899162707,0.05120927322082612,0.08134359609263214,0.2960022674796921,0.000581748314231572,0.0
15,0.007202912365589886,0.0006143950352328698,0.17233625469661182,0.2550976537732662,0.0,0.0
16,0.008965772280400963,0.0,0.1681282024911384,0.2461606291109971,0.0,0.026476772860185235
17,0.003601299737966104,0.0,0.07721139664796312,0.36128857650308005,0.01923036180061428,0.003393048789806859
18,0.01803693117501382,0.004310097151725288,0.13237920352808002,0.31274447406260225,0.0,0.0
19,0.011899708526978447,0.011439870038371406,0.10492064868505242,0.3284484594523467,0.0,0.0
20,0.0,0.009471398248653848,0.14279008218604783,0.27028712930277826,0.0,0.0
21,0.0,0.0,0.1070057629473708,0.28263505243581505,0.0,0.0
22,0.016059284826101188,0.0,0.3056919994556293,0.13628218176290188,0.030396999193807662,0.00822063532496616
23,0.0,0.0,0.3069401891366656,0.11891777823193696,0.0,0.0
24,0.0,0.00598728195256852,0.3119371873659627,0.10711620434273549,0.0,0.009127381761655413
25,0.0,0.011984119238713413,0.30203852697178013,0.1367028744770791,0.03726893030919709,0.0056248033842591525
26,0.017211385292899548,0.017600011144860275,0.12926001514452784,0.28453291529441493,0.0001830533786677109,0.009837180228342356
27,0.025618316275322246,0.0,0.1054127840824725,0.30841046242036735,0.0,0.009650016367741642
28,0.02029008503849686,0.0,0.31430425904014675,0.10322783067635706,0.029519735404572065,0.03980656654810624
