,la,lt,fix,entrophy,sexp,nuc,ndev,age,ns
0,0.07373535851122046,0.14009625296478723,0.024542385057471288,0.019658935413245725,0.010497913245758085,0.014890291461412136,0.012583778051450464,0.03724394499178982,0.03333401751505208
1,0.06595279503105579,0.06325458937198065,0.1360960662525881,0.06389434092477568,0.075556590752243,0.09124789510006898,0.109287370600414,0.15492622498274672,0.0
2,0.08503756994404475,0.1044918351033458,0.06467762932511134,0.09565393399566052,0.10994358798675323,0.15357930798218566,0.049890373415553246,0.0971373758136348,0.0
3,0.15144009925870086,0.12302559994974226,0.10862448171880891,0.04871255811031539,0.10910959291368279,0.04401366377685635,0.08996648448297526,0.07180314738032412,0.0
4,9.523809523811259e-07,1.688311688311684e-05,6.839826839826932e-06,3.385281385281384e-05,1.000000000000001e-05,3.0562770562770495e-05,2.961038961038961e-05,9.645021645021646e-05,0.0036346753246753157
5,0.033471535139379616,0.016336852880139075,0.002273515059734146,0.03894190644455659,0.008626072690560331,0.015873660889561964,0.005194374333950308,0.22890758034662628,0.003957288686970657
6,0.026524160524160373,0.15640487890487878,0.12861050661050666,0.09461185211185202,0.04250257400257399,0.08353884403884407,0.13157798057798062,0.009486486486486482,0.0
7,0.1531433831672202,0.0759396733111848,0.006374335548172768,0.17246586378737552,0.03012472314507198,0.041300747508305605,0.08503718161683275,0.08841187707641188,0.0
8,0.09405618131868108,0.11316414835164822,0.07999583333333331,0.09794903846153845,0.12438054029304026,0.09118118131868125,0.052562042124542144,0.17511103479853474,0.0
9,0.003588829593139935,0.002991972267834337,0.0011426975004561212,0.006661512497719391,0.00069743203794928,0.0024189016602809716,0.002375661375661376,0.02563583287721219,0.016986019886881924
10,0.002320973712278071,0.00012130623000188221,2.5456427630341004e-05,0.0004806135893092415,2.3056653491436146e-05,0.0009198193111236587,0.0003152644456992283,0.0010255034820252213,0.023780020703933914
11,0.03447597372282247,0.05471677004134974,0.005415399493130605,0.16187760104041618,0.04089020608243299,0.060113462051487224,0.020986711351207166,0.2175541716686673,0.007358259970654916
12,0.1530230916487198,0.07484316423386768,0.018904263380394044,0.11067189120204192,0.05158648400733826,0.05148396745632925,0.02545275983090052,0.175359436069235,0.004578746909148902
13,0.17189294978691855,0.04985246433203627,0.10978881786177502,0.08280604965721702,0.012198953122104865,0.09474777654252359,0.057662451361867734,0.03337821938113768,0.0
14,0.013000200924251555,0.0043708810528430755,0.006652928470966444,0.008065451074944744,0.005868344384167166,0.006860709262607994,0.007064973879847297,0.023920685151697808,0.01600695700221019
15,0.11696323219553292,0.12129719764011782,0.011999683944374201,0.09455193847450481,0.1823875895490939,0.036480509903076275,0.06354730299199324,0.10757848714707119,0.0
16,0.017725007394262013,0.14008614315291318,0.011457630878438336,0.1628372522922211,0.003782091097308488,0.04474822537710735,0.07328948535936113,0.11824097900029572,0.0
17,0.023406939605110248,0.07410830429732858,0.010104965156794385,0.054668263646922184,0.0007584204413472796,0.05007825203252034,0.08762441927990709,0.2913459639953538,0.0
