,sexp,lt,exp,fix,ndev,age,ld,la,nuc,rexp,ns
0,0.05693650793650794,0.02183333333333333,0.0189963924963925,0.0028131313131313108,0.0036890331890331845,0.012190476190476184,0.15288961038961033,0.20609740259740256,0.05948556998556991,0.05696320346320345,0.0012582972582972582
1,0.08114798781465452,0.02595398428731759,0.03106140772807441,0.0035016835016835005,0.007352092352092353,0.03091149591149593,0.04643979477312809,0.1589265672599006,0.03582812249478915,0.02382235048901717,0.002383357383357384
2,0.07150099583559662,0.052387289516567084,0.06826724606192285,0.008187579214195186,0.014506608727141039,0.04776118051783452,0.06544269418794134,0.16714014122759363,0.03891453919971029,0.024055766793409386,0.0032355603838493605
3,0.040907287157287205,0.022371933621933626,0.02743626743626745,0.0021681096681096727,0.004629629629629622,0.04298100048100047,0.043300264550264526,0.23105218855218845,0.03289862914862913,0.01991702741702741,0.0014273689273689276
4,0.09650196078431379,0.03597647058823528,0.09554957983193282,0.0068128851540616145,0.0036565826330532177,0.04212268907563021,0.06899383753501404,0.1377725490196079,0.052711484593837475,0.025366386554621836,0.004758543417366942
5,0.07283184118333987,0.03903464383028414,0.05355131698455946,0.0013403399506941743,0.002790320487868173,0.024711301414298687,0.048222395225120084,0.10544310367198653,0.03173219151420789,0.014727520435967308,0.002311534968210718
6,0.12186937933067965,0.0821358543417368,0.055739716939407415,0.005223721067374312,0.005438596491228059,0.03429345422379479,0.06167588087866727,0.16673153471915103,0.04506007666224386,0.031293306796402805,0.003529780333185902
7,0.10050608272506079,0.03866562391379916,0.03527737226277376,0.006324296141814382,0.005942648592283622,0.024673270768161313,0.03981786583246437,0.20096906499826206,0.07999791449426502,0.010749739311783099,0.0032714633298574856
8,0.061536048544687916,0.03624601460454591,0.06767150056566902,0.009632829373650106,0.002491514964517125,0.03539442558881003,0.054197778463437214,0.1719793273680964,0.0538331790599609,0.011617813432068278,0.00272858171346292
9,0.07789278131634822,0.06652032150439798,0.056618895966029745,0.006545344252350618,0.0070677888989990915,0.0633151349711859,0.05911510464058231,0.1483348498635124,0.07308083105853805,0.02604564755838641,0.0019449499545040948
10,0.09601307189542485,0.03842086834733894,0.028248132586367887,0.007098506069094297,0.00311624649859944,0.043818860877684405,0.04824521475256772,0.1460387488328666,0.03148809523809524,0.013411531279178346,0.0019205182072829145
11,0.10705976676384842,0.03335082604470358,0.04256413994169095,0.0045762876579203025,0.01061418853255587,0.03373080660835765,0.032569970845481064,0.1522517006802721,0.05557580174927114,0.025286200194363468,0.0012541302235179787
12,0.1076854256854257,0.0419365079365079,0.09575757575757576,0.0016060606060606059,0.0018513708513708533,0.031003607503607485,0.053844155844155785,0.2476075036075038,0.029726551226551226,0.025866522366522367,0.0008059163059163053
13,0.09919083422842823,0.05072144647332618,0.05034282133906195,0.0046070533476548475,0.0024794128177586835,0.04941729323308273,0.06500537056928035,0.2437325456498389,0.03061851056211957,0.07358037952022918,0.001734693877551022
14,0.08552295918367353,0.03900935374149658,0.021931122448979604,0.010368197278911556,0.0016386054421768724,0.06119897959183673,0.039801870748299314,0.2258205782312926,0.08193962585034009,0.01312329931972789,0.00115391156462585
15,0.04599415204678368,0.033363169829335224,0.019792934717746728,0.0042600548991526405,0.0016046067549826963,0.046592672156581943,0.03471356963838165,0.16643632891753202,0.0491508533237857,0.008999283924095948,0.0007488960496479285
16,0.0527787920279933,0.031265023581317504,0.02010497489730717,0.003820934124448499,0.0015267001369237794,0.05842537654039252,0.04095998782899742,0.14677772706526707,0.020289061311425525,0.006353263350068462,0.0007302601551802812
17,0.04038265306122448,0.004264455782312925,0.019751275510204076,0.0012414965986394552,0.0004995748299319729,0.02289328231292517,0.06177295918367348,0.09403486394557825,0.01540603741496598,0.004872448979591838,0.00013180272108843545
18,0.0571761742239558,0.02165610271412319,0.023751828376401753,0.0022688119616447247,0.004082561352185925,0.066196977084349,0.05515439622948156,0.10771818625060942,0.0448488542174549,0.00549894360474565,0.0014586380627336255
19,0.0962484045164458,0.045936180657830145,0.03771870397643598,0.007299950908198324,0.003519882179675986,0.0638733431516937,0.05345900834560628,0.15194501718213077,0.07920274914089355,0.013767795778105066,0.0022965144820814927
20,0.09088435374149662,0.02457908163265306,0.0238187358276644,0.003752125850340137,0.000555555555555554,0.04393211451247167,0.026089143990929695,0.1714803004535146,0.14302933673469384,0.008227040816326529,0.000488945578231291
21,0.06720957613814756,0.022548403976975412,0.03248037676609104,0.005417320774463631,0.00014652014652014668,0.05128990057561489,0.060966771323914204,0.2929212454212454,0.12625065410779698,0.013579277864992157,0.00019884877027734186
22,0.13831206021927672,0.06537555228276877,0.027604320078546882,0.006654393716249385,0.006453117329405982,0.07004090983472434,0.03726804123711342,0.24647111765668478,0.10865815742104402,0.01954835542464408,0.0010661102929144172
23,0.13009209837781263,0.07235112506541072,0.04326007326007326,0.009599686028257445,0.013208791208791204,0.05414861329147045,0.04844688644688646,0.23193668236525372,0.07748090005232859,0.011599162742019878,0.0007927786499215065
24,0.13529027042915925,0.029042475014697217,0.06450507054673725,0.005670561434450319,0.001573706643151089,0.03135177836566726,0.11786596119929449,0.1944694297472075,0.06867283950617284,0.016774691358024684,0.0005408583186360959
25,0.07587797619047623,0.05055645003903205,0.0482596604215457,0.004038592896174856,0.0024024199843871896,0.0324199843871975,0.11698428961748623,0.18949624316939878,0.08575648907103821,0.028063768540202986,0.000880659640905546
