,ndev,ld,lt,nd,fix,sexp,ns,nuc,la,entrophy,age,exp
0,0.07900453900709241,0.0007848936170212756,0.08947801418439721,0.01752326241134747,0.044608368794326066,0.07577269503546079,0.005595744680851099,0.1345665248226951,0.002881702127659617,0.013650283687943228,0.006918581560283744,0.07597921985815578
1,0.06654884937238491,0.0015442468619246866,0.09821506276150634,0.017065167364016726,0.04405920502092051,0.08255156903765677,0.010965481171548226,0.11414382845188281,0.0030759414225941598,0.01678410041841008,0.00637970711297075,0.07872018828451881
2,0.04278705406399411,0.0010631666053696185,0.052559488782640586,0.01324862081647667,0.02981666053696203,0.047641228392791474,0.007273813902169982,0.08248087532180942,0.0023989518205222585,0.010285399043766151,0.005838635527767609,0.0475200441338727
3,0.06439123169955434,0.0013086409929980872,0.06818555060471021,0.020148313176320768,0.038075668364099216,0.06758911521324003,0.006773313176320878,0.1284520210057287,0.0027932845321451483,0.013731938255887968,0.005922581158497819,0.054407304264799214
4,0.06815653981451858,0.000631275983370651,0.06471953949472316,0.022794691397505555,0.03461656539814504,0.07221610169491531,0.008004557083466667,0.10360960984969601,0.001750479692996492,0.012401183242724637,0.00620986568596103,0.06293660057563147
5,0.06095536767597331,0.0011194455367675952,0.07242115611482504,0.01572729060165167,0.030708218639402134,0.06321500196618152,0.006183641368462477,0.10224891860007843,0.004257373181281965,0.011113055446323315,0.004296205269366915,0.057258257963035776
6,0.03833924843423795,0.0006645789839944242,0.04328392484342379,0.012345163535142678,0.022688413361169103,0.04182150313152392,0.003646485734168414,0.06045876826722338,0.003153096729297149,0.007693632567849706,0.0028771746694502423,0.052520702853166214
7,0.05429475587703437,0.0024882459312839085,0.05812763713080175,0.023344635322483362,0.0343022905364677,0.06263667872212174,0.006103224834237518,0.08173161543098231,0.003243369499698624,0.009366787221217632,0.0034865883062085616,0.06260081374321869
8,0.070698265668112,0.0028243988963342647,0.08907232952305877,0.014147713835238543,0.035511824990145796,0.109737583760347,0.003493988963342556,0.1021369728025227,0.004793555380370525,0.013464229404808873,0.005285080804099345,0.07502325581395348
9,0.01402139605462822,0.0004179817905918044,0.02000220030349005,0.006450682852807308,0.007817526555387007,0.017644157814870987,0.0022787556904400805,0.018039984825493155,0.0010867981790591737,0.0037981031866464667,0.0011328528072837608,0.0159672230652503
10,0.07362786619908293,0.0011012274076072329,0.0938976261127595,0.01964014027515499,0.02646796601025072,0.08761754788238446,0.003059886700836266,0.11494975721607732,0.007411248988400446,0.010169678985702731,0.004006137038036179,0.0648854194766657
11,0.07333896425776126,0.0019414296895382402,0.10575743542916752,0.01904089486042258,0.033401904513435804,0.0672060396556224,0.007166514479520051,0.11229787372815005,0.005007174536916293,0.011247912861987983,0.004880185233498621,0.0726365770936605
12,0.049996848408446225,0.0033127954617081868,0.07313701544279856,0.027271430822565383,0.0354133312322722,0.05472502363693662,0.005084620233217806,0.08628104317680434,0.006981878348566073,0.010336747557516634,0.005455011030570486,0.06408509297195077
13,0.06210383516931855,0.003947062423500635,0.08536056711546315,0.02476927784577716,0.0341746226030191,0.06300101999184023,0.007653916768665916,0.0881394328845369,0.008860873113015165,0.01096511627906983,0.0061626886984904395,0.06666024071807436
14,0.03921032064128248,0.0011078156312625276,0.045831262525049946,0.00983416833667341,0.02089128256513015,0.04210440881763518,0.004326853707414859,0.0552290581162324,0.00427895791583168,0.009185571142284625,0.007549599198396855,0.04737474949899793
15,0.04928398791540785,0.0010143504531722031,0.05653804758308149,0.016746884441087583,0.03176604984894263,0.057191182024169,0.005063727341389737,0.07412112915407848,0.003971393504531762,0.01156004531722066,0.005667201661631464,0.06630655211480359
16,0.048227239884393,0.0010870664739884384,0.055895502167630055,0.02481231936416183,0.025388638005780312,0.054108291184970986,0.006197976878612767,0.062063854768786036,0.0020820989884393184,0.01155879696531799,0.005350794797687897,0.05276192196531789
17,0.08060470545977008,0.0032873563218391087,0.0917165050287355,0.019440732758620648,0.02781573275862062,0.09103663793103431,0.004179238505747161,0.10788927801724145,0.004308099856321876,0.015887571839080503,0.007048491379310401,0.08845159841954026
18,0.05807167908811916,0.0007767426567295085,0.0677644673388863,0.020640837352038578,0.0281790881192459,0.0693944541867601,0.00475646646207807,0.06977301622095566,0.0021236299868478783,0.018219969311705362,0.0072506576063130455,0.06034228408592717
19,0.04949565028273159,0.0009580252283601547,0.05898999565028268,0.026713027403218816,0.02766866028708138,0.05093845150065248,0.006319051761635527,0.05842279251848625,0.0024508481948673404,0.018660504567203133,0.005983036102653347,0.04812048716833403
20,0.053547677492446995,0.0008190143504531721,0.05918400679758297,0.02403389350453174,0.020835347432024108,0.06542050604229613,0.005279645015105757,0.0697813444108761,0.002899263595166175,0.012676265105740254,0.0066773036253777,0.05720751510574008
