,ndev,entrophy,nuc,fix,sexp,ld,ns,age,rexp
0,0.01444803113553114,0.016085222069597074,0.09457400412087913,0.0002919814560439563,0.05994642857142859,0.10325223214285707,7.812500000000004e-06,0.024910714285714255,0.006371279761904767
1,0.14113951200314825,0.04439681227863039,0.06198445493900032,0.07728661944116481,0.19041070444706823,0.035297245179063345,4.300608881868948e-18,0.06803597009051561,0.06178626524990164
2,0.023992239078522267,0.07752153392330378,0.07701059839865151,0.06684926253687311,0.04032772159011102,0.09647864868661332,0.005572088776513558,0.05964204944514684,0.02368578452029782
3,0.015065684523809525,0.03061228174603173,0.050910942460317486,0.007661339285714279,0.04238844246031747,0.04151412698412697,0.0016929761904761911,0.030071269841269812,0.012956805555555548
4,0.029088172667440935,0.061863917924893576,0.07569206107239643,0.04648234852884243,0.05028922280294233,0.0785964116337592,0.000356271777003485,0.02672885210994967,0.02404211430507162
5,0.006529488641764085,0.02765117384279061,0.039307290181541665,0.03971716091626275,0.05276352057789186,0.0740743988214048,5.821689953426478e-05,0.049683608972531136,0.010800731869594146
6,0.023383173133974127,0.05268863686450018,0.0431826272694909,0.02438929291901881,0.0359770465680042,0.03397243553882927,0.0,0.06036125379308004,0.009904388953872753
7,0.010199882422104659,0.09432686654908871,0.25176366843033493,0.06634332745443859,0.01637272192827748,0.08477366255144031,0.0,0.08380364491475606,0.016696061140505578
8,0.0032407131948989512,0.025019337180936522,0.024368814581226073,0.0028896689871283792,0.05395370976378888,0.06092302810336964,0.0,0.03498145613930704,0.017522460879395487
9,0.009907214706902515,0.05149026311877506,0.04995973935880282,0.017619914771319554,0.10216726128536745,0.09255487835092412,0.0,0.06788129924186116,0.0914467816262822
10,0.007489320007838466,0.10888928081520671,0.06933294140701543,0.08385655496766606,0.14793885949441496,0.12931452087007636,0.001820105820105821,0.08085596707818929,0.05807524985302764
11,0.001612127203822703,0.17734289009721527,0.039744933267424634,0.032038556599110216,0.03329741308288022,0.016555940023068053,0.0,0.23648706541440104,0.06818190805734055
12,0.005283760734614547,0.07251194938616845,0.10423831340116227,0.03609681481922217,0.006477459788580153,0.08607747763828567,0.0,0.052727286249776864,0.24847013149283048
13,0.0009635395157280821,0.01792568947451102,0.07339832508182674,0.004320177889201459,0.0012784571707130641,0.04698637813115929,1.441381912762428e-05,0.05959652643154324,0.03956115589112221
14,0.002372853903466155,0.019713718820861686,0.06586896663427276,0.017372246517654677,0.0013038548752834463,0.048518990929705234,0.0006934321347586656,0.05351676384839651,0.022140225137674118
15,0.0,0.002604166666666667,0.002604166666666667,0.0,1.6263032587282567e-19,0.0078125,0.0,0.002604166666666667,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.00785732636021642,0.08415978530140375,0.09284895403248006,0.0042549087072208495,0.30387386457473164,0.06332633727864939,0.00016127626387742275,0.042602876410679835,0.04673038810900085
18,0.0023923466072588977,0.05400039450478049,0.04336069340016711,0.002739858906525574,0.08471161700547665,0.13855720319316808,0.004794184535412609,0.03438441009932241,0.023474496426250806
19,0.008370945479641142,0.038707671957671955,0.12024641515221235,0.0011043056514070996,0.0647158385093167,0.18193167701863353,0.003138467142090334,0.06352256345372286,0.01460139176443525
20,0.006747278911564618,0.02357091836734694,0.18457534013605445,0.012482936507936512,0.07497817460317457,0.08287630385487528,0.0036967970521541915,0.10157885487528341,0.03019277210884353
21,0.0007284065141208042,0.039848330241187405,0.011048151583865863,0.002121298014155155,0.02478073249501821,0.14363863121005965,0.008632515632515629,0.11386837765409191,0.013930031608603026
22,0.2161427495291899,0.3081788808178642,0.00046034436373419756,0.012878746300780232,0.006948829701372078,0.012896690879741745,0.08504939467312335,0.02816211998923862,0.03002507398439605
23,0.06828176506413926,0.14962833542689644,0.0750953618057933,0.012347969243652689,0.10683247687564233,0.0980808400898329,0.023654838034334442,0.15388614822427796,0.13688295078223145
24,0.09311598767086578,0.10695704904851261,0.12299254742547437,0.02346601298430566,0.10128116531165297,0.15065669019327543,0.04774002352660887,0.13098202001250758,0.11814819530063436
25,0.018482278756251354,0.07720906718851935,0.0975247789374501,0.016061589475973033,0.10757376603609504,0.0932701221279988,0.009470120316010727,0.08903437341451048,0.03784989490468942
26,0.020072984626921638,0.0806998562679667,0.09452807149106342,0.024765198100237494,0.06397552180977394,0.1872143107111608,0.05848230846144228,0.07549244469441305,0.04737679040119978
27,0.006148984990821714,0.09253835438937469,0.04655126336248782,0.023190843321455525,0.041200475110679126,0.27036828096317894,0.023846393478026088,0.010211656408595195,0.00833564949789441
28,0.02868885081707953,0.2255656592280205,0.04504111755403265,0.012106022667369518,0.07334001054296257,0.1345974272242725,0.02759427897850409,0.03572373777309196,0.061787778949218046
29,0.023767224838653466,0.13687389891854207,0.07305413832199545,0.02277218515611373,0.0989935679399966,0.14996289028431858,0.00321879905808477,0.07705618785975944,0.06232685766614344
30,0.03068789842981214,0.05790188465323231,0.09995389979891332,0.021476650408591078,0.12349720831728925,0.09611709023231937,0.019319374919779215,0.08302909339836566,0.04133399649167848
31,0.03603175452907795,0.08864998640426902,0.0962038509907889,0.03998393154549474,0.0623371656299922,0.11460210393936307,0.05051376567757726,0.06786360082933958,0.1043197885863839
32,0.024510579733901538,0.17136338551484875,0.09026040898287033,0.03859716416687153,0.06595267464415489,0.09088737261973068,0.0754986749719968,0.09721399885255293,0.09046052919159629
33,0.025959874371204394,0.10319232022310842,0.12514879974978504,0.08572242421872962,0.07342447285427586,0.11318624729585308,0.07290278103578593,0.06406288607396983,0.06985561159329638
34,0.016922340197340218,0.11986884384384361,0.11362101565851576,0.0567423262548262,0.06283742492492489,0.11828612183612197,0.05578594487344498,0.07366817353067355,0.09592981016731007
35,0.012960527617069683,0.04340146120753597,0.04902049646442169,0.004239405627256089,0.05114338871581867,0.19220468031449356,0.0026388518024032083,0.029425035850269506,0.010990382238045786
36,0.01777651672914063,0.04616515109445138,0.046810449349807964,0.00570677726873062,0.05813773196353375,0.160558332176408,0.0022716576426488953,0.049677321949187773,0.03793424036281173
37,0.027529904476760764,0.06880689810854489,0.07606473956848223,0.016736907138104728,0.06948392500712854,0.07198303393213551,0.007311317840509475,0.06155417735956669,0.03236913078604703
38,0.04027524775342235,0.17251622994876956,0.002598576467624092,0.02921675275048287,0.0674046779205509,0.19301730074745926,0.08298811623414791,0.00972711430251111,0.006112223901906449
39,0.06932596838461033,0.14149261055588236,0.09597726827356458,0.03332416389052192,0.06247792148409432,0.09508507250636883,0.04649552550787122,0.11448880560454644,0.06507851590567641
40,0.032921106326691464,0.051740536699313285,0.09464482719801856,0.05007358859619497,0.07662335359675798,0.10611795001688616,0.08333568332770458,0.0693015521220308,0.08185895812225588
41,0.04447413793103451,0.06438780180015811,0.1077560664112389,0.0311649029982363,0.10387178434592209,0.09505975187009678,0.02535565286139998,0.07777576324271723,0.10174665511159768
42,0.04769096688854757,0.0799142345110087,0.10366020225294408,0.03565270310633213,0.07698313492063508,0.10482282599419694,0.05325829919781531,0.1295965395118621,0.07997701186209248
43,0.01715282328527741,0.15247133937672921,0.05433633682830932,0.023375819134993474,0.16620140709188883,0.14017557703509545,0.01296104558031162,0.04515913972622693,0.0344198066841416
44,0.01519217923280421,0.140831109457672,0.05407577711640204,0.015515104166666701,0.1117163359788361,0.12972974537037055,0.019757581018518475,0.07329613095238095,0.03442821593915338
45,0.053988631762228734,0.05292685050210562,0.07050845278587614,0.02796126903142212,0.07607254211208299,0.10357737082928406,0.06911772149335917,0.16279698129251724,0.07402981252024635
46,0.029428347307915374,0.08396922955228601,0.08238604123820069,0.034125678953752084,0.06159870537362241,0.12522702104097438,0.01756776353952434,0.075186415651532,0.03267764857881136
47,0.03058243591900841,0.04799936900555281,0.0785749621403333,0.01866600762802174,0.06136809411632724,0.10682154074821908,0.009639814347411534,0.07247090414493235,0.011060505356441765
48,0.00869727552712629,0.12465169391139533,0.02073443496801708,0.003448152096659553,0.031240227434257268,0.16383866382373846,0.08361664297559819,0.0024431532812129804,0.0034191897654584236
49,0.014355365663647862,0.022728576297594734,0.0482927500243451,0.013049530139254086,0.0482333357678449,0.03179159363131755,0.007356887233420984,0.06369174213652741,0.016190135358847
50,0.01087933568489125,0.018181470792581915,0.058325570520014906,0.025556597723264393,0.04038076532520977,0.03202697611030941,0.008061354283576499,0.05987010314788094,0.0160216049382716
51,0.018930955715619598,0.05821853741496601,0.05644461117780446,0.04598732826463923,0.08312413298652797,0.09176705682272908,0.015848656129118312,0.07530980725623582,0.04134647192210219
52,0.03567578456318915,0.0833393008602933,0.06749827335514359,0.02676538834363259,0.05656100811826002,0.04880596449775845,0.035392523930691866,0.08072600872410039,0.05303700169635285
53,0.007155893832943003,0.02345856102003643,0.05515227686703098,0.032300351288056195,0.035235441061670564,0.04845565964090554,0.02664803538901899,0.08684411917772576,0.04334971376528754
54,0.0348547192083584,0.0667078435804702,0.11125350361663647,0.017952958609604178,0.03546768886879646,0.12487780038175614,0.023202506530038178,0.09694487140847896,0.09550061533052043
55,0.02523329274891778,0.15487581168831188,0.1342141504329003,0.00228287337662338,0.02035119047619048,0.18459246482683989,0.030897456709956726,1.6349275941912096e-18,0.0008609307359307359
56,0.03911580882352937,0.050952439309056956,0.11042889239028945,0.03338098155929039,0.05215414915966389,0.08337836523498293,0.04460547969187681,0.08511871693121698,0.09749094498910682
57,0.02589364023510368,0.07157244923098575,0.1012472547777429,0.03638583570900641,0.07585983528666455,0.11096409214092154,0.06060377292084619,0.08255488684756977,0.05145156266497736
58,0.03002738585145995,0.059284950029394434,0.09065923966294337,0.02103900646678425,0.06919304330785825,0.056276729374877564,0.025034430727023327,0.10011611796982164,0.05369196551048404
59,0.010880318278514161,0.04487898870888563,0.049241449844542554,0.006136035427916874,0.08408174807723758,0.05363162739322534,0.007029342578955976,0.04992307928325965,0.01892572819505811
60,0.028967755585646647,0.06314761528624091,0.03572331302189126,0.0025198224629504233,0.07296126720830515,0.14557693899044613,0.017347936884074346,0.034816388324682195,0.03788729970661244
61,0.04879925108526347,0.01881306127182949,0.06457340855618501,0.01011563442356762,0.05016446300162386,0.0858550220366505,0.06741947509692821,0.06808059946316754,0.08053312953573892
62,0.06835537918871261,0.08037196702474485,0.06770917508417507,0.014961813906258387,0.054477392977392895,0.08484915958527055,0.062437369729036366,0.07006482817593918,0.061401408262519205
