,age,entrophy,fix,ld,ndev,rexp,sexp
0,0.018164476800170085,0.009214527858592978,0.0,-0.037923414525704205,0.07877791176786965,0.05025140049727502,0.010696453660570917
1,0.028657117713515104,0.015162705191035427,0.0,-0.059190422286327427,0.0823271582842158,0.06273802353798996,-0.011986378029821701
2,0.013889374290997162,-0.0052737881225730695,0.0,-0.052976091942567874,0.09210421642399566,0.07744505858950727,-0.015537103457123072
3,0.03184207692535059,-0.0007170940899945715,0.0,-0.06470960127181472,0.0917436690696805,0.054324212316428006,-0.009829828757629605
4,0.0253268457074216,-0.0020083528767018224,0.0,0.1904988223374096,0.13629031198360816,0.04869409437893053,0.005471818814296693
5,0.028554270842019606,-0.00019856277792467384,0.0,-0.05204114443648777,0.09300900361660548,0.053600250373201895,-0.0017939918368806798
6,-0.017302176908795965,0.002405394211056664,0.0,-0.05187184804852117,0.22006785097901507,-0.1823928573659521,0.00028011575497864356
7,0.03220972205487709,0.02938104208976175,0.0,0.1806800068229778,0.1342269753901214,0.03244455506575682,-0.01183611331466119
8,0.013926332961092965,0.0005640294046185058,0.0,-0.05665963018170089,0.09092090422662705,0.0610211206169998,0.0015394449603323014
9,0.01701288432742972,-0.0011972193979941758,0.0,-0.05388036078857379,0.09937896480063038,0.05582884845871529,-0.0034439389210414286
10,0.02494090997719592,-0.003167738614622588,0.0,-0.07171421215415903,0.09709349425203825,0.07274138620509134,-0.01960133294314352
11,0.014910061792445788,-0.007739890552964102,0.0,-0.07662605235292398,0.012830942134780574,-0.18527986146405043,0.0038446184663126597
12,-0.024378026281861958,-0.015849910012951742,0.0,0.17769608870016848,0.14556021857439727,-0.1767721716147178,-0.010622136482859047
13,0.033351212678718,-0.005625420994689034,0.0,0.19499815055861197,0.12641582178522234,0.07054552545527085,0.005226535964027131
14,0.03540527734941713,0.005301562101523733,0.0,0.19017281690357668,0.12105427564419875,0.06406770024200818,0.01605883209215908
15,0.035322803167855694,0.006305408551916699,0.0,-0.0739335518134991,0.08792567507900073,0.07315898441867698,-0.01644605013329735
16,0.029375315575933852,-0.0036130483957433996,0.0,-0.051324518383398576,0.08238963211435864,0.057042183707220924,0.014391969490372775
17,0.016833940274441673,0.004910745184801882,0.0,-0.05413288613413465,0.09031592353593329,0.05712521605908201,-0.001890150173726916
18,0.018547041504961677,0.0005621506263193852,0.0,0.1581101787560943,0.15443796450932054,0.06546315564207311,-0.007161005434982719
19,0.03282179812875787,0.014921191417493582,0.0,0.19396944424756954,0.12409867946774993,0.07947562158775191,-0.018842531511253924
20,0.029666630144455607,0.016467901297004962,0.0,0.16574935634822535,0.1394288080997103,0.04191766230492238,0.010098260301350453
21,-0.02231984626427613,-0.00018209458259810297,0.0,-0.06623499682986167,-0.5397759173454048,0.06324726135227492,-0.0040170839575468555
22,0.031041069024319426,-0.006072029620535465,0.0,-0.0558013636500421,0.08409056402169454,0.07058767545349649,0.004188040734394583
23,-0.029600362322333817,-0.008713971040674073,0.0,-0.04346019274854089,0.024072362795947697,-0.1824427697054697,-0.02037874551782332
24,-0.022657083566454555,-0.0030415043099290425,0.0,-0.06255941048963012,0.022392777083190367,-0.19264577521540077,0.008861119895154125
25,-0.01992225821338372,-2.980826543926687e-05,0.0,-0.05302755057113632,-0.5393364795735885,0.06036351772683822,-0.0012746267884302344
26,0.02327039091515583,-0.006943742579658084,0.0,-0.0654746622721887,0.09859210495292793,0.05175495492611842,-0.0022134053095958493
27,0.027533467108675613,0.0005533766979695855,0.0,0.1683937247240585,0.1385091047420288,0.0701517989416605,0.0011669070968843797
28,-0.026203648792867972,-0.012375126067370295,0.0,-0.04771743024848059,0.0248345242920237,-0.19142337495066264,-0.010106945784327451
29,0.011135721483650192,0.010881200101482818,0.0,0.18300701137019562,0.13652350964021417,0.04628460520713233,0.01038510146363029
30,0.013767773127462413,-0.008703528532863282,0.0,-0.029099686670273732,0.07345218742289725,0.07851958003329879,0.002248302078529933
31,0.04500859658084664,-0.005532243489617136,0.0,0.17261075809628704,0.14594868486458584,0.04583827965962865,-0.006133601903892304
32,0.019952553333304836,-0.014883728023927343,0.0,-0.06634055355322861,0.09957719004193058,0.052819059534965344,0.014423352834077724
33,0.016493495690631552,-0.0018932471214212238,0.0,-0.0529747213528604,0.08416414550408176,0.08306500572400607,0.003517328003287555
