,age,entrophy,fix,ld,ndev,ns,nuc,rexp,sexp
0,0.0869154868573951,0.011297008957708705,0.00956537139906786,-0.04746427457106534,0.023256059043934265,0.0,0.05729593565006673,0.05959209958255298,-0.08804157813114992
1,-0.09360362328266546,-0.07323658086765648,0.026912201731540197,0.058930260775285986,-0.030599816888514274,0.0,0.0954279587954608,-0.01364712079248248,-0.09303994451527345
2,0.09484108591926854,0.1045253151217954,-0.02355738007143598,-0.038411818283518376,0.02296753494543925,0.0,0.05905104008166379,0.04847836942959569,-0.10319708248436808
3,0.08210963923358126,-0.05143595940295308,0.00753671548103221,0.055166062969344516,0.04732407315997053,0.0,0.053367832981611844,0.052298515564387964,-0.09149565571925457
4,0.08975974787103003,0.11136881311613243,-0.026152847215686073,-0.05606436279912323,0.04608415563630161,0.0,0.07474797261177572,0.059915474571392714,-0.08851588066429895
5,0.0769266537630599,0.008835485112331086,0.026001181212253293,-0.04508602694033,0.03162596616320193,0.0,0.06719260206034698,-0.08561551593905359,-0.08985052414537245
6,-0.09993309888239982,-0.07410936674837378,0.00729352409222112,-0.017515040019222338,-0.0360280930364056,0.0,0.058721360325776385,-0.0034820786235916254,-0.09132064247337056
7,0.08702516815463031,-0.0696371920729516,0.02450553117648637,-0.05051094243443474,0.008231876109642445,0.0,-0.22503399402832686,0.05828177813104831,-0.09254858048441451
8,0.08466169233124055,0.10796715408788071,-0.016205402786446596,0.06542289229924499,0.025957313428824777,0.0,0.07289292461081968,0.05119541058598575,-0.08966727349214694
9,0.07852596820118223,-0.06859484393877949,-0.02285765968611709,0.05497279424403365,0.030979772873701565,0.0,0.05691324119963834,0.06046611514500564,-0.09671125383716159
10,0.08884604744487684,0.10294458921890383,-0.011762494779043885,-0.04089378571785558,0.053780393532175085,0.0,0.054966972119944654,0.05592885855539556,-0.0972881073791886
11,-0.07449378481909477,-0.07816121512301945,-0.022031320633825787,0.043761267789626794,-0.06222693698250169,0.0,0.09026715671183444,-0.010872044812890893,-0.08665651863750516
