,entrophy,exp,fix,la,ld,lt,ndev,ns,nuc,rexp
0,0.028221731301225645,-0.147463889846541,0.03234775384135238,0.22421643745283323,-0.005836403305888003,0.08333711781657824,-0.01049824699845919,-0.0078041247593416355,-0.038220655897749325,0.036984383810047185
1,-0.024510230013907973,-0.12297739977261982,0.026184846205086442,0.233275711996516,-0.004570551970468299,0.03849921202782328,0.003941013228993146,-0.0006922746292388589,0.01305748850288568,0.029195321122694993
2,-0.02800885983979366,-0.143083753101576,0.040117451953792134,0.23117649977487628,-0.015621777071166736,-0.044719614119806295,-0.020289081347189045,-0.026185610090361692,0.02607303654161427,0.017285219607107036
3,-0.018071176248653988,0.06140321860557329,0.027957620284743422,0.12579385085445802,-0.07552099004826529,0.03348682764983255,0.003211916061590764,-0.01817682011886145,0.047761580666121434,-0.05627325209291271
4,-0.030009646986365157,-0.1416618973783059,0.005035863991865348,0.1303900859008456,0.08262018023994439,-0.05674950216032978,0.002847894964053333,0.018003267980806353,-0.0345284425005731,-0.04565753175639371
5,-0.01919832115835312,-0.1292879874233514,-0.022444206009170825,0.22262448115181446,-0.0032051794269966215,-0.03183873866929263,-0.025828428467945093,0.0009618861341188498,0.02834376817682419,-0.04270208131981339
6,0.012363758073396392,0.04542715499029934,0.0033694834159187395,0.2426012997051262,-0.01513573092549077,-0.03671259950054946,-0.00019832108545485527,-0.02189945323230681,-0.043923476915736004,0.025377069754790985
7,0.018749345243019945,0.06006277292836248,-0.004569432984031908,0.24152319213304071,-0.015298679103223571,0.03530633292744071,-0.012017482560295424,0.00018515045743938314,-0.032955111478621235,0.030459694429710495
8,0.04100673368230871,0.03794659403600273,-0.006868165274221332,0.2355487545819285,-0.057181590851434205,-0.06641694478441737,0.013571356420788308,0.025274842848113186,0.023877375406378874,0.00949047910369668
9,0.007687169120092455,0.0346507112159926,0.03741845452785026,0.24224146807561617,-0.03443313844121681,-0.0577847194315802,0.005970709535908753,0.01603858363590418,0.014060573691772977,0.015309359201928972
10,-0.02910220106522488,0.051912002392377574,0.021068613095711085,0.1477093883575491,0.09429564700151015,0.07137030724438141,0.015035503564993074,0.034416215531171815,0.026539442180538126,0.017655785663853927
11,0.003944405950046243,0.03600768708373175,0.006695041258163969,0.1407562967840751,0.08562622947618989,-0.0704305704047179,0.009129511738202508,0.006671808341437878,-0.035242335692316745,0.022001174643560082
12,-0.010764657137099133,-0.1432535827648283,0.047160906720803114,0.12958508153564594,0.07690605336830662,-0.045517843754285005,0.024370865662660158,-0.004007806156171991,-0.04055970592011624,-0.07916705712216601
13,-0.01798014520662871,-0.13360610845294518,0.003353669513886929,-0.5947183730863895,-0.0028391742536566086,-0.050673704006872516,-0.011518123991105467,0.0022985638298198725,-0.036401038354687304,-0.05080777956729739
14,-0.032408902685900146,0.04201149729271201,0.019859427624580577,-0.5952481825529337,-0.07096822595550228,0.05319339876367448,0.024469113631101085,-0.0014564911111079185,-0.02745678255174207,-0.059725767293825296
15,0.0171254094466449,0.024054136673762626,0.017776642874830967,0.146803631621986,0.0673693411595958,-0.0698222405162307,0.022272493985107087,0.00205456165024148,-0.04289319997287271,0.01503907818358119
16,0.026040652292544517,0.0538660991243041,-0.02991324161253164,0.1540427396877151,0.09534849808591188,0.07813382454071081,0.008496760993738086,-0.007871681791989528,-0.03372960671632418,0.021863850177291973
17,0.002681839360349281,-0.12950533295733715,-0.015880638730753762,-0.5894684878911953,-0.058012422460637286,-0.05327512440088527,0.006529229702677424,-0.018335050567980883,0.013077921898937672,0.018041914946264954
18,0.005124383842269143,0.0411738273015557,-0.02153989587833805,0.13200983037009345,-0.0037047038297998063,0.036628200936336,0.0190007983841638,-0.002445050638198155,-0.031215359778396123,0.03038380070069454
19,0.033021445411638914,0.03788416037984814,-0.002366140997147023,0.13916882458961483,0.08727592804162579,0.04960639661577409,-0.01226738492595073,0.0036447128158588454,-0.005533994066832688,-0.0011985719629259224
20,-0.01643887873850505,0.0449832469308159,-0.00010768489882762467,-0.5901448831468168,-0.07350720683547936,0.04468491037008748,0.003970661763729958,-0.007101621305380671,-0.03228731834463034,-0.061964313828706985
