,age,entrophy,fix,ld,ndev,rexp,sexp
0,0.05752873186652707,-0.14377346163813268,0.0,0.09213847098483542,0.1850229846668584,-0.019226814046628883,0.16397159035692704
1,0.09532299475167552,-0.00447518633697096,0.0,-0.09543431055760683,0.23423920720982452,-0.01115714096412612,0.14617535390537334
2,0.07480318624976451,-0.14718741296799895,0.0,-0.1017987784984446,0.2279744167651997,0.006029081662834698,0.1860247452798914
3,0.09602510231840812,0.17746103869839372,0.0,0.08163734399898809,0.09835323157285654,-0.018926078815029345,0.15566820701428433
4,0.0810628368412458,0.18908066178602326,0.0,0.2986516217952219,0.019280078184553198,0.011394468097005965,0.1197343316515019
5,0.06989032176008307,0.1892106602950733,0.0,0.10785367454045049,0.09399961914830873,-0.0012133278403667891,0.12394456342583862
6,-0.057532025507929456,0.1837987120357518,0.0,0.09975663721069546,0.10870976705899534,0.0752055357014307,0.15530326664931002
7,0.08721615691331758,-0.03700741458544143,0.0,0.2993490383495696,0.16390618459661174,-0.014470814354661922,-0.019007591043838645
8,-0.016408308356445644,0.1797471075437707,0.0,0.08345750213688607,0.09353101755506946,0.07293832761847226,0.17896707513634644
9,0.07785331395786757,0.18695869939645296,0.0,-0.11982408054452064,0.1695482488892041,-0.006236992369534016,0.17153284016082004
10,0.10406693356677689,0.17917196963219642,0.0,0.05700660563860315,0.08154085576216757,0.0476464084039601,0.15361434110977562
11,-0.038270195243784916,-0.11881556679416105,0.0,0.08119667743519166,0.18696365394945957,0.07284543203988622,0.15040681925812674
12,-0.01426049875903844,-0.13122727661019,0.0,0.322210173709762,0.11141490068307087,0.05908360515819477,0.15210012501114833
13,0.0952390037519219,-0.015223336788926558,0.0,0.30528912170684946,0.0771675437826099,-0.005435675611240046,0.1602066850230981
14,-0.0268986672933657,0.18460521358537402,0.0,0.3082792366740709,0.03542778484417984,0.0544234664677049,0.1451898211872962
15,0.07533655108271488,-0.1425589505437394,0.0,-0.27173107345614295,0.0652261121286478,-0.0068842065431071785,0.15337994709714634
16,0.07595848279438357,0.17413292991495075,0.0,0.07127721950857956,0.09770941265494629,-0.01728725546116968,0.17149924617804665
17,0.06975155262208882,0.17828370083865017,0.0,0.0755410879352907,0.08472759826273199,0.004469599497148734,0.16334061646411852
18,-0.016362111266743796,0.18545583101686497,0.0,0.32147699718584083,0.022880485306708005,0.06281405854078043,0.1370859490641662
19,0.07877525463034765,0.19396000779158853,0.0,0.30759698324718876,0.013697321922847033,-0.00757747275326695,0.1370491733094389
20,-0.046859888369754854,0.20815252127566894,0.0,0.3109816070160336,0.039167781614678696,-0.006554995313474471,0.18126332956010058
