,age,entrophy,fix,la,ld,lt,ndev,ns,nuc,rexp,sexp
0,0.012375165578068028,0.09562127756113385,0.0,0.06831017585962483,0.023761218657427117,0.020883925960534063,0.0,-0.25943214539548926,-0.011309620737476487,-0.05340858356168518,0.04672574723595983
1,-0.01849385775945256,0.08283291230904705,0.0,0.07554227903833473,0.028408734231939205,0.020460854770908473,0.0,-0.2525773243402014,-0.01739215383096641,0.014130746808316719,0.04487964870682568
2,0.009182198836857402,-0.11114833480688596,0.0,0.03713727571458836,0.02701086428246215,0.04980097318630744,0.0,-0.2660338153462851,0.0008032374007116089,-0.03723418533686488,0.04032523858029784
3,-0.015557496273913363,-0.10766279495650181,0.0,0.029868818370997436,0.018134358387278213,0.051413253193507646,0.0,-0.25885819748580957,-0.0015782225947984369,0.015308157739634039,0.0428843068198207
4,-0.017711084990067433,-0.10894222183448447,0.0,0.12004763494559552,0.028528759355745663,0.02181918976795128,0.0,-0.2561796847014261,0.0032751580215325754,0.01833918519888431,0.046046433762474775
5,0.017553459080833184,-0.107002120108978,0.0,0.1152092050143317,0.032501834315624416,0.022956634695082294,0.0,-0.255053541859785,0.01718891086821382,-0.04046914235936541,0.036976320634245115
6,-0.010192058904044251,-0.11444601955882992,0.0,0.04084562021820147,0.02161387386629256,0.049197109495938154,0.0,-0.2601484139562963,0.0055244991125921366,-0.04119024989230075,0.043531193987577585
7,-0.01640597001233746,-0.10633258691588382,0.0,0.12338563282344908,0.036078451858908935,0.018525231627290303,0.0,-0.258634401065732,0.00646263345571397,0.014752689323758877,0.0629047162125615
8,0.0111151553872846,-0.11033633574706002,0.0,0.11792948497911569,0.028768903846828574,0.01978003108684786,0.0,-0.2637938795184899,0.010926575265758227,0.01820122854364353,0.05496540158153284
9,0.015992745824429423,-0.1173666866267897,0.0,0.11976895809086371,0.02357199022776019,0.015383325750647091,0.0,-0.2573302980316478,0.016245090239478212,-0.04420050331210778,0.041113480304660326
10,-0.014803790137010886,-0.10971744832335026,0.0,0.1180745147797669,0.029222689960790374,0.023821678495788628,0.0,-0.2620913244083591,-0.0015520162500019916,0.01723256310193856,0.03824643161516671
11,-0.01411040288050546,-0.11240054542596244,0.0,0.07454982804627042,0.03819378083512628,0.048615005651987946,0.0,-0.25536855916799717,-0.0032173416935461743,0.015450521495325779,0.0378861335401527
