,entrophy,exp,fix,la,ld,lt,ndev,ns,nuc,rexp
0,0.1207693806960978,-0.1005911969240899,0.07853046426459016,0.12351778619507792,-0.023282668738478524,0.028292248729774185,0.004235605024153958,0.009526690807431933,0.0358074458868519,-0.07477035813625979
1,-0.19489847620591494,-0.09375380309636343,0.07661587464668172,0.12758060278439773,-0.016103538565855745,-0.01409056920116764,0.011963811805634885,0.007596957751432653,-0.0012662111516905242,0.00475553766605634
2,-0.184277241914592,-0.0978187521469645,0.076445152240893,0.1248893131815433,-0.013619119891310079,-0.023874294464957105,-0.0034438622570263132,0.0101639590293701,-0.0015759978838379705,0.010657333283912145
3,-0.19173235019736637,0.006307375676747715,0.08102603065128335,-0.23518001128631183,-0.014677355944136468,-0.008220636301611763,0.005137479259561822,0.0023572093455495563,0.030066359719819878,-0.041198740907076474
4,-0.18651317735636871,-0.0990864826078099,0.07897551717710433,0.04241282510823007,0.02825374704881262,-0.02893328814888429,-0.006297449446044631,0.020491366070387842,0.02844731099672271,-0.03570894973992279
5,-0.19918154213150457,-0.09331901061503646,-0.07340244474387285,0.11545904919741286,-0.015023360052728479,-0.03305970678834675,-7.647227222710876e-05,0.01134395525386747,-0.010578875715236477,-0.03785521367874514
6,0.06455064102190991,0.004357919170831858,0.08502170662437372,0.05052764298740493,0.02091934246319639,-0.035627987814175116,-0.002693735886402524,-0.00025151898971635336,0.04123790577459834,0.10632078102500389
7,0.10790475185863384,-0.0036083105519597236,-0.06862919137796455,0.10899361975828464,0.027905144831604403,0.03431337558390814,-0.0009752242961299882,0.013242759038073012,0.03307831490458507,0.009086870764901785
8,0.11967676226776129,-0.008468263176098258,0.08215188554709278,0.11927625795951736,-0.00985875521907341,0.0036515375549074215,0.0071993142535131515,0.0010470480471939311,-0.021243087054775307,-0.0737489730220645
9,0.11058051231221741,0.0034623993119694734,0.07431519846066482,0.12980871131629085,-0.01634036657069218,0.010524676790584267,0.008025859262454246,0.016287752999297352,-0.02582463217971677,-0.07035343200588352
10,-0.18934074694510517,0.0023969296006552247,0.08460479833062703,0.04520684842657088,0.02024817733952375,0.021238256990388744,-0.00042093798820794833,0.009574880035958107,-0.008639471030307886,0.009907299526693702
11,0.06563028818162941,0.0020680350108239743,0.07108198277577911,0.04561808570003109,0.027438562854065013,-0.0014051249151278808,-0.005185059485193378,0.016858395750615894,0.025001948570642196,0.0072646492523092045
12,0.04622682304225394,-0.09291047009811132,0.07229726996673888,0.04101222127232831,0.03482570498457379,-0.019792167483482184,0.004222198849923338,0.015489798714670855,0.03419883794997382,-0.025677191459156097
13,-0.19159243235578774,-0.095586910465601,-0.074494157251388,-0.230937777324602,0.020167032924328955,-0.02451750542181455,-0.013805564379827108,0.01338908441521606,0.02996441120147537,-0.03326524561658676
14,-0.19249865156805027,0.002643967009737875,0.08002234290497723,-0.22774939226047286,-0.013714915231040714,-0.012797930563125153,-0.01025434322774721,0.00647985324010858,0.030042631642247318,-0.034575307018481036
15,0.10055990460169043,0.0006143614709891601,0.07930522149851675,0.049407764897719184,0.025837516390324698,-0.002699874669094401,0.015967652673670302,0.01198805580991543,0.0353291678246859,0.009579604354543645
16,0.10532366582054903,0.0012436374206681792,-0.07306576316010259,0.05158571494624903,0.03008639902712445,0.0263101113605254,-0.0041404713807689925,-0.0012611975673183103,0.027369797548131056,-0.0014233129722156553
17,0.06626617639580329,-0.09722788763188933,-0.07394815929730643,-0.22423345778201145,-0.008010304242502864,0.0005401337930754813,-0.02166805059495594,0.002489455130487672,0.03310883566896951,0.015165591082687427
18,0.03622691915244148,-0.003366286584453852,-0.07422902666023233,-0.22459255588114763,0.016796787678014024,0.026072431463824295,-0.008379111501176892,-0.010673158999591089,0.030033002202245317,0.10759606124089498
19,0.06887207695997768,-0.0021015745251870047,-0.07018174416433187,0.040908335212818586,0.02347075546665795,-0.004342134825111529,-5.196689225278722e-05,0.013552095197271442,-0.006798816097073754,0.010350391447175963
20,-0.1936822906207505,-0.0013175702372750008,0.07472883492268372,-0.23621205393756592,-0.01703246759940994,-0.006987256493146593,0.004462400156043194,0.00944702068764333,0.03765914447813959,-0.035245210743919474
21,0.11295191061650471,-0.0019392063165489404,0.06590719465221807,0.05045367092140359,0.029228129598716977,-0.005364541512966173,-0.0034232010182899428,-0.011551999818831614,0.035340566258671914,0.00402796838962987
22,0.11265849047371122,0.004240287974601527,0.06844021057773433,0.13556207972372253,-0.022666814605418813,0.01026154857777525,0.0028120969887962515,-0.0025520596517963016,-0.021921833626410002,-0.07538903978201195
