,age,entrophy,fix,la,lt,ndev,ns,nuc,sexp
0,0.5882538518444912,0.056739098598752154,0.03311498792183128,0.0326480035352321,-0.0025104582754043193,-0.041341560696784796,-0.04230066085577113,0.10833704305671857,-0.030500613853649154
1,-0.6132611341345356,0.05142615744876661,0.0015697300762487593,-0.06391399433088522,-0.004013151367134527,0.03184117638891245,-0.025782778386231418,-0.15212214025940574,0.041574555352069324
2,-0.615292355290293,-0.07107312435505098,0.01691554640160423,0.016533887950548012,0.06147780795510857,0.030334228859376273,0.040289232676059446,-0.15393134979448847,-0.03365536308727606
3,-0.6172064850289714,0.06474194788505709,-0.01841022018880431,-0.06951501463163898,0.15453508643984792,-0.0371503960157978,-0.035646454884298004,-0.1412596584960609,-0.029579932124804253
4,0.19765585386284468,-0.05234530313676234,-0.03489647464257852,0.005226460148682152,-0.021208784011221636,0.024119339596931366,0.03106364314281381,-0.12087274530090346,-0.018713428964613688
5,-0.6205275272815495,0.062170921402470956,0.014694780726574893,0.03432806341436942,0.15072876798220539,-0.03577684200606824,-0.013377495163794106,0.11595023964532201,-0.025739290443453137
6,-0.6144543589065513,-0.06599089894310763,0.02254227436492885,0.015449955652718015,0.15262610110990169,0.04041072065425897,-0.029344323691302288,-0.1461247470784335,-0.032695920187810305
7,-0.6133135700908298,-0.06899794517965657,0.01616049177138259,0.007821371471868621,0.15470523921945686,0.03912719476100867,0.059920794657100304,-0.14352804050361478,-0.007462366493919424
8,-0.6192067459624374,-0.0724273624163338,-0.018538088974652762,0.010667853204222675,0.004906106679781019,0.032965880375205855,0.008974878521289859,-0.1334635462936095,-0.0314843675995422
9,0.18048253948014245,-0.06990305477075007,0.008064098092671383,-0.05959820163806082,0.041646809380668094,0.03364224164893247,0.06381815298062518,-0.02317024666594031,-0.02247442471473557
10,0.1987817123986922,0.08082344522147991,0.04699523229032248,0.03601826584669881,0.01253806229925736,-0.030274292738063223,0.14696203193448795,0.12990920375861495,-0.013524024757146633
11,0.19214948138795201,0.0732544046999112,-0.026988017787152707,0.02596010310993526,-0.21566838661740975,-0.025942654834907097,-0.05566229073885595,0.12005511943085646,-0.03742982088286168
12,0.17819284207220593,-0.08161951675730116,-0.018611304053935226,0.020966825868748457,0.07265224207415873,0.04115165421949266,0.02253081935400593,-0.1359840915986024,-0.03584006873518574
13,0.18131343706015518,0.06584847050910547,0.0024863092593134686,0.035336851421875586,-0.002376015275922461,-0.05280607846283584,0.0031316145032644948,0.1191391081957507,0.05422191002895673
14,0.5882432807510711,0.0634024165041515,0.02301799808220028,0.03602206560486051,0.0009111205329369559,-0.0471668366197894,0.007137319822794869,0.11248495500959532,-0.029629061915558117
15,-0.6298482235405993,0.060515364728721446,-0.01285268732602808,-0.06339013408753341,0.148723608454257,0.030967751451268722,0.024870707275485102,0.11604315156513823,-0.03463515900551128
16,0.5863820488078005,-0.055336317860921996,0.017016817074338036,-0.06838024973746924,-0.21396411542309526,0.050302543066704355,-0.018144751580279575,-0.1444426777316136,-0.0003209986903239536
17,-0.6202231204469586,0.06281048703825197,0.02360298368506413,0.03301121247747695,-0.21284862534894372,-0.042081045679362244,-0.047192657010677735,0.11810544731617124,-0.03446070204121187
18,0.5778880773248446,0.0567369606248397,0.009451573381112102,0.039239980639024,-0.20787414434159557,-0.03528022897627748,-0.003315933357109985,0.11601539463170266,-0.005917774170558105
19,-0.6220299990299303,-0.06410397559816906,-0.017319150685929072,0.022319393655749108,0.06152816502780942,0.043639139695048734,-0.002478615053472317,-0.14117384719993992,-0.027401561766516865
20,-0.6184282744450468,0.055019445382610145,0.022106403943157254,0.040119106031887945,-0.21562933000652582,-0.0374663973986099,0.028818727158425074,0.11771667680488222,-0.030048913032918075
21,-0.6179967709215258,0.06066480916524255,0.018007958375081068,0.027197133030538504,-0.21249746762245716,-0.030545694497938498,0.036566745978288726,0.1231141997216485,-0.03172929660311911
22,0.20125286429585082,-0.05299866961811595,0.014803890337176027,-0.04519906595802562,-0.007993117346196035,0.05553967364994881,0.010836532370964509,0.1218982901773857,-0.006012682602444063
23,0.17722066316989316,0.054230851455420094,0.01786903759105695,0.023740965130889368,0.06844430693924129,0.02547225489021312,0.09890981601545085,-0.1382539280608557,-0.027497647061185508
24,0.17213532407743207,-0.053640892292713904,0.03704040571908683,-0.05091081898129538,0.014040163224123287,0.06049337987306597,-0.06717862466494441,-0.15266573311584883,-0.014000921895641675
25,0.172281493809842,0.06687904583532749,0.023519071721145632,0.048500755388948866,-0.2164885831266575,-0.03934372487525255,0.04135604819386606,0.11129201362585583,-0.012360880707438867
26,0.5831113118798421,0.06106427116594914,0.007920570002385673,0.04355483512028282,-0.005175315112045686,-0.05204427669014767,0.01984566515300546,0.11858781463529859,-0.02989501772428064
27,0.59016610821063,-0.048321568899325595,0.009117968582946594,-0.06442728268432062,-0.016178710941131037,0.02506189244942658,-0.015522700250823689,-0.13971744098525135,-0.028769890916453406
28,0.16901371712726956,0.07076400055564323,0.043940327460677595,0.04899672417672807,-0.19858961575950707,-0.027212206007158013,-0.02706988779131651,0.11088415279820678,-0.011938197992472857
29,0.5951738530269804,-0.06522659797190469,-0.014563026291967969,0.0007046368979204868,0.009402636758180543,0.038643540576642,-0.008642016026340783,-0.015408359232459489,-0.03380869632735707
30,-0.6275281818624392,-0.06623987469422779,0.014478765677329359,0.019300562958447735,0.15122479502295133,0.036027078495636536,-0.016833440339188974,-0.14293592070939135,-0.00039247079616109914
31,0.1830386716492026,-0.07397001026995381,0.0341271917752111,-0.054069466047453656,0.004206555845413862,0.047611289638350575,0.04083937229482427,-0.1363710719627052,-0.040204731526742046
32,0.5844373963211409,0.05751958650638427,0.017020280070883145,0.03467520845013614,-0.20302839554553292,-0.04526870520118405,0.0016917833357713533,0.1110614914867126,-0.003433235669611296
33,0.18773264950383356,-0.07216766846841087,0.0347514597830771,0.019704353599068726,0.16098791477174976,0.015139280538787965,0.06999838646251973,0.1366687490730896,-0.029341169151449596
34,0.18175746019972416,-0.07221056602059311,-0.010577770010996418,0.021761649954467128,0.04896798750480144,0.03227336781596905,-0.09475421442791376,-0.13988112560268762,-0.014461010868016199
35,0.18194061277250745,-0.036777265956438,0.01663388472322145,-0.04974008997500794,0.011818503215534197,0.00927692838049437,-0.13062795120431148,-0.018164385514711497,-0.03081119112950514
