,age,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp
0,0.004406321635915116,0.012744980945254987,0.11533605239052137,0.01087448247130979,0.07661048751861577,0.05131323709443314,0.04587377754987854,0.01876705305447224,-0.01701542077895604,0.008050406846889608,0.11832715774024716
1,0.009247656540778623,-0.020584839509294583,0.11711351144190406,0.013134225044882182,0.04803500786886161,0.020680796189955754,0.0877284463214157,0.01659060540726783,0.02444830136038297,0.06049103939864669,0.039697222307302805
2,-0.005408307263442406,0.0010144110350544572,-0.2341583144662315,0.01165569059154969,0.05444460275227687,-0.06060199389276046,0.09134647993267975,-0.014107345785803058,-0.15071717780768437,-0.062354536146749115,0.11196260726808631
3,0.024348863094002512,0.01427123107185311,0.1341523553152102,0.018003168503311195,0.1094399834109536,0.0404153988080691,0.09702328425582751,-0.011839347303115902,0.022077834389263664,0.030927333232333244,0.12218614565297986
4,0.014957492722088711,0.00869980386910763,-0.07229030908927617,0.023003676147055334,-0.25793426722997775,0.014836826608139887,0.28343808172354834,0.005308111048141565,0.21414134083788852,0.049803266463211364,0.05288746196201971
5,-0.006257579438369683,0.004826257486504444,0.09643557753709875,-0.003762357324058667,0.03321709160566675,0.03258761598057809,-0.006847618801492067,0.00459818182228955,0.21060578904049512,0.03233390895292999,0.1456303882881774
6,0.0016968533315070364,0.023851011768139804,0.21620077518781255,-0.015199172885742882,0.1301145641536177,0.044792739487929695,0.09389599978855216,-0.022744089913680918,-0.07786330585184406,0.02976963653142941,0.04332274635340289
7,0.00537904982783694,0.005095554068250067,0.1084089855241794,-0.010493355534786529,0.06796118600836713,0.02894357996994423,-0.0065187986576554025,0.009067534777522371,0.2033597521255209,0.02478813899528697,0.1237044223769735
8,0.01025882782926935,0.014452243678520231,0.11812762750918343,-0.0011398032290999022,0.1335918391900994,0.025353619607489095,-0.09539300116012979,-0.008012461531401331,-0.14005776508144233,0.047979401994452914,0.060495439243788175
9,-0.002284320434166413,0.015693664633512246,0.10355653111856816,-0.015312791306163233,0.051375984238427826,0.018712380768709985,-0.019098570218615298,0.018742335795483456,0.2157512348666738,0.04720980137289272,0.12784643984331298
10,0.009229108641161485,-0.008700102495877894,-0.08123616161914983,0.024363575353956377,0.14155001804921358,-0.036114768019255075,-0.11054890087245449,0.018205675712510597,-0.059145860385205674,-0.09300307945620741,0.1389961507738765
11,0.0076601750962719505,0.0019270348613945833,0.09058269231966917,-0.017956527282358276,0.07314433473398778,0.003207256645805546,0.038729194532519905,-0.0012413283568108034,0.22411700848779484,-0.08939028638223245,0.13900375319931815
12,-0.008664085963906243,0.012059267049693644,-0.10823787331902247,-0.013255238331375645,-0.2669174605917003,0.00998638751084052,0.33584397738789157,-0.00995166162173505,0.2071887076404872,0.03437060975337272,0.05728532832024901
13,0.0013107197102670285,0.017315626831191436,-0.09842395505622954,0.013142457082147214,0.11065200463010186,0.006414355665480475,-0.1998095852627,0.012351605562894049,-0.09045502091795364,-0.07920367718655552,0.14500578611594137
14,0.028205809376489362,0.02506726040511833,0.1120602324996717,0.00132344658938926,-0.3004381711015023,0.016361684446173436,-0.17194757025280144,-0.01781088078663898,0.019758382057117788,0.04827541270258041,0.012116479813463903
15,-0.006133227867243223,-0.019629269966660444,0.12437158021080984,0.0031859493467723712,0.059360627136823094,0.011505978657462192,0.00797188783217371,-0.015551680839981206,0.20440473901456999,0.031141809167390445,0.14065407805280722
16,-0.003306452887589657,-0.03991663470885585,0.11677740919042105,0.001506653918137706,0.08645156924751637,-0.007595084816597395,0.04759057908852603,0.035291118626438654,0.017501597390331036,0.04650754124738173,0.13174384522447602
17,-0.020732377804847612,0.009346199537768283,0.20189496280636388,0.008662391441278817,0.11125528674693658,-0.0032951007235206904,-0.04087934812177683,-0.006915081124978087,0.19018331063478214,0.05022455885628132,0.12373561917196073
18,0.003028617247631424,0.0028081771863953057,0.22890265826111933,0.004564999488247827,0.07394593823460745,0.01859167395227115,-0.02875113848839538,-0.024163773193394994,0.21066462415191448,0.023495284401441746,0.07205319335226933
19,-0.023501554691969524,-0.02002047431497959,-0.2316762108904056,0.029232080398551564,0.06819470262733245,-0.050267765666167856,-0.11725514178007247,0.009634779866037687,-0.14707915328023569,0.036846862490543746,0.12653071170530494
20,0.004754757091473286,0.014649672366679176,-0.08625494658996706,-0.009054204483237571,0.043797452031392146,0.004629304867869979,0.17279746142426805,0.010648194080664888,0.2048753868757789,0.04297862845506828,0.1498949799924178
21,-0.009672841984179656,-0.0021379459694706713,0.1985015629531502,0.001371921566892969,-0.2912134247183234,0.019509408383072267,0.08970520025545724,-0.005445847068788807,0.18787236337942298,0.04720556670075539,0.14881429452766332
22,0.005368408260475372,-0.019786323351688496,0.11790963253856043,-0.01697369122071394,-0.29922184850809047,0.026324198784313427,-0.2692038302642996,-0.004910502211571712,0.2157440836794868,0.017609174012363615,0.14582666270666203
23,-0.004092647911487785,0.0021631427191425604,0.19985762866461676,0.010190261700964582,0.13530680859143873,0.014582155741861504,0.052471263321265914,0.006131436575138258,-0.0626868018422757,0.03819471450046688,0.053994063429700284
24,-0.011493286180336943,0.03936044243070232,-0.07816025208646452,-0.005629876987748949,-0.29082240670927967,0.03767432221905801,-0.058080640406616285,-0.0037085204500354563,0.21183861453965178,0.019974065347961468,0.1521705741742736
25,0.011417207730919294,0.03529206118934861,0.20471302787198026,0.003243713982200623,0.13116346010824373,0.01866577942494281,0.05654425682774618,-0.008471681101297096,-0.07578733983213105,0.01644616605423586,0.07055097497951002
26,-0.013890617071764104,0.0033936880430225093,0.17920945474216415,0.0018629211359221876,0.057308109145788315,0.03515212263396292,-0.03624575435905614,0.003446625487330542,0.20588038029516326,0.03706909649322967,0.1244283022444693
27,0.015406964988219975,-0.007186448820796284,0.11949049678330688,-0.01200518270530725,0.1284444906079868,0.02281097951667304,0.07175650405941088,-0.011033748145959778,-0.0857355406457803,0.031628443337488224,0.1426406705567215
28,-0.02257466164421218,0.03555645977936697,-0.09930357761721777,0.006420576827889421,0.07882763720475984,-0.040943363838185275,0.21306062231141107,-0.005967402800888306,-0.14113088981988567,0.025755911500089386,0.14128597836811085
29,0.01582316806366874,-0.0015140041808771787,-0.21800255148138012,0.0007208123108632843,0.07842490573975266,-0.03384429088852752,-0.10968328149900114,-0.0004825582685489363,-0.06030791293206051,-0.06262880715302223,0.06166977397908213
30,-0.0020996000268040274,0.01858758319831023,0.20175553080862327,0.009935984616514145,0.14116624463335048,0.04724586936719896,0.0525754322437613,0.0295121851991673,-0.055527190597764044,-0.0008787017083660835,0.05273760516894269
31,0.011888833143878716,-0.000497335816569895,-0.05207838285989056,-0.01620337248002771,-0.2769544915608075,0.021412398593598517,-0.05089906880149942,0.009491260121186855,0.1968213852148263,0.006680352940318538,0.15583162951547233
32,0.021767907860190228,0.004053753111889172,-0.22829610558422248,0.0027686925327789205,0.05769274709652861,0.05231909374333548,-0.029056575642803874,-0.019372318719305327,-0.06338963624424418,0.03626150398014723,0.13265499847873916
33,0.022193585815449706,-0.01683486138999539,0.1279856041481012,-0.00013033767568563365,-0.28260384128269384,0.04739226246012985,-0.18458718216219855,-0.014693533302937795,0.010084169112872524,0.028721144855203506,0.028461203110112947
34,-0.0005040470429031447,-0.0013233377956569454,0.11523276509539156,0.015275043926960224,0.06497811444952832,0.038287262044879034,-0.06027883697044865,0.03480669886837333,0.22891781018742444,0.050769718373360584,0.13425353870338216
35,0.001935466375611862,0.026959129303860366,0.20284586380790923,-0.010012242290182294,0.1109486580916214,0.01781372464097112,-0.022123133589771332,-0.009803255178780555,0.17865531583836866,0.041394149107448194,0.05609202206368479
36,-0.0024891921667158272,-0.0008049900059022533,-0.09060939452930263,0.0044897732017721214,-0.29189582192948793,0.023923538769946965,-0.09648407103632707,0.010271766668594482,-0.06990909913003177,0.04351646699343741,0.10817777366452698
37,0.008698391835313552,-0.008890228015960117,0.10956225197941749,0.009715174007985047,0.13014918866472786,0.027763439817597407,-0.10025174634810514,0.005350375897036352,-0.13010991498850596,0.020419731514391238,0.12283919125622608
38,0.0056452315103021535,0.014935460503382902,0.20494536364524713,0.01330064268656561,-0.29211177281117007,0.017267383704050183,0.09571004176920232,-0.009384960167764028,0.18760683718927113,0.018131516582988585,0.14114289852742695
39,0.011277470294674252,-0.010001595829602923,-0.0675149324974542,0.0025379851670312625,-0.26393296504507296,0.0031915993423367265,-0.21985261160649489,0.010536186487998327,0.2054347957083125,0.027992927062629472,0.1514646893311394
