,age,entrophy,fix,la,ld,lt,ndev,ns,nuc,rexp,sexp
0,0.024166175684208466,0.008685835641138642,0.0,0.023717259582045867,0.04817567971428722,-0.01577877201723798,0.0,-0.006252937366789833,-0.003964757067904715,-0.022194243880803093,0.011388342074167607
1,-0.019923301562099736,-0.001832903282461311,0.0,0.02291057938770499,0.05220867043758027,-0.015100510165275888,0.0,-0.004350187534326421,-0.0013728752354278298,0.016321635434090473,0.015795668118956576
2,0.028096437746920448,-0.014645336568800337,0.0,-0.007479462752807415,0.02456203347655415,0.0770621921043338,0.0,-0.006778480402725308,-0.0011060870666090006,-0.01850678470037234,0.014239133868961197
3,-0.01651617150017003,-0.014612169902052427,0.0,-0.0065290229195109845,0.02479417080407165,0.08159103003765364,0.0,-0.00552407967197758,-0.00069144346150041,0.01081441401815495,0.014086451148252747
4,-0.015558782477467845,-0.012805753435885948,0.0,0.0846026891460043,0.04745868010758498,-0.016302958333920963,0.0,-0.008979972707531036,0.0033841652975134195,0.015791583110573045,0.01647556166057436
5,-0.0021703097557598,-0.014739510206454748,0.0,0.08140071254746235,0.044845534340968475,-0.01751587631933601,0.0,-0.006089367387559628,0.0014974070135066566,-0.020599325570402574,0.014251044794355053
6,-6.80579588199906e-05,-0.01072700824253797,0.0,-0.006426915133793971,0.024038539486875326,0.07956887969470075,0.0,-0.006775684882475704,0.00042936326836051734,-0.017548147372527353,0.014996135440672628
7,-0.019510482999656718,-0.014702865449187435,0.0,0.08332416632715696,0.04907447954125405,-0.015180421802145957,0.0,-0.006362257587813112,0.0021917716343337404,0.01502856114619403,0.007057098471652639
8,0.02218639535960409,-0.01583513711409409,0.0,0.08416357377192993,0.05041593242971306,-0.015626643026761505,0.0,-0.005832442375889814,0.0006236844878690123,-0.0036239639711844155,0.0074476405143742265
9,-0.0013436400996763357,-0.015316317245240444,0.0,0.08494756197494738,0.05087032644410338,-0.013260360142339058,0.0,-0.0037399963615031835,0.0028208156840580675,-0.01743120874560237,0.012471365429905446
10,-0.01595419108446803,-0.013278637510310757,0.0,0.08487893027791707,0.050692316946683434,-0.01609723020357823,0.0,-0.010324348771262287,0.0027542600479063106,0.015453143033978005,0.015370225492843698
11,-0.019727137326505315,-0.012791755784550975,0.0,0.022081604986557212,0.04601833417298559,0.08227254264571177,0.0,-0.003589252459746584,0.0016649633699268463,0.013931534235757706,0.01509319897399305
12,0.023208641038599497,-0.01460762901051312,0.0,0.02373813143809951,0.04443212154560573,0.08210163030259561,0.0,-0.006009966579257733,0.0021030886941520366,-0.003295588239508913,0.013440259648421528
13,0.02249524019910963,-0.008903701414650899,0.0,-0.07793371142515311,-0.011424121565495658,-0.03153878839975093,0.0,-0.005938556118031977,-0.004638419591446549,-0.020194168296723616,0.01531560991575057
14,-0.016958681585361835,-0.0131236185421646,0.0,-0.07805638469968088,-0.012284934226804694,-0.028209767634966472,0.0,-0.009617790477494581,-0.0049352235587017115,0.018203344348698934,0.016739616031448894
15,-0.01876997492760367,-0.015228347374510278,0.0,-0.009445341472532823,0.022306774406353386,0.08343241484076405,0.0,-0.004655574987373506,-8.410830831977855e-05,0.015085345399910445,0.01266255959901506
16,-0.019217368451864725,-0.017587066864065228,0.0,-0.008448414239035125,-0.011534284362533686,-0.018662441040914208,0.0,-0.006400503393244746,-0.002766953267605919,0.012141886964484571,0.012700380524603514
17,-0.0034197501506579796,-0.01211968372704635,0.0,-0.0036686742987843,-0.012313185008564164,-0.01690675625326159,0.0,-0.00837558172931986,-0.0019766819107295587,-0.019868969181963726,0.012061414788528242
18,0.02534078769357017,-0.014256591418483235,-0.0013715404537049283,-0.003626010472897217,0.023218430200282098,-0.01373434895360514,0.0,-0.00356602036809678,-0.0010410873941384933,0.003964243736223603,-0.01864248018465597
19,-0.01664728064756693,-0.014276764214249336,-0.01353802525353688,-0.003771760926128411,0.022496500415856262,-0.01926763792136929,0.0,-0.004995337999251181,0.006392270169151892,0.014083536909761874,-0.022316010780766563
