,age,entrophy,fix,rexp
0,0.0933512530340019,0.12264856820760091,-0.12311635267444072,0.008599699907645452
1,0.11633322957647459,0.13186788402318392,0.1323534172428935,-0.004259065400326476
2,0.1037864709990116,0.7101986617414211,0.12431434341935758,-0.002226572634123646
3,0.11054004361088303,-0.6409928320248994,0.1314009891956021,0.0008905977263888695
4,-0.099524722079888,0.7300697833014897,-0.12034882808370201,-0.002692365789758129
5,0.016967839887531578,0.13791754729511088,-0.1213963140129094,-0.008012931543869298
6,0.1044113057831957,0.14205942200749036,0.11228630077978477,-0.013852902333743531
7,0.11683694327206097,-0.6434060047207416,0.1368553555197515,-0.00243613670539946
8,-0.09392809395477171,0.7310852103879216,-0.11959805193006692,0.00026976917561908557
9,0.1107811205270181,-0.6374404334935433,-0.12838860123508194,0.0011654391000850074
10,0.03716876117078104,-0.6427287550079067,0.12722294704388643,-0.0017378612945510164
11,0.10708778000060405,-0.6342442547099667,-0.12913728304168115,0.0030815011629265073
12,0.033115845783352804,0.7189416624441052,0.10919251729742611,-0.008556544096872799
13,-0.1057141718295238,0.7151686693162443,0.12282490066476363,0.003950279431838368
14,0.1017076297264479,0.705194678385586,0.11574038429880541,-0.007331923070779519
15,0.1098152489373709,0.710413119424303,0.1160619173593268,0.0011277341489926553
16,-0.10064795930872131,0.7329343338140751,-0.12121494476061936,0.004593985783943783
17,0.11331730442851536,0.12569150623381786,0.1222959280130202,-0.013155955061541068
18,0.1098135396983761,0.13527561381491054,0.143165078526516,0.018667698747522624
19,0.106583598831483,0.7191421220515825,-0.11931070992735295,-0.0026831860269986756
20,0.10620932753183947,0.1341079325707168,0.11800528720393638,0.00029804515393766533
21,0.11099583397560214,0.7123595992502081,0.12057215532080677,-0.0026879383271715554
22,-0.12428787313199546,0.11790974768533413,-0.11084119985074237,-0.007185768821414586
23,0.09961770668468625,0.14273593144718744,0.12442202258721695,-0.0057406531223056
24,0.03402234638445913,0.7228099900482089,-0.12295932685458962,0.0030798536217263835
25,0.11422847164407643,-0.6494396717134903,-0.12420990284799532,0.000863512272190423
26,0.10486370317719883,0.7078984417716879,0.1254754740097811,0.003261228313304543
27,0.11419184333392617,0.717304644510219,0.11911559171358117,0.002132485500391806
28,0.12374324673634116,0.10980687432545669,-0.1403044710463121,0.012282763524496748
29,0.09267653554061278,0.7258827260762806,-0.11585281171890782,0.0025691282486570433
30,0.03594001300610177,-0.6437076895501797,0.12841579436398995,0.0027779478151846466
31,-0.12063357247031578,0.12068776296975874,-0.1380189504070385,-0.006687565821274136
32,0.10264089810476924,0.712762698554342,0.1212375031649073,0.0002048556301316724
33,0.10924107511943469,0.7070647365017604,0.11535573774798934,0.002936624781969716
34,0.11243584355715272,0.7089243515372987,0.12701422128328937,0.011819590726989767
35,0.03651117521236721,-0.6352802140098646,0.1336925548448938,-0.0065458798767173846
36,0.1092200867540989,0.12280956361190966,-0.13760083525770023,0.0016241472993985112
37,0.03898692869672011,0.7144607428202203,0.11781542025187901,-0.00139895956573676
38,0.04727594714938158,0.7179791701266491,0.11405844866632787,0.004594059931300519
39,0.03847427109298594,0.1316650723072857,0.13937261288405559,-0.004232831799417372
40,0.04364280727971483,0.717964566107495,0.12003936503846376,0.0033955241309745017
41,0.03559600481173633,0.7182158161226794,-0.12149870000728767,0.002521488608497117
42,0.10962101569863292,0.7096802162973107,0.12065157748643145,-0.006290079045901661
43,0.11793420275912918,-0.6327918761235293,0.12639521899022838,0.0007210022844491014
44,0.11807565443988882,0.12576192850086243,-0.12019679554814322,0.018705280882204686
45,0.11834611481459273,-0.6387529416823688,0.12806440955458023,-0.0016239060456275903
46,0.10283541637715571,0.7234055113704412,-0.11839777532741147,-0.004168563991006771
47,0.038921028684180306,0.716039141648631,0.11408041477943341,-0.004196531724913808
48,0.08295522639514706,0.1402127593062053,0.11219282971744425,-0.008169608720017846
49,0.037362581127993476,0.7157470138475032,0.12428574430585528,0.0020968425231335922
