,age,entrophy,exp,la,ld,lt,ndev,ns,nuc,rexp
0,0.01441490603847534,-0.03539935049845169,-0.08600242627779087,0.12322051616455988,-0.034709318407760835,-0.03574851533599654,0.0,0.03614315906503981,0.019173860158483304,0.007428543407305188
1,-0.03003460573758024,-0.06333663996145461,-0.10261639021989692,0.12270318444351638,0.006264936416343601,0.10750911917278158,0.0,0.02925419577366439,-0.04780607872149002,-0.0021243508153445194
2,0.02427461175884197,-0.03077479604522251,-0.09649637212597852,0.11935620115774902,-0.013370941313173368,0.011160836325681595,0.0,-0.03291885694443095,-0.0749689725267861,0.012554352547677368
3,-0.04944985399163489,-0.031031901953448456,-0.09783529064806953,0.11686237860800787,0.03078102360565144,-0.0945845247386826,0.0,-0.041058738095507544,-0.06008201680611825,-0.009421158388459498
4,0.024164340623781696,0.016928089688181845,-0.07769928366362992,0.06808086082271808,0.007660241658668766,0.12021116746875449,0.0,0.03471372358974402,0.02300931059243773,-0.00849333919301899
5,-0.007716930524868185,0.005213540596640985,-0.09792299569073444,0.1106191816145204,-0.01846885576020354,-0.018304574191975172,0.0,0.06363711608835275,0.019049089365104698,0.0011038164177903486
6,-0.03423999438185984,0.022552332631761474,-0.08316400755131252,0.13232326165094374,-0.02828565998153056,0.024394688564661527,0.0,0.05757298503152867,0.023788057511548538,-0.008447999661938004
7,-0.036263945592222076,-0.012495021050440345,-0.10131732794659164,0.12003829491114569,-0.009062625434298555,-0.093313848973644,0.0,0.05503346979451996,-0.06926244715254734,0.011928763757457378
8,-0.033857522221333286,0.032532886279173175,-0.0720452941323649,0.07310377297027287,-0.038809000773756194,-0.10619521786159868,0.0,0.046885227630714954,-0.07695145099336752,0.0047821208145429825
9,-0.043528913576298026,-0.034466115107573386,0.14846750611788825,0.12449689148203659,0.031722746251589294,0.026816522347150793,-0.054369167986953806,-0.04314586656590291,-0.07131421118713328,0.018035816176073194
10,-0.023748762166669653,-0.027594134712829985,-0.09169999703657877,0.1376408775745317,0.005164237523581611,0.0009625882110185373,0.11634658234334225,0.041003491293383085,-0.06489118242953007,0.0020570298767974412
11,0.004666657200458845,0.016920803104560202,-0.08956361518820083,-0.2655634183400991,0.002233164414528875,0.014439507680194148,0.05298260215309289,0.03814922865897468,-0.057445967672729796,-0.0236528446108851
12,-0.03978005397764645,-0.0021084079139720383,-0.08257481855071805,-0.2624091482766627,-0.02702886137170915,0.03381259812107818,0.06260740308843352,0.04130603460102718,-0.07587283348521132,0.012134071165891975
13,0.009171844851767827,0.03172845918503043,-0.08167541758365261,-0.26463993525392876,0.006876083763791999,0.018994505952541717,0.03742483324315821,0.03173317079537897,-0.07528438725189843,0.006284768147293293
14,0.012426583798635022,0.017341077461192612,-0.0903541676700288,-0.2633886049307322,-0.03754616534775687,0.018124452112496716,0.0,0.03214158698588701,-0.06814640251021231,-0.012129642863556214
