,entrophy,lt,ld,age,rexp,fix
0,0.03707317073170724,0.03609756097560968,0.06951219512195117,0.025609756097560887,0.010731707317073135,0.003658536585365857
1,0.10125223613595699,0.11466905187835415,0.10715563506261176,-0.0010733452593918002,0.01538461538461533,0.03738819320214663
2,0.06297828335056874,-0.002792140641158225,0.0781799379524302,0.00734229576008274,0.004653567735263708,0.004653567735263708
3,0.03554415536826681,0.006815683400513061,0.016049835104433918,0.0027116159765482096,-0.0013191645291315002,-0.0021986075485525445
4,0.011152416356877337,0.000413052457662122,0.1364725320115655,-8.261049153241995e-05,0.0,0.0
5,0.036867469879518056,0.009638554216867457,0.09313253012048192,0.00409638554216869,0.0043373493975903624,0.004216867469879526
6,0.09149338374291116,0.01833648393194711,0.011153119092627662,0.0008506616257089039,0.001417769376181499,0.0031190926275992624
7,0.0949108307959983,0.00887342322749025,0.029491083079599845,0.002435841670291472,0.004610700304480253,0.0020878642888212617
8,0.11506445672191531,0.04139963167587479,0.023867403314917168,-7.36648250460048e-05,0.0011786372007366985,6.661338147750939e-17
9,0.04015748031496065,0.042755905511811035,0.017480314960629982,0.009842519685039398,0.00559055118110241,-0.0024409448818897284
10,0.08017118402282455,0.11726105563480742,0.006847360912981437,0.026390870185449344,0.010271041369472166,-0.004850213980028539
11,0.16614119259766963,0.08910212474297466,0.01740918437285812,0.00795065113091158,-0.001370801919122644,0.004112405757368087
12,0.19737387698686937,0.056668970283344874,0.0024879060124395557,0.0037318590186593116,0.0033172080165860375,0.004008293020041465
13,0.13388527498521588,0.09899467770549975,0.001774098166765281,0.004376108811354307,0.012891780011827359,0.00603193376700184
14,0.06229344016024034,0.12028042063094638,0.003304957436154199,0.003505257886830182,0.008112168252378505,0.00010015022533800266
15,0.15902192242833052,0.09932546374367623,0.06492411467116357,-0.005902192242833037,-0.006239460370994943,0.0037099494097807993
16,0.17369369369369367,0.09153153153153151,0.12738738738738736,0.0034234234234234106,0.007027027027027022,0.0014414414414414046
17,0.08031687995124918,0.08104814137720898,-0.009140767824497308,0.0052407068860450545,-0.011822059719683175,-0.004996953077391853
18,0.013121476166068647,0.2860071758072783,0.0,-0.004715530497181031,0.0006150691952844678,0.0015376729882111695
19,0.18284854563691072,0.19859578736208622,0.004312938816449341,0.0017051153460381219,0.005315947843530599,-0.0037111334002006167
20,0.2100564971751413,0.1361581920903955,0.002485875706214724,-0.002146892655367205,-0.0014689265536722783,4.4408920985006264e-17
21,0.2169318905155951,0.007129217059197934,-0.0006365372374284251,0.007129217059197912,0.006747294716740892,0.002928071292170542
22,0.1583460949464012,0.06140888208269524,0.0067381316998468945,-0.009800918836140893,-0.0029096477794793296,0.08943338437978561
23,0.2004127966976264,0.0020639834881320596,0.019607843137254877,0.0061919504643962895,0.018163054695562408,0.006604747162022684
24,0.15742049469964664,0.04399293286219084,0.00918727915194344,0.008833922261484096,0.003003533568904615,0.0
25,0.25858725761772855,0.024930747922437702,-0.000692520775623251,0.004847645429362913,-0.0008310249307479145,-0.0027700831024930705
26,0.14251913709116218,0.04940848990953375,0.012108559498956173,0.001113430758524725,0.0025052192066806088,-0.006123869171885832
27,0.06650446066504456,0.1038118410381184,0.009245742092457387,0.0043795620437955705,0.0019464720194646956,0.0019464720194646735
28,0.11440195280716033,0.06834825061025226,0.015622457282343415,0.0026037428803905804,0.0068348250610252405,0.004882017900732327
29,0.06204819277108438,0.02033132530120487,0.014006024096385562,0.0006024096385542465,0.008132530120481984,-0.0010542168674698483
30,0.020963172804532547,0.01855524079320108,0.004674220963172759,0.01033994334277617,-0.004532577903682755,-0.0005665722379603721
31,0.02633228840125392,0.07385579937304076,-0.0031347962382445305,-0.001755485893416897,-0.009780564263322878,0.0
32,0.04907241172950325,0.08940754039497303,-0.0014362657091562703,-0.0005984440454817941,0.007899461400359043,0.005505685218432044
33,0.132464146023468,0.0037809647979138994,0.009387222946544949,0.002086049543676638,-0.005215123859191717,0.008735332464145994
34,0.18944765045342132,0.02473206924979394,0.005770816158285297,0.0036273701566365,0.0011541632316570904,-0.004286892003297571
35,0.0011824324324324787,0.024662162162162216,-0.027195945945945876,-0.01368243243243239,-0.02516891891891886,-0.00033783783783780663
36,0.21924882629107983,0.009076682316118977,0.018153364632237913,0.01158059467918624,0.0017214397496087886,0.007511737089201898
37,0.04595744680851062,0.011914893617021272,0.0049645390070921945,-2.2204460492503132e-17,0.0018439716312056652,-0.010070921985815584
38,0.1096077316657192,0.03581580443433772,0.00886867538374081,-0.008754974417282502,0.011938601478112565,0.00011370096645821893
39,0.05700615174299386,0.05850991114149009,0.011756664388243344,-0.004511278195488711,-0.007655502392344471,-0.0004101161995898828
40,0.03215507411630556,0.0066134549600911805,0.0047890535917901374,-0.017787913340935057,-0.0004561003420753051,-0.011402508551881452
41,0.028571428571428536,0.02484472049689439,0.0014492753623188248,0.001242236024844723,-0.008074534161490687,0.0
42,0.028694158075601384,-0.005326460481099615,0.0006872852233677174,0.0030927835051546724,-0.002577319587628857,0.003608247422680444
43,0.0556451612903226,0.05990783410138249,0.0008064516129032473,0.004838709677419395,0.0263824884792627,0.0038018433179723755
44,0.08650937689050209,0.052389594676346005,0.008711433756805808,0.0001209921355111554,0.0648517846339988,0.0
45,0.01967213114754094,0.024968474148801968,0.004287515762925543,-0.002269861286254793,-0.006809583858764246,-0.0025220680958386588
46,0.011491108071135426,0.01559507523939807,-0.0038303693570451713,-0.0016415868673050672,-0.01723666210670314,-0.002188782489740082
47,0.02271680736761319,0.03760552570990026,-0.007981580966999214,0.002762854950115123,0.005986185725249426,0.0
48,-0.005236486486486514,0.030912162162162103,-0.002702702702702764,-0.0006756756756757021,-0.010472972972973027,0.0
49,0.20210696920583474,0.15251215559157213,0.010210696920583495,0.0029173419773095956,0.0077795786061588545,0.0004862236628849326
50,0.03868665239114919,-0.009850107066381142,0.005567451820128455,0.0035688793718772205,-0.03397573162027123,-0.0028551034975017988
51,0.01929411764705884,-0.015176470588235258,-0.00670588235294114,0.00011764705882355564,-0.026588235294117645,0.002941176470588247
52,0.016370558375634548,-0.0019035532994923666,-0.004822335025380697,0.010025380710659903,-0.00786802030456848,-0.000761421319796951
53,0.012211221122112148,-0.020792079207920856,-0.006930693069306981,0.018151815181518094,-0.0155115511551156,-0.010231023102310255
54,0.0,-0.02692633361557999,-0.014225232853513936,0.005927180355630823,-0.00016934801016088574,0.0
55,0.0022396416573348342,-0.04658454647256438,-0.012541993281075036,-0.005823068309070556,-0.06181410974244121,-0.002687569988801797
56,0.025774473358116445,0.005700123915737265,0.04138785625774473,0.013382899628252764,-0.014869888475836457,-0.004213135068153706
57,0.0009478672985782311,0.014028436018957379,-0.00417061611374403,0.00018957345971564176,-0.001895734597156351,-0.0022748815165876345
58,0.061687681862269625,0.018428709990300662,0.004073714839961195,-0.0029097963142580064,-0.00640155189136764,-0.004461687681862281
59,0.011011235955056198,0.004494382022471921,-0.00044943820224718767,0.007191011235955091,-0.00629213483146065,0.00022471910112362715
60,0.10923694779116469,0.012851405622489964,0.001807228915662673,0.0008032128514056325,-0.005622489959839339,0.0
61,0.06250000000000004,0.045634920634920695,-0.0037698412698412564,-0.002777777777777768,-0.00257936507936507,0.0003968253968253954
62,0.05748299319727888,0.22517006802721085,0.04472789115646254,0.005782312925170041,0.012585034013605445,0.05561224489795913
63,0.13634868421052632,0.14309210526315788,0.017434210526315795,-0.0009868421052631638,0.011184210526315796,0.06299342105263157
64,0.11769383697813127,0.049105367793240595,0.12723658051689865,0.015109343936381747,0.011530815109344016,0.05725646123260444
65,0.08097469540768505,0.06972820993439544,0.12258669165885654,-0.004123711340206259,0.013495782567947456,0.06747891283973753
66,0.1570443349753694,0.13753694581280784,0.07133004926108369,0.0017733990147782875,0.007093596059113261,0.07211822660098519
67,0.16769596199524942,0.12232779097387178,0.02351543942992882,0.01187648456057011,0.02850356294536822,0.07957244655581952
68,0.029347826086956474,0.034420289855072415,0.16449275362318838,0.013405797101449225,0.018478260869565187,-0.004710144927536253
69,0.030802603036876364,0.03383947939262475,0.08156182212581346,0.000867678958785234,0.016485900216919737,0.0
70,0.03529411764705881,0.03631713554987211,0.025575447570332477,-0.008695652173913104,0.014833759590792828,0.07416879795396418
