,ns,fix,rexp,la,nuc,lt,entrophy,ndev,age
0,0.015686274509803932,0.015032679738562104,0.05816993464052287,-0.002614379084967311,0.0,0.0588235294117647,0.042483660130718935,0.033333333333333326,0.019607843137254898
1,0.019900497512437786,0.014925373134328335,0.019900497512437786,-0.003980099502487544,0.0,0.01592039800995022,0.003980099502487566,0.016915422885572108,0.0009950248756218417
2,-0.014999999999999947,-0.0012499999999999734,-0.013749999999999951,0.022500000000000055,-0.00499999999999996,0.00125000000000004,-0.019999999999999952,0.0,0.025000000000000043
3,0.012587412587412606,-0.005594405594405582,0.009790209790209791,0.013986013986014002,-0.008391608391608397,-0.013986013986013979,-0.03076923076923075,-0.013986013986014002,0.01118881118881121
4,0.002714932126696823,-0.010859728506787314,-0.08687782805429864,0.0018099547511312153,0.022624434389140257,-0.01809954751131222,0.01357466063348418,-0.005429864253393646,0.0009049773755656076
5,0.034871794871794815,0.048205128205128144,0.014358974358974286,0.01948717948717944,0.039999999999999945,0.08205128205128201,0.024615384615384574,0.0379487179487179,-4.4408920985006264e-17
6,4.4408920985006264e-17,0.010666666666666713,0.0,-0.015999999999999993,-0.003999999999999937,0.0826666666666667,0.016000000000000035,0.008000000000000052,-0.0053333333333332785
7,0.0017543859649122862,4.4408920985006264e-17,-0.0035087719298245055,0.0017543859649123083,-0.021052631578947344,0.05438596491228076,0.019298245614035127,0.008771929824561453,-0.012280701754385958
8,0.025,0.004411764705882337,0.007352941176470562,-0.016176470588235303,-0.002941176470588225,-0.02205882352941173,0.03970588235294117,0.0,0.016176470588235282
9,0.0,-0.03886639676113359,0.009716599190283382,-0.0032388663967611196,-0.0032388663967611643,-0.04615384615384619,-0.0032388663967611196,0.0,0.02348178137651822
10,-0.0036697247706422463,-0.022935779816513825,-0.005504587155963381,0.021100917431192624,-0.006422018348623904,-0.0009174311926606116,-0.005504587155963381,-0.005504587155963359,0.03944954128440361
11,0.06559139784946241,0.0021505376344086004,-0.043010752688172005,0.007526881720430101,-0.007526881720430101,0.0010752688172043002,0.005376344086021501,0.0655913978494624,0.0
12,0.09868995633187769,0.002620087336244481,-0.03842794759825332,0.001746724890829654,0.05414847161572047,0.08471615720524013,0.014847161572052325,0.0471615720524017,0.010480349344978079
13,0.03388429752066113,-0.012396694214876058,-0.01570247933884301,0.007438016528925595,0.013223140495867725,0.0016528925619834212,0.02066115702479334,-0.04297520661157026,0.009090909090909061
14,0.03541666666666672,0.0013888888888889284,0.01666666666666674,0.018750000000000065,0.015972222222222276,0.053472222222222254,0.12708333333333338,0.03819444444444449,0.009027777777777857
15,0.01923076923076923,0.005769230769230749,0.01057692307692304,0.0,0.03557692307692304,0.027884615384615397,0.03461538461538458,-0.0009615384615384803,0.06153846153846152
