,age,fix,rexp,lt,entrophy,ld
0,-0.009512195121951228,0.012926829268292694,0.11439024390243906,0.040000000000000036,0.07195121951219519,0.03853658536585369
1,0.009123434704830125,-0.0005366726296958335,0.016994633273703097,0.14794275491949915,0.055992844364937434,0.07209302325581401
2,0.00847983453981387,0.0020682523267838704,0.059565667011375355,0.024301964839710387,0.01592554291623578,0.1241985522233712
3,0.0024184683034078835,0.0006595822645657945,0.056504213997801436,0.05965555148406014,0.007548552583363888,0.08186148772444121
4,0.025278810408921947,0.00330441966129702,0.009995869475423391,0.12953325072284186,0.013217678645187969,0.2052044609665428
5,-0.0060240963855421326,0.0001204819277109026,0.020481927710843405,0.1013253012048193,0.006987951807228954,0.09734939759036146
6,0.011153119092627572,0.006616257088846877,0.009735349716446118,0.06531190926275991,0.01795841209829867,0.05510396975425329
7,0.006959547629404095,-0.004610700304480186,0.062026968247063954,0.13623314484558502,0.06985645933014355,0.10822096563723356
8,0.004567219152854474,0.0011786372007366098,0.04368324125230196,0.14416206261510123,0.09510128913443827,0.06018416206261505
9,-0.0006299212598425364,0.005669291338582694,0.012913385826771661,0.09401574803149604,0.011417322834645648,0.04094488188976377
10,0.005706134094151172,0.001141226818830199,0.017831669044222488,0.14893009985734662,0.013124108416547741,0.034950071326676116
11,0.011925976696367347,0.004386566141192571,0.0009595613433858174,0.32364633310486635,0.011103495544893694,0.021110349554489337
12,0.0077401520387007094,0.004699378023496825,0.004699378023496847,0.3096060815480303,0.010780926053904571,0.006357982031789855
13,0.004139562389118834,0.0021289178001182574,0.0011827321111768097,0.3424009461856889,0.003311649911295067,0.0076877587226493295
14,0.0039058587881822815,0.0003004506760140524,0.0023034551827741502,0.3381071607411117,0.004907361041562331,0.017726589884827247
15,-0.002529510961214143,0.008431703204047226,-0.002023608768971297,0.2752107925801012,0.14435075885328838,0.03726812816188876
16,0.014594594594594579,0.008108108108108091,0.00324324324324321,0.32666666666666666,0.010450450450450455,0.03081081081081081
17,0.011700182815356541,0.004996953077391853,-0.0012187690432662545,0.30164533820840955,0.012918951858622818,0.02608165752589888
18,-0.010251153254741152,-0.0009226037929267017,0.0,0.3125576627370579,0.005330599692465387,0.006765761148129146
19,-0.001805416248746239,-0.0032096288866599655,0.0009027081243731194,0.28635907723169507,0.0036108324974925,0.005717151454363067
20,0.008022598870056474,0.006101694915254208,-0.0010169491525424013,0.19220338983050844,0.19932203389830505,0.008361581920903905
21,0.006619987269255301,0.006110757479312579,0.00012730744748570277,0.2566518141311267,0.19643539147040104,0.0014003819223425084
22,0.0052067381316998505,0.00015313935681469105,-0.0036753445635528516,0.260030627871363,0.1857580398162328,0.016232771822358338
23,0.026831785345717174,-0.0033023735810114195,-0.0012383900928792935,0.24004127966976258,0.19607843137254893,0.032610939112487046
24,0.1083038869257951,-0.001236749116607716,0.004593639575971786,0.22667844522968203,0.19487632508833924,0.12968197879858662
25,0.05844875346260383,0.0072022160664819476,-0.0013850415512465907,0.239196675900277,0.19736842105263155,0.016759002770083065
26,0.035768963117606134,0.001391788448155884,-0.0023660403618649627,0.2836464857341684,0.07668754349338902,0.019624217118997932
27,0.0017842660178427172,0.0006488240064882689,0.00843471208434714,0.24849959448499598,0.11127331711273318,0.03438767234387674
28,0.005532953620829906,0.0008136696501220176,0.0047192839707078885,0.091293734743694,0.12888527257933277,0.03775427176566311
29,0.07680722891566263,0.002861445783132477,0.0018072289156626064,0.09337349397590358,0.11686746987951802,0.03042168674698793
30,0.011898016997167148,0.011756373937677079,2.2204460492503132e-17,0.27450424929178474,0.0219546742209632,0.033286118980169976
31,-0.0018808777429467182,-0.0023824451410658478,-0.0008777429467085041,0.2946708463949843,0.004388714733542298,-0.0035109717868338384
32,0.0035906642728904758,0.00011968880909634106,-0.00011968880909636326,0.3091561938958707,0.004787552363853975,0.0071813285457809515
33,0.01720990873533248,0.0011734028683181741,0.00286831812255548,0.2764015645371578,0.007822685788787531,0.016166883963494128
34,0.003132728771640525,0.001648804616652888,0.004451772464962889,0.22341302555647152,0.010057708161582801,0.018796372629843305
35,0.007094594594594628,0.0030405405405405928,0.0008445945945946498,0.25185810810810816,0.004729729729729781,0.02837837837837842
36,0.01455399061032867,0.0042253521126761175,0.0010954616588419563,0.24757433489827863,0.014084507042253568,0.04366197183098597
37,0.05787234042553191,-0.0014184397163120588,-0.001702127659574515,0.23290780141843967,0.017588652482269485,0.03375886524822691
38,-0.00409323479249577,0.0011370096645821448,0.0029562251279135364,0.2314951677089255,0.017737350767481463,0.023877202956225106
39,0.01353383458646622,-0.0004101161995898828,0.00013670539986330166,0.2630211893369788,0.027341079972658933,0.03581681476418319
40,0.023945267958951022,0.0013683010262258266,0.0025085518814139673,0.2581527936145952,0.02234891676168762,0.04743443557582676
41,0.025672877846790863,0.002070393374741175,0.0014492753623187803,0.20414078674948238,0.0012422360248446785,0.05590062111801242
42,-0.0020618556701030633,-0.004295532646048095,-0.005841924398625409,0.2108247422680413,0.0070446735395189196,0.023367697594501746
43,0.0047235023041475085,-0.003225806451612856,-0.003341013824884764,0.21635944700460835,0.02407834101382491,0.02615207373271893
44,0.0031457955232910397,-0.0029038112522685733,-0.0026618269812461516,0.23920145190562617,0.030248033877797974,0.04174228675136123
45,0.004539722572509497,0.0022698612862547484,0.005044136191677184,0.217906683480454,0.007818411097099642,0.008575031525851196
46,0.009302325581395344,-0.0019151846785225636,0.00109439124487003,0.2240766073871409,0.011764705882352944,0.031190150478796187
47,0.010130468150422133,-0.0013814274750575395,0.003069838833461236,0.20491174213353797,0.006600153491941696,0.0016884113584036964
48,0.02533783783783785,0.0016891891891892108,0.0006756756756756798,0.20861486486486486,0.006587837837837851,0.015540540540540571
49,0.002431118314424596,0.00599675850891408,0.003565640194489417,0.19789303079416526,0.017017828200972418,0.03322528363046999
50,0.02369735902926484,0.004568165596002882,0.01084939329050678,0.21213418986438262,0.006852248394004312,0.10392576730906496
51,0.15270588235294116,0.04352941176470584,0.172,0.2494117647058823,0.004705882352941138,0.09717647058823527
52,0.017131979695431433,0.060532994923857865,0.1592639593908629,0.23959390862944163,0.04352791878172586,0.08286802030456852
53,0.02640264026402637,0.0009900990099009465,-0.009570957095709631,0.21056105610561052,-4.4408920985006264e-17,0.08745874587458742
