,lt,nd,nuc,ns,rexp,ld,age,fix,entrophy,la,ndev
0,-0.01297071129707108,0.0020920502092050654,0.014225941422594191,0.0,-0.01108786610878656,0.0035564853556485864,0.01778242677824273,-0.0012552301255229549,-0.008786610878661038,0.010251046025104649,-0.00794979079497904
1,-0.0034217279726262316,0.009923011120615843,0.016937553464499523,0.0,0.036270316509837405,-0.0013686911890505194,0.014884516680923809,-0.0025662959794696683,0.0051325919589392255,-0.001881950384944453,0.018135158254918692
2,-0.007373271889400956,-0.005345622119815707,-0.006082949308755792,-0.00018433179723502667,0.014930875576036829,-0.0005529953917050801,-0.0016589861751152401,0.002580645161290307,-0.003870967741935538,0.00036866359447005335,-0.002580645161290351
3,0.002710551790900251,0.02323330106485959,0.005808325266214864,-0.00019361084220717028,0.005808325266214842,-0.0015488867376573622,0.006582768635043501,-0.01432720232333018,0.008518877057115116,-0.002710551790900362,-0.005421103581800613
4,0.029875518672199175,0.0099585062240664,0.011120331950207517,-0.0024896265560165887,0.027717842323651466,0.03634854771784235,0.032365145228215764,0.007634854771784228,0.018921161825726184,0.008962655601659741,0.01510373443983406
5,-0.005167958656330729,0.04806201550387599,-0.027002583979328153,0.006847545219638285,0.01524547803617573,0.014470284237726116,0.022351421188630517,-0.014470284237726028,-0.007751937984496071,-0.008527131782945707,-0.01434108527131781
6,-0.003112128146453075,0.020411899313501135,0.00036613272311214473,-0.0005491990846681949,0.006773455377574367,0.002562929061784924,0.015469107551487404,0.0009153318077803396,0.002562929061784902,0.004210526315789487,0.0020137299771167292
7,0.03924050632911391,0.003876582278480978,-0.011629746835443067,0.008939873417721489,0.006329113924050578,0.013686708860759466,0.03512658227848098,0.018908227848101245,0.016297468354430356,0.026582278481012623,0.04746835443037969
8,0.0006365372374284028,0.0007638446849140834,0.0005092297899427223,-0.00012730744748568057,0.0005092297899427223,0.0019096117122851864,0.004328453214513095,0.04188415022278806,0.01171228516868239,0.000891152132399764,0.0006365372374284028
9,0.019172113289760317,-0.04575163398692814,-0.0017429193899782592,-0.0013071895424836776,-0.004357298474945548,0.0313725490196078,0.01786492374727664,-0.024836601307189565,0.012636165577342017,-0.009150326797385634,-0.02178649237472772
10,0.0461538461538461,0.03760683760683756,-0.0538461538461539,0.005555555555555536,-0.011538461538461586,0.023504273504273466,0.04829059829059825,0.005982905982905962,0.03290598290598288,0.013675213675213627,-0.0371794871794872
11,0.013287514318442106,0.06231386025200456,-0.01993127147766327,0.0006872852233676952,-0.0013745704467353903,0.02268041237113403,0.016036655211912908,0.03390607101947305,0.016494845360824704,0.020160366552119103,-0.010538373424971392
12,0.010633307271305736,0.0625488663017983,0.007505863956215819,0.006098514464425375,-0.015011727912431572,-0.008131352619233746,0.06145426114151684,0.015793588741204113,0.03924941360437843,0.022673964034401917,-0.014855355746677068
13,0.011513157894736859,0.006578947368421084,-0.028453947368421016,0.0,0.0011513157894736947,0.000328947368421062,-0.002631578947368407,0.009046052631578982,0.0006578947368421461,0.0004934210526316152,-0.015460526315789447
14,0.00043715846994538674,0.029071038251366144,-0.007868852459016362,0.0013114754098360938,0.0050273224043716255,-0.010491803278688505,0.011147540983606596,0.007213114754098382,0.04961748633879785,0.02535519125683061,0.0019672131147541625
15,-0.0015693112467306536,0.01272885789014817,0.005754141238012167,0.0012205754141237702,-0.0034873583260680574,0.003661726242371355,0.003138622493461152,0.0069747166521359595,0.03243243243243239,0.01046207497820395,0.001743679163033951
16,0.024953902888752277,0.03896742470805159,0.01647203441917635,0.004548248309772562,0.004179471419791003,0.01450522433927468,0.02311001843884448,0.019053472649047287,-0.005900430239705034,0.03060848186846952,0.015242778119237821
17,0.018139534883720908,0.022170542635658874,0.006666666666666621,0.00015503875968991832,0.003100775193798433,0.007286821705426339,-0.0023255813953488636,0.0015503875968992053,0.004806201550387579,0.011162790697674386,0.008372093023255766
18,0.010238095238095223,0.034285714285714274,0.0014285714285714236,0.0,0.004047619047619033,0.004761904761904745,0.02142857142857142,0.006666666666666643,0.006904761904761881,0.008095238095238067,0.010476190476190483
19,-0.015466666666666695,0.004266666666666618,-0.002400000000000002,0.0,-0.0016000000000000014,-0.003733333333333344,0.004533333333333301,-0.0005333333333333634,-0.01093333333333335,0.0005333333333332968,-0.05920000000000003
20,0.008827586206896543,-0.004137931034482789,-0.030620689655172416,0.0011034482758620402,0.00496551724137928,0.017655172413793087,0.05075862068965516,-0.004689655172413798,0.012413793103448279,0.01296551724137931,-0.017103448275862056
21,0.044782168186423464,0.039311043566362655,0.011752786220871258,0.0004052684903748327,-0.005268490374873425,0.02046605876393106,0.0616008105369807,-0.01175278622087137,0.004457953394123559,0.018642350557244104,0.017629179331306942
22,-0.012621359223300942,0.019029126213592252,0.0019417475728155775,0.0,0.009514563106796126,0.004466019417475753,0.018446601941747586,0.0019417475728155554,-0.005048543689320351,-0.0019417475728154888,-0.002135922330097073
23,0.0035914702581369084,0.0725028058361391,0.003815937149270465,0.001122334455667784,0.017059483726150314,0.0022446689113355457,0.024017957351290663,0.007182940516273795,0.004938271604938227,0.005611672278338897,-0.0006734006734007147
24,0.0010857763300760048,0.023452768729641704,0.007817589576547235,0.0006514657980456029,-0.00955483170466882,0.0028230184581976127,0.015200868621064068,-0.006297502714440806,0.0023887079261672105,0.0028230184581976127,0.0056460369163952254
25,-0.024774774774774744,0.0002252252252252118,-0.023873873873873852,0.0029279279279279314,-0.0177927927927928,0.001126126126126148,0.011261261261261235,-0.008333333333333349,-0.01486486486486489,0.007882882882882924,-0.023873873873873873
26,0.0104993597951345,0.018181818181818233,-0.011267605633802736,0.0010243277848912102,0.006658130601792633,0.01690140845070427,0.05556978233034578,-0.01331626120358509,-0.005633802816901378,0.015620998719590329,0.029961587708066627
27,0.022666666666666724,0.037111111111111136,-0.00844444444444441,0.0006666666666667043,-0.00844444444444441,0.037111111111111136,0.030444444444444496,-0.009999999999999964,0.018444444444444485,-0.0019999999999999575,0.031333333333333394
28,-0.01862197392923657,-0.011173184357541954,-0.008193668528864096,0.0037243947858472738,0.0031657355679701516,0.010614525139664743,-0.0020484171322160405,0.015642458100558598,-0.003351955307262622,0.0359404096834264,-0.0024208566108008035
29,0.0,-0.028180574555403525,0.0016415868673051114,0.00041039671682627785,0.001094391244870052,0.0001367989056087593,-0.004240766073871383,0.007934336525307794,-0.03502051983584129,-0.0002735978112175186,-0.0001367989056087593
30,0.010727969348659005,0.060645867542419275,-0.011494252873563227,-0.0021893814997263174,-0.0021893814997263174,0.025396825396825397,0.046743295019157104,0.011603721948549528,-0.0031746031746031854,-0.004597701149425304,0.015763546798029514
31,0.01836612999403704,0.01586165772212287,0.00262373285629105,0.005605247465712626,-0.010256410256410197,0.015503875968992276,0.015980918306499746,0.003935599284436519,0.04830053667262975,0.003100775193798455,0.003577817531305949
32,-0.004738562091503274,0.00964052287581696,-0.013398692810457514,-0.0006535947712418277,-0.00065359477124185,0.002287581699346397,-0.00032679738562091387,0.007843137254901933,0.0009803921568627416,0.0004901960784313708,-0.006535947712418277
33,-0.029650349650349673,0.05426573426573424,0.0022377622377622195,-0.0002797202797202747,-0.02181818181818187,-0.007272727272727297,0.014265734265734232,-0.010909090909090934,0.039999999999999945,0.04699300699300697,-0.026013986013986034
34,-0.0069414316702819615,0.011279826464208331,-0.04338394793926241,0.0,-0.012581344902386072,0.0013015184381779399,-0.004338394793926193,0.021691973969631274,0.008676789587852562,0.009978308026030436,-0.02255965292841644
35,-0.01284046692607006,-0.012840466926070082,-0.006225680933852162,-0.00038910505836575737,-0.0007782101167315147,0.011284046692606964,0.019455252918287935,0.01984435797665367,-0.004669260700389133,0.025680933852140053,-0.00778210116731517
