,ld,ns,fix,rexp,exp,la,nuc,lt,entrophy,ndev
0,-0.05370370370370372,0.0074074074074073955,-0.031481481481481485,0.0037037037037036535,0.009259259259259234,0.035185185185185174,0.03703703703703702,0.0,0.029629629629629596,-0.05370370370370374
1,0.014473684210526328,0.0,-0.002631578947368407,0.002631578947368407,-0.0013157894736842257,0.1631578947368421,0.005263157894736836,-0.006578947368421018,0.0013157894736842036,-0.002631578947368407
2,0.0,0.0,0.01599999999999997,0.0,-0.00800000000000003,0.11822222222222219,-0.017777777777777826,-0.01600000000000006,-0.0008888888888889168,0.0
3,0.0008968609865470434,0.030493273542600875,0.010762331838564987,0.0035874439461883512,0.008071748878923767,0.1865470852017937,0.0,0.0035874439461883512,0.0,0.014349775784753337
4,0.0,0.009022556390977488,-0.004511278195488711,-0.012030075187969901,-0.015037593984962383,0.0917293233082707,0.013533834586466198,0.0,0.0,0.013533834586466198
5,0.005309734513274345,-0.038938053097345084,0.007079646017699126,0.005309734513274345,-0.003539823008849541,0.14690265486725665,0.017699115044247815,0.04247787610619473,-0.02123893805309731,-0.0053097345132743
6,-0.029370629370629377,-0.006993006993007001,0.0,0.015384615384615375,-0.018181818181818143,0.13986013986013984,-0.004195804195804187,0.011188811188811187,0.0,0.0
7,0.023430962343096228,0.0,0.011715481171548147,0.0016736401673640654,0.013389121338912147,0.05523012552301254,0.0,0.013389121338912147,0.008368200836820128,-0.005020920502092063
8,0.0007434944237918684,0.0,-0.005204460966542701,0.00817843866171004,0.01189591078066916,0.09070631970260226,0.0059479553903345915,0.06617100371747216,0.0,0.0
9,0.0020942408376963596,0.0,-0.002094240837696293,0.029319371727748723,0.04083769633507857,0.06806282722513093,-0.00418848167539263,0.0722513089005236,0.0062827225130890115,0.0
10,0.008333333333333349,-0.019999999999999952,0.00833333333333337,0.01833333333333338,0.00666666666666671,0.09500000000000006,0.003333333333333366,0.060000000000000074,0.0,0.036666666666666715
11,0.0244444444444444,-0.008888888888888901,0.0033333333333333214,0.004444444444444429,0.005555555555555536,0.02999999999999998,0.011111111111111072,0.006666666666666643,0.0,0.011111111111111117
12,0.011904761904761885,2.2204460492503132e-17,-0.0023809523809523725,0.0011904761904761862,0.0,0.05833333333333333,-0.0011904761904762084,0.10476190476190475,-0.0023809523809523725,0.009523809523809535
13,0.0046875,0.0140625,0.00625,0.0375,-0.0046875,0.084375,0.1,0.0265625,0.034375,0.0109375
14,-0.041538461538461566,-0.01230769230769233,0.004615384615384599,-0.007692307692307709,0.006153846153846132,0.13538461538461538,-0.03230769230769235,0.08461538461538462,0.0,0.006153846153846154
15,-0.017500000000000005,0.0,0.0050000000000000044,0.0025000000000000135,0.032500000000000015,0.1875,-0.040000000000000015,0.12,0.0,0.0
16,-0.016326530612244917,0.02653061224489799,0.06530612244897957,0.03469387755102042,-0.0020408163265306146,0.08163265306122447,0.0,0.04489795918367347,0.0,0.006122448979591843
17,0.018965517241379314,-0.006896551724137922,0.008620689655172398,0.0017241379310344751,0.005172413793103426,0.051724137931034475,0.017241379310344817,0.03275862068965516,0.08275862068965516,0.0034482758620689724
18,0.0,0.0,-0.032258064516129115,0.01290322580645158,-0.017204301075268914,0.0731182795698924,0.0,-0.02795698924731189,-0.015053763440860313,-0.012903225806451691
19,-0.0037037037037037424,0.0,0.007407407407407374,-0.0018518518518518823,-0.005555555555555603,0.10740740740740737,-0.03703703703703705,-0.0018518518518519044,-0.022222222222222275,0.024074074074074026
20,0.0,0.0,-0.03609022556390975,-0.00601503759398494,0.01052631578947374,0.11578947368421055,-0.004511278195488688,0.007518796992481214,0.009022556390977465,-0.0015037593984962294
21,-0.09670329670329673,0.0,-0.07032967032967034,-0.03516483516483522,-0.05054945054945057,0.0659340659340659,-0.01978021978021982,0.002197802197802168,0.03736263736263733,0.01758241758241752
22,0.005405405405405394,0.0,0.010810810810810789,0.021621621621621578,0.0,0.13243243243243238,0.005405405405405394,0.02432432432432432,0.06486486486486484,0.013513513513513509
23,0.0,0.0,0.0,0.0,0.0,0.20981132075471692,0.0,-0.0037735849056603765,0.0,0.0
24,0.030813953488372146,0.0,0.0011627906976744208,0.0023255813953488415,0.008720930232558155,0.22558139534883725,-0.006395348837209269,-0.004651162790697683,0.0063953488372093135,-0.001744186046511631
25,0.02400000000000002,0.0,0.0,-0.0016000000000000014,0.015200000000000014,0.19200000000000003,0.007200000000000007,0.02080000000000002,0.0,-0.002400000000000002
26,-0.005533596837944632,0.0,0.00316205533596845,0.012648221343873556,-0.01343873517786558,0.12806324110671943,0.028458498023715452,0.014229249011857759,-0.0055335968379446095,0.0015810276679842472
27,0.0,0.0,0.0,0.0,-0.002525252525252575,0.22777777777777777,0.0,0.013131313131313082,0.0,0.0
28,0.0,0.0,0.0,0.0,0.010273972602739701,0.2123287671232877,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,-0.0010204081632653184,-0.014285714285714323,0.12346938775510204,0.0,0.0,0.0,0.0
30,0.008121827411167515,0.0,0.0030456852791878263,-0.010152284263959399,0.0,0.19086294416243654,-0.02233502538071066,-0.02233502538071066,0.0071065989847715946,-0.005076142131979711
31,0.005594405594405538,0.0018648018648018238,-0.0004662004662005392,0.012587412587412517,0.0009324009324009008,0.23403263403263397,0.006526806526806483,0.03449883449883444,0.12447552447552442,0.00792540792540788
32,0.00864661654135337,0.0,0.0011278195488721777,-0.0022556390977443775,-0.004135338345864681,0.1883458646616541,0.0,0.025939849624060107,0.015413533834586457,0.0018796992481202811
33,0.0,0.0,0.0,0.0,-0.007390300230946845,0.19538106235565822,0.0,0.0,0.0,0.0
